Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC005786.7	ENSG00000267436.1	1.680	0.300	1.044	2.79e-6
AC005943.2	ENSG00000267059.2	5.410	0.000	2.680	7.12e-26
AC005944.2	ENSG00000267469.1	8.210	24.800	-1.486	5.82e-21
AC006128.2	ENSG00000279716.1	1.620	9.620	-2.019	6.92e-62
AC006942.4	ENSG00000269194.1	0.270	2.010	-1.245	1.77e-70
AC007009.1	ENSG00000244239.1	5.890	1.080	1.728	8.27e-43
AC007255.8	ENSG00000223813.2	3.030	0.940	1.055	1.30e-14
AC007326.1	ENSG00000279560.1	1.150	3.390	-1.030	1.33e-16
AC007566.10	ENSG00000244055.1	0.690	3.650	-1.460	9.35e-60
AC009005.2	ENSG00000267751.5	5.010	1.880	1.061	1.20e-26
AC009065.4	ENSG00000279473.1	6.190	0.000	2.846	3.74e-136
AC009120.6	ENSG00000259972.2	4.150	11.450	-1.273	4.81e-39
AC009299.3	ENSG00000227403.1	2.380	0.200	1.494	1.11e-59
AC009501.4	ENSG00000231609.5	0.230	1.720	-1.145	1.79e-61
AC009948.5	ENSG00000223960.6	1.960	5.300	-1.090	5.37e-31
AC010226.4	ENSG00000249249.1	0.420	2.110	-1.131	2.16e-59
AC011558.5	ENSG00000279753.1	41.871	18.830	1.112	6.89e-17
AC011737.2	ENSG00000204196.5	38.969	12.370	1.580	3.01e-76
AC012065.1	ENSG00000279307.1	2.150	0.410	1.160	2.03e-92
AC016292.3	ENSG00000108958.4	2.250	0.410	1.205	1.45e-93
AC016735.1	ENSG00000224739.2	1.120	0.000	1.084	4.77e-43
AC016757.3	ENSG00000186235.10	0.100	1.600	-1.241	6.68e-58
AC016995.3	ENSG00000231367.5	0.060	2.170	-1.580	1.33e-48
AC017104.6	ENSG00000224376.1	0.420	2.170	-1.159	6.93e-46
AC017116.11	ENSG00000239775.1	0.840	3.010	-1.124	1.18e-29
AC018462.3	ENSG00000242735.1	0.000	1.080	-1.057	1.01e-27
AC018738.2	ENSG00000237039.1	2.010	0.270	1.245	1.45e-21
AC018766.4	ENSG00000267896.1	2.700	8.710	-1.392	1.51e-44
AC021218.2	ENSG00000204876.4	7.650	0.010	3.098	1.19e-127
AC024560.3	ENSG00000214135.8	7.370	25.149	-1.643	4.50e-64
AC025165.8	ENSG00000224713.4	0.060	4.530	-2.383	1.11e-72
AC026150.8	ENSG00000260693.1	0.200	1.470	-1.041	2.23e-73
AC034220.3	ENSG00000233006.6	2.450	6.040	-1.029	7.03e-46
AC053503.12	ENSG00000280323.1	0.010	5.350	-2.652	1.80e-53
AC053503.6	ENSG00000234638.1	0.000	3.450	-2.154	1.70e-47
AC073130.3	ENSG00000243243.5	0.020	1.640	-1.372	3.14e-45
AC073283.4	ENSG00000234690.6	3.220	1.080	1.021	1.33e-20
AC074289.1	ENSG00000225889.7	0.530	3.710	-1.622	4.31e-66
AC078941.1	ENSG00000236780.5	0.040	1.280	-1.132	1.38e-35
AC079922.2	ENSG00000231747.1	1.610	0.250	1.062	1.81e-64
AC079922.3	ENSG00000237753.1	0.680	2.750	-1.158	1.82e-43
AC083843.1	ENSG00000259820.1	0.750	2.640	-1.057	2.09e-52
AC083843.4	ENSG00000279518.1	0.140	1.350	-1.044	1.09e-76
AC093110.3	ENSG00000238018.2	0.810	4.760	-1.670	3.53e-72
AC093495.4	ENSG00000228242.6	1.150	6.010	-1.705	6.88e-69
AC093642.3	ENSG00000237940.3	0.430	2.260	-1.189	5.63e-31
AC106876.2	ENSG00000222001.2	12.010	0.920	2.760	1.86e-46
AC108488.4	ENSG00000242282.6	2.170	8.470	-1.579	8.82e-40
AC114730.11	ENSG00000235351.1	0.380	1.810	-1.026	1.84e-47
AC114730.3	ENSG00000224272.2	3.740	1.170	1.127	1.16e-3
AC123023.1	ENSG00000236452.1	1.060	0.000	1.043	7.42e-75
AC132217.4	ENSG00000240801.1	5.880	19.149	-1.550	1.53e-3
AC137934.1	ENSG00000260923.5	1.240	4.140	-1.198	1.24e-19
AC138035.2	ENSG00000238035.8	1.990	8.420	-1.656	2.51e-47
AC144530.1	ENSG00000234742.1	1.750	0.290	1.092	6.14e-76
AC156455.1	ENSG00000256546.1	2.300	6.290	-1.143	4.59e-8
AC159540.1	ENSG00000230606.10	7.690	20.090	-1.279	8.64e-16
AC239868.2	ENSG00000280874.1	10.450	3.830	1.245	1.56e-7
AC239868.3	ENSG00000281134.1	10.450	3.830	1.245	1.56e-7
ACACB	ENSG00000076555.15	3.080	33.351	-3.074	3.92e-108
ACAD11	ENSG00000240303.7	3.690	17.179	-1.955	2.67e-52
ACADVL	ENSG00000072778.19	224.846	670.502	-1.572	3.98e-46
ACAN	ENSG00000157766.15	3.510	0.180	1.934	9.51e-112
ACAP3	ENSG00000131584.18	13.430	47.619	-1.752	1.43e-43
ACAT2	ENSG00000120437.8	28.281	8.850	1.572	4.50e-31
ACBD4	ENSG00000181513.14	7.330	19.601	-1.306	7.25e-70
ACBD5	ENSG00000107897.18	18.030	8.060	1.071	1.36e-51
ACCS	ENSG00000110455.13	5.320	21.440	-1.828	2.89e-46
ACE2	ENSG00000130234.10	11.350	1.060	2.584	1.93e-21
ACKR1	ENSG00000213088.9	2.560	36.289	-3.389	5.27e-78
ACKR3	ENSG00000144476.5	10.250	23.681	-1.133	2.54e-26
ACLY	ENSG00000131473.16	59.829	24.240	1.269	6.58e-74
ACOT7	ENSG00000097021.19	62.682	27.200	1.175	1.70e-49
ACOX2	ENSG00000168306.12	11.950	25.610	-1.039	6.74e-21
ACP1	ENSG00000143727.15	106.159	50.240	1.064	4.96e-80
ACP5	ENSG00000102575.10	31.380	13.330	1.176	1.36e-14
ACPP	ENSG00000014257.15	2.710	0.850	1.004	9.17e-20
ACSL3	ENSG00000123983.13	45.911	22.050	1.025	3.47e-48
ACSL5	ENSG00000197142.10	134.019	15.070	3.071	1.94e-40
ACSM5	ENSG00000183549.10	0.100	2.130	-1.509	4.19e-69
ACSS3	ENSG00000111058.7	0.460	1.950	-1.015	1.93e-29
ACTA1	ENSG00000143632.14	0.060	2.770	-1.830	3.15e-55
ACTA2	ENSG00000107796.12	167.022	1263.841	-2.912	3.15e-39
ACTA2-AS1	ENSG00000180139.11	0.980	22.850	-3.590	3.38e-75
ACTC1	ENSG00000159251.6	0.390	2.270	-1.234	1.86e-21
ACTG1	ENSG00000184009.9	3175.129	1205.151	1.397	4.21e-37
ACTG2	ENSG00000163017.13	29.181	3895.518	-7.012	2.04e-68
ACTL10	ENSG00000182584.4	3.390	0.820	1.270	1.25e-89
ACTL6A	ENSG00000136518.16	58.020	26.729	1.090	8.50e-82
ACTN1	ENSG00000072110.13	110.468	368.979	-1.731	1.71e-12
ACTR2	ENSG00000138071.13	106.528	43.230	1.282	1.63e-56
ACTR3	ENSG00000115091.11	145.280	60.488	1.250	5.81e-45
ACVR1B	ENSG00000135503.12	22.050	10.490	1.004	2.86e-21
ACY1	ENSG00000243989.7	70.131	14.390	2.208	1.80e-35
ACY3	ENSG00000132744.7	7.120	0.960	2.051	1.88e-34
ADAM10	ENSG00000137845.14	33.321	15.260	1.078	3.40e-28
ADAM11	ENSG00000073670.13	0.080	1.580	-1.256	2.25e-52
ADAM12	ENSG00000148848.14	2.410	0.180	1.531	3.04e-56
ADAM33	ENSG00000149451.17	0.610	99.947	-5.970	5.98e-123
ADAMTS1	ENSG00000154734.14	4.110	32.549	-2.715	6.90e-66
ADAMTS10	ENSG00000142303.13	1.310	16.979	-2.960	1.35e-78
ADAMTS8	ENSG00000134917.9	0.390	6.450	-2.422	2.18e-54
ADAMTS9-AS1	ENSG00000241158.5	0.120	12.740	-3.617	3.42e-66
ADAMTS9-AS2	ENSG00000241684.5	0.060	3.230	-1.997	6.75e-76
ADAMTSL1	ENSG00000178031.15	0.780	3.490	-1.335	1.34e-66
ADAMTSL3	ENSG00000156218.12	0.240	6.580	-2.612	1.73e-60
ADAMTSL4	ENSG00000143382.13	2.520	27.380	-3.011	1.57e-95
ADAP1	ENSG00000105963.13	90.358	40.649	1.133	1.98e-30
ADARB1	ENSG00000197381.15	2.940	17.579	-2.237	5.17e-47
ADARB2	ENSG00000185736.15	0.080	1.400	-1.152	4.44e-52
ADCY2	ENSG00000078295.15	0.420	4.420	-1.932	8.68e-57
ADCY4	ENSG00000129467.13	2.860	17.340	-2.248	1.41e-68
ADCY5	ENSG00000173175.14	0.720	23.730	-3.846	9.75e-110
ADCYAP1R1	ENSG00000078549.14	0.020	3.070	-1.996	1.12e-67
ADD1	ENSG00000087274.16	69.579	147.206	-1.070	1.61e-43
ADGRA2	ENSG00000020181.17	5.930	13.610	-1.076	1.12e-14
ADGRB1	ENSG00000181790.10	0.130	1.270	-1.006	9.03e-67
ADGRB3	ENSG00000135298.13	0.030	1.720	-1.401	7.88e-62
ADGRD1	ENSG00000111452.12	0.840	7.670	-2.236	1.65e-71
ADGRE5	ENSG00000123146.19	87.039	40.641	1.080	3.05e-44
ADGRF4	ENSG00000153294.11	1.800	0.150	1.284	8.64e-52
ADGRG1	ENSG00000205336.11	101.110	18.360	2.399	1.00e-110
ADGRG5	ENSG00000159618.15	2.020	0.380	1.130	1.58e-36
ADGRL2	ENSG00000117114.19	2.790	12.260	-1.807	8.08e-57
ADGRL3	ENSG00000150471.15	0.250	1.690	-1.106	1.20e-83
ADH1B	ENSG00000196616.12	0.550	140.838	-6.516	3.20e-168
ADH1C	ENSG00000248144.5	7.690	18.260	-1.148	1.18e-14
ADHFE1	ENSG00000147576.15	0.380	19.390	-3.885	4.96e-152
ADIRF-AS1	ENSG00000272734.1	1.360	5.820	-1.531	4.66e-37
ADK	ENSG00000156110.13	29.459	10.920	1.354	4.15e-92
ADM	ENSG00000148926.9	14.690	31.210	-1.038	1.89e-17
ADM2	ENSG00000128165.8	2.880	0.280	1.600	2.95e-78
ADORA2B	ENSG00000170425.3	11.830	3.420	1.537	2.91e-20
ADRM1	ENSG00000130706.12	141.650	66.652	1.076	2.46e-62
ADSSL1	ENSG00000185100.10	1.250	4.280	-1.231	5.63e-45
AEN	ENSG00000181026.14	16.700	6.880	1.168	2.41e-63
AF001548.3	ENSG00000280429.1	0.000	1.110	-1.077	1.79e-42
AF064858.6	ENSG00000205622.9	2.410	0.500	1.185	1.09e-31
AF131215.9	ENSG00000269918.1	0.370	1.800	-1.031	1.12e-45
AFF3	ENSG00000144218.18	0.140	2.920	-1.782	1.49e-93
AFG3L1P	ENSG00000223959.8	8.290	17.720	-1.011	6.70e-27
AFMID	ENSG00000183077.15	41.069	15.710	1.332	4.13e-85
AGAP11	ENSG00000271880.1	0.110	1.930	-1.400	6.64e-67
AGAP4	ENSG00000188234.13	4.820	13.190	-1.286	1.77e-38
AGAP6	ENSG00000204149.9	6.040	16.440	-1.309	3.74e-35
AGAP9	ENSG00000204172.11	3.480	10.510	-1.361	2.86e-33
AGER	ENSG00000204305.13	1.920	9.880	-1.898	1.13e-60
AGMAT	ENSG00000116771.5	16.800	0.610	3.467	4.74e-74
AGPAT2	ENSG00000169692.12	116.840	46.000	1.326	4.31e-26
AGPAT4	ENSG00000026652.13	1.170	3.650	-1.100	5.50e-30
AGPAT5	ENSG00000155189.11	16.130	4.980	1.518	5.84e-61
AGPAT9	ENSG00000138678.10	2.600	6.280	-1.016	4.69e-35
AGR2	ENSG00000106541.11	591.649	32.421	4.148	7.92e-40
AGR3	ENSG00000173467.8	62.051	9.050	2.649	1.15e-10
AGRN	ENSG00000188157.13	39.251	16.190	1.227	1.78e-62
AGT	ENSG00000135744.7	10.800	2.970	1.572	3.52e-44
AGTR1	ENSG00000144891.17	0.090	11.070	-3.469	6.72e-78
AHCY	ENSG00000101444.12	235.273	52.109	2.153	1.01e-129
AHDC1	ENSG00000126705.13	3.670	10.850	-1.343	5.12e-34
AHNAK	ENSG00000124942.13	37.990	188.013	-2.277	1.22e-69
AHNAK2	ENSG00000185567.6	5.520	51.900	-3.020	1.44e-33
AHSA2	ENSG00000173209.22	15.380	62.348	-1.951	1.65e-42
AIF1L	ENSG00000126878.12	1.620	4.480	-1.065	3.83e-27
AIM1	ENSG00000112297.14	14.280	5.020	1.344	3.26e-16
AIM1L	ENSG00000176092.13	6.360	0.700	2.114	8.64e-34
AIMP2	ENSG00000106305.9	46.038	20.959	1.099	8.20e-63
AJUBA	ENSG00000129474.15	8.170	1.920	1.651	1.98e-99
AKAP12	ENSG00000131016.16	2.830	35.419	-3.249	3.41e-53
AKAP6	ENSG00000151320.10	0.390	3.070	-1.550	3.77e-47
AKAP8L	ENSG00000011243.17	27.270	66.160	-1.248	8.79e-32
AKR1B1	ENSG00000085662.13	17.920	44.839	-1.277	2.56e-34
AKR1C1	ENSG00000187134.12	3.050	18.090	-2.237	9.10e-55
AKR1C2	ENSG00000151632.16	3.020	15.860	-2.068	2.57e-54
AKR7A3	ENSG00000162482.4	23.051	4.470	2.136	7.07e-14
AKT3	ENSG00000117020.16	1.800	17.210	-2.701	9.05e-60
AL158801.1	ENSG00000279392.1	4.820	0.330	2.130	5.23e-99
AL162151.3	ENSG00000234648.1	566.329	260.763	1.116	2.82e-3
AL442127.1	ENSG00000278371.2	0.000	18.699	-4.300	6.08e-32
AL928768.3	ENSG00000253701.2	1.730	9.230	-1.906	1.93e-7
ALDH18A1	ENSG00000059573.8	60.900	17.080	1.776	6.10e-43
ALDH1A1	ENSG00000165092.12	25.210	125.078	-2.266	2.48e-46
ALDH1L1	ENSG00000144908.13	2.260	7.350	-1.357	6.70e-9
ALDH3A1	ENSG00000108602.17	4.130	1.110	1.282	1.79e-24
ALDH4A1	ENSG00000159423.16	13.840	5.100	1.283	1.12e-59
ALDH5A1	ENSG00000112294.12	7.920	3.010	1.153	4.56e-57
ALDOB	ENSG00000136872.17	9.610	0.870	2.504	4.25e-28
ALG1	ENSG00000033011.11	32.110	11.130	1.449	2.38e-92
ALG14	ENSG00000172339.9	5.870	2.190	1.107	4.56e-39
ALG1L	ENSG00000189366.9	4.680	1.100	1.435	2.50e-71
ALG3	ENSG00000214160.9	63.341	30.420	1.034	2.78e-82
ALG5	ENSG00000120697.8	61.371	22.760	1.392	8.14e-86
ALG8	ENSG00000159063.12	34.621	15.080	1.147	3.99e-87
ALOX12-AS1	ENSG00000215067.9	2.430	6.110	-1.052	1.74e-77
ALPK3	ENSG00000136383.6	0.980	4.960	-1.590	4.84e-10
ALYREF	ENSG00000183684.7	114.316	35.671	1.653	1.44e-105
AMACR	ENSG00000242110.7	39.349	8.360	2.108	4.50e-42
AMMECR1	ENSG00000101935.9	6.500	1.730	1.458	2.22e-122
AMOT	ENSG00000126016.13	7.130	2.910	1.056	1.91e-34
AMOTL1	ENSG00000166025.17	1.520	18.439	-2.948	1.11e-52
AMPH	ENSG00000078053.16	0.360	2.050	-1.165	3.68e-49
AMT	ENSG00000145020.14	7.710	36.191	-2.094	3.51e-70
AMY2B	ENSG00000240038.6	2.360	24.599	-2.930	1.26e-86
ANGPTL1	ENSG00000116194.12	0.180	25.100	-4.467	7.17e-112
ANGPTL2	ENSG00000136859.9	14.650	41.389	-1.438	3.39e-13
ANGPTL7	ENSG00000171819.4	0.020	1.420	-1.246	4.47e-52
ANK2	ENSG00000145362.16	0.710	16.680	-3.370	2.95e-87
ANK3	ENSG00000151150.20	7.630	19.910	-1.277	2.52e-63
ANKDD1A	ENSG00000166839.16	0.760	3.600	-1.386	1.05e-66
ANKEF1	ENSG00000132623.15	4.170	0.610	1.683	3.31e-99
ANKFY1	ENSG00000185722.16	8.720	19.231	-1.057	4.25e-45
ANKH	ENSG00000154122.12	65.621	14.620	2.093	1.58e-76
ANKRD12	ENSG00000101745.15	3.380	8.300	-1.086	3.04e-61
ANKRD22	ENSG00000152766.5	26.259	0.940	3.813	1.21e-79
ANKRD35	ENSG00000198483.12	0.240	3.430	-1.837	5.23e-68
ANKRD44	ENSG00000065413.16	1.690	5.770	-1.332	5.15e-51
ANKRD53	ENSG00000144031.11	0.120	1.800	-1.322	5.66e-87
ANKRD6	ENSG00000135299.16	0.750	4.620	-1.683	2.38e-53
ANKRD65	ENSG00000235098.8	0.820	6.910	-2.120	2.57e-56
ANKRD9	ENSG00000156381.8	8.520	19.740	-1.123	2.03e-46
ANKS1B	ENSG00000185046.18	0.130	2.450	-1.610	4.66e-64
ANKS4B	ENSG00000175311.6	12.750	0.950	2.818	5.04e-30
ANLN	ENSG00000011426.10	17.850	1.420	2.961	2.11e-164
ANO5	ENSG00000171714.10	0.080	1.920	-1.435	2.31e-129
ANO9	ENSG00000185101.12	54.481	15.720	1.730	2.98e-20
ANOS1	ENSG00000011201.10	1.760	0.210	1.190	7.69e-63
ANP32A	ENSG00000140350.15	130.707	59.552	1.121	1.30e-53
ANTXR2	ENSG00000163297.16	25.370	70.058	-1.430	9.69e-40
ANXA13	ENSG00000104537.16	13.590	3.830	1.595	2.71e-17
ANXA2	ENSG00000182718.16	924.480	340.355	1.439	1.30e-49
ANXA2P2	ENSG00000231991.4	20.619	3.520	2.258	2.91e-101
ANXA3	ENSG00000138772.12	77.219	21.080	1.825	1.93e-77
ANXA4	ENSG00000196975.14	206.771	50.829	2.003	1.46e-78
ANXA6	ENSG00000197043.13	53.319	143.359	-1.410	6.57e-14
ANXA8L1	ENSG00000264230.7	0.080	1.490	-1.205	6.33e-36
ANXA9	ENSG00000143412.9	3.480	1.040	1.135	2.54e-77
AOAH	ENSG00000136250.11	18.830	4.570	1.832	2.80e-29
AOC1	ENSG00000002726.19	83.400	6.940	3.410	1.95e-18
AOC3	ENSG00000131471.6	5.930	123.297	-4.165	2.15e-70
AOC4P	ENSG00000260105.6	0.060	2.130	-1.562	9.45e-51
AOX1	ENSG00000138356.13	0.630	6.430	-2.188	1.69e-70
AP000275.65	ENSG00000265590.9	3.400	1.200	1.000	4.48e-16
AP000347.2	ENSG00000272578.5	0.780	2.830	-1.105	2.73e-62
AP000347.4	ENSG00000234353.2	0.840	3.360	-1.245	5.85e-42
AP000349.2	ENSG00000280178.1	9.600	0.230	3.107	3.31e-99
AP000439.3	ENSG00000255774.1	4.610	0.340	2.066	3.30e-8
AP000892.6	ENSG00000280143.1	3.570	77.278	-4.098	2.46e-68
AP001347.6	ENSG00000224905.6	0.130	1.390	-1.081	7.98e-34
AP003391.1	ENSG00000281272.1	23.801	0.000	4.632	2.77e-34
AP003774.1	ENSG00000236935.1	11.900	1.010	2.682	2.47e-23
AP006621.5	ENSG00000255284.1	3.260	7.920	-1.066	3.54e-26
AP1M2	ENSG00000129354.11	103.299	4.050	4.368	1.30e-51
AP1S1	ENSG00000106367.13	123.570	24.050	2.314	2.08e-97
AP1S2	ENSG00000182287.13	10.300	24.070	-1.150	4.44e-20
AP1S3	ENSG00000152056.16	6.000	0.510	2.213	2.33e-138
AP3B2	ENSG00000103723.12	0.110	2.230	-1.541	4.38e-54
APBB1	ENSG00000166313.18	3.400	43.030	-3.323	2.50e-79
APBB3	ENSG00000113108.17	6.020	32.360	-2.249	1.52e-78
APEH	ENSG00000164062.12	122.708	56.849	1.097	1.95e-45
APEX2	ENSG00000169188.4	19.160	6.840	1.363	3.30e-89
APH1A	ENSG00000117362.12	142.576	65.172	1.118	9.61e-45
APLN	ENSG00000171388.11	2.740	0.410	1.407	5.98e-64
APLP1	ENSG00000105290.11	1.150	5.020	-1.485	2.96e-44
APMAP	ENSG00000101474.11	75.441	32.479	1.191	9.68e-59
APOBEC1	ENSG00000111701.6	5.950	0.180	2.558	6.47e-47
APOBEC3B	ENSG00000179750.15	8.220	0.980	2.219	2.97e-18
APOBR	ENSG00000184730.10	11.530	4.310	1.239	2.41e-3
APOC1	ENSG00000130208.9	52.859	10.930	2.175	1.22e-44
APOC2	ENSG00000234906.8	3.670	0.240	1.913	1.24e-73
APOC4-APOC2	ENSG00000224916.8	6.770	0.540	2.335	2.49e-72
APOD	ENSG00000189058.8	7.360	74.480	-3.175	5.62e-54
APRT	ENSG00000198931.10	218.895	90.233	1.269	4.10e-55
AQP1	ENSG00000240583.10	24.150	82.801	-1.736	1.76e-26
AQP7	ENSG00000165269.12	1.400	4.280	-1.137	4.74e-20
AQP8	ENSG00000103375.10	0.600	3.630	-1.533	6.48e-16
ARAP1-AS1	ENSG00000256007.1	2.720	0.000	1.895	8.23e-18
AREG	ENSG00000109321.10	75.462	5.660	3.521	7.15e-75
ARF6	ENSG00000165527.6	52.599	25.400	1.022	4.43e-27
ARFGEF3	ENSG00000112379.8	4.180	0.900	1.447	1.69e-65
ARGLU1	ENSG00000134884.13	56.500	160.551	-1.490	1.36e-28
ARHGAP10	ENSG00000071205.11	2.820	27.830	-2.916	1.03e-64
ARHGAP11A	ENSG00000198826.10	10.990	1.230	2.427	5.39e-104
ARHGAP18	ENSG00000146376.10	15.260	4.650	1.525	9.16e-79
ARHGAP23	ENSG00000275832.4	5.380	17.240	-1.515	3.58e-14
ARHGAP24	ENSG00000138639.17	1.920	5.090	-1.060	2.10e-27
ARHGAP33	ENSG00000004777.18	3.600	13.370	-1.643	1.18e-37
ARHGAP6	ENSG00000047648.21	1.080	9.240	-2.299	8.56e-42
ARHGAP8	ENSG00000241484.9	25.080	3.390	2.571	2.02e-45
ARHGDIG	ENSG00000242173.8	1.360	3.770	-1.015	9.36e-5
ARHGEF16	ENSG00000130762.14	26.319	6.220	1.920	2.66e-19
ARHGEF17	ENSG00000110237.3	4.820	47.310	-3.053	6.15e-61
ARHGEF25	ENSG00000240771.6	3.290	97.673	-4.524	7.85e-88
ARHGEF26	ENSG00000114790.12	1.290	21.750	-3.312	7.24e-71
ARHGEF26-AS1	ENSG00000243069.7	0.050	1.810	-1.420	1.25e-54
ARHGEF34P	ENSG00000204959.4	5.890	2.330	1.049	2.09e-24
ARHGEF35	ENSG00000213214.4	15.330	1.770	2.560	5.71e-38
ARHGEF37	ENSG00000183111.11	2.730	11.060	-1.693	1.07e-81
ARHGEF38	ENSG00000236699.8	3.110	0.470	1.483	5.23e-61
ARHGEF4	ENSG00000136002.16	0.980	9.250	-2.372	5.40e-36
ARHGEF5	ENSG00000050327.14	19.981	9.030	1.065	7.10e-28
ARHGEF6	ENSG00000129675.15	1.940	7.610	-1.550	2.67e-60
ARID3A	ENSG00000116017.10	7.640	2.900	1.148	7.18e-51
ARL10	ENSG00000175414.6	0.490	2.970	-1.414	6.66e-45
ARL14	ENSG00000179674.3	6.550	2.030	1.317	2.28e-3
ARL4D	ENSG00000175906.4	1.650	14.500	-2.548	6.31e-60
ARL6IP1	ENSG00000170540.14	166.087	45.911	1.833	4.32e-89
ARMC10	ENSG00000170632.13	45.670	18.731	1.242	1.11e-101
ARMC6	ENSG00000105676.13	25.820	10.660	1.202	2.89e-102
ARMCX1	ENSG00000126947.11	1.820	18.980	-2.825	7.34e-79
ARMCX2	ENSG00000184867.13	3.810	20.959	-2.191	1.51e-42
ARMCX4	ENSG00000196440.11	1.930	12.280	-2.180	2.07e-72
ARNT2	ENSG00000172379.18	0.820	3.000	-1.136	7.76e-24
ARNTL	ENSG00000133794.17	4.020	12.620	-1.440	3.09e-76
ARNTL2	ENSG00000029153.14	5.980	1.130	1.712	2.93e-81
ARPC1B	ENSG00000130429.12	239.452	104.661	1.186	6.26e-52
ARPC3	ENSG00000111229.15	345.369	166.386	1.049	4.42e-44
ARPC5	ENSG00000162704.15	155.977	74.299	1.060	8.38e-42
ARRDC4	ENSG00000140450.8	7.580	26.650	-1.688	1.33e-79
ARSD	ENSG00000006756.15	24.849	8.300	1.475	1.34e-35
ARSE	ENSG00000157399.14	37.041	3.160	3.193	7.17e-43
AS3MT	ENSG00000214435.7	0.910	3.050	-1.084	8.50e-29
ASAP3	ENSG00000088280.18	3.850	17.259	-1.913	1.34e-108
ASB2	ENSG00000100628.11	0.990	35.451	-4.195	2.45e-92
ASB5	ENSG00000164122.8	0.000	2.370	-1.753	7.57e-49
ASB9	ENSG00000102048.15	5.380	0.850	1.786	1.78e-95
ASCL2	ENSG00000183734.4	48.240	0.740	4.823	1.69e-134
ASF1B	ENSG00000105011.8	26.620	1.110	3.710	9.56e-107
ASIC3	ENSG00000213199.7	0.600	6.290	-2.188	5.47e-63
ASL	ENSG00000126522.16	77.000	32.561	1.217	7.71e-20
ASMTL-AS1	ENSG00000236017.7	3.290	11.820	-1.579	1.79e-29
ASPA	ENSG00000108381.10	0.100	1.910	-1.403	9.67e-106
ASPHD1	ENSG00000174939.10	6.820	1.280	1.778	1.24e-94
