Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ABCF3	ENSG00000161204.11	35.500	10.510	1.665	3.20e-24
ABCG1	ENSG00000160179.18	11.260	3.690	1.386	3.90e-9
ABHD10	ENSG00000144827.8	14.140	1.580	2.553	1.06e-46
ABHD12	ENSG00000100997.18	35.260	3.710	2.945	3.04e-58
ABHD14A	ENSG00000248487.8	14.330	2.440	2.156	1.04e-34
ABHD14B	ENSG00000114779.19	66.109	11.660	2.406	3.97e-34
ABHD15	ENSG00000168792.4	5.670	1.420	1.463	1.55e-18
ABHD17B	ENSG00000107362.13	6.640	1.940	1.378	8.16e-11
ABHD17C	ENSG00000136379.11	6.630	0.460	2.386	4.57e-47
ABHD2	ENSG00000140526.16	4.990	12.660	-1.189	4.89e-9
ABHD5	ENSG00000011198.7	5.030	33.560	-2.519	3.39e-29
ABHD6	ENSG00000163686.13	3.530	0.970	1.201	1.64e-19
ABHD8	ENSG00000127220.5	8.720	2.930	1.306	2.68e-13
ABI1	ENSG00000136754.16	29.140	12.250	1.186	7.32e-8
ABI2	ENSG00000138443.15	7.110	0.890	2.101	2.58e-46
ABI3	ENSG00000108798.8	27.580	13.050	1.024	7.68e-9
ABI3BP	ENSG00000154175.16	8.450	0.100	3.103	1.08e-83
ABL1	ENSG00000097007.17	10.000	1.740	2.005	1.88e-25
ABLIM1	ENSG00000099204.18	9.050	2.170	1.665	1.14e-18
ABRACL	ENSG00000146386.7	91.651	13.540	2.672	1.16e-33
ABT1	ENSG00000146109.4	19.569	3.580	2.167	4.01e-33
ABTB1	ENSG00000114626.17	22.400	207.705	-3.157	2.59e-37
ABTB2	ENSG00000166016.5	2.130	0.220	1.359	5.71e-40
AC000089.3	ENSG00000235776.2	3.470	0.100	2.023	9.60e-125
AC002116.7	ENSG00000267698.1	1.220	0.050	1.080	3.11e-91
AC002310.12	ENSG00000235560.3	2.080	0.310	1.233	2.05e-50
AC002398.9	ENSG00000188223.9	8.150	2.080	1.571	5.94e-21
AC004057.1	ENSG00000196656.7	1024.354	114.634	3.148	4.06e-25
AC004381.6	ENSG00000005189.19	2.790	0.230	1.624	3.46e-59
AC004453.8	ENSG00000146677.7	5.830	1.270	1.589	1.45e-23
AC004967.7	ENSG00000243554.1	1.990	0.110	1.430	1.26e-79
AC005062.2	ENSG00000243004.5	10.240	1.020	2.476	6.74e-52
AC005076.5	ENSG00000224046.1	2.580	0.370	1.386	2.26e-36
AC005083.1	ENSG00000233834.6	1.970	0.030	1.528	1.09e-56
AC005154.6	ENSG00000196295.11	10.270	22.590	-1.066	3.49e-5
AC005255.3	ENSG00000256210.3	4.790	0.000	2.534	8.71e-37
AC005339.2	ENSG00000268565.1	16.381	0.330	3.708	2.77e-93
AC005523.2	ENSG00000269604.1	13.150	2.180	2.154	1.98e-34
AC005562.1	ENSG00000214719.11	3.400	0.370	1.683	1.47e-54
AC005606.15	ENSG00000260107.1	1.090	0.040	1.007	5.70e-37
AC005682.5	ENSG00000228649.8	1.960	0.140	1.377	3.74e-55
AC005786.7	ENSG00000267436.1	10.260	0.100	3.356	2.81e-42
AC005943.2	ENSG00000267059.2	1.210	0.000	1.144	1.30e-14
AC005943.6	ENSG00000279009.1	21.000	0.000	4.459	3.13e-27
AC005944.2	ENSG00000267469.1	12.600	1.360	2.527	6.15e-35
AC006011.4	ENSG00000244563.1	23.221	1.220	3.448	1.39e-75
AC006077.3	ENSG00000279799.1	1.840	0.370	1.052	5.39e-31
AC006129.2	ENSG00000268027.5	11.230	2.230	1.921	7.25e-17
AC006547.8	ENSG00000243762.1	2.600	0.160	1.634	3.37e-31
AC006978.6	ENSG00000235859.5	5.910	1.520	1.455	9.99e-22
AC007192.6	ENSG00000269145.2	21.421	6.870	1.510	5.80e-5
AC007229.3	ENSG00000267544.1	2.800	0.090	1.802	1.67e-113
AC007246.3	ENSG00000231312.6	3.660	0.300	1.842	7.86e-66
AC007278.3	ENSG00000234389.1	0.000	6.060	-2.820	2.62e-18
AC007283.5	ENSG00000234431.2	10.350	3.400	1.367	1.71e-5
AC007318.5	ENSG00000172974.11	7.700	0.890	2.203	2.02e-50
AC007383.3	ENSG00000227946.1	2.760	0.340	1.489	5.55e-49
AC007386.4	ENSG00000232613.6	1.980	0.050	1.505	1.72e-44
AC007969.5	ENSG00000233762.3	10.130	2.250	1.776	3.69e-33
AC009065.4	ENSG00000279473.1	3.480	0.000	2.163	2.68e-101
AC009299.3	ENSG00000227403.1	2.880	0.110	1.806	1.16e-80
AC009303.2	ENSG00000279227.1	0.420	1.950	-1.055	8.82e-9
AC009403.2	ENSG00000216895.8	11.600	0.960	2.685	1.47e-62
AC009495.2	ENSG00000235192.1	0.040	1.290	-1.139	2.63e-16
AC009506.1	ENSG00000224152.1	0.620	2.300	-1.026	1.01e-16
AC009948.5	ENSG00000223960.6	3.230	0.620	1.385	5.61e-29
AC009950.1	ENSG00000280755.1	0.390	4.090	-1.873	1.07e-12
AC010226.4	ENSG00000249249.1	3.800	0.200	2.000	7.65e-86
AC010468.1	ENSG00000214784.4	1.260	0.030	1.134	1.89e-102
AC010761.8	ENSG00000264577.1	2.140	0.450	1.115	4.41e-25
AC010894.3	ENSG00000226853.2	2.120	0.370	1.187	1.26e-37
AC011737.2	ENSG00000204196.5	34.031	3.600	2.929	2.02e-49
AC012146.7	ENSG00000234327.7	26.841	0.720	4.017	5.76e-103
AC016739.2	ENSG00000218175.2	46.000	4.070	3.213	1.10e-52
AC016747.3	ENSG00000212978.6	8.050	0.470	2.622	5.01e-62
AC017002.1	ENSG00000240350.2	4.880	0.250	2.234	1.02e-43
AC017104.6	ENSG00000224376.1	14.960	0.600	3.318	1.19e-65
AC017116.11	ENSG00000239775.1	0.730	3.430	-1.357	4.39e-10
AC018738.2	ENSG00000237039.1	1.480	0.000	1.310	2.60e-15
AC018755.18	ENSG00000268500.5	0.230	5.300	-2.357	1.83e-11
AC018816.3	ENSG00000235978.6	1.670	0.140	1.228	2.32e-33
AC019117.2	ENSG00000236039.1	1.240	0.000	1.163	7.01e-42
AC021224.1	ENSG00000262477.1	1.810	0.360	1.047	1.64e-18
AC022182.3	ENSG00000254802.1	2.190	0.380	1.209	9.87e-18
AC023590.1	ENSG00000225885.6	30.909	0.000	4.996	1.92e-117
AC024592.12	ENSG00000267740.5	2.780	0.270	1.574	8.92e-78
AC027612.6	ENSG00000143429.9	6.960	0.320	2.592	2.75e-69
AC068580.5	ENSG00000229512.1	0.000	1.800	-1.485	5.86e-7
AC068580.6	ENSG00000235027.1	0.670	3.540	-1.443	7.49e-8
AC068831.15	ENSG00000259661.1	6.520	22.500	-1.644	5.52e-15
AC069363.1	ENSG00000277089.4	1.550	0.210	1.075	1.46e-15
AC074212.5	ENSG00000259605.3	2.290	0.030	1.675	1.50e-84
AC074289.1	ENSG00000225889.7	7.450	21.660	-1.423	3.15e-9
AC079250.1	ENSG00000230979.3	4.730	0.430	2.002	4.02e-61
AC079325.6	ENSG00000231027.1	0.070	1.350	-1.135	3.36e-8
AC079767.4	ENSG00000224137.1	68.180	0.950	5.149	2.36e-92
AC079922.2	ENSG00000231747.1	1.830	0.000	1.501	1.52e-84
AC083899.3	ENSG00000204745.3	2.700	0.260	1.554	8.63e-58
AC091729.9	ENSG00000229043.2	2.430	0.270	1.433	3.63e-53
AC092155.1	ENSG00000229503.1	1.330	0.000	1.220	2.40e-82
AC092171.4	ENSG00000230733.2	3.910	0.620	1.600	9.11e-30
AC092580.4	ENSG00000235576.1	14.110	2.900	1.954	7.63e-12
AC093323.3	ENSG00000170846.15	5.920	1.140	1.693	1.76e-34
AC093642.3	ENSG00000237940.3	1.630	0.310	1.006	1.42e-17
AC096559.1	ENSG00000224184.5	13.610	0.000	3.869	3.59e-99
AC098614.2	ENSG00000213846.4	1.350	0.130	1.056	4.07e-47
AC104389.1	ENSG00000279346.1	0.000	2.010	-1.590	1.36e-9
AC104534.3	ENSG00000268083.5	25.230	0.000	4.713	6.46e-71
AC104653.1	ENSG00000228857.2	1.470	0.180	1.066	2.66e-26
AC104699.1	ENSG00000224220.1	3.330	0.000	2.114	5.81e-55
AC108488.4	ENSG00000242282.6	3.930	0.470	1.746	2.77e-51
AC110615.1	ENSG00000279909.1	5.660	0.080	2.625	2.08e-60
AC113189.5	ENSG00000233223.2	12.080	1.760	2.245	2.73e-43
AC113404.1	ENSG00000254893.5	2.090	0.530	1.014	1.27e-8
AC116366.5	ENSG00000238160.1	0.110	1.870	-1.370	4.61e-20
AC116366.6	ENSG00000234290.2	0.170	1.580	-1.141	8.87e-9
AC130469.1	ENSG00000279396.1	0.230	10.630	-3.241	4.67e-42
AC132217.4	ENSG00000240801.1	2.190	0.460	1.128	9.02e-6
AC133528.2	ENSG00000228989.1	8.840	1.040	2.270	1.04e-48
AC133644.2	ENSG00000280721.1	15.510	1.140	2.948	3.82e-47
AC138035.2	ENSG00000238035.8	0.370	34.789	-4.707	9.59e-43
AC144530.1	ENSG00000234742.1	3.650	0.000	2.217	4.10e-163
AC147651.4	ENSG00000237181.1	11.090	2.130	1.950	4.39e-21
AC159540.1	ENSG00000230606.10	8.690	1.890	1.745	3.23e-14
AC241377.2	ENSG00000281741.1	3.540	0.680	1.434	2.86e-25
AC241585.2	ENSG00000281571.1	10.640	2.900	1.578	4.71e-25
AC245100.1	ENSG00000280649.1	9.890	3.010	1.441	2.48e-22
ACAA2	ENSG00000167315.17	52.171	7.490	2.647	2.67e-32
ACACA	ENSG00000278540.4	8.460	0.950	2.278	1.56e-62
ACAD11	ENSG00000240303.7	3.170	1.060	1.017	5.03e-11
ACAD8	ENSG00000151498.11	11.070	4.910	1.030	9.80e-8
ACAD9	ENSG00000177646.17	19.740	3.130	2.328	7.27e-47
ACADM	ENSG00000117054.13	39.571	2.160	3.682	5.43e-52
ACADS	ENSG00000122971.8	12.370	3.600	1.539	4.38e-19
ACADSB	ENSG00000196177.12	1.970	0.390	1.095	2.54e-24
ACAT1	ENSG00000075239.13	44.059	3.060	3.472	2.34e-59
ACAT2	ENSG00000120437.8	16.979	2.010	2.579	7.96e-53
ACBD3	ENSG00000182827.8	10.160	1.750	2.021	2.52e-23
ACBD4	ENSG00000181513.14	8.370	2.700	1.341	8.83e-21
ACBD5	ENSG00000107897.18	5.000	1.760	1.120	3.12e-10
ACBD6	ENSG00000230124.6	42.039	6.620	2.498	2.76e-26
ACCS	ENSG00000110455.13	7.190	2.900	1.070	1.26e-5
ACD	ENSG00000102977.13	28.759	6.930	1.908	1.45e-29
ACE	ENSG00000159640.14	6.590	0.310	2.535	3.07e-65
ACHE	ENSG00000087085.13	6.280	0.550	2.232	3.57e-37
ACKR1	ENSG00000213088.9	17.200	1.690	2.758	4.80e-49
ACKR3	ENSG00000144476.5	3.130	0.400	1.561	1.49e-28
ACLY	ENSG00000131473.16	35.510	6.790	2.229	1.32e-24
ACO1	ENSG00000122729.18	10.210	0.640	2.773	1.54e-87
ACO2	ENSG00000100412.15	60.029	9.680	2.515	1.89e-40
ACOT1	ENSG00000184227.7	3.150	0.170	1.827	1.00e-90
ACOT13	ENSG00000112304.10	18.860	1.710	2.873	6.73e-66
ACOT2	ENSG00000119673.14	16.000	1.140	2.990	5.15e-66
ACOT4	ENSG00000177465.4	1.910	0.090	1.417	1.75e-85
ACOT7	ENSG00000097021.19	49.610	1.690	4.234	3.59e-84
ACOT8	ENSG00000101473.16	35.520	10.090	1.719	2.85e-17
ACOX3	ENSG00000087008.15	14.970	1.930	2.446	3.46e-54
ACP1	ENSG00000143727.15	65.412	8.720	2.772	1.12e-56
ACP2	ENSG00000134575.9	46.391	3.900	3.274	8.24e-53
ACP5	ENSG00000102575.10	123.066	7.270	3.907	1.53e-59
ACRBP	ENSG00000111644.7	3.260	9.450	-1.295	2.53e-15
ACSF2	ENSG00000167107.12	22.641	3.320	2.452	7.15e-47
ACSF3	ENSG00000176715.15	37.809	5.630	2.549	1.16e-53
ACSL1	ENSG00000151726.13	17.869	378.932	-4.332	1.26e-42
ACSL3	ENSG00000123983.13	16.640	6.320	1.269	2.41e-8
ACSL5	ENSG00000197142.10	23.000	5.060	1.986	1.56e-23
ACTA1	ENSG00000143632.14	0.080	1.720	-1.333	1.54e-3
ACTA2	ENSG00000107796.12	53.382	4.950	3.192	6.11e-57
ACTB	ENSG00000075624.13	6798.967	2051.551	1.728	6.42e-12
ACTBP8	ENSG00000220267.1	0.000	1.510	-1.328	6.03e-8
ACTG1	ENSG00000184009.9	2365.451	510.475	2.210	2.00e-25
ACTG1P17	ENSG00000259315.1	1.490	0.240	1.006	9.78e-36
ACTG2	ENSG00000163017.13	3.270	0.640	1.381	4.75e-30
ACTL10	ENSG00000182584.4	1.630	0.160	1.181	7.27e-62
ACTL6A	ENSG00000136518.16	36.990	3.470	3.087	2.79e-44
ACTN1	ENSG00000072110.13	18.670	69.502	-1.842	4.08e-16
ACTR10	ENSG00000131966.13	45.100	12.130	1.812	4.15e-19
ACTR1B	ENSG00000115073.7	28.859	7.950	1.738	3.52e-20
ACTR2	ENSG00000138071.13	130.038	39.910	1.679	3.29e-7
ACTR3	ENSG00000115091.11	123.562	59.071	1.052	4.70e-4
ACTR3B	ENSG00000133627.17	2.790	0.840	1.042	9.19e-25
ACTR3C	ENSG00000106526.10	1.620	0.300	1.011	2.38e-32
ACTR5	ENSG00000101442.9	5.950	1.140	1.699	5.69e-35
ACTR6	ENSG00000075089.9	13.330	1.010	2.834	4.37e-50
ACTR8	ENSG00000113812.13	18.460	2.500	2.475	1.91e-52
ACVR1	ENSG00000115170.13	2.820	0.860	1.038	6.78e-17
ACVRL1	ENSG00000139567.12	13.640	0.440	3.346	7.93e-89
ACY1	ENSG00000243989.7	21.491	1.460	3.193	1.32e-78
ACY3	ENSG00000132744.7	6.110	0.130	2.654	1.32e-60
ACYP1	ENSG00000119640.8	18.539	0.820	3.424	8.82e-78
ACYP2	ENSG00000170634.12	8.770	1.530	1.949	5.76e-51
AD000671.6	ENSG00000267120.3	4.180	1.510	1.045	2.19e-11
ADA	ENSG00000196839.12	99.732	4.440	4.211	8.09e-59
ADAL	ENSG00000168803.14	2.290	0.270	1.373	4.27e-52
ADAM12	ENSG00000148848.14	1.120	0.030	1.041	7.97e-54
ADAM28	ENSG00000042980.12	5.690	1.470	1.438	2.51e-15
ADAM8	ENSG00000151651.15	23.860	102.543	-2.058	3.01e-19
ADAMDEC1	ENSG00000134028.14	61.601	0.120	5.805	3.20e-150
ADAMTS1	ENSG00000154734.14	1.750	0.260	1.126	2.71e-29
ADAMTS4	ENSG00000158859.9	1.130	0.040	1.034	8.50e-43
ADAMTS7	ENSG00000136378.14	1.400	0.030	1.220	1.45e-84
ADAMTS7P4	ENSG00000218052.5	5.540	0.050	2.639	3.97e-143
ADAMTS9	ENSG00000163638.13	1.390	0.040	1.200	2.93e-53
ADAMTSL4	ENSG00000143382.13	2.340	12.800	-2.047	1.67e-20
ADAMTSL4-AS1	ENSG00000203804.4	0.220	2.910	-1.680	1.53e-19
ADAP1	ENSG00000105963.13	4.350	24.330	-2.243	1.80e-15
ADARB1	ENSG00000197381.15	3.890	1.240	1.126	5.38e-14
ADAT1	ENSG00000065457.10	16.470	4.610	1.639	3.65e-18
ADAT2	ENSG00000189007.15	3.930	0.690	1.545	7.19e-27
ADCK1	ENSG00000063761.15	5.440	1.280	1.498	3.85e-28
ADCK2	ENSG00000133597.9	22.230	2.210	2.855	1.58e-62
ADCK3	ENSG00000163050.16	17.220	6.640	1.254	4.92e-10
ADCK5	ENSG00000173137.11	9.900	2.080	1.823	9.40e-32
ADCY3	ENSG00000138031.14	42.529	4.280	3.043	2.45e-29
ADGRA2	ENSG00000020181.17	2.000	0.150	1.383	1.04e-54
ADGRE1	ENSG00000174837.14	1.080	8.000	-2.113	8.07e-17
ADGRE2	ENSG00000127507.17	1.800	23.940	-3.155	8.78e-30
ADGRE3	ENSG00000131355.14	0.050	9.340	-3.300	1.03e-35
ADGRE5	ENSG00000123146.19	38.910	172.254	-2.118	2.40e-20
ADGRF5	ENSG00000069122.18	1.240	0.030	1.121	5.95e-75
ADGRG3	ENSG00000182885.16	0.250	203.064	-7.351	1.39e-100
ADGRL2	ENSG00000117114.19	1.590	0.050	1.303	9.04e-60
ADGRL4	ENSG00000162618.12	3.290	0.030	2.058	1.37e-106
ADH5	ENSG00000197894.10	67.311	6.810	3.129	5.11e-42
ADI1	ENSG00000182551.13	32.960	5.290	2.433	2.16e-37
ADIPOR1	ENSG00000159346.12	36.171	151.177	-2.033	4.98e-57
ADIRF	ENSG00000148671.13	4.540	0.700	1.704	1.40e-18
ADK	ENSG00000156110.13	18.731	2.540	2.479	1.94e-38
ADM	ENSG00000148926.9	9.230	61.439	-2.610	2.76e-21
ADM5	ENSG00000224420.3	1.950	0.150	1.359	2.18e-69
ADNP	ENSG00000101126.15	15.009	2.640	2.137	7.11e-20
ADNP2	ENSG00000101544.8	3.410	0.730	1.350	1.34e-19
ADO	ENSG00000181915.4	9.460	0.830	2.515	5.67e-64
ADORA2A	ENSG00000128271.19	32.421	13.990	1.157	1.85e-11
ADPRH	ENSG00000144843.11	10.890	1.200	2.434	4.14e-53
ADPRHL2	ENSG00000116863.10	29.850	5.390	2.271	1.52e-36
ADPRM	ENSG00000170222.11	7.480	2.240	1.388	1.80e-18
ADRA2A	ENSG00000150594.6	1.840	0.040	1.449	3.08e-59
ADRBK2	ENSG00000100077.14	8.550	1.610	1.871	2.09e-33
ADRM1	ENSG00000130706.12	118.012	26.009	2.140	6.39e-32
ADSL	ENSG00000239900.11	83.372	8.350	3.174	5.65e-49
ADSS	ENSG00000035687.9	17.289	5.700	1.449	5.33e-10
ADTRP	ENSG00000111863.12	6.000	0.510	2.213	1.79e-32
AEBP1	ENSG00000106624.8	47.038	1.150	4.482	6.05e-95
AEBP2	ENSG00000139154.14	7.370	1.250	1.895	4.58e-36
AEN	ENSG00000181026.14	19.889	2.120	2.743	1.28e-46
AES	ENSG00000104964.14	359.163	122.632	1.543	7.40e-14
AF127577.10	ENSG00000229047.1	7.040	0.690	2.250	5.82e-48
AF131215.9	ENSG00000269918.1	3.250	0.250	1.766	3.80e-65
AFAP1L2	ENSG00000169129.14	2.670	0.170	1.649	1.49e-67
AFF3	ENSG00000144218.18	6.970	0.390	2.520	4.55e-34
AFG3L1P	ENSG00000223959.8	8.790	2.670	1.415	7.15e-18
AFG3L2	ENSG00000141385.9	22.760	1.990	2.990	1.04e-57
AFMID	ENSG00000183077.15	48.411	2.010	4.037	3.07e-81
AFTPH	ENSG00000119844.14	30.460	9.460	1.589	1.27e-14
AGA	ENSG00000038002.8	8.940	3.540	1.130	1.18e-7
AGAP3	ENSG00000133612.18	22.950	5.300	1.927	5.03e-27
AGAP6	ENSG00000204149.9	6.870	2.340	1.237	2.72e-8
AGBL5	ENSG00000084693.15	8.220	1.740	1.751	1.00e-43
AGFG2	ENSG00000106351.12	14.030	1.810	2.419	3.23e-40
AGGF1	ENSG00000164252.12	6.260	1.110	1.783	3.43e-27
AGK	ENSG00000006530.15	11.350	1.640	2.226	1.89e-24
AGL	ENSG00000162688.15	2.860	0.390	1.474	1.33e-35
AGMAT	ENSG00000116771.5	5.080	0.210	2.329	8.32e-95
AGO2	ENSG00000123908.11	3.140	9.930	-1.401	5.91e-12
AGO3	ENSG00000126070.18	3.830	1.150	1.168	4.13e-19
AGO4	ENSG00000134698.10	2.410	7.010	-1.232	1.04e-7
AGPAT3	ENSG00000160216.18	16.800	5.940	1.359	4.27e-16
AGPAT5	ENSG00000155189.11	7.140	0.500	2.440	6.72e-75
AGPAT9	ENSG00000138678.10	0.420	5.120	-2.108	2.90e-21
AGPS	ENSG00000018510.12	4.410	0.870	1.533	3.46e-29
AGRN	ENSG00000188157.13	5.300	0.280	2.299	1.18e-78
AGTPBP1	ENSG00000135049.15	5.140	11.970	-1.079	1.05e-6
AGTRAP	ENSG00000177674.15	41.619	129.409	-1.613	2.10e-11
AHCY	ENSG00000101444.12	99.691	7.320	3.597	2.93e-59
AHCYL1	ENSG00000168710.17	14.620	5.890	1.181	9.80e-11
AHDC1	ENSG00000126705.13	2.930	0.430	1.459	4.10e-35
AHI1	ENSG00000135541.20	3.830	0.290	1.905	5.62e-55
AHR	ENSG00000106546.12	9.250	1.400	2.094	1.15e-21
AHSA1	ENSG00000100591.7	160.040	21.220	2.858	8.79e-41
AHSA2	ENSG00000173209.22	24.729	10.250	1.193	6.51e-9
AHSP	ENSG00000169877.9	0.100	62.660	-5.855	1.85e-61
AICDA	ENSG00000111732.10	11.670	0.030	3.621	1.53e-68
AIDA	ENSG00000186063.12	17.670	4.300	1.817	1.64e-24
AIFM1	ENSG00000156709.13	47.330	3.410	3.454	1.21e-78
AIFM2	ENSG00000042286.14	8.760	0.480	2.721	2.05e-98
AIG1	ENSG00000146416.16	9.600	3.480	1.243	4.92e-18
AIM2	ENSG00000163568.13	51.499	3.480	3.551	2.96e-22
AIMP1	ENSG00000164022.16	27.779	2.870	2.895	8.14e-45
AIMP2	ENSG00000106305.9	38.141	2.170	3.626	1.30e-76
AIP	ENSG00000110711.9	144.296	29.191	2.267	3.60e-30
AK2	ENSG00000004455.16	132.991	13.330	3.225	1.17e-50
AK3	ENSG00000147853.16	13.770	1.790	2.404	1.17e-42
AK4	ENSG00000162433.14	4.280	0.420	1.895	6.03e-39
AK6	ENSG00000085231.13	41.009	1.260	4.216	4.16e-93
AK8	ENSG00000165695.9	2.050	0.040	1.552	1.58e-57
AKAP1	ENSG00000121057.12	7.400	1.020	2.056	1.43e-39
AKAP11	ENSG00000023516.8	3.480	0.460	1.618	2.13e-39
AKAP2	ENSG00000241978.9	17.800	0.520	3.629	7.82e-82
AKAP5	ENSG00000179841.8	1.780	0.130	1.299	5.38e-41
AKAP8	ENSG00000105127.8	12.020	3.630	1.492	1.10e-17
AKAP9	ENSG00000127914.16	7.960	2.430	1.385	7.09e-16
AKIP1	ENSG00000166452.11	10.490	1.530	2.183	7.71e-39
AKIRIN1	ENSG00000174574.15	18.400	8.240	1.070	3.37e-6
AKR1A1	ENSG00000117448.13	229.618	16.979	3.681	2.22e-56
AKR1B1	ENSG00000085662.13	104.967	11.080	3.133	4.26e-45
AKR7A2	ENSG00000053371.12	39.670	5.710	2.600	2.36e-41
AKT1	ENSG00000142208.15	41.111	19.981	1.005	3.26e-6
AKT1S1	ENSG00000204673.10	18.030	6.630	1.319	1.65e-26
AL158801.1	ENSG00000279392.1	4.820	0.140	2.352	7.93e-89
AL513523.2	ENSG00000279767.1	20.549	5.010	1.842	9.80e-17
AL928768.3	ENSG00000253701.2	21.201	4.030	2.142	3.23e-17
ALAS1	ENSG00000023330.14	56.700	13.060	2.037	2.83e-25
ALAS2	ENSG00000158578.18	0.020	207.936	-7.678	3.59e-99
ALB	ENSG00000163631.16	0.060	1.280	-1.105	2.38e-3
ALCAM	ENSG00000170017.12	5.840	1.310	1.566	1.15e-13
ALDH16A1	ENSG00000161618.9	43.489	6.460	2.576	1.72e-40
ALDH18A1	ENSG00000059573.8	25.919	1.090	3.687	1.86e-80
ALDH1A1	ENSG00000165092.12	15.170	2.170	2.351	6.45e-26
ALDH1A2	ENSG00000128918.14	0.120	1.330	-1.057	6.07e-13
ALDH1A3	ENSG00000184254.16	1.600	0.030	1.336	7.67e-35
ALDH1B1	ENSG00000137124.6	6.960	0.270	2.648	7.37e-103
ALDH2	ENSG00000111275.12	69.478	25.770	1.397	1.68e-10
ALDH3A2	ENSG00000072210.18	8.780	2.800	1.364	1.93e-14
ALDH3B1	ENSG00000006534.15	5.370	14.220	-1.257	2.15e-9
ALDH5A1	ENSG00000112294.12	10.920	0.500	2.990	5.54e-103
ALDH6A1	ENSG00000119711.12	2.870	0.440	1.426	1.47e-40
ALDH7A1	ENSG00000164904.15	6.860	0.270	2.630	3.87e-89
ALDH9A1	ENSG00000143149.12	29.090	7.530	1.819	3.55e-17
ALDOC	ENSG00000109107.13	24.739	7.640	1.575	4.09e-22
ALG1	ENSG00000033011.11	17.890	2.320	2.508	1.54e-46
ALG10	ENSG00000139133.6	1.650	0.210	1.131	7.23e-44
ALG12	ENSG00000182858.13	8.470	3.290	1.142	5.89e-6
ALG13	ENSG00000101901.10	22.221	4.190	2.162	5.03e-28
ALG14	ENSG00000172339.9	2.360	0.120	1.585	2.58e-59
ALG2	ENSG00000119523.9	18.560	2.350	2.546	1.29e-39
ALG3	ENSG00000214160.9	30.149	7.010	1.959	7.73e-29
ALG5	ENSG00000120697.8	26.060	2.920	2.787	9.25e-46
ALG6	ENSG00000088035.15	8.720	2.630	1.421	6.44e-14
ALG8	ENSG00000159063.12	27.331	2.810	2.894	9.24e-54
ALG9	ENSG00000086848.14	12.050	1.800	2.221	1.78e-45
ALKBH1	ENSG00000100601.9	7.270	1.930	1.497	9.18e-25
ALKBH2	ENSG00000189046.10	22.340	1.240	3.381	3.53e-83
ALKBH3	ENSG00000166199.12	14.050	2.670	2.036	4.00e-26
ALKBH4	ENSG00000160993.3	8.820	2.270	1.586	3.92e-26
ALKBH5	ENSG00000091542.8	36.931	13.540	1.383	3.66e-19
ALKBH6	ENSG00000239382.10	19.360	5.040	1.753	1.40e-26
