Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC005255.3	ENSG00000256210.3	5.210	0.000	2.635	5.44e-85
AC005336.4	ENSG00000267056.2	1.160	0.050	1.041	5.30e-39
AC005519.4	ENSG00000258559.2	0.575	3.420	-1.489	1.15e-71
AC005537.2	ENSG00000232006.8	1.790	0.000	1.480	6.99e-99
AC005538.3	ENSG00000279809.1	2.280	0.150	1.512	1.22e-81
AC005740.6	ENSG00000271871.1	0.110	1.465	-1.151	5.15e-123
AC005753.1	ENSG00000278925.1	0.040	1.290	-1.139	6.23e-122
AC005944.2	ENSG00000267469.1	4.785	14.015	-1.376	1.17e-17
AC006011.4	ENSG00000244563.1	14.245	5.880	1.148	6.42e-74
AC006116.20	ENSG00000267710.5	3.420	1.055	1.105	9.93e-26
AC006128.2	ENSG00000279716.1	2.315	13.575	-2.136	6.42e-57
AC006129.2	ENSG00000268027.5	1.040	3.200	-1.042	4.29e-40
AC006262.5	ENSG00000268621.5	3.530	0.000	2.179	2.12e-61
AC006273.5	ENSG00000267530.2	0.410	3.530	-1.684	3.01e-95
AC006449.2	ENSG00000279119.1	15.144	34.695	-1.145	1.29e-51
AC006547.13	ENSG00000236540.7	1.635	4.995	-1.186	4.41e-66
AC006547.14	ENSG00000234409.6	0.110	1.430	-1.130	1.09e-89
AC006942.4	ENSG00000269194.1	0.485	2.510	-1.241	4.29e-92
AC007009.1	ENSG00000244239.1	0.245	1.870	-1.205	2.05e-18
AC007193.10	ENSG00000269124.1	0.000	1.025	-1.018	1.17e-78
AC007278.3	ENSG00000234389.1	0.040	2.915	-1.912	1.07e-111
AC007326.1	ENSG00000279560.1	0.965	5.670	-1.763	1.23e-44
AC007405.6	ENSG00000239467.5	1.870	6.200	-1.327	9.11e-39
AC007566.10	ENSG00000244055.1	0.840	6.645	-2.055	6.22e-109
AC007743.1	ENSG00000233251.7	0.280	3.460	-1.801	4.25e-126
AC007879.7	ENSG00000229647.1	2.130	0.395	1.166	3.92e-56
AC007952.5	ENSG00000228157.4	0.210	1.810	-1.216	2.32e-79
AC008268.1	ENSG00000235584.2	0.020	4.380	-2.399	5.20e-98
AC009065.4	ENSG00000279473.1	1.805	0.000	1.488	6.98e-43
AC009120.6	ENSG00000259972.2	3.870	12.270	-1.446	2.14e-46
AC009264.1	ENSG00000234352.9	1.180	0.000	1.124	1.71e-65
AC009299.3	ENSG00000227403.1	4.455	1.395	1.188	5.78e-26
AC009950.2	ENSG00000225963.7	0.660	2.660	-1.141	6.46e-88
AC010168.1	ENSG00000281457.1	15.150	47.869	-1.597	3.55e-9
AC010894.3	ENSG00000226853.2	3.630	1.020	1.197	1.85e-93
AC010976.2	ENSG00000231731.7	0.820	2.925	-1.109	2.28e-54
AC015849.19	ENSG00000270871.1	0.330	1.845	-1.097	2.45e-65
AC016292.3	ENSG00000108958.4	3.160	0.695	1.295	2.80e-103
AC017104.6	ENSG00000224376.1	0.650	2.575	-1.115	6.28e-97
AC018766.4	ENSG00000267896.1	2.715	10.920	-1.682	2.40e-47
AC019117.2	ENSG00000236039.1	0.450	2.670	-1.340	6.54e-39
AC021066.1	ENSG00000281415.1	1.960	103.181	-5.137	1.76e-28
AC026471.6	ENSG00000260740.2	0.240	1.760	-1.154	4.89e-64
AC055736.1	ENSG00000280827.1	70.663	0.000	6.163	3.95e-40
AC055736.2	ENSG00000280966.1	3.825	0.000	2.271	2.24e-37
AC055736.3	ENSG00000281194.1	326.932	0.000	8.357	4.63e-49
AC058791.1	ENSG00000226380.7	0.200	1.430	-1.018	1.15e-58
AC068580.5	ENSG00000229512.1	0.000	2.345	-1.742	6.75e-64
AC068580.6	ENSG00000235027.1	0.630	4.860	-1.846	1.38e-80
AC068831.15	ENSG00000259661.1	4.640	18.375	-1.780	6.15e-38
AC068831.16	ENSG00000278514.1	1.035	0.000	1.025	2.23e-85
AC073850.6	ENSG00000229436.1	0.000	1.760	-1.465	2.49e-76
AC074286.1	ENSG00000213963.6	5.525	1.360	1.467	2.48e-44
AC074289.1	ENSG00000225889.7	2.960	7.860	-1.162	1.11e-11
AC079630.2	ENSG00000223914.1	0.140	1.815	-1.304	2.62e-44
AC079630.4	ENSG00000225342.2	0.530	7.440	-2.464	1.37e-93
AC079781.7	ENSG00000232032.1	0.000	1.425	-1.278	7.73e-35
AC083843.1	ENSG00000259820.1	0.675	3.960	-1.566	3.19e-76
AC083843.4	ENSG00000279518.1	0.200	1.825	-1.235	8.87e-69
AC090616.2	ENSG00000214708.4	0.150	3.295	-1.901	5.63e-96
AC093110.3	ENSG00000238018.2	0.505	12.930	-3.210	4.68e-256
AC093495.4	ENSG00000228242.6	1.235	8.670	-2.113	2.46e-144
AC093642.3	ENSG00000237940.3	0.365	1.735	-1.003	2.66e-29
AC093838.4	ENSG00000152117.17	6.605	15.555	-1.122	7.98e-24
AC093850.2	ENSG00000230838.1	2.145	0.130	1.477	3.61e-59
AC098973.2	ENSG00000225548.5	15.625	0.000	4.055	2.72e-123
AC104654.2	ENSG00000234362.5	0.235	1.560	-1.052	2.45e-69
AC108488.4	ENSG00000242282.6	2.240	7.000	-1.304	1.50e-71
AC109642.1	ENSG00000235997.2	0.300	4.175	-1.993	1.36e-132
AC114730.11	ENSG00000235351.1	0.385	2.185	-1.201	7.33e-53
AC116366.6	ENSG00000234290.2	0.320	3.220	-1.677	2.15e-140
AC130469.1	ENSG00000279396.1	0.120	1.245	-1.003	2.83e-101
AC132008.1	ENSG00000213519.2	0.000	1.175	-1.121	9.72e-67
AC132217.4	ENSG00000240801.1	4.255	11.545	-1.255	4.43e-8
AC137932.4	ENSG00000268218.1	0.410	1.885	-1.033	3.86e-80
AC137932.5	ENSG00000260279.2	0.140	1.310	-1.019	2.23e-80
AC137934.1	ENSG00000260923.5	1.325	4.630	-1.276	1.73e-21
AC138035.2	ENSG00000238035.8	3.960	18.845	-2.000	3.27e-52
AC144530.1	ENSG00000234742.1	2.435	0.370	1.326	7.18e-65
AC144831.1	ENSG00000261888.1	0.360	2.625	-1.414	8.97e-129
AC145124.2	ENSG00000255495.1	0.850	3.060	-1.134	1.89e-93
AC147651.4	ENSG00000237181.1	1.050	4.700	-1.475	1.02e-86
AC156455.1	ENSG00000256546.1	0.670	2.490	-1.063	7.49e-15
AC159540.1	ENSG00000230606.10	7.665	24.861	-1.577	2.81e-24
AC234582.1	ENSG00000279487.1	3.200	16.640	-2.070	3.04e-35
AC239868.2	ENSG00000280874.1	28.408	10.910	1.304	5.99e-6
AC239868.3	ENSG00000281134.1	28.408	10.965	1.297	3.82e-6
ACAA1	ENSG00000060971.17	33.531	75.008	-1.138	8.98e-88
ACAA2	ENSG00000167315.17	20.664	48.446	-1.191	1.80e-43
ACACB	ENSG00000076555.15	1.775	12.070	-2.236	3.17e-149
ACAD11	ENSG00000240303.7	6.675	19.755	-1.435	3.44e-46
ACAD8	ENSG00000151498.11	10.925	27.580	-1.261	8.84e-66
ACADL	ENSG00000115361.7	0.680	10.205	-2.738	2.33e-143
ACADVL	ENSG00000072778.19	177.441	675.774	-1.923	4.80e-70
ACAP1	ENSG00000072818.11	9.265	30.420	-1.614	4.21e-56
ACAP3	ENSG00000131584.18	15.860	48.301	-1.548	2.43e-28
ACBD4	ENSG00000181513.14	4.255	13.900	-1.504	1.43e-91
ACCS	ENSG00000110455.13	5.220	30.554	-2.343	1.37e-89
ACE	ENSG00000159640.14	10.530	40.651	-1.853	1.44e-85
ACHE	ENSG00000087085.13	0.910	3.280	-1.164	1.04e-34
ACKR1	ENSG00000213088.9	3.870	84.788	-4.139	1.15e-152
ACKR3	ENSG00000144476.5	77.799	22.465	1.748	2.83e-31
ACKR4	ENSG00000129048.6	0.735	4.650	-1.703	3.88e-130
ACOT7	ENSG00000097021.19	44.355	20.075	1.106	4.56e-73
ACOX2	ENSG00000168306.12	1.985	11.210	-2.032	4.77e-112
ACOXL	ENSG00000153093.18	0.405	4.310	-1.918	1.48e-100
ACP5	ENSG00000102575.10	71.505	161.355	-1.163	1.22e-26
ACR	ENSG00000100312.10	0.195	2.430	-1.521	6.34e-102
ACRBP	ENSG00000111644.7	1.430	5.975	-1.521	1.74e-73
ACRC	ENSG00000147174.11	0.430	2.750	-1.391	9.63e-82
ACSF2	ENSG00000167107.12	17.385	49.924	-1.470	2.23e-61
ACSL1	ENSG00000151726.13	35.035	156.437	-2.127	3.55e-108
ACSL5	ENSG00000197142.10	6.535	35.530	-2.277	1.54e-99
ACSM3	ENSG00000005187.11	2.635	9.820	-1.574	5.45e-42
ACSM5	ENSG00000183549.10	0.270	2.205	-1.335	6.63e-103
ACSS2	ENSG00000131069.19	25.365	70.041	-1.430	4.79e-86
ACSS3	ENSG00000111058.7	1.235	8.365	-2.067	8.42e-120
ACTA1	ENSG00000143632.14	0.090	4.430	-2.317	2.21e-90
ACTA2	ENSG00000107796.12	142.611	602.889	-2.072	8.87e-73
ACTA2-AS1	ENSG00000180139.11	0.630	9.640	-2.707	3.70e-113
ACTC1	ENSG00000159251.6	0.040	1.295	-1.142	4.87e-61
ACTG2	ENSG00000163017.13	8.320	89.940	-3.287	7.81e-117
ACTL6A	ENSG00000136518.16	101.824	24.450	2.014	8.82e-158
ACTN2	ENSG00000077522.12	0.150	5.915	-2.588	1.20e-162
ACTR3	ENSG00000115091.11	183.609	72.945	1.320	8.50e-85
ACVRL1	ENSG00000139567.12	6.590	106.458	-3.824	8.71e-265
ADAM12	ENSG00000148848.14	6.090	0.825	1.958	1.28e-67
ADAM23	ENSG00000114948.12	19.751	1.020	3.361	8.38e-61
ADAM33	ENSG00000149451.17	0.700	22.168	-3.769	2.81e-166
ADAM8	ENSG00000151651.15	8.920	21.444	-1.178	2.31e-19
ADAMDEC1	ENSG00000134028.14	5.810	0.650	2.045	4.46e-62
ADAMTS1	ENSG00000154734.14	11.540	85.585	-2.788	4.78e-107
ADAMTS10	ENSG00000142303.13	2.150	27.060	-3.155	2.77e-133
ADAMTS15	ENSG00000166106.3	0.800	6.365	-2.033	5.57e-68
ADAMTS2	ENSG00000087116.13	6.300	28.620	-2.021	4.82e-48
ADAMTS4	ENSG00000158859.9	3.100	15.110	-1.974	1.15e-47
ADAMTS7	ENSG00000136378.14	1.790	5.785	-1.282	1.04e-48
ADAMTS7P3	ENSG00000261143.1	0.040	18.170	-4.204	1.83e-212
ADAMTS8	ENSG00000134917.9	0.240	43.443	-5.164	7.40e-299
ADAMTS9	ENSG00000163638.13	2.360	21.400	-2.737	9.94e-119
ADAMTS9-AS1	ENSG00000241158.5	0.150	5.405	-2.478	1.19e-207
ADAMTS9-AS2	ENSG00000241684.5	0.100	2.310	-1.589	4.89e-180
ADAMTSL2	ENSG00000197859.9	2.405	21.615	-2.732	1.24e-163
ADAMTSL3	ENSG00000156218.12	0.510	7.570	-2.505	7.19e-163
ADAMTSL4	ENSG00000143382.13	5.640	71.149	-3.442	8.13e-173
ADAMTSL4-AS1	ENSG00000203804.4	0.265	1.740	-1.115	1.81e-120
ADARB1	ENSG00000197381.15	3.880	34.974	-2.882	1.34e-188
ADAT2	ENSG00000189007.15	3.595	9.710	-1.221	2.53e-36
ADCY10P1	ENSG00000161912.17	0.600	2.515	-1.135	8.92e-37
ADCY4	ENSG00000129467.13	2.115	59.190	-4.272	7.30e-237
ADCY5	ENSG00000173175.14	1.180	4.785	-1.408	2.22e-33
ADCY6	ENSG00000174233.11	6.305	26.015	-1.887	2.18e-116
ADCY7	ENSG00000121281.12	8.300	21.675	-1.286	1.27e-63
ADCY9	ENSG00000162104.9	4.720	14.460	-1.434	7.49e-102
ADD1	ENSG00000087274.16	63.875	178.576	-1.469	7.76e-108
ADGRA2	ENSG00000020181.17	4.805	14.870	-1.451	6.24e-73
ADGRB3	ENSG00000135298.13	0.070	1.515	-1.233	2.86e-136
ADGRD1	ENSG00000111452.12	1.275	43.115	-4.277	3.11e-265
ADGRE1	ENSG00000174837.14	0.405	1.975	-1.082	7.58e-52
ADGRE2	ENSG00000127507.17	2.645	6.580	-1.056	4.42e-33
ADGRE4P	ENSG00000268758.5	0.150	2.150	-1.454	6.04e-105
ADGRE5	ENSG00000123146.19	22.295	99.174	-2.104	3.34e-128
ADGRF4	ENSG00000153294.11	3.165	0.110	1.908	4.82e-86
ADGRF5	ENSG00000069122.18	4.910	91.325	-3.966	2.75e-231
ADGRG1	ENSG00000205336.11	84.062	40.084	1.050	3.89e-23
ADGRG3	ENSG00000182885.16	0.850	15.700	-3.174	1.08e-116
ADGRG6	ENSG00000112414.14	2.555	11.790	-1.847	9.75e-74
ADGRL2	ENSG00000117114.19	11.555	80.573	-2.700	5.64e-137
ADGRL4	ENSG00000162618.12	4.190	20.370	-2.042	8.03e-156
ADH1B	ENSG00000196616.12	2.235	365.898	-6.825	1.72e-246
ADH7	ENSG00000196344.11	29.494	0.100	4.793	1.55e-67
ADHFE1	ENSG00000147576.15	2.055	17.560	-2.603	3.18e-110
ADIRF	ENSG00000148671.13	46.104	228.721	-2.286	5.20e-77
ADIRF-AS1	ENSG00000272734.1	4.590	16.230	-1.624	2.13e-44
ADM2	ENSG00000128165.8	2.690	0.560	1.242	7.11e-62
ADM5	ENSG00000224420.3	0.900	3.175	-1.136	2.62e-38
ADORA2A	ENSG00000128271.19	3.255	11.100	-1.508	1.29e-97
ADORA2B	ENSG00000170425.3	8.550	2.830	1.318	1.42e-54
ADPRH	ENSG00000144843.11	4.105	10.780	-1.206	5.59e-86
ADRA1A	ENSG00000120907.17	0.010	4.010	-2.310	4.45e-177
ADRA1B	ENSG00000170214.3	0.140	3.095	-1.845	3.43e-104
ADRA1D	ENSG00000171873.7	0.120	2.090	-1.464	3.70e-74
ADRA2A	ENSG00000150594.6	0.810	2.910	-1.111	3.53e-39
ADRA2C	ENSG00000184160.7	1.110	3.395	-1.059	1.19e-15
ADRB1	ENSG00000043591.5	0.470	10.710	-2.994	7.26e-205
ADRB2	ENSG00000169252.5	1.105	8.875	-2.230	4.10e-142
AEBP1	ENSG00000106624.8	85.674	229.149	-1.409	8.01e-35
AF011889.2	ENSG00000238039.1	0.390	2.075	-1.146	5.34e-48
AF064858.8	ENSG00000235888.1	0.230	1.780	-1.176	2.02e-80
AF131215.2	ENSG00000255310.2	0.770	2.950	-1.158	1.60e-97
AF131215.9	ENSG00000269918.1	0.590	2.800	-1.257	1.69e-102
AFAP1L1	ENSG00000157510.13	2.900	16.595	-2.174	1.77e-158
AFF1	ENSG00000172493.20	7.510	21.105	-1.377	2.95e-98
AFF3	ENSG00000144218.18	0.310	6.995	-2.610	8.41e-205
AFG3L1P	ENSG00000223959.8	8.120	21.535	-1.305	1.27e-37
AGAP11	ENSG00000271880.1	0.240	4.140	-2.051	2.37e-141
AGAP3	ENSG00000133612.18	46.486	108.978	-1.212	2.95e-53
AGAP4	ENSG00000188234.13	4.440	13.545	-1.419	4.64e-45
AGAP5	ENSG00000172650.12	1.780	6.520	-1.436	7.90e-63
AGAP6	ENSG00000204149.9	5.455	22.229	-1.847	6.34e-64
AGAP9	ENSG00000204172.11	3.095	11.670	-1.629	1.51e-46
AGER	ENSG00000204305.13	6.945	718.601	-6.501	1.85e-220
AGO4	ENSG00000134698.10	6.160	14.365	-1.102	8.24e-62
AGPAT4	ENSG00000026652.13	2.065	7.095	-1.401	5.29e-75
AGR3	ENSG00000173467.8	10.170	51.674	-2.237	1.59e-47
AGRP	ENSG00000159723.4	0.060	1.925	-1.464	1.19e-128
AGT	ENSG00000135744.7	0.810	3.645	-1.360	1.40e-48
AGTPBP1	ENSG00000135049.15	4.805	14.245	-1.393	9.52e-117
AGTR1	ENSG00000144891.17	0.280	10.200	-3.129	1.56e-243
AGTR2	ENSG00000180772.6	0.140	1.435	-1.095	6.10e-23
AHCY	ENSG00000101444.12	156.150	49.275	1.644	2.33e-141
AHCYL2	ENSG00000158467.16	7.700	28.335	-1.754	9.68e-63
AHI1	ENSG00000135541.20	4.940	15.640	-1.486	1.13e-73
AHNAK	ENSG00000124942.13	67.923	158.171	-1.208	5.88e-54
AHNAK2	ENSG00000185567.6	34.710	4.805	2.621	1.54e-59
AHSA2	ENSG00000173209.22	19.515	79.349	-1.970	4.67e-33
AIF1	ENSG00000204472.12	41.091	89.012	-1.097	1.05e-39
AIF1L	ENSG00000126878.12	4.875	11.345	-1.071	3.70e-29
AIM1L	ENSG00000176092.13	6.035	1.445	1.525	3.28e-55
AIM2	ENSG00000163568.13	4.185	1.390	1.117	3.06e-31
AIMP2	ENSG00000106305.9	31.975	13.614	1.174	2.91e-88
AK1	ENSG00000106992.17	41.491	156.519	-1.890	6.67e-114
AK4	ENSG00000162433.14	22.465	1.980	2.977	2.69e-158
AK4P1	ENSG00000263535.1	4.385	0.485	1.858	1.21e-111
AKAP12	ENSG00000131016.16	3.090	32.436	-3.031	1.27e-151
AKAP13	ENSG00000170776.19	23.650	96.385	-1.982	3.23e-147
AKAP17A	ENSG00000197976.10	14.980	54.600	-1.799	9.00e-64
AKAP2	ENSG00000241978.9	8.955	68.379	-2.801	3.00e-166
AKAP8L	ENSG00000011243.17	31.806	86.638	-1.418	9.45e-48
AKAP9	ENSG00000127914.16	13.135	28.400	-1.057	1.50e-52
AKNA	ENSG00000106948.16	8.250	36.794	-2.031	1.94e-123
AKR1B10	ENSG00000198074.9	68.230	0.200	5.850	6.75e-102
AKR1B15	ENSG00000227471.8	2.415	0.020	1.743	3.73e-61
AKR1C1	ENSG00000187134.12	229.881	37.370	2.589	3.94e-34
AKR1C2	ENSG00000151632.16	369.325	22.255	3.993	3.16e-56
AKR1C3	ENSG00000196139.11	139.865	52.160	1.406	1.17e-13
AKT3	ENSG00000117020.16	4.280	16.435	-1.723	1.31e-58
AL157871.2	ENSG00000259052.1	0.000	1.405	-1.266	9.66e-28
AL158801.1	ENSG00000279392.1	7.180	0.570	2.381	2.46e-140
AL162151.3	ENSG00000234648.1	762.027	247.605	1.618	4.16e-5
AL442127.1	ENSG00000278371.2	0.000	8.855	-3.301	2.74e-34
AL589743.1	ENSG00000279508.1	2.765	0.610	1.226	3.18e-37
ALAS2	ENSG00000158578.18	0.050	1.400	-1.193	2.55e-76
ALB	ENSG00000163631.16	0.180	1.620	-1.151	2.07e-29
ALDH18A1	ENSG00000059573.8	35.305	12.545	1.422	9.07e-131
ALDH1A2	ENSG00000128918.14	1.090	6.730	-1.887	1.05e-107
ALDH2	ENSG00000111275.12	68.823	230.671	-1.730	1.99e-84
ALDH3A1	ENSG00000108602.17	53.434	2.825	3.831	2.21e-45
ALDH3B1	ENSG00000006534.15	5.025	50.744	-3.102	4.63e-148
ALDH3B2	ENSG00000132746.14	18.775	0.410	3.810	1.73e-161
ALDOA	ENSG00000149925.16	1871.785	818.505	1.192	3.21e-81
ALDOC	ENSG00000109107.13	47.140	14.315	1.652	3.79e-63
ALG10	ENSG00000139133.6	4.205	1.420	1.105	2.85e-102
ALG1L	ENSG00000189366.9	28.300	0.540	4.250	2.58e-197
ALG3	ENSG00000214160.9	97.005	28.709	1.722	8.17e-119
ALOX12P2	ENSG00000262943.7	3.890	1.335	1.066	6.06e-35
ALOX15B	ENSG00000179593.15	2.945	31.850	-3.058	5.48e-42
ALOX5	ENSG00000012779.10	11.530	148.713	-3.579	5.44e-168
ALOX5AP	ENSG00000132965.9	25.664	160.035	-2.594	3.83e-108
ALPK1	ENSG00000073331.17	5.875	14.140	-1.139	3.11e-74
ALPK3	ENSG00000136383.6	0.750	5.695	-1.936	2.65e-129
ALPL	ENSG00000162551.13	14.295	96.753	-2.676	2.93e-54
ALPP	ENSG00000163283.6	0.080	3.400	-2.026	4.76e-83
ALS2CL	ENSG00000178038.16	7.700	49.566	-2.539	4.16e-93
ALS2CR12	ENSG00000155749.12	0.240	1.515	-1.020	2.98e-101
ALYREF	ENSG00000183684.7	110.560	44.449	1.296	1.99e-107
AMACR	ENSG00000242110.7	11.755	4.270	1.275	1.57e-61
AMDHD2	ENSG00000162066.14	11.940	26.105	-1.067	5.56e-21
AMICA1	ENSG00000160593.17	6.760	43.931	-2.534	1.64e-125
AMIGO2	ENSG00000139211.6	7.295	15.745	-1.013	7.06e-21
AMOTL2	ENSG00000114019.14	12.945	38.349	-1.497	3.69e-65
AMPD2	ENSG00000116337.15	24.905	60.454	-1.246	5.59e-41
AMT	ENSG00000145020.14	4.075	32.175	-2.709	9.98e-107
AMTN	ENSG00000187689.9	1.245	0.060	1.083	3.31e-23
AMY2B	ENSG00000240038.6	2.010	34.724	-3.569	2.41e-150
ANAPC2	ENSG00000176248.8	17.850	45.839	-1.313	7.00e-47
ANG	ENSG00000214274.9	6.130	22.645	-1.730	2.06e-115
ANGPT1	ENSG00000154188.9	1.555	16.590	-2.783	3.11e-164
ANGPTL1	ENSG00000116194.12	0.390	10.720	-3.076	1.55e-227
ANK2	ENSG00000145362.16	1.200	5.750	-1.617	2.41e-91
ANKDD1A	ENSG00000166839.16	2.040	7.020	-1.399	3.25e-84
ANKEF1	ENSG00000132623.15	4.060	1.100	1.269	2.17e-92
ANKH	ENSG00000154122.12	39.690	18.750	1.043	6.52e-23
ANKHD1-EIF4EBP3	ENSG00000254996.5	6.765	15.420	-1.080	1.29e-79
ANKRD1	ENSG00000148677.6	0.280	23.195	-4.240	1.49e-149
ANKRD10	ENSG00000088448.14	32.450	102.490	-1.629	1.39e-70
ANKRD10-IT1	ENSG00000229152.2	2.535	13.190	-2.005	1.72e-73
ANKRD13A	ENSG00000076513.16	17.655	36.370	-1.002	7.94e-78
ANKRD13D	ENSG00000172932.14	28.320	57.721	-1.002	2.61e-21
ANKRD18B	ENSG00000230453.9	1.830	0.055	1.424	8.39e-82
ANKRD20A17P	ENSG00000251056.1	0.150	1.645	-1.202	7.52e-93
ANKRD22	ENSG00000152766.5	9.525	1.225	2.242	1.10e-102
ANKRD29	ENSG00000154065.16	6.675	34.054	-2.191	2.90e-83
ANKRD36	ENSG00000135976.16	2.500	7.310	-1.247	4.97e-34
ANKRD36B	ENSG00000196912.12	1.990	6.235	-1.275	1.90e-38
ANKRD44	ENSG00000065413.16	2.870	13.135	-1.869	5.89e-142
ANKRD9	ENSG00000156381.8	5.140	13.125	-1.202	1.87e-33
ANKS1A	ENSG00000064999.13	8.715	20.070	-1.117	1.54e-78
ANKZF1	ENSG00000163516.13	22.455	55.629	-1.272	3.03e-28
ANLN	ENSG00000011426.10	19.950	1.045	3.357	2.61e-240
ANO2	ENSG00000047617.14	0.400	6.105	-2.343	2.24e-148
ANO6	ENSG00000177119.15	15.060	31.965	-1.037	3.75e-71
ANO8	ENSG00000074855.10	2.940	8.125	-1.212	8.33e-52
ANPEP	ENSG00000166825.13	7.180	51.976	-2.695	1.60e-123
ANTXR2	ENSG00000163297.16	11.825	32.214	-1.373	7.93e-72
ANXA2P2	ENSG00000231991.4	30.120	11.160	1.356	1.03e-48
ANXA3	ENSG00000138772.12	21.065	116.937	-2.418	1.99e-99
ANXA5	ENSG00000164111.14	183.736	398.130	-1.111	1.99e-63
ANXA6	ENSG00000197043.13	37.484	146.966	-1.943	6.43e-105
ANXA8	ENSG00000265190.6	71.550	9.200	2.830	6.11e-44
ANXA8L1	ENSG00000264230.7	39.868	15.640	1.296	1.94e-10
AOAH	ENSG00000136250.11	6.850	15.685	-1.088	7.35e-25
AOC2	ENSG00000131480.8	0.420	2.125	-1.138	2.05e-73
AOC3	ENSG00000131471.6	7.450	214.375	-4.672	1.12e-241
AOC4P	ENSG00000260105.6	0.100	3.585	-2.059	1.78e-147
AOX1	ENSG00000138356.13	0.945	20.490	-3.466	2.11e-194
AP000254.8	ENSG00000273271.1	1.975	5.885	-1.211	2.38e-80
AP000347.2	ENSG00000272578.5	0.955	3.745	-1.279	1.80e-57
AP000347.4	ENSG00000234353.2	1.305	4.590	-1.278	3.86e-33
AP000349.2	ENSG00000280178.1	7.570	0.060	3.015	9.61e-106
AP000442.1	ENSG00000255139.1	1.060	3.475	-1.119	1.98e-45
AP000892.6	ENSG00000280143.1	3.020	17.850	-2.229	2.83e-123
AP001062.7	ENSG00000184441.4	0.885	3.120	-1.128	4.25e-63
AP001062.8	ENSG00000241728.5	0.190	1.630	-1.144	1.01e-63
AP001189.4	ENSG00000236304.1	0.070	4.545	-2.374	9.50e-164
AP003391.1	ENSG00000281272.1	23.413	0.000	4.610	3.27e-37
AP1G2	ENSG00000213983.11	44.800	102.547	-1.177	3.46e-20
AP1S1	ENSG00000106367.13	66.546	24.560	1.402	3.19e-114
AP2A2	ENSG00000183020.13	26.395	63.835	-1.243	3.26e-83
