Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AFAP1L2	ENSG00000169129.14	0.955	16.435	-3.157	9.28e-36
AFM	ENSG00000079557.4	0.020	3.646	-2.187	4.74e-42
AFP	ENSG00000081051.7	0.300	1.945	-1.180	1.09e-13
AGMAT	ENSG00000116771.5	3.245	27.614	-2.753	1.04e-16
AGPAT9	ENSG00000138678.10	3.920	19.271	-2.043	1.67e-19
AGR2	ENSG00000106541.11	0.385	3.890	-1.820	8.10e-6
AGTR1	ENSG00000144891.17	0.295	5.400	-2.305	2.68e-42
AGXT	ENSG00000172482.4	0.210	5.295	-2.379	2.94e-39
AGXT2	ENSG00000113492.13	9.270	38.646	-1.949	1.80e-5
AHNAK2	ENSG00000185567.6	43.181	1.010	4.458	2.30e-41
AHR	ENSG00000106546.12	16.855	6.172	1.316	1.84e-9
AK8	ENSG00000165695.9	6.445	2.660	1.024	9.86e-14
AKAP2	ENSG00000241978.9	9.100	19.898	-1.049	1.86e-5
AKR1B1	ENSG00000085662.13	222.875	90.036	1.298	1.46e-6
AKR1C1	ENSG00000187134.12	217.338	43.142	2.306	3.49e-9
AKR1C2	ENSG00000151632.16	47.753	7.420	2.534	1.76e-13
AL035610.1	ENSG00000232079.6	22.554	6.510	1.649	3.14e-5
ALB	ENSG00000163631.16	0.420	33.065	-4.584	1.90e-50
ALDH1A1	ENSG00000165092.12	408.671	185.535	1.135	2.37e-11
ALDH1A2	ENSG00000128918.14	2.820	14.185	-1.991	7.69e-4
ALDH3B1	ENSG00000006534.15	41.215	15.395	1.365	6.65e-14
ALDH4A1	ENSG00000159423.16	37.349	106.788	-1.491	2.10e-6
ALDH6A1	ENSG00000119711.12	15.995	43.967	-1.404	3.44e-11
ALDOA	ENSG00000149925.16	2317.172	1076.624	1.105	9.76e-17
ALDOB	ENSG00000136872.17	1.350	982.867	-8.710	9.73e-47
ALOX15B	ENSG00000179593.15	1.235	0.065	1.069	6.26e-8
ALOX5	ENSG00000012779.10	33.579	3.467	2.953	2.00e-26
ALOX5AP	ENSG00000132965.9	18.500	7.019	1.282	8.48e-9
ALPL	ENSG00000162551.13	5.300	24.213	-2.001	1.12e-12
ALS2CL	ENSG00000178038.16	9.565	23.725	-1.227	4.05e-12
AMACR	ENSG00000242110.7	261.179	45.391	2.499	9.99e-16
AMICA1	ENSG00000160593.17	7.020	2.465	1.211	3.29e-6
AMIGO2	ENSG00000139211.6	1.255	6.230	-1.681	8.11e-9
AMPH	ENSG00000078053.16	0.090	1.410	-1.145	4.90e-20
ANG	ENSG00000214274.9	27.225	10.524	1.292	1.74e-5
ANGPT1	ENSG00000154188.9	0.310	3.239	-1.694	3.26e-23
ANGPTL1	ENSG00000116194.12	0.730	5.924	-2.001	1.98e-21
ANGPTL3	ENSG00000132855.4	0.115	5.356	-2.511	1.14e-22
ANK2	ENSG00000145362.16	2.830	33.765	-3.182	8.98e-20
ANKRD13B	ENSG00000198720.12	4.740	1.480	1.211	1.35e-11
ANKRD22	ENSG00000152766.5	0.510	2.110	-1.042	8.06e-8
ANKRD29	ENSG00000154065.16	10.040	3.010	1.461	2.19e-13
ANKRD46	ENSG00000186106.11	6.290	13.626	-1.005	3.75e-9
ANKRD65	ENSG00000235098.8	0.495	3.130	-1.466	4.75e-9
ANO1	ENSG00000131620.17	1.070	3.280	-1.048	8.30e-4
ANXA1	ENSG00000135046.13	243.824	42.457	2.494	4.92e-23
ANXA13	ENSG00000104537.16	20.534	1.539	3.084	7.12e-12
ANXA2	ENSG00000182718.16	702.059	237.370	1.560	4.11e-21
ANXA2P2	ENSG00000231991.4	13.865	4.630	1.401	9.12e-20
ANXA4	ENSG00000196975.14	246.833	106.879	1.200	1.54e-15
ANXA9	ENSG00000143412.9	3.115	15.590	-2.011	4.03e-11
AOAH	ENSG00000136250.11	4.370	1.540	1.080	4.80e-8
AOC3	ENSG00000131471.6	1.980	15.609	-2.479	3.68e-20
AOX1	ENSG00000138356.13	12.395	26.710	-1.049	3.63e-4
AP000322.53	ENSG00000243627.4	0.010	1.505	-1.310	4.08e-33
AP000349.2	ENSG00000280178.1	3.455	0.305	1.771	2.03e-13
AP000696.2	ENSG00000231324.1	0.020	1.615	-1.358	7.10e-40
AP000783.1	ENSG00000254667.2	0.200	1.745	-1.194	3.82e-26
AP000892.6	ENSG00000280143.1	1.025	4.695	-1.492	8.69e-16
AP002518.1	ENSG00000280653.1	89.384	7.122	3.476	5.92e-7
APBA2	ENSG00000034053.14	2.085	0.480	1.060	5.07e-11
APBB1IP	ENSG00000077420.15	27.214	2.410	3.049	3.29e-27
APBB2	ENSG00000163697.16	4.995	14.605	-1.380	1.95e-10
APCDD1	ENSG00000154856.12	1.005	5.137	-1.614	7.23e-11
APCDD1L	ENSG00000198768.10	0.030	1.960	-1.523	1.92e-34
APCDD1L-AS1	ENSG00000231290.5	0.060	4.424	-2.355	1.01e-45
APLN	ENSG00000171388.11	1.070	4.269	-1.348	2.86e-8
APLNR	ENSG00000134817.10	0.480	3.884	-1.722	4.39e-11
APLP1	ENSG00000105290.11	0.880	4.335	-1.505	2.40e-8
APOBEC3C	ENSG00000244509.3	21.580	4.533	2.029	2.74e-20
APOBR	ENSG00000184730.10	3.715	0.705	1.467	1.43e-19
APOC1	ENSG00000130208.9	466.020	8.652	5.597	3.84e-45
APOC1P1	ENSG00000214855.9	1.490	0.035	1.267	7.56e-16
APOC2	ENSG00000234906.8	9.660	0.920	2.473	1.59e-15
APOC3	ENSG00000110245.11	0.000	2.035	-1.602	3.28e-16
APOC4-APOC2	ENSG00000224916.8	14.320	4.989	1.355	6.87e-10
APOD	ENSG00000189058.8	1.645	20.805	-3.043	2.86e-22
APOH	ENSG00000091583.10	0.285	1.880	-1.164	1.07e-13
APOL1	ENSG00000100342.20	78.034	26.376	1.530	1.48e-7
APOL3	ENSG00000128284.19	5.560	15.605	-1.340	1.66e-12
APOL4	ENSG00000100336.17	0.435	2.030	-1.078	1.05e-11
APOLD1	ENSG00000178878.12	2.155	6.694	-1.286	1.81e-9
AQP2	ENSG00000167580.7	0.020	409.437	-8.652	7.78e-102
AQP3	ENSG00000165272.14	12.865	143.563	-3.382	2.02e-28
AQP5	ENSG00000161798.6	0.110	1.355	-1.085	5.22e-14
AQP6	ENSG00000086159.12	0.090	19.982	-4.267	1.77e-76
AQP7	ENSG00000165269.12	6.110	18.954	-1.489	1.23e-10
AR	ENSG00000169083.15	6.700	1.835	1.442	8.05e-11
ARAP1-AS1	ENSG00000256007.1	10.765	0.000	3.556	1.76e-8
ARAP3	ENSG00000120318.15	1.140	7.815	-2.042	1.14e-34
ARC	ENSG00000198576.3	0.140	1.334	-1.034	5.30e-24
ARG2	ENSG00000081181.7	2.830	40.233	-3.428	1.05e-24
ARHGAP22	ENSG00000128805.14	3.245	0.665	1.350	5.38e-19
ARHGAP23	ENSG00000275832.4	3.080	9.135	-1.313	4.42e-6
ARHGAP27	ENSG00000159314.11	25.925	12.060	1.044	4.98e-10
ARHGAP28	ENSG00000088756.12	1.060	3.320	-1.068	2.16e-14
ARHGEF15	ENSG00000198844.10	1.095	9.475	-2.322	6.84e-45
ARHGEF17	ENSG00000110237.3	11.205	23.760	-1.021	4.04e-11
ARHGEF26	ENSG00000114790.12	0.460	1.985	-1.032	5.53e-21
ARL15	ENSG00000185305.10	7.430	20.025	-1.319	1.49e-6
ARL4C	ENSG00000188042.7	19.600	5.144	1.745	7.01e-11
ARL4D	ENSG00000175906.4	9.665	25.358	-1.305	1.78e-9
ARL6IP5	ENSG00000144746.6	145.391	48.765	1.557	9.11e-26
ARPC1B	ENSG00000130429.12	291.468	59.850	2.265	2.71e-29
ARSE	ENSG00000157399.14	40.834	12.671	1.614	6.57e-9
ASAP2	ENSG00000151693.9	4.725	14.265	-1.415	2.84e-6
ASB9	ENSG00000102048.15	2.570	6.360	-1.044	1.15e-8
ASF1B	ENSG00000105011.8	2.400	0.555	1.129	5.08e-17
ASPDH	ENSG00000204653.9	1.515	20.569	-3.100	8.09e-24
ASPG	ENSG00000166183.15	0.225	6.805	-2.672	2.84e-23
ASPHD1	ENSG00000174939.10	19.340	1.435	3.062	1.08e-30
ASPN	ENSG00000106819.11	0.570	3.195	-1.418	1.89e-11
ASS1	ENSG00000130707.17	99.105	325.711	-1.707	7.45e-12
ATF3	ENSG00000162772.16	13.100	47.852	-1.793	3.55e-6
ATHL1	ENSG00000142102.15	61.684	18.165	1.710	1.01e-3
ATP12A	ENSG00000075673.11	0.000	2.440	-1.782	1.19e-61
ATP1A1	ENSG00000163399.15	402.152	1027.697	-1.351	4.64e-6
ATP1A2	ENSG00000018625.14	0.235	2.110	-1.332	4.70e-44
ATP1B2	ENSG00000129244.8	0.485	6.603	-2.356	7.36e-47
ATP2C2	ENSG00000064270.12	0.390	1.920	-1.071	1.26e-15
ATP6V0A4	ENSG00000105929.15	0.675	53.828	-5.033	2.30e-44
ATP6V0D2	ENSG00000147614.3	0.350	36.719	-4.804	7.74e-53
ATP6V1B1	ENSG00000116039.11	0.895	94.549	-5.656	1.09e-58
ATP6V1C2	ENSG00000143882.9	0.580	16.791	-3.493	1.93e-88
ATP6V1G2-DDX39B	ENSG00000254870.5	2.035	5.123	-1.013	1.18e-7
ATP6V1G3	ENSG00000151418.11	0.000	25.804	-4.744	3.16e-90
ATP8B3	ENSG00000130270.16	2.330	0.295	1.363	3.32e-15
AURKB	ENSG00000178999.12	1.880	0.390	1.051	1.80e-12
AUTS2	ENSG00000158321.15	4.570	11.130	-1.123	1.77e-7
AVPR1A	ENSG00000166148.3	0.080	1.784	-1.366	5.80e-29
AVPR2	ENSG00000126895.13	0.105	6.978	-2.852	1.35e-29
AZGP1	ENSG00000160862.12	22.320	72.164	-1.650	8.21e-5
AZGP1P1	ENSG00000214313.8	0.080	1.163	-1.002	1.60e-12
B3GALT5	ENSG00000183778.17	1.380	0.115	1.094	2.90e-10
B3GNT3	ENSG00000179913.10	9.110	3.110	1.299	6.13e-3
B3GNTL1	ENSG00000175711.8	7.805	2.050	1.530	3.02e-25
B4GALNT3	ENSG00000139044.10	0.530	7.035	-2.393	9.30e-26
B4GALT5	ENSG00000158470.5	57.799	18.804	1.570	1.18e-21
BAHCC1	ENSG00000266074.8	1.590	4.819	-1.168	2.58e-12
BAMBI	ENSG00000095739.10	43.594	14.969	1.482	1.30e-8
BASP1P1	ENSG00000230535.1	1.545	0.120	1.184	1.83e-7
BAX	ENSG00000087088.19	154.428	50.709	1.588	1.44e-31
BAZ1A	ENSG00000198604.10	8.670	3.750	1.026	1.66e-13
BBC3	ENSG00000105327.15	17.725	3.230	2.146	1.48e-48
BCAM	ENSG00000187244.10	112.321	349.402	-1.629	9.51e-14
BCHE	ENSG00000114200.9	9.575	1.315	2.192	2.60e-12
BCL11A	ENSG00000119866.20	2.350	0.440	1.218	6.86e-10
BCL2A1	ENSG00000140379.7	4.405	0.825	1.566	8.67e-12
BCL2L2	ENSG00000129473.9	12.465	27.019	-1.057	2.50e-8
BCL6B	ENSG00000161940.10	0.880	5.342	-1.754	9.78e-24
BCO1	ENSG00000135697.9	4.405	1.065	1.388	1.99e-17
BCO2	ENSG00000197580.11	8.555	2.480	1.457	1.10e-12
BDKRB1	ENSG00000100739.10	0.105	1.950	-1.417	2.16e-27
BDKRB2	ENSG00000168398.6	0.460	10.585	-2.988	8.68e-30
BEX5	ENSG00000184515.10	4.325	15.010	-1.588	1.21e-17
BHLHE41	ENSG00000123095.5	19.520	2.984	2.365	3.22e-32
BHMT	ENSG00000145692.14	13.819	114.555	-2.963	7.02e-12
BIN1	ENSG00000136717.14	150.398	66.963	1.156	4.00e-10
BIRC7	ENSG00000101197.12	1.475	0.160	1.093	4.19e-9
BIVM	ENSG00000134897.13	29.885	12.844	1.158	2.86e-11
BLNK	ENSG00000095585.16	5.785	19.255	-1.578	1.03e-12
BLVRA	ENSG00000106605.10	95.746	41.350	1.192	2.28e-21
BMP1	ENSG00000168487.17	18.695	7.275	1.251	2.45e-11
BMP7	ENSG00000101144.12	0.815	4.229	-1.527	1.30e-3
BMPR1B	ENSG00000138696.10	0.060	4.150	-2.281	4.59e-31
BOLA2	ENSG00000183336.7	12.485	5.735	1.002	1.46e-13
BPI	ENSG00000101425.12	0.290	1.699	-1.065	4.46e-18
BRSK1	ENSG00000160469.16	5.100	0.890	1.690	1.56e-12
BSND	ENSG00000162399.6	0.000	10.414	-3.513	1.19e-66
BSPRY	ENSG00000119411.10	4.050	12.320	-1.399	5.14e-14
BST2	ENSG00000130303.12	25.550	77.724	-1.568	2.09e-6
BTBD11	ENSG00000151136.14	0.395	3.114	-1.560	2.01e-4
BTK	ENSG00000010671.15	3.545	0.750	1.377	2.15e-13
BTNL9	ENSG00000165810.16	0.945	6.999	-2.040	1.47e-35
C10orf11	ENSG00000148655.14	32.725	15.180	1.060	1.41e-11
C11orf96	ENSG00000187479.5	5.485	38.960	-2.623	4.22e-23
C12orf75	ENSG00000235162.8	168.709	76.359	1.133	4.35e-7
C15orf48	ENSG00000166920.10	12.250	1.975	2.155	6.27e-15
C15orf59	ENSG00000205363.5	4.695	14.039	-1.401	1.05e-6
C15orf59-AS1	ENSG00000260469.2	0.030	1.368	-1.201	5.50e-51
C16orf59	ENSG00000162062.14	3.005	0.745	1.199	4.56e-19
C16orf74	ENSG00000154102.10	5.235	1.805	1.152	3.40e-7
C16orf89	ENSG00000153446.15	0.390	20.448	-3.948	4.46e-37
C17orf62	ENSG00000178927.16	75.680	34.611	1.107	3.68e-20
C17orf97	ENSG00000187624.8	22.430	8.560	1.293	9.18e-12
C19orf33	ENSG00000167644.11	270.052	23.933	3.442	1.66e-15
C19orf81	ENSG00000235034.6	1.765	0.350	1.034	5.04e-9
C1orf168	ENSG00000187889.12	0.140	5.360	-2.480	6.94e-50
C1orf186	ENSG00000263961.6	135.026	16.795	2.934	1.83e-17
C1orf226	ENSG00000239887.4	1.260	6.885	-1.803	4.87e-24
C1orf95	ENSG00000203685.9	0.290	2.055	-1.244	8.07e-7
C1QA	ENSG00000173372.16	108.642	27.704	1.933	6.65e-13
C1QB	ENSG00000173369.15	114.245	27.532	2.014	1.46e-14
C1QC	ENSG00000159189.11	85.995	21.124	1.975	2.04e-15
C1QL1	ENSG00000131094.3	0.430	2.965	-1.471	1.06e-3
C1QTNF3	ENSG00000082196.20	10.359	4.295	1.101	8.95e-4
C1QTNF6	ENSG00000133466.13	6.840	2.810	1.041	7.98e-9
C1QTNF7	ENSG00000163145.12	0.110	1.955	-1.413	1.37e-24
C1RL	ENSG00000139178.10	35.710	12.219	1.474	6.85e-19
C2orf40	ENSG00000119147.9	1.380	30.706	-3.736	3.11e-23
C2orf54	ENSG00000172478.17	0.200	5.209	-2.371	1.57e-25
C2orf72	ENSG00000204128.5	0.190	1.805	-1.237	1.11e-20
C2orf88	ENSG00000187699.10	1.595	4.559	-1.099	1.23e-7
C3	ENSG00000125730.16	702.692	25.001	4.758	2.62e-28
C3AR1	ENSG00000171860.4	7.060	2.380	1.254	3.25e-14
C3orf67	ENSG00000163689.18	3.170	0.730	1.269	3.21e-15
C4A	ENSG00000244731.7	432.992	149.214	1.531	1.89e-9
C4B	ENSG00000224389.8	419.244	157.035	1.411	1.33e-9
C4orf48	ENSG00000243449.6	25.665	6.631	1.805	8.33e-11
C5AR2	ENSG00000134830.5	0.265	1.560	-1.017	2.50e-17
C5orf38	ENSG00000186493.11	0.400	6.160	-2.355	4.16e-18
C5orf49	ENSG00000215217.6	7.555	2.790	1.175	1.33e-8
C6	ENSG00000039537.13	4.509	1.085	1.402	6.39e-5
C6orf223	ENSG00000181577.15	0.050	1.495	-1.249	6.57e-13
C7	ENSG00000112936.18	7.739	238.599	-4.777	5.19e-28
C8orf4	ENSG00000176907.4	6.450	57.418	-2.971	1.67e-14
C9orf116	ENSG00000160345.12	24.995	8.194	1.499	3.33e-21
C9orf24	ENSG00000164972.12	1.240	4.485	-1.292	2.13e-10
CA10	ENSG00000154975.13	0.040	5.181	-2.571	3.12e-36
CA12	ENSG00000074410.13	33.905	178.119	-2.359	1.69e-10
CA2	ENSG00000104267.9	61.286	175.137	-1.500	7.53e-4
CA4	ENSG00000167434.9	0.370	29.545	-4.479	8.89e-54
CA8	ENSG00000178538.9	0.070	2.785	-1.823	1.75e-55
CA9	ENSG00000107159.12	2.200	0.215	1.397	1.05e-8
CACHD1	ENSG00000158966.13	0.850	2.903	-1.077	4.24e-11
CACNA1C	ENSG00000151067.20	0.230	1.795	-1.184	1.33e-25
CACNA1H	ENSG00000196557.10	1.230	10.154	-2.322	9.13e-22
CACNA2D2	ENSG00000007402.11	0.545	2.275	-1.084	9.64e-21
CACNB3	ENSG00000167535.7	19.059	6.090	1.500	8.51e-10
CALB1	ENSG00000104327.7	0.110	88.487	-6.333	9.31e-72
CALCA	ENSG00000110680.12	0.020	3.112	-2.011	6.93e-49
CALCRL	ENSG00000064989.12	3.300	7.923	-1.053	7.26e-3
CALML3	ENSG00000178363.4	0.040	2.770	-1.858	1.52e-32
CAMK1G	ENSG00000008118.9	0.435	2.205	-1.159	1.57e-20
CAMK2N1	ENSG00000162545.5	29.305	74.397	-1.315	6.06e-8
CAPG	ENSG00000042493.15	485.305	181.332	1.415	1.28e-12
CAPN12	ENSG00000182472.8	22.683	6.819	1.599	6.64e-3
CAPN13	ENSG00000162949.16	0.490	2.380	-1.182	1.07e-16
CAPS	ENSG00000105519.12	10.610	35.481	-1.652	2.01e-15
CARD11	ENSG00000198286.9	2.605	0.750	1.043	8.55e-10
CASP1	ENSG00000137752.22	16.015	6.770	1.131	1.05e-7
CASQ2	ENSG00000118729.11	0.080	1.310	-1.097	3.63e-26
CASR	ENSG00000036828.13	0.310	18.435	-3.891	1.08e-46
CASZ1	ENSG00000130940.14	2.405	6.215	-1.083	1.09e-15
CAV2	ENSG00000105971.14	39.675	14.180	1.422	2.22e-15
CBX7	ENSG00000100307.12	14.035	34.570	-1.242	1.14e-9
CCBE1	ENSG00000183287.13	0.040	1.450	-1.236	1.22e-26
CCDC109B	ENSG00000005059.15	6.655	1.495	1.617	1.06e-14
CCDC178	ENSG00000166960.16	0.410	2.315	-1.233	2.18e-20
CCDC3	ENSG00000151468.10	1.680	6.738	-1.530	1.85e-10
CCDC74A	ENSG00000163040.14	16.965	4.702	1.656	5.23e-12
CCDC74B	ENSG00000152076.18	8.300	2.755	1.309	3.32e-6
CCDC78	ENSG00000162004.16	3.755	1.100	1.179	2.59e-9
CCDC88B	ENSG00000168071.21	19.390	3.504	2.178	4.81e-36
CCDC88C	ENSG00000015133.18	2.980	7.705	-1.129	3.02e-10
CCL11	ENSG00000172156.3	0.060	1.299	-1.117	6.86e-29
CCL14	ENSG00000276409.4	3.680	33.476	-2.881	1.32e-24
CCL15-CCL14	ENSG00000275688.4	4.780	11.089	-1.065	8.01e-4
CCL18	ENSG00000275385.1	18.061	0.100	4.115	7.73e-17
CCL19	ENSG00000172724.11	0.440	4.670	-1.977	7.86e-7
CCL21	ENSG00000137077.7	0.995	13.385	-2.850	3.22e-12
CCL23	ENSG00000274736.4	0.290	1.715	-1.074	1.51e-24
CCL28	ENSG00000151882.11	10.970	2.310	1.855	4.92e-6
CCL3	ENSG00000277632.1	6.350	2.289	1.160	2.47e-6
CCL4L2	ENSG00000276070.4	5.504	1.625	1.309	6.09e-8
CCL5	ENSG00000271503.5	13.470	3.863	1.573	4.65e-8
CCM2L	ENSG00000101331.15	0.900	5.329	-1.736	1.15e-30
CCND2	ENSG00000118971.7	22.415	3.466	2.390	6.24e-18
CCNO	ENSG00000152669.8	4.320	1.420	1.137	6.99e-7
CCSER1	ENSG00000184305.14	0.875	3.940	-1.398	1.39e-14
CCZ1	ENSG00000122674.11	68.020	26.723	1.316	5.38e-21
CCZ1B	ENSG00000146574.15	44.620	17.211	1.325	2.23e-13
CD14	ENSG00000170458.13	47.780	22.826	1.034	9.83e-9
CD151	ENSG00000177697.17	450.957	206.757	1.121	3.73e-16
CD163	ENSG00000177575.12	14.570	6.319	1.089	4.59e-4
CD2	ENSG00000116824.4	3.800	0.850	1.376	7.73e-9
CD200	ENSG00000091972.18	17.062	5.470	1.481	7.54e-8
CD22	ENSG00000012124.14	3.275	1.083	1.037	1.38e-7
CD24	ENSG00000272398.5	1672.568	537.268	1.637	8.05e-14
CD248	ENSG00000174807.3	2.020	8.695	-1.683	3.30e-14
CD276	ENSG00000103855.17	51.805	18.845	1.412	5.83e-29
CD300A	ENSG00000167851.13	6.330	1.330	1.654	2.59e-16
CD300LF	ENSG00000186074.18	2.060	0.310	1.224	1.91e-14
CD300LG	ENSG00000161649.12	0.170	1.665	-1.188	2.27e-16
CD34	ENSG00000174059.16	6.200	45.079	-2.678	4.78e-24
CD37	ENSG00000104894.11	22.351	4.655	2.046	6.42e-15
CD3D	ENSG00000167286.9	4.035	1.189	1.202	1.11e-6
CD3E	ENSG00000198851.9	5.870	1.535	1.439	1.49e-6
CD4	ENSG00000010610.9	16.264	7.455	1.030	1.47e-9
CD48	ENSG00000117091.9	9.459	2.104	1.752	1.98e-10
CD52	ENSG00000169442.8	38.744	7.910	2.157	3.53e-11
CD53	ENSG00000143119.12	23.685	11.286	1.007	6.06e-8
CD63	ENSG00000135404.11	1693.860	657.341	1.364	5.48e-28
CD68	ENSG00000129226.13	171.040	28.526	2.543	1.10e-29
