Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC003973.3	ENSG00000279377.1	0.080	1.840	-1.395	5.57e-29
AC004967.7	ENSG00000243554.1	2.345	0.550	1.110	4.14e-53
AC005083.1	ENSG00000233834.6	4.715	0.180	2.276	3.91e-51
AC005104.3	ENSG00000223374.1	0.695	3.415	-1.381	5.04e-38
AC005154.6	ENSG00000196295.11	12.135	43.245	-1.752	4.60e-34
AC005154.7	ENSG00000244480.1	0.335	2.150	-1.239	2.45e-49
AC005253.2	ENSG00000268030.1	0.945	3.210	-1.114	2.06e-27
AC005255.3	ENSG00000256210.3	6.020	0.000	2.811	4.86e-63
AC005355.2	ENSG00000251169.2	4.799	0.285	2.174	1.90e-11
AC005519.4	ENSG00000258559.2	0.525	2.735	-1.292	3.29e-34
AC005682.5	ENSG00000228649.8	0.280	3.065	-1.667	1.32e-24
AC005786.7	ENSG00000267436.1	2.332	0.435	1.215	2.14e-3
AC005943.2	ENSG00000267059.2	8.214	0.000	3.204	3.65e-35
AC005944.2	ENSG00000267469.1	13.984	30.359	-1.065	4.01e-5
AC006128.2	ENSG00000279716.1	1.175	10.200	-2.365	1.54e-53
AC006942.4	ENSG00000269194.1	0.250	2.175	-1.345	4.70e-37
AC007009.1	ENSG00000244239.1	5.015	0.920	1.647	2.56e-20
AC007255.8	ENSG00000223813.2	3.390	0.450	1.598	3.46e-9
AC007326.1	ENSG00000279560.1	0.935	3.760	-1.299	6.98e-17
AC007566.10	ENSG00000244055.1	0.810	3.940	-1.449	1.81e-37
AC007620.3	ENSG00000242539.2	1.390	4.545	-1.214	2.27e-11
AC009065.4	ENSG00000279473.1	4.425	0.000	2.440	1.13e-107
AC009120.6	ENSG00000259972.2	3.715	12.185	-1.484	8.54e-32
AC009299.3	ENSG00000227403.1	2.370	0.140	1.564	1.33e-35
AC009501.4	ENSG00000231609.5	0.210	1.955	-1.288	6.81e-34
AC009948.5	ENSG00000223960.6	2.150	5.790	-1.108	3.22e-18
AC010226.4	ENSG00000249249.1	0.405	2.340	-1.249	4.23e-28
AC010980.2	ENSG00000237732.9	0.070	1.270	-1.085	7.22e-16
AC011513.3	ENSG00000267881.1	1.150	0.000	1.104	4.15e-43
AC011737.2	ENSG00000204196.5	45.860	11.900	1.861	1.22e-48
AC012065.1	ENSG00000279307.1	1.995	0.380	1.118	1.75e-48
AC012146.7	ENSG00000234327.7	1.455	4.805	-1.242	2.32e-23
AC016292.3	ENSG00000108958.4	1.800	0.350	1.052	4.46e-44
AC016735.1	ENSG00000224739.2	1.315	0.000	1.211	5.43e-36
AC016739.2	ENSG00000218175.2	27.830	12.015	1.147	5.08e-20
AC016757.3	ENSG00000186235.10	0.120	1.875	-1.360	2.81e-24
AC016995.3	ENSG00000231367.5	0.100	2.810	-1.792	2.71e-21
AC017074.2	ENSG00000227359.1	2.240	0.405	1.205	8.01e-25
AC017104.6	ENSG00000224376.1	0.410	2.525	-1.322	4.61e-25
AC017116.11	ENSG00000239775.1	0.655	3.200	-1.344	5.55e-25
AC018462.3	ENSG00000242735.1	0.000	1.140	-1.098	1.90e-18
AC018738.2	ENSG00000237039.1	2.085	0.245	1.309	5.66e-19
AC018766.4	ENSG00000267896.1	2.580	9.145	-1.503	4.12e-33
AC021218.2	ENSG00000204876.4	9.412	0.000	3.380	4.33e-97
AC024560.3	ENSG00000214135.8	7.675	26.215	-1.650	3.97e-36
AC025165.8	ENSG00000224713.4	0.050	5.620	-2.656	9.43e-38
AC026150.8	ENSG00000260693.1	0.210	1.580	-1.092	6.57e-31
AC034220.3	ENSG00000233006.6	2.265	6.385	-1.178	5.48e-21
AC053503.12	ENSG00000280323.1	0.020	6.605	-2.898	4.03e-23
AC053503.6	ENSG00000234638.1	0.000	4.115	-2.355	7.29e-23
AC073130.3	ENSG00000243243.5	0.000	2.020	-1.595	4.46e-20
AC073283.4	ENSG00000234690.6	3.595	0.845	1.316	5.84e-16
AC074212.6	ENSG00000267395.5	0.535	2.420	-1.156	5.93e-37
AC074289.1	ENSG00000225889.7	0.495	3.900	-1.713	1.06e-41
AC078941.1	ENSG00000236780.5	0.050	1.460	-1.228	4.62e-17
AC079922.2	ENSG00000231747.1	1.960	0.230	1.267	4.20e-57
AC079922.3	ENSG00000237753.1	0.795	3.255	-1.245	3.00e-21
AC083843.1	ENSG00000259820.1	0.805	2.815	-1.080	5.37e-30
AC083843.4	ENSG00000279518.1	0.185	1.420	-1.030	4.19e-34
AC093110.3	ENSG00000238018.2	0.705	5.180	-1.858	1.91e-42
AC093495.4	ENSG00000228242.6	1.165	6.310	-1.756	3.41e-45
AC093642.3	ENSG00000237940.3	0.355	2.410	-1.332	1.31e-22
AC093838.4	ENSG00000152117.17	5.865	13.580	-1.087	1.44e-17
AC106786.1	ENSG00000223652.2	0.235	1.640	-1.096	5.56e-16
AC106876.2	ENSG00000222001.2	15.965	0.320	3.684	4.66e-31
AC108488.4	ENSG00000242282.6	2.290	9.820	-1.718	2.41e-25
AC113188.2	ENSG00000279535.1	4.200	1.455	1.083	4.62e-10
AC113189.5	ENSG00000233223.2	6.355	15.430	-1.159	8.35e-16
AC114730.11	ENSG00000235351.1	0.290	1.935	-1.186	8.27e-30
AC114730.3	ENSG00000224272.2	4.160	0.650	1.645	4.91e-4
AC123023.1	ENSG00000236452.1	1.465	0.000	1.301	1.24e-69
AC129492.1	ENSG00000279152.1	0.305	1.720	-1.060	4.77e-16
AC138035.2	ENSG00000238035.8	2.040	8.765	-1.684	2.48e-30
AC144530.1	ENSG00000234742.1	1.795	0.250	1.161	1.02e-67
AC156455.1	ENSG00000256546.1	2.250	7.900	-1.453	1.77e-7
AC159540.1	ENSG00000230606.10	6.950	21.300	-1.488	7.15e-15
ACACB	ENSG00000076555.15	3.460	37.491	-3.109	6.92e-50
ACAD11	ENSG00000240303.7	3.785	18.510	-2.028	1.07e-30
ACADVL	ENSG00000072778.19	174.386	710.430	-2.020	3.96e-24
ACAN	ENSG00000157766.15	4.550	0.185	2.228	9.09e-82
ACAP3	ENSG00000131584.18	11.334	51.426	-2.088	2.35e-39
ACAT2	ENSG00000120437.8	28.150	8.020	1.692	7.61e-19
ACBD4	ENSG00000181513.14	6.160	20.285	-1.572	1.04e-39
ACBD5	ENSG00000107897.18	17.195	7.660	1.071	2.71e-29
ACCS	ENSG00000110455.13	5.315	22.710	-1.909	5.65e-32
ACE2	ENSG00000130234.10	13.424	0.760	3.035	4.62e-23
ACKR1	ENSG00000213088.9	3.840	38.410	-3.025	7.29e-48
ACLY	ENSG00000131473.16	56.988	23.795	1.226	7.35e-32
ACOT1	ENSG00000184227.7	3.145	7.630	-1.058	4.62e-17
ACOT2	ENSG00000119673.14	16.120	36.206	-1.120	4.67e-18
ACOX2	ENSG00000168306.12	12.434	26.954	-1.057	7.03e-15
ACP1	ENSG00000143727.15	106.683	49.386	1.096	3.04e-35
ACP5	ENSG00000102575.10	28.859	12.105	1.188	2.76e-10
ACSL3	ENSG00000123983.13	51.285	21.360	1.225	1.15e-25
ACSL5	ENSG00000197142.10	150.779	10.204	3.760	1.73e-22
ACSM5	ENSG00000183549.10	0.115	2.545	-1.669	1.51e-27
ACSS3	ENSG00000111058.7	0.490	2.150	-1.080	6.21e-10
ACTA1	ENSG00000143632.14	0.050	3.345	-2.049	5.32e-26
ACTA2	ENSG00000107796.12	205.692	1502.187	-2.862	1.07e-15
ACTA2-AS1	ENSG00000180139.11	1.119	26.545	-3.700	8.08e-42
ACTC1	ENSG00000159251.6	0.530	2.490	-1.190	7.81e-11
ACTG1	ENSG00000184009.9	2741.309	1164.059	1.235	9.58e-15
ACTG2	ENSG00000163017.13	46.758	4929.241	-6.690	4.68e-29
ACTL10	ENSG00000182584.4	3.270	0.735	1.299	4.31e-56
ACTL6A	ENSG00000136518.16	64.637	26.680	1.246	1.80e-33
ACTN1	ENSG00000072110.13	106.450	437.942	-2.030	4.45e-7
ACTN4	ENSG00000130402.11	373.767	177.293	1.072	1.34e-16
ACTR2	ENSG00000138071.13	114.047	41.655	1.431	1.49e-36
ACTR3	ENSG00000115091.11	151.638	57.839	1.375	5.11e-26
ACVR1B	ENSG00000135503.12	24.074	9.745	1.223	1.05e-17
ACY1	ENSG00000243989.7	75.386	11.035	2.666	3.30e-19
ACY3	ENSG00000132744.7	7.670	0.305	2.732	2.47e-20
ADAM10	ENSG00000137845.14	30.350	14.605	1.006	3.09e-17
ADAM11	ENSG00000073670.13	0.070	1.730	-1.351	6.58e-26
ADAM12	ENSG00000148848.14	1.895	0.190	1.283	9.78e-39
ADAM33	ENSG00000149451.17	0.770	109.899	-5.969	4.60e-69
ADAMTS1	ENSG00000154734.14	4.700	35.775	-2.690	4.79e-28
ADAMTS10	ENSG00000142303.13	1.425	19.045	-3.047	6.71e-49
ADAMTS13	ENSG00000160323.18	1.020	3.240	-1.070	7.31e-20
ADAMTS15	ENSG00000166106.3	0.460	2.070	-1.072	3.87e-12
ADAMTS8	ENSG00000134917.9	0.425	7.635	-2.599	2.73e-25
ADAMTS9	ENSG00000163638.13	4.005	9.275	-1.038	1.51e-5
ADAMTS9-AS1	ENSG00000241158.5	0.145	15.665	-3.863	7.50e-31
ADAMTS9-AS2	ENSG00000241684.5	0.090	3.820	-2.145	8.46e-35
ADAMTSL1	ENSG00000178031.15	0.760	3.485	-1.350	5.54e-33
ADAMTSL3	ENSG00000156218.12	0.325	7.235	-2.636	4.14e-24
ADAMTSL4	ENSG00000143382.13	2.505	29.845	-3.138	1.24e-54
ADARB1	ENSG00000197381.15	3.039	20.430	-2.408	3.62e-23
ADARB2	ENSG00000185736.15	0.180	1.605	-1.143	1.16e-20
ADCY2	ENSG00000078295.15	0.450	4.890	-2.022	2.42e-23
ADCY4	ENSG00000129467.13	2.630	18.710	-2.441	1.32e-49
ADCY5	ENSG00000173175.14	0.900	26.145	-3.837	2.09e-49
ADCYAP1R1	ENSG00000078549.14	0.030	3.700	-2.190	1.15e-32
ADD1	ENSG00000087274.16	66.346	156.318	-1.224	1.77e-18
ADGRA2	ENSG00000020181.17	6.324	14.770	-1.107	3.66e-7
ADGRB1	ENSG00000181790.10	0.100	1.385	-1.116	4.64e-38
ADGRB3	ENSG00000135298.13	0.040	2.055	-1.555	1.69e-30
ADGRD1	ENSG00000111452.12	1.000	8.575	-2.259	6.84e-34
ADGRE5	ENSG00000123146.19	79.456	37.039	1.081	3.87e-21
ADGRF4	ENSG00000153294.11	2.190	0.120	1.510	2.86e-43
ADGRG1	ENSG00000205336.11	108.251	15.705	2.709	5.41e-64
ADGRG3	ENSG00000182885.16	0.460	2.000	-1.039	1.54e-10
ADGRG5	ENSG00000159618.15	1.795	0.245	1.167	4.26e-22
ADGRG7	ENSG00000144820.7	1.600	0.090	1.254	1.21e-6
ADGRL2	ENSG00000117114.19	3.714	13.799	-1.650	6.32e-23
ADGRL3	ENSG00000150471.15	0.275	1.700	-1.082	4.31e-33
ADH1B	ENSG00000196616.12	1.065	149.623	-6.189	2.03e-86
ADHFE1	ENSG00000147576.15	0.385	20.609	-3.964	5.04e-82
ADIRF-AS1	ENSG00000272734.1	1.385	6.460	-1.645	1.68e-27
ADK	ENSG00000156110.13	28.829	10.640	1.358	2.24e-45
ADM	ENSG00000148926.9	15.045	32.645	-1.068	7.71e-6
ADM2	ENSG00000128165.8	2.780	0.190	1.667	7.29e-49
ADORA2B	ENSG00000170425.3	10.940	2.920	1.607	1.58e-14
ADRA2B	ENSG00000274286.1	0.200	1.430	-1.018	6.14e-24
ADRB3	ENSG00000188778.4	0.010	1.060	-1.028	6.07e-22
ADRM1	ENSG00000130706.12	166.300	66.210	1.316	1.40e-30
ADSSL1	ENSG00000185100.10	1.330	4.480	-1.234	3.67e-24
AF001548.3	ENSG00000280429.1	0.000	1.440	-1.287	5.35e-20
AF064858.6	ENSG00000205622.9	2.820	0.425	1.423	1.17e-30
AFF1	ENSG00000172493.20	8.865	19.380	-1.047	2.91e-20
AFF3	ENSG00000144218.18	0.155	3.260	-1.883	2.08e-43
AFG3L1P	ENSG00000223959.8	8.165	18.210	-1.068	2.18e-23
AFMID	ENSG00000183077.15	39.745	15.425	1.311	3.03e-32
AGAP11	ENSG00000271880.1	0.125	2.050	-1.439	1.05e-37
AGAP4	ENSG00000188234.13	4.790	13.450	-1.319	1.87e-30
AGAP5	ENSG00000172650.12	1.725	5.145	-1.173	5.23e-29
AGAP6	ENSG00000204149.9	5.645	17.035	-1.440	7.15e-30
AGAP9	ENSG00000204172.11	3.120	11.200	-1.566	4.44e-23
AGER	ENSG00000204305.13	1.760	10.295	-2.033	1.41e-48
AGMAT	ENSG00000116771.5	14.785	0.245	3.664	7.87e-41
AGPAT2	ENSG00000169692.12	108.375	38.248	1.479	4.25e-15
AGPAT4	ENSG00000026652.13	0.995	4.215	-1.386	1.21e-20
AGPAT5	ENSG00000155189.11	13.400	4.485	1.393	1.40e-33
AGPAT9	ENSG00000138678.10	2.170	5.690	-1.078	1.70e-15
AGR2	ENSG00000106541.11	499.346	10.240	5.476	1.62e-17
AGR3	ENSG00000173467.8	40.690	3.995	3.061	1.31e-4
AGRN	ENSG00000188157.13	33.645	16.225	1.008	5.58e-20
AGT	ENSG00000135744.7	12.838	2.920	1.820	6.52e-35
AGTR1	ENSG00000144891.17	0.260	12.715	-3.444	1.13e-31
AHCY	ENSG00000101444.12	273.955	51.305	2.394	3.34e-73
AHDC1	ENSG00000126705.13	3.375	12.150	-1.588	5.70e-21
AHNAK	ENSG00000124942.13	40.150	201.152	-2.296	5.16e-33
AHNAK2	ENSG00000185567.6	4.970	58.779	-3.324	2.80e-17
AHSA2	ENSG00000173209.22	16.565	64.832	-1.906	5.16e-32
AIF1L	ENSG00000126878.12	1.510	4.545	-1.144	5.27e-17
AIFM3	ENSG00000183773.15	18.545	3.575	2.095	9.26e-3
AIM1	ENSG00000112297.14	14.680	4.015	1.645	2.09e-12
AIM1L	ENSG00000176092.13	6.369	0.425	2.371	4.98e-21
AIMP2	ENSG00000106305.9	44.055	20.359	1.077	2.03e-29
AJUBA	ENSG00000129474.15	9.075	2.100	1.700	5.82e-46
AK4P1	ENSG00000263535.1	3.125	0.875	1.138	9.66e-15
AKAP12	ENSG00000131016.16	3.200	38.886	-3.247	6.45e-25
AKAP6	ENSG00000151320.10	0.415	3.575	-1.693	3.59e-21
AKAP8L	ENSG00000011243.17	27.240	69.741	-1.325	1.04e-20
AKR1B1	ENSG00000085662.13	19.871	45.781	-1.164	1.55e-17
AKR1C1	ENSG00000187134.12	2.720	19.045	-2.430	1.00e-27
AKR1C2	ENSG00000151632.16	3.200	15.970	-2.015	7.88e-24
AKR7A3	ENSG00000162482.4	19.239	2.305	2.614	5.06e-6
AKT3	ENSG00000117020.16	2.245	18.820	-2.611	2.85e-27
AL109927.1	ENSG00000278868.1	2.305	0.000	1.725	4.92e-3
AL158801.1	ENSG00000279392.1	4.740	0.305	2.137	1.50e-81
AL442127.1	ENSG00000278371.2	0.000	22.959	-4.582	3.26e-23
ALDH18A1	ENSG00000059573.8	63.273	15.160	1.992	1.31e-26
ALDH1A1	ENSG00000165092.12	21.407	133.291	-2.583	6.91e-27
ALDH1L1	ENSG00000144908.13	0.930	6.900	-2.034	7.43e-13
ALDH3A1	ENSG00000108602.17	4.080	0.800	1.497	3.01e-17
ALDH4A1	ENSG00000159423.16	12.920	5.235	1.159	4.54e-28
ALDH5A1	ENSG00000112294.12	7.315	2.860	1.107	2.27e-34
ALDH8A1	ENSG00000118514.13	0.180	1.530	-1.100	6.82e-22
ALDOB	ENSG00000136872.17	8.235	0.825	2.339	3.16e-28
ALG1	ENSG00000033011.11	33.048	10.840	1.524	2.83e-46
ALG11	ENSG00000253710.2	6.825	2.795	1.044	8.51e-37
ALG14	ENSG00000172339.9	6.230	1.960	1.288	1.98e-20
ALG1L	ENSG00000189366.9	4.430	1.045	1.409	1.41e-33
ALG3	ENSG00000214160.9	61.663	29.421	1.043	1.45e-33
ALG5	ENSG00000120697.8	71.120	21.925	1.653	1.83e-51
ALG8	ENSG00000159063.12	34.925	14.755	1.189	2.48e-44
ALOX12-AS1	ENSG00000215067.9	2.165	6.405	-1.226	6.84e-50
ALPK3	ENSG00000136383.6	0.965	5.605	-1.749	6.07e-9
ALYREF	ENSG00000183684.7	107.120	34.446	1.609	1.87e-46
AMACR	ENSG00000242110.7	54.170	7.510	2.697	4.05e-37
AMDHD2	ENSG00000162066.14	10.080	21.870	-1.046	1.14e-16
AMIGO2	ENSG00000139211.6	8.175	17.610	-1.020	4.97e-4
AMMECR1	ENSG00000101935.9	6.365	1.610	1.497	4.69e-67
AMOT	ENSG00000126016.13	7.350	2.740	1.159	1.75e-27
AMOTL1	ENSG00000166025.17	1.765	22.170	-3.067	4.05e-21
AMPH	ENSG00000078053.16	0.365	2.320	-1.282	1.12e-25
AMT	ENSG00000145020.14	10.080	38.091	-1.819	9.22e-37
AMY2B	ENSG00000240038.6	2.443	26.075	-2.975	1.76e-52
ANAPC2	ENSG00000176248.8	17.285	38.716	-1.119	7.75e-23
ANGPTL1	ENSG00000116194.12	0.260	27.315	-4.490	1.46e-54
ANGPTL2	ENSG00000136859.9	14.238	49.039	-1.715	2.01e-7
ANGPTL4	ENSG00000167772.11	3.115	9.079	-1.292	3.94e-6
ANGPTL7	ENSG00000171819.4	0.020	1.655	-1.380	8.96e-24
ANK2	ENSG00000145362.16	0.835	17.905	-3.365	5.83e-40
ANK3	ENSG00000151150.20	7.385	19.225	-1.270	1.51e-25
ANKDD1A	ENSG00000166839.16	0.695	3.900	-1.531	3.14e-31
ANKEF1	ENSG00000132623.15	5.235	0.485	2.070	6.97e-70
ANKFY1	ENSG00000185722.16	8.120	20.700	-1.251	1.03e-20
ANKH	ENSG00000154122.12	73.167	13.580	2.347	4.94e-63
ANKRD12	ENSG00000101745.15	3.655	8.655	-1.053	1.87e-26
ANKRD22	ENSG00000152766.5	21.645	0.560	3.860	6.58e-39
ANKRD23	ENSG00000163126.14	1.180	3.560	-1.065	1.55e-23
ANKRD35	ENSG00000198483.12	0.285	3.840	-1.913	2.95e-30
ANKRD36B	ENSG00000196912.12	1.884	5.530	-1.179	5.85e-22
ANKRD44	ENSG00000065413.16	1.890	6.050	-1.287	4.55e-26
ANKRD53	ENSG00000144031.11	0.115	1.895	-1.377	8.80e-43
ANKRD6	ENSG00000135299.16	1.040	4.995	-1.555	4.02e-26
ANKRD65	ENSG00000235098.8	0.770	7.935	-2.336	5.52e-29
ANKRD9	ENSG00000156381.8	7.585	20.045	-1.294	2.15e-22
ANKS1B	ENSG00000185046.18	0.140	2.645	-1.677	4.38e-28
ANKS3	ENSG00000168096.14	7.425	17.740	-1.153	3.71e-22
ANKS4B	ENSG00000175311.6	11.845	0.335	3.266	2.38e-18
ANLN	ENSG00000011426.10	18.994	1.335	3.098	2.37e-82
ANO2	ENSG00000047617.14	0.180	1.385	-1.015	2.75e-27
ANO5	ENSG00000171714.10	0.155	1.960	-1.358	1.80e-44
ANO9	ENSG00000185101.12	51.721	6.775	2.762	1.73e-9
ANOS1	ENSG00000011201.10	1.855	0.210	1.238	2.94e-40
ANP32A	ENSG00000140350.15	131.374	57.501	1.178	5.84e-26
ANTXR2	ENSG00000163297.16	23.287	80.181	-1.741	5.31e-21
ANXA1	ENSG00000135046.13	49.664	111.909	-1.156	2.52e-6
ANXA13	ENSG00000104537.16	11.199	3.035	1.596	3.04e-10
ANXA2	ENSG00000182718.16	835.675	324.910	1.360	1.59e-20
ANXA2P2	ENSG00000231991.4	17.570	3.285	2.116	2.24e-55
ANXA3	ENSG00000138772.12	82.807	21.135	1.921	1.40e-38
ANXA4	ENSG00000196975.14	207.921	47.970	2.093	4.22e-46
ANXA6	ENSG00000197043.13	61.379	156.492	-1.336	2.98e-4
ANXA8L1	ENSG00000264230.7	0.100	1.650	-1.269	1.59e-22
ANXA9	ENSG00000143412.9	4.130	1.030	1.338	1.47e-63
AOAH	ENSG00000136250.11	22.297	3.890	2.252	5.02e-34
AOC1	ENSG00000002726.19	93.497	2.160	4.902	3.21e-12
AOC3	ENSG00000131471.6	7.545	143.101	-4.076	3.81e-32
AOC4P	ENSG00000260105.6	0.060	2.430	-1.694	1.47e-23
AOX1	ENSG00000138356.13	0.745	6.890	-2.177	5.33e-25
AP000275.65	ENSG00000265590.9	4.535	1.185	1.341	1.02e-13
AP000347.2	ENSG00000272578.5	0.565	3.025	-1.363	7.04e-40
AP000347.4	ENSG00000234353.2	0.660	3.640	-1.483	2.06e-23
AP000349.2	ENSG00000280178.1	10.340	0.200	3.240	1.76e-67
AP000439.3	ENSG00000255774.1	5.382	0.155	2.466	2.20e-12
AP000892.6	ENSG00000280143.1	3.715	86.488	-4.214	3.24e-36
AP000936.1	ENSG00000234268.1	1.025	0.000	1.018	1.35e-19
AP001062.7	ENSG00000184441.4	0.800	2.655	-1.022	9.20e-42
AP001347.6	ENSG00000224905.6	0.130	1.920	-1.370	1.44e-16
AP001631.9	ENSG00000236663.1	1.085	0.000	1.060	2.33e-37
AP003068.9	ENSG00000254501.1	3.680	1.130	1.136	2.30e-16
AP003391.1	ENSG00000281272.1	20.295	0.000	4.412	7.05e-16
AP003774.1	ENSG00000236935.1	12.517	0.405	3.266	3.82e-22
AP006621.5	ENSG00000255284.1	3.025	8.545	-1.246	1.09e-20
AP006748.1	ENSG00000223400.1	1.020	0.000	1.014	2.52e-8
AP1M2	ENSG00000129354.11	93.186	1.588	5.185	1.52e-24
AP1S1	ENSG00000106367.13	119.336	22.064	2.383	4.57e-48
AP1S2	ENSG00000182287.13	12.075	27.610	-1.130	3.10e-7
AP1S3	ENSG00000152056.16	5.290	0.460	2.107	4.37e-77
AP3B2	ENSG00000103723.12	0.185	2.450	-1.542	8.64e-29
APBB1	ENSG00000166313.18	4.160	50.126	-3.309	1.29e-37
APBB3	ENSG00000113108.17	5.460	33.651	-2.423	6.57e-55
APCDD1	ENSG00000154856.12	40.597	11.895	1.690	7.48e-15
APEH	ENSG00000164062.12	117.310	54.829	1.083	2.09e-24
APEX2	ENSG00000169188.4	19.085	6.500	1.421	2.92e-51
APH1A	ENSG00000117362.12	136.546	59.979	1.174	6.19e-20
APLN	ENSG00000171388.11	2.995	0.420	1.492	3.91e-32
APLNR	ENSG00000134817.10	7.538	2.355	1.348	3.34e-16
APLP1	ENSG00000105290.11	1.125	5.785	-1.675	1.50e-23
APMAP	ENSG00000101474.11	84.879	31.074	1.421	5.52e-36
APOBEC1	ENSG00000111701.6	5.680	0.080	2.629	4.46e-34
APOBEC3B	ENSG00000179750.15	10.119	0.655	2.748	3.87e-20
APOBR	ENSG00000184730.10	13.999	2.515	2.093	2.00e-4
APOC1	ENSG00000130208.9	44.404	9.969	2.049	1.52e-22
APOC2	ENSG00000234906.8	4.704	0.210	2.237	4.62e-60
APOC4-APOC2	ENSG00000224916.8	7.954	0.495	2.582	4.50e-55
APOD	ENSG00000189058.8	10.707	79.203	-2.776	7.18e-28
APOL3	ENSG00000128284.19	8.640	19.965	-1.121	3.36e-11
APOO	ENSG00000184831.13	24.035	11.155	1.042	3.89e-30
APRT	ENSG00000198931.10	195.002	85.576	1.179	1.13e-21
AQP1	ENSG00000240583.10	29.860	91.360	-1.582	4.60e-10
AQP7	ENSG00000165269.12	1.375	3.844	-1.028	3.73e-9
ARAP1-AS1	ENSG00000256007.1	3.080	0.000	2.028	4.16e-8
AREG	ENSG00000109321.10	89.052	4.865	3.941	2.03e-48
ARF6	ENSG00000165527.6	51.262	24.240	1.050	1.02e-14
ARFGEF2	ENSG00000124198.8	19.261	8.510	1.091	6.33e-27
ARFGEF3	ENSG00000112379.8	4.050	0.750	1.529	3.46e-38
ARGLU1	ENSG00000134884.13	64.201	165.500	-1.353	1.08e-16
ARHGAP10	ENSG00000071205.11	2.950	32.584	-3.088	2.96e-37
ARHGAP11A	ENSG00000198826.10	10.310	1.080	2.443	8.47e-57
ARHGAP18	ENSG00000146376.10	14.760	4.145	1.615	1.33e-45
ARHGAP23	ENSG00000275832.4	6.210	18.715	-1.451	6.29e-6
ARHGAP24	ENSG00000138639.17	1.895	5.790	-1.230	9.21e-16
ARHGAP27	ENSG00000159314.11	33.425	14.403	1.160	1.83e-3
ARHGAP29	ENSG00000137962.12	2.250	5.660	-1.035	2.14e-11
ARHGAP33	ENSG00000004777.18	3.014	13.950	-1.897	7.06e-36
ARHGAP4	ENSG00000089820.15	10.275	23.835	-1.139	3.67e-8
ARHGAP6	ENSG00000047648.21	1.285	10.300	-2.306	1.50e-18
ARHGAP8	ENSG00000241484.9	21.509	2.020	2.898	1.15e-17
ARHGAP9	ENSG00000123329.17	3.980	9.150	-1.027	2.16e-9
