Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ABCE1	ENSG00000164163.10	18.874	1.210	3.169	5.74e-96
ABCF1	ENSG00000204574.12	32.969	5.150	2.466	2.51e-67
ABCF2	ENSG00000033050.7	21.810	3.730	2.270	3.77e-70
ABCF3	ENSG00000161204.11	35.705	10.520	1.672	5.11e-48
ABCG1	ENSG00000160179.18	18.330	3.710	2.037	9.86e-41
ABHD10	ENSG00000144827.8	20.604	1.590	3.060	2.48e-108
ABHD11	ENSG00000106077.18	17.455	4.660	1.705	3.68e-49
ABHD12	ENSG00000100997.18	30.854	3.750	2.745	3.17e-92
ABHD13	ENSG00000139826.5	3.960	1.390	1.053	2.85e-18
ABHD14A	ENSG00000248487.8	35.264	2.480	3.381	1.38e-105
ABHD14B	ENSG00000114779.19	73.218	11.660	2.552	1.38e-69
ABHD15	ENSG00000168792.4	4.615	1.430	1.208	6.40e-26
ABHD16B	ENSG00000183260.6	1.110	0.000	1.077	5.98e-24
ABHD17B	ENSG00000107362.13	12.720	1.940	2.222	1.09e-64
ABHD17C	ENSG00000136379.11	3.685	0.460	1.682	7.95e-55
ABHD5	ENSG00000011198.7	5.010	33.160	-2.507	2.58e-54
ABHD8	ENSG00000127220.5	15.725	2.970	2.075	1.43e-53
ABI2	ENSG00000138443.15	14.620	0.890	3.047	2.57e-116
ABL1	ENSG00000097007.17	20.245	1.740	2.955	2.01e-84
ABLIM1	ENSG00000099204.18	10.440	2.170	1.851	1.23e-42
ABLIM2	ENSG00000163995.18	4.729	0.160	2.304	5.65e-107
ABO	ENSG00000175164.13	1.630	0.080	1.284	2.21e-50
ABRACL	ENSG00000146386.7	89.762	13.570	2.639	2.78e-58
ABT1	ENSG00000146109.4	18.715	3.590	2.103	4.02e-63
ABTB1	ENSG00000114626.17	35.589	207.259	-2.509	5.18e-47
ABTB2	ENSG00000166016.5	1.825	0.220	1.211	9.61e-60
AC000089.3	ENSG00000235776.2	4.055	0.100	2.200	3.24e-175
AC000123.3	ENSG00000279265.1	2.730	0.720	1.117	9.59e-36
AC002310.12	ENSG00000235560.3	3.105	0.310	1.648	9.14e-105
AC002398.13	ENSG00000267049.1	2.115	0.320	1.239	8.04e-51
AC002398.9	ENSG00000188223.9	6.585	2.100	1.291	2.64e-31
AC002454.1	ENSG00000237819.5	48.534	0.000	5.630	9.99e-96
AC002467.7	ENSG00000241764.3	7.230	2.070	1.423	1.22e-21
AC004057.1	ENSG00000196656.7	728.784	114.872	2.655	3.37e-36
AC004381.6	ENSG00000005189.19	5.235	0.230	2.342	8.72e-118
AC004453.8	ENSG00000146677.7	4.385	1.280	1.240	1.22e-33
AC004540.5	ENSG00000214870.8	1.990	0.090	1.456	7.55e-82
AC004854.4	ENSG00000234183.1	1.350	0.000	1.233	2.16e-71
AC004893.11	ENSG00000242687.2	6.190	1.380	1.595	9.94e-50
AC004967.7	ENSG00000243554.1	1.285	0.110	1.042	2.16e-92
AC004980.7	ENSG00000205485.13	2.845	0.720	1.161	4.93e-38
AC004987.9	ENSG00000233225.3	2.245	0.150	1.496	1.53e-84
AC005062.2	ENSG00000243004.5	8.770	1.020	2.274	3.86e-74
AC005076.5	ENSG00000224046.1	3.595	0.370	1.746	2.50e-82
AC005083.1	ENSG00000233834.6	1.175	0.030	1.078	1.94e-105
AC005255.3	ENSG00000256210.3	4.145	0.000	2.363	2.04e-63
AC005329.7	ENSG00000248015.6	1.435	0.060	1.200	3.25e-72
AC005339.2	ENSG00000268565.1	7.070	0.330	2.601	3.33e-85
AC005498.3	ENSG00000267421.6	1.740	0.000	1.454	5.26e-115
AC005523.2	ENSG00000269604.1	18.630	2.210	2.612	4.20e-94
AC005537.2	ENSG00000232006.8	2.240	0.000	1.696	7.66e-72
AC005538.3	ENSG00000279809.1	1.600	0.030	1.336	2.58e-64
AC005562.1	ENSG00000214719.11	4.233	0.380	1.923	6.28e-93
AC005606.15	ENSG00000260107.1	1.795	0.040	1.426	2.13e-49
AC005786.7	ENSG00000267436.1	8.455	0.110	3.090	2.17e-66
AC005943.2	ENSG00000267059.2	3.643	0.000	2.215	1.84e-25
AC005943.6	ENSG00000279009.1	7.487	0.000	3.085	5.04e-26
AC005944.2	ENSG00000267469.1	63.359	1.370	4.763	1.81e-124
AC006011.4	ENSG00000244563.1	18.659	1.230	3.140	2.50e-93
AC006077.3	ENSG00000279799.1	4.305	0.380	1.943	1.25e-87
AC006116.20	ENSG00000267710.5	1.130	0.050	1.020	4.09e-51
AC006129.2	ENSG00000268027.5	7.910	2.230	1.464	1.71e-17
AC006277.3	ENSG00000279452.1	1.385	0.060	1.170	2.41e-139
AC006449.2	ENSG00000279119.1	20.134	7.400	1.331	5.11e-3
AC006547.8	ENSG00000243762.1	3.533	0.160	1.966	1.27e-47
AC006978.6	ENSG00000235859.5	7.815	1.530	1.801	9.91e-55
AC007009.1	ENSG00000244239.1	1.285	0.000	1.192	3.22e-43
AC007228.9	ENSG00000268568.1	1.430	0.090	1.157	4.45e-103
AC007229.3	ENSG00000267544.1	2.155	0.090	1.533	7.79e-137
AC007246.3	ENSG00000231312.6	4.735	0.300	2.141	4.84e-109
AC007278.3	ENSG00000234389.1	0.000	5.900	-2.787	1.07e-39
AC007318.5	ENSG00000172974.11	9.485	0.900	2.464	3.17e-71
AC007383.3	ENSG00000227946.1	8.270	0.340	2.790	2.34e-120
AC007969.5	ENSG00000233762.3	6.405	2.250	1.188	5.54e-35
AC008746.12	ENSG00000267838.2	1.930	0.390	1.076	1.88e-46
AC009005.2	ENSG00000267751.5	5.214	1.440	1.349	3.23e-29
AC009065.4	ENSG00000279473.1	3.530	0.000	2.180	1.58e-112
AC009120.6	ENSG00000259972.2	9.505	2.730	1.494	1.07e-43
AC009133.21	ENSG00000275857.1	7.785	0.970	2.157	1.04e-61
AC009299.3	ENSG00000227403.1	4.214	0.110	2.232	8.39e-112
AC009403.2	ENSG00000216895.8	7.530	0.970	2.114	2.08e-86
AC009410.1	ENSG00000232023.2	1.110	0.000	1.077	1.41e-51
AC009495.2	ENSG00000235192.1	0.070	1.280	-1.091	1.65e-33
AC009948.5	ENSG00000223960.6	6.065	0.620	2.125	1.60e-93
AC009950.1	ENSG00000280755.1	0.000	4.080	-2.345	2.86e-56
AC010168.1	ENSG00000281457.1	34.099	7.110	2.114	4.23e-13
AC010226.4	ENSG00000249249.1	1.635	0.200	1.135	1.10e-71
AC010883.5	ENSG00000234936.1	4.750	1.250	1.354	1.71e-27
AC010894.3	ENSG00000226853.2	4.045	0.380	1.870	4.59e-102
AC010980.2	ENSG00000237732.9	2.360	0.070	1.651	6.53e-77
AC011330.13	ENSG00000275601.1	2.775	0.200	1.653	1.06e-117
AC011737.2	ENSG00000204196.5	29.370	3.610	2.720	5.33e-87
AC011893.3	ENSG00000226806.1	40.645	0.000	5.380	2.21e-94
AC012146.7	ENSG00000234327.7	21.491	0.720	3.709	2.66e-130
AC013264.2	ENSG00000231621.1	5.950	0.220	2.510	5.52e-67
AC016700.5	ENSG00000231327.1	2.320	0.170	1.505	7.39e-98
AC016735.1	ENSG00000224739.2	7.740	0.000	3.128	2.79e-75
AC016739.2	ENSG00000218175.2	43.403	4.110	3.119	2.84e-86
AC016747.3	ENSG00000212978.6	5.920	0.480	2.225	9.71e-98
AC018738.2	ENSG00000237039.1	1.355	0.000	1.235	2.92e-19
AC018755.18	ENSG00000268500.5	0.000	5.210	-2.635	3.51e-33
AC018804.7	ENSG00000213225.7	3.220	0.020	2.049	2.99e-55
AC021224.1	ENSG00000262477.1	1.955	0.360	1.120	6.93e-28
AC024560.3	ENSG00000214135.8	5.545	1.620	1.321	5.69e-22
AC024592.12	ENSG00000267740.5	2.490	0.270	1.458	4.49e-92
AC025171.1	ENSG00000215068.7	2.340	0.640	1.026	4.74e-39
AC025335.1	ENSG00000179859.7	3.615	0.370	1.752	4.39e-99
AC027612.6	ENSG00000143429.9	29.984	0.330	4.542	9.26e-178
AC034220.3	ENSG00000233006.6	2.580	0.230	1.541	7.33e-55
AC055736.1	ENSG00000280827.1	79.327	0.000	6.328	7.28e-56
AC062017.1	ENSG00000222020.2	2.890	0.590	1.291	1.20e-51
AC062029.1	ENSG00000234028.3	1.520	0.100	1.196	8.05e-107
AC068134.10	ENSG00000251485.1	1.650	0.060	1.322	3.94e-81
AC068580.5	ENSG00000229512.1	0.000	1.780	-1.475	1.73e-21
AC068580.6	ENSG00000235027.1	0.315	3.530	-1.784	1.12e-33
AC068831.16	ENSG00000278514.1	2.410	0.000	1.770	8.24e-101
AC069282.6	ENSG00000225507.1	2.840	0.380	1.476	3.82e-31
AC073063.10	ENSG00000228335.1	1.130	0.060	1.007	9.06e-93
AC074117.10	ENSG00000234072.1	2.420	0.630	1.069	4.58e-50
AC074212.5	ENSG00000259605.3	8.869	0.030	3.260	2.43e-132
AC074212.6	ENSG00000267395.5	1.045	0.000	1.032	2.34e-87
AC074289.1	ENSG00000225889.7	2.590	21.510	-2.649	9.92e-52
AC079250.1	ENSG00000230979.3	3.485	0.440	1.639	1.24e-75
AC079325.6	ENSG00000231027.1	0.060	1.340	-1.142	2.40e-25
AC079922.2	ENSG00000231747.1	2.130	0.000	1.646	2.75e-110
AC083899.3	ENSG00000204745.3	2.425	0.260	1.443	2.56e-84
AC084219.4	ENSG00000186019.10	1.015	0.000	1.011	5.57e-95
AC090954.5	ENSG00000228874.1	1.344	0.000	1.229	8.05e-63
AC091729.9	ENSG00000229043.2	3.955	0.270	1.964	1.54e-113
AC092171.4	ENSG00000230733.2	3.790	0.640	1.546	2.44e-73
AC092580.4	ENSG00000235576.1	15.044	2.910	2.037	2.25e-19
AC093249.1	ENSG00000280843.1	3.289	0.000	2.101	2.08e-14
AC093323.3	ENSG00000170846.15	11.895	1.140	2.591	6.78e-103
AC093642.3	ENSG00000237940.3	8.125	0.310	2.800	1.15e-98
AC093673.5	ENSG00000232533.1	27.464	6.660	1.894	8.77e-22
AC093838.4	ENSG00000152117.17	11.040	2.450	1.803	5.16e-44
AC096772.6	ENSG00000244567.1	4.245	0.800	1.543	2.14e-44
AC098973.2	ENSG00000225548.5	5.655	0.000	2.734	8.91e-47
AC103563.8	ENSG00000233850.1	3.475	0.040	2.105	1.16e-70
AC104389.1	ENSG00000279346.1	0.000	2.000	-1.585	2.03e-22
AC104534.3	ENSG00000268083.5	12.337	0.000	3.737	3.18e-66
AC104820.2	ENSG00000234663.5	2.985	0.050	1.924	2.55e-74
AC108142.1	ENSG00000177822.7	1.205	0.000	1.141	3.96e-71
AC108488.4	ENSG00000242282.6	6.585	0.480	2.358	1.59e-107
AC109826.1	ENSG00000226791.6	5.610	0.130	2.548	1.34e-103
AC110615.1	ENSG00000279909.1	6.655	0.080	2.825	9.71e-100
AC112497.1	ENSG00000279413.1	4.385	1.060	1.386	1.85e-37
AC113188.2	ENSG00000279535.1	2.195	0.040	1.619	1.09e-79
AC113189.5	ENSG00000233223.2	17.655	1.770	2.752	5.57e-101
AC116366.5	ENSG00000238160.1	0.000	1.860	-1.516	2.48e-36
AC130469.1	ENSG00000279396.1	0.100	10.620	-3.401	1.90e-83
AC131097.4	ENSG00000216921.7	23.840	0.000	4.635	6.26e-148
AC132217.4	ENSG00000240801.1	7.730	0.460	2.580	1.23e-31
AC133528.2	ENSG00000228989.1	15.610	1.040	3.025	1.25e-122
AC138035.2	ENSG00000238035.8	0.725	34.640	-4.369	1.36e-72
AC142472.6	ENSG00000276728.1	2.770	0.250	1.593	7.97e-125
AC144530.1	ENSG00000234742.1	3.110	0.000	2.039	1.65e-202
AC144652.1	ENSG00000273117.1	2.735	0.330	1.490	5.42e-87
AC147651.1	ENSG00000234471.1	3.030	0.000	2.011	1.21e-69
AC159540.1	ENSG00000230606.10	16.809	1.930	2.604	6.16e-56
AC239868.1	ENSG00000280566.1	4.855	0.000	2.550	6.68e-8
AC241377.2	ENSG00000281741.1	2.720	0.680	1.147	9.02e-33
AC241585.2	ENSG00000281571.1	10.545	2.900	1.566	2.69e-38
AC245100.1	ENSG00000280649.1	12.235	3.010	1.723	1.49e-47
ACAA2	ENSG00000167315.17	38.578	7.490	2.221	7.47e-46
ACACA	ENSG00000278540.4	8.755	0.950	2.323	9.00e-96
ACAD10	ENSG00000111271.14	14.085	3.880	1.628	1.43e-47
ACAD11	ENSG00000240303.7	7.519	1.060	2.048	1.03e-63
ACAD8	ENSG00000151498.11	15.325	4.920	1.463	1.42e-30
ACAD9	ENSG00000177646.17	25.945	3.130	2.706	1.67e-98
ACADL	ENSG00000115361.7	4.594	0.010	2.469	1.15e-89
ACADM	ENSG00000117054.13	27.280	2.160	3.162	3.57e-73
ACADS	ENSG00000122971.8	14.355	3.620	1.733	2.47e-46
ACADSB	ENSG00000196177.12	3.515	0.400	1.689	5.38e-71
ACADVL	ENSG00000072778.19	343.364	97.369	1.808	1.02e-41
ACAP3	ENSG00000131584.18	24.415	9.090	1.333	2.05e-27
ACAT1	ENSG00000075239.13	26.000	3.070	2.730	2.14e-77
ACAT2	ENSG00000120437.8	18.583	2.010	2.702	3.91e-89
ACBD3	ENSG00000182827.8	11.710	1.750	2.208	1.88e-52
ACBD4	ENSG00000181513.14	12.740	2.710	1.889	6.04e-61
ACBD5	ENSG00000107897.18	6.195	1.780	1.372	1.37e-26
ACBD6	ENSG00000230124.6	48.958	6.710	2.696	1.46e-63
ACBD7	ENSG00000176244.6	2.520	0.040	1.759	2.37e-49
ACCS	ENSG00000110455.13	13.105	2.900	1.855	5.64e-38
ACD	ENSG00000102977.13	27.634	6.930	1.852	1.17e-52
ACE	ENSG00000159640.14	2.455	0.310	1.399	4.28e-46
ACHE	ENSG00000087085.13	11.590	0.550	3.022	2.22e-96
ACIN1	ENSG00000100813.14	93.092	44.941	1.034	2.57e-16
ACKR1	ENSG00000213088.9	5.194	1.700	1.198	6.54e-18
ACKR3	ENSG00000144476.5	3.530	0.400	1.694	1.23e-41
ACLY	ENSG00000131473.16	26.005	6.790	1.794	9.77e-38
ACO1	ENSG00000122729.18	16.982	0.640	3.455	2.34e-126
ACO2	ENSG00000100412.15	60.736	9.690	2.530	4.51e-73
ACOT1	ENSG00000184227.7	4.130	0.180	2.120	1.67e-105
ACOT13	ENSG00000112304.10	18.999	1.710	2.884	1.26e-110
ACOT2	ENSG00000119673.14	19.455	1.140	3.257	5.10e-116
ACOT4	ENSG00000177465.4	1.515	0.090	1.206	1.87e-78
ACOT7	ENSG00000097021.19	47.030	1.700	4.153	1.07e-120
ACOT8	ENSG00000101473.16	33.485	10.180	1.625	3.02e-37
ACOX2	ENSG00000168306.12	10.490	0.530	2.909	4.85e-83
ACOX3	ENSG00000087008.15	11.645	1.970	2.090	1.97e-84
ACP1	ENSG00000143727.15	69.876	8.720	2.866	3.91e-106
ACP2	ENSG00000134575.9	24.985	3.930	2.398	2.96e-70
ACP5	ENSG00000102575.10	41.475	7.330	2.350	3.13e-58
ACP6	ENSG00000162836.11	19.273	3.230	2.261	1.08e-76
ACPP	ENSG00000014257.15	0.335	2.940	-1.561	3.17e-29
ACRBP	ENSG00000111644.7	2.165	9.420	-1.719	1.18e-38
ACSBG1	ENSG00000103740.9	1.920	0.110	1.395	1.44e-58
ACSF2	ENSG00000167107.12	25.425	3.340	2.606	8.56e-72
ACSF3	ENSG00000176715.15	63.700	5.630	3.287	1.69e-100
ACSL1	ENSG00000151726.13	9.410	370.209	-5.156	2.56e-96
ACSL3	ENSG00000123983.13	30.948	6.340	2.122	1.27e-38
ACSM3	ENSG00000005187.11	5.569	0.680	1.967	1.33e-75
ACSS1	ENSG00000154930.14	33.550	3.790	2.851	2.44e-88
ACTA1	ENSG00000143632.14	0.125	1.720	-1.274	6.17e-11
ACTA2	ENSG00000107796.12	72.133	4.970	3.615	3.86e-97
ACTB	ENSG00000075624.13	4217.287	2063.960	1.031	2.38e-13
ACTBP8	ENSG00000220267.1	0.000	1.440	-1.287	8.40e-18
ACTG1	ENSG00000184009.9	2353.593	514.525	2.191	2.35e-51
ACTG1P17	ENSG00000259315.1	1.930	0.240	1.241	3.97e-76
ACTL6A	ENSG00000136518.16	40.659	3.490	3.214	2.33e-88
ACTN4	ENSG00000130402.11	98.978	40.299	1.276	6.82e-18
ACTR10	ENSG00000131966.13	70.839	12.180	2.446	3.98e-57
ACTR1A	ENSG00000138107.11	62.324	27.880	1.133	4.27e-24
ACTR1B	ENSG00000115073.7	50.280	7.960	2.517	1.07e-62
ACTR3B	ENSG00000133627.17	5.570	0.840	1.836	2.57e-90
ACTR5	ENSG00000101442.9	6.410	1.160	1.778	9.56e-70
ACTR6	ENSG00000075089.9	17.309	1.020	3.180	1.17e-95
ACTR8	ENSG00000113812.13	11.500	2.520	1.828	9.09e-69
ACVR1	ENSG00000115170.13	6.589	0.870	2.021	2.47e-62
ACVR2A	ENSG00000121989.14	2.104	0.320	1.234	8.28e-45
ACVR2B	ENSG00000114739.13	2.140	0.070	1.553	3.11e-136
ACVRL1	ENSG00000139567.12	4.370	0.450	1.889	8.94e-61
ACY1	ENSG00000243989.7	19.280	1.480	3.032	3.66e-109
ACY3	ENSG00000132744.7	2.275	0.130	1.535	1.22e-100
ACYP1	ENSG00000119640.8	36.230	0.830	4.347	8.44e-150
ACYP2	ENSG00000170634.12	20.354	1.530	3.077	2.20e-116
ADA	ENSG00000196839.12	287.914	4.610	5.686	8.69e-86
ADAL	ENSG00000168803.14	5.235	0.280	2.284	7.87e-130
ADAM19	ENSG00000135074.15	2.255	9.140	-1.639	8.02e-22
ADAM8	ENSG00000151651.15	4.290	102.529	-4.291	7.02e-86
ADAMTS1	ENSG00000154734.14	2.449	0.270	1.442	2.94e-49
ADAMTS13	ENSG00000160323.18	5.190	0.140	2.441	1.63e-165
ADAMTS15	ENSG00000166106.3	1.530	0.010	1.325	2.38e-66
ADAMTS17	ENSG00000140470.13	17.195	0.190	3.935	8.70e-132
ADAMTSL2	ENSG00000197859.9	1.700	0.020	1.404	4.30e-87
ADAMTSL4	ENSG00000143382.13	1.110	12.800	-2.709	2.66e-55
ADAMTSL4-AS1	ENSG00000203804.4	0.150	2.890	-1.758	1.17e-45
ADARB1	ENSG00000197381.15	5.540	1.250	1.539	3.60e-48
ADARB2	ENSG00000185736.15	1.455	0.090	1.171	9.19e-14
ADAT1	ENSG00000065457.10	17.159	4.620	1.692	1.97e-39
ADAT2	ENSG00000189007.15	3.625	0.690	1.452	9.78e-47
ADAT3	ENSG00000213638.5	3.550	1.230	1.029	9.79e-28
ADCK1	ENSG00000063761.15	7.150	1.290	1.831	2.39e-75
ADCK2	ENSG00000133597.9	22.685	2.230	2.874	4.70e-99
ADCK3	ENSG00000163050.16	25.115	6.650	1.771	7.03e-43
ADCK4	ENSG00000123815.11	30.250	14.250	1.035	1.24e-11
ADCK5	ENSG00000173137.11	13.865	2.100	2.262	3.25e-81
ADCY2	ENSG00000078295.15	1.679	0.030	1.379	9.47e-53
ADCY3	ENSG00000138031.14	19.959	4.350	1.970	3.92e-27
ADCY6	ENSG00000174233.11	3.860	0.100	2.143	7.23e-92
ADCY9	ENSG00000162104.9	3.169	0.450	1.523	7.74e-55
ADD1	ENSG00000087274.16	162.747	45.411	1.819	2.17e-54
ADD3	ENSG00000148700.13	31.453	12.530	1.262	1.93e-14
ADGRA2	ENSG00000020181.17	2.605	0.150	1.648	9.58e-67
ADGRA3	ENSG00000152990.13	7.120	0.080	2.910	6.90e-107
ADGRB2	ENSG00000121753.12	24.168	0.180	4.415	8.52e-143
ADGRE1	ENSG00000174837.14	0.725	7.950	-2.375	2.57e-42
ADGRE2	ENSG00000127507.17	0.840	23.720	-3.748	6.03e-73
ADGRE3	ENSG00000131355.14	0.020	9.160	-3.316	2.67e-67
ADGRE5	ENSG00000123146.19	30.580	170.260	-2.439	1.40e-52
ADGRF5	ENSG00000069122.18	1.840	0.030	1.463	7.00e-85
ADGRG1	ENSG00000205336.11	38.489	7.760	2.172	1.00e-28
ADGRG2	ENSG00000173698.17	2.150	0.020	1.627	8.18e-56
ADGRG3	ENSG00000182885.16	0.110	202.727	-7.520	4.76e-160
ADGRG6	ENSG00000112414.14	2.775	0.020	1.888	1.85e-63
ADGRL1	ENSG00000072071.16	4.830	1.810	1.053	1.46e-21
ADGRL2	ENSG00000117114.19	10.595	0.050	3.465	2.72e-118
ADGRL3	ENSG00000150471.15	1.510	0.010	1.313	2.60e-55
ADGRL4	ENSG00000162618.12	2.830	0.030	1.895	6.63e-95
ADGRV1	ENSG00000164199.15	2.640	0.010	1.850	3.44e-62
ADH5	ENSG00000197894.10	104.676	6.920	3.738	1.04e-99
ADHFE1	ENSG00000147576.15	6.160	1.460	1.541	3.71e-29
ADI1	ENSG00000182551.13	34.025	5.310	2.473	7.06e-72
ADIPOR1	ENSG00000159346.12	42.174	151.145	-1.817	2.06e-68
ADIPOR2	ENSG00000006831.9	18.084	6.960	1.262	3.53e-27
ADIRF	ENSG00000148671.13	57.903	0.700	5.115	9.42e-83
ADIRF-AS1	ENSG00000272734.1	2.593	0.350	1.412	3.46e-43
ADK	ENSG00000156110.13	28.093	2.540	3.039	8.21e-91
ADM	ENSG00000148926.9	2.705	61.439	-4.075	2.50e-69
ADM2	ENSG00000128165.8	2.575	0.200	1.575	8.06e-47
ADNP	ENSG00000101126.15	27.475	2.660	2.960	1.95e-79
ADNP-AS1	ENSG00000259456.3	2.095	0.290	1.263	1.62e-69
ADNP2	ENSG00000101544.8	5.650	0.740	1.934	4.94e-71
ADO	ENSG00000181915.4	8.590	0.840	2.382	2.04e-99
ADPRHL1	ENSG00000153531.12	1.920	0.210	1.271	1.23e-52
ADPRHL2	ENSG00000116863.10	35.250	5.430	2.495	5.52e-81
ADPRM	ENSG00000170222.11	15.310	2.260	2.323	6.84e-78
ADRM1	ENSG00000130706.12	125.100	26.270	2.209	5.58e-66
ADSL	ENSG00000239900.11	51.800	8.470	2.479	3.49e-72
ADSS	ENSG00000035687.9	23.125	5.730	1.842	1.98e-34
ADSSL1	ENSG00000185100.10	7.895	0.530	2.539	9.29e-79
AE000661.37	ENSG00000251002.7	36.944	0.410	4.750	9.71e-84
AEBP1	ENSG00000106624.8	205.856	1.150	6.588	1.49e-164
AEBP2	ENSG00000139154.14	13.270	1.250	2.665	1.31e-80
AEN	ENSG00000181026.14	9.834	2.130	1.791	2.06e-51
AES	ENSG00000104964.14	902.916	122.759	2.869	6.53e-69
AF001548.5	ENSG00000263335.1	8.805	3.480	1.130	2.37e-12
AF127577.10	ENSG00000229047.1	26.380	0.690	4.018	2.77e-119
AF131215.9	ENSG00000269918.1	1.685	0.250	1.103	4.81e-58
AFAP1	ENSG00000196526.10	3.015	0.370	1.551	8.64e-55
AFAP1L1	ENSG00000157510.13	3.660	0.040	2.164	6.10e-103
AFAP1L2	ENSG00000169129.14	18.250	0.180	4.028	6.31e-102
AFF1	ENSG00000172493.20	7.625	3.100	1.073	7.57e-20
AFF2	ENSG00000155966.13	1.349	0.100	1.095	1.89e-57
AFF4	ENSG00000072364.12	6.580	1.680	1.500	1.21e-34
AFG3L1P	ENSG00000223959.8	10.275	2.680	1.615	2.91e-42
AFG3L2	ENSG00000141385.9	25.469	1.990	3.146	1.26e-93
AFMID	ENSG00000183077.15	28.365	2.020	3.281	5.76e-106
AFTPH	ENSG00000119844.14	27.276	9.520	1.426	1.25e-27
AGA	ENSG00000038002.8	10.150	3.540	1.296	3.15e-27
AGAP1	ENSG00000157985.17	2.645	0.210	1.591	8.77e-60
AGAP3	ENSG00000133612.18	31.104	5.330	2.342	4.62e-54
AGAP4	ENSG00000188234.13	8.049	2.440	1.395	8.00e-31
AGAP5	ENSG00000172650.12	2.350	0.550	1.112	7.23e-48
AGAP6	ENSG00000204149.9	9.925	2.340	1.710	3.03e-39
AGAP7P	ENSG00000264204.2	2.455	0.560	1.147	2.76e-19
AGAP9	ENSG00000204172.11	4.225	0.560	1.744	1.90e-45
AGBL2	ENSG00000165923.15	2.110	0.230	1.338	9.93e-67
AGBL5	ENSG00000084693.15	17.695	1.750	2.765	1.09e-123
AGFG1	ENSG00000173744.17	21.099	48.000	-1.149	1.83e-13
AGFG2	ENSG00000106351.12	12.095	1.820	2.215	2.90e-61
AGGF1	ENSG00000164252.12	10.285	1.130	2.405	2.48e-73
AGK	ENSG00000006530.15	13.140	1.640	2.421	5.09e-56
AGL	ENSG00000162688.15	3.520	0.390	1.701	1.39e-70
AGO2	ENSG00000123908.11	4.045	9.920	-1.114	1.03e-21
AGPAT1	ENSG00000204310.10	43.320	18.539	1.182	1.46e-23
AGPAT3	ENSG00000160216.18	18.554	5.970	1.488	1.86e-29
AGPAT5	ENSG00000155189.11	10.025	0.510	2.868	5.47e-119
AGPAT9	ENSG00000138678.10	0.960	5.070	-1.631	8.26e-21
