Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC106876.2	ENSG00000222001.2	3.310	0.650	1.385	1.04e-19
AC112497.1	ENSG00000279413.1	2.970	0.570	1.338	2.19e-51
AC113188.2	ENSG00000279535.1	7.300	1.470	1.749	8.84e-38
AC113404.1	ENSG00000254893.5	2.530	0.350	1.387	1.58e-53
AC114730.11	ENSG00000235351.1	0.570	2.230	-1.041	2.61e-40
AC124789.1	ENSG00000276170.4	1.810	0.180	1.252	2.41e-27
AC129492.1	ENSG00000279152.1	0.220	1.590	-1.086	1.16e-21
AC131097.4	ENSG00000216921.7	0.190	12.140	-3.465	4.18e-63
AC132217.4	ENSG00000240801.1	28.779	4.740	2.375	1.64e-18
AC133644.2	ENSG00000280721.1	3.640	0.220	1.927	4.29e-57
AC144530.1	ENSG00000234742.1	1.680	0.240	1.112	7.89e-57
AC147651.4	ENSG00000237181.1	1.570	0.150	1.160	2.23e-35
AC156455.1	ENSG00000256546.1	2.030	11.430	-2.036	5.79e-52
AC234582.1	ENSG00000279487.1	25.419	8.360	1.497	4.14e-7
AC239868.2	ENSG00000280874.1	26.060	0.250	4.436	1.61e-41
AC239868.3	ENSG00000281134.1	26.060	0.250	4.436	1.61e-41
AC241377.2	ENSG00000281741.1	2.200	0.530	1.065	8.44e-33
AC241585.2	ENSG00000281571.1	7.450	2.330	1.343	6.46e-34
AC245100.1	ENSG00000280649.1	7.110	1.860	1.504	1.92e-49
ACAA2	ENSG00000167315.17	50.021	21.299	1.194	4.62e-38
ACACA	ENSG00000278540.4	12.600	4.540	1.296	2.69e-48
ACADL	ENSG00000115361.7	0.660	16.959	-3.435	8.45e-92
ACADVL	ENSG00000072778.19	283.793	571.218	-1.007	6.21e-12
ACAN	ENSG00000157766.15	1.450	0.130	1.116	5.13e-29
ACAP1	ENSG00000072818.11	8.290	1.750	1.756	2.01e-33
ACAP2	ENSG00000114331.12	8.900	2.710	1.416	5.81e-49
ACAT2	ENSG00000120437.8	12.460	2.900	1.787	1.33e-40
ACBD3	ENSG00000182827.8	27.701	6.740	1.891	2.39e-60
ACBD5	ENSG00000107897.18	12.880	2.930	1.820	2.05e-60
ACBD6	ENSG00000230124.6	32.421	14.980	1.064	1.58e-34
ACD	ENSG00000102977.13	17.960	8.440	1.006	1.70e-28
ACE	ENSG00000159640.14	19.311	1.950	2.783	5.18e-79
ACE2	ENSG00000130234.10	3.030	0.960	1.040	4.86e-14
ACER3	ENSG00000078124.11	5.160	1.130	1.532	1.38e-65
ACHE	ENSG00000087085.13	7.130	1.340	1.797	1.20e-30
ACKR1	ENSG00000213088.9	17.179	4.790	1.651	4.55e-11
ACKR4	ENSG00000129048.6	3.360	0.710	1.350	6.49e-28
ACLY	ENSG00000131473.16	46.931	15.730	1.519	2.14e-48
ACO2	ENSG00000100412.15	51.111	20.980	1.245	3.28e-44
ACOT1	ENSG00000184227.7	4.010	1.070	1.275	7.76e-49
ACOT11	ENSG00000162390.17	6.010	1.130	1.719	2.42e-54
ACOT13	ENSG00000112304.10	14.710	4.020	1.646	5.69e-65
ACOT2	ENSG00000119673.14	19.419	5.890	1.567	4.33e-54
ACOT4	ENSG00000177465.4	2.050	0.520	1.005	6.57e-44
ACOT7	ENSG00000097021.19	25.189	3.510	2.538	1.69e-77
ACOT8	ENSG00000101473.16	23.410	7.910	1.454	2.26e-58
ACOT9	ENSG00000123130.16	30.511	8.970	1.660	1.71e-39
ACP5	ENSG00000102575.10	55.479	5.220	3.183	2.18e-52
ACP6	ENSG00000162836.11	21.190	7.410	1.400	2.99e-36
ACSL1	ENSG00000151726.13	34.229	13.340	1.297	5.60e-32
ACSL3	ENSG00000123983.13	38.869	6.610	2.389	9.39e-76
ACSL4	ENSG00000068366.19	17.629	2.540	2.396	4.33e-66
ACSL5	ENSG00000197142.10	45.251	1.710	4.093	1.51e-66
ACSS2	ENSG00000131069.19	26.370	11.260	1.159	9.30e-27
ACTA1	ENSG00000143632.14	0.090	1.660	-1.287	1.65e-27
ACTA2	ENSG00000107796.12	540.517	26.339	4.308	1.25e-61
ACTB	ENSG00000075624.13	4048.578	313.147	3.688	3.47e-69
ACTG1	ENSG00000184009.9	2287.410	809.731	1.497	9.08e-26
ACTG2	ENSG00000163017.13	16.640	2.090	2.513	5.45e-28
ACTL6A	ENSG00000136518.16	32.291	11.940	1.363	2.40e-45
ACTN1	ENSG00000072110.13	151.355	22.529	2.695	2.51e-62
ACTN4	ENSG00000130402.11	302.983	49.070	2.602	7.72e-59
ACTR10	ENSG00000131966.13	58.561	19.160	1.563	8.52e-52
ACTR1A	ENSG00000138107.11	59.210	16.710	1.765	2.84e-62
ACTR2	ENSG00000138071.13	83.562	11.580	2.749	2.86e-75
ACTR3	ENSG00000115091.11	105.360	14.800	2.751	5.10e-63
ACTR6	ENSG00000075089.9	11.600	3.410	1.515	2.00e-59
ACTR8	ENSG00000113812.13	12.940	5.390	1.125	5.52e-43
ACVR1	ENSG00000115170.13	25.810	3.660	2.524	1.31e-78
ACVR2A	ENSG00000121989.14	6.100	2.230	1.136	2.38e-40
ACVRL1	ENSG00000139567.12	13.930	5.110	1.289	1.04e-29
ACY1	ENSG00000243989.7	40.140	7.210	2.325	5.70e-52
ACYP1	ENSG00000119640.8	15.480	4.170	1.672	2.12e-46
ADA	ENSG00000196839.12	8.390	2.650	1.363	3.11e-35
ADAM10	ENSG00000137845.14	41.599	6.660	2.475	3.42e-57
ADAM12	ENSG00000148848.14	5.100	0.050	2.538	1.02e-46
ADAM15	ENSG00000143537.13	106.957	22.600	2.194	1.07e-48
ADAM17	ENSG00000151694.12	9.170	1.790	1.866	1.24e-56
ADAM19	ENSG00000135074.15	8.420	0.240	2.925	1.04e-62
ADAM22	ENSG00000008277.14	2.100	0.240	1.322	2.49e-44
ADAM23	ENSG00000114948.12	1.980	0.150	1.374	2.99e-46
ADAM28	ENSG00000042980.12	29.670	1.840	3.433	1.06e-52
ADAM8	ENSG00000151651.15	28.889	2.460	3.111	2.67e-54
ADAM9	ENSG00000168615.11	71.322	5.260	3.530	2.06e-70
ADAMDEC1	ENSG00000134028.14	1.640	0.050	1.330	1.21e-29
ADAMTS12	ENSG00000151388.10	6.530	0.180	2.674	8.86e-57
ADAMTS14	ENSG00000138316.10	2.950	0.050	1.911	7.82e-51
ADAMTS2	ENSG00000087116.13	22.409	2.050	2.940	4.20e-60
ADAMTS4	ENSG00000158859.9	6.940	1.190	1.858	8.25e-26
ADAMTS7	ENSG00000136378.14	3.100	0.250	1.714	2.71e-51
ADAMTS9	ENSG00000163638.13	11.360	4.350	1.208	9.64e-19
ADAMTSL1	ENSG00000178031.15	1.790	0.220	1.193	4.05e-36
ADAMTSL2	ENSG00000197859.9	12.120	2.290	1.996	9.07e-41
ADAMTSL4	ENSG00000143382.13	11.790	2.970	1.688	1.44e-24
ADAMTSL5	ENSG00000185761.10	2.950	0.330	1.570	8.32e-35
ADAP1	ENSG00000105963.13	43.761	5.760	2.727	5.33e-32
ADAP2	ENSG00000184060.10	4.640	1.320	1.282	5.27e-30
ADAR	ENSG00000160710.15	62.808	19.770	1.619	1.48e-46
ADAT1	ENSG00000065457.10	19.550	5.630	1.632	8.21e-65
ADCK2	ENSG00000133597.9	18.980	4.940	1.750	1.10e-67
ADCK3	ENSG00000163050.16	23.860	63.258	-1.370	5.66e-35
ADCK4	ENSG00000123815.11	25.509	9.880	1.285	2.16e-39
ADCY2	ENSG00000078295.15	1.800	0.250	1.163	5.39e-32
ADCY3	ENSG00000138031.14	26.390	7.140	1.751	1.46e-43
ADCY7	ENSG00000121281.12	8.250	1.010	2.202	1.43e-48
ADD1	ENSG00000087274.16	114.063	39.300	1.514	1.83e-44
ADD3	ENSG00000148700.13	39.420	18.570	1.046	2.27e-17
ADGRA2	ENSG00000020181.17	17.759	1.700	2.797	9.99e-57
ADGRB2	ENSG00000121753.12	2.900	0.170	1.737	5.16e-65
ADGRE2	ENSG00000127507.17	1.540	0.260	1.011	1.31e-27
ADGRE5	ENSG00000123146.19	62.769	12.350	2.256	3.76e-45
ADGRF1	ENSG00000153292.15	11.630	0.080	3.548	1.38e-54
ADGRF4	ENSG00000153294.11	2.160	0.010	1.646	2.55e-52
ADGRF5	ENSG00000069122.18	6.640	2.000	1.349	1.28e-35
ADGRG1	ENSG00000205336.11	92.308	21.850	2.030	6.39e-47
ADGRG6	ENSG00000112414.14	8.160	0.790	2.355	3.36e-50
ADGRL2	ENSG00000117114.19	12.110	4.150	1.348	3.03e-32
ADGRL4	ENSG00000162618.12	9.760	1.830	1.927	1.01e-45
ADH1C	ENSG00000248144.5	20.129	4.160	2.034	2.01e-14
ADH5	ENSG00000197894.10	81.871	22.990	1.788	5.37e-54
ADHFE1	ENSG00000147576.15	3.180	16.549	-2.070	5.53e-57
ADI1	ENSG00000182551.13	40.140	12.630	1.594	9.07e-50
ADIPOR1	ENSG00000159346.12	69.261	26.379	1.360	4.33e-46
ADIPOR2	ENSG00000006831.9	26.451	11.550	1.129	3.57e-24
ADIRF	ENSG00000148671.13	72.932	18.790	1.901	4.15e-28
ADIRF-AS1	ENSG00000272734.1	1.590	4.320	-1.039	2.03e-19
ADK	ENSG00000156110.13	16.919	5.830	1.392	1.93e-52
ADM	ENSG00000148926.9	21.739	4.970	1.929	1.62e-27
ADNP	ENSG00000101126.15	21.900	7.250	1.473	8.85e-49
ADO	ENSG00000181915.4	9.810	1.860	1.918	1.12e-87
ADORA2A	ENSG00000128271.19	3.170	0.740	1.261	1.78e-34
ADORA2B	ENSG00000170425.3	3.910	0.530	1.682	1.62e-47
ADORA3	ENSG00000121933.17	2.480	0.320	1.399	1.16e-33
ADPRHL2	ENSG00000116863.10	26.859	6.230	1.946	1.19e-69
ADRBK1	ENSG00000173020.10	61.541	16.190	1.863	1.20e-49
ADRM1	ENSG00000130706.12	89.989	31.541	1.483	5.50e-43
ADSS	ENSG00000035687.9	28.670	7.370	1.826	8.03e-59
ADTRP	ENSG00000111863.12	3.850	0.100	2.140	9.59e-45
AEBP1	ENSG00000106624.8	274.240	12.620	4.337	7.00e-65
AEBP2	ENSG00000139154.14	10.980	3.600	1.381	2.90e-49
AES	ENSG00000104964.14	484.750	175.666	1.459	1.02e-31
AF001548.5	ENSG00000263335.1	2.670	0.450	1.340	5.83e-43
AF127577.10	ENSG00000229047.1	14.770	4.290	1.576	5.58e-26
AF131216.5	ENSG00000255020.1	0.050	6.320	-2.801	9.09e-59
AFAP1	ENSG00000196526.10	13.400	1.190	2.717	7.28e-77
AFAP1-AS1	ENSG00000272620.1	4.460	0.020	2.420	4.39e-39
AFAP1L1	ENSG00000157510.13	3.370	0.530	1.514	5.75e-52
AFAP1L2	ENSG00000169129.14	12.510	5.660	1.020	2.59e-11
AFF4	ENSG00000072364.12	14.570	5.160	1.338	8.40e-39
AFG3L2	ENSG00000141385.9	24.120	10.350	1.146	1.17e-40
AFTPH	ENSG00000119844.14	29.860	10.000	1.488	4.03e-60
AGA	ENSG00000038002.8	14.180	5.150	1.303	4.81e-48
AGAP1	ENSG00000157985.17	7.460	2.240	1.385	1.12e-51
AGAP2-AS1	ENSG00000255737.2	14.680	4.890	1.413	1.56e-43
AGFG1	ENSG00000173744.17	42.241	10.870	1.865	4.84e-47
AGFG2	ENSG00000106351.12	28.929	11.270	1.286	6.00e-27
AGGF1	ENSG00000164252.12	8.040	2.700	1.289	8.00e-57
AGK	ENSG00000006530.15	10.260	4.280	1.093	4.92e-38
AGMAT	ENSG00000116771.5	1.480	0.180	1.072	1.54e-35
AGMO	ENSG00000187546.13	1.530	0.020	1.311	6.30e-33
AGO2	ENSG00000123908.11	5.740	2.090	1.125	1.15e-35
AGPAT1	ENSG00000204310.10	53.160	13.470	1.904	1.43e-68
AGPAT2	ENSG00000169692.12	100.071	46.240	1.097	6.24e-17
AGPAT4	ENSG00000026652.13	3.470	0.780	1.328	2.98e-42
AGPAT5	ENSG00000155189.11	7.590	2.580	1.263	2.11e-48
AGPAT9	ENSG00000138678.10	3.230	0.430	1.565	3.86e-53
AGPS	ENSG00000018510.12	8.310	2.740	1.316	2.98e-47
AGR2	ENSG00000106541.11	438.276	4.230	6.392	9.21e-71
AGR3	ENSG00000173467.8	67.878	1.670	4.689	7.12e-57
AGRN	ENSG00000188157.13	78.210	20.559	1.877	4.50e-29
AGT	ENSG00000135744.7	16.050	2.230	2.400	3.26e-34
AGTRAP	ENSG00000177674.15	58.399	21.310	1.413	5.41e-21
AHCTF1	ENSG00000153207.14	14.120	4.710	1.405	6.69e-54
AHCYL1	ENSG00000168710.17	42.019	18.770	1.122	1.68e-33
AHCYL2	ENSG00000158467.16	18.371	4.620	1.785	7.98e-34
AHDC1	ENSG00000126705.13	8.210	3.320	1.092	7.95e-25
AHNAK	ENSG00000124942.13	87.262	11.450	2.826	2.66e-60
AHNAK2	ENSG00000185567.6	40.509	0.510	4.781	7.55e-69
AHR	ENSG00000106546.12	32.320	2.300	3.336	2.85e-74
AHSA1	ENSG00000100591.7	98.879	26.080	1.883	3.65e-61
AIDA	ENSG00000186063.12	39.901	10.890	1.782	1.30e-60
AIF1	ENSG00000204472.12	59.218	3.670	3.689	9.70e-59
AIFM1	ENSG00000156709.13	23.110	9.970	1.136	2.71e-50
AIFM2	ENSG00000042286.14	8.920	1.840	1.804	3.07e-68
AIG1	ENSG00000146416.16	29.871	6.480	2.045	3.54e-72
AIM1	ENSG00000112297.14	7.010	1.400	1.739	1.93e-43
AIM1L	ENSG00000176092.13	9.000	0.160	3.108	1.34e-55
AIMP1	ENSG00000164022.16	29.009	11.790	1.230	5.84e-43
AIMP2	ENSG00000106305.9	21.780	5.480	1.814	2.58e-64
AIP	ENSG00000110711.9	71.699	18.630	1.889	3.24e-59
AJUBA	ENSG00000129474.15	7.030	2.460	1.215	3.45e-25
AK1	ENSG00000106992.17	80.359	14.470	2.395	4.75e-65
AK2	ENSG00000004455.16	97.639	34.961	1.456	1.06e-45
AK3	ENSG00000147853.16	26.400	12.560	1.015	3.57e-25
AK4	ENSG00000162433.14	8.980	0.310	2.929	2.19e-64
AK4P1	ENSG00000263535.1	1.750	0.090	1.335	5.48e-42
AK6	ENSG00000085231.13	30.279	13.680	1.091	6.25e-38
AK7	ENSG00000140057.8	2.500	0.550	1.175	8.05e-43
AK8	ENSG00000165695.9	1.670	0.250	1.095	2.20e-38
AKAP1	ENSG00000121057.12	28.300	9.310	1.507	3.19e-45
AKAP11	ENSG00000023516.8	7.380	2.230	1.375	2.72e-46
AKAP12	ENSG00000131016.16	14.800	1.720	2.538	2.77e-43
AKAP13	ENSG00000170776.19	54.288	19.390	1.439	1.84e-32
AKAP2	ENSG00000241978.9	16.570	2.050	2.526	1.27e-56
AKIP1	ENSG00000166452.11	18.181	4.710	1.748	7.22e-62
AKIRIN1	ENSG00000174574.15	22.310	7.010	1.541	7.31e-53
AKIRIN2	ENSG00000135334.8	21.080	5.820	1.695	4.97e-59
AKNA	ENSG00000106948.16	12.400	3.590	1.546	5.92e-29
AKR1B1	ENSG00000085662.13	55.691	15.360	1.793	2.21e-43
AKR1B10	ENSG00000198074.9	22.641	0.240	4.253	7.65e-45
AKR1C1	ENSG00000187134.12	21.110	9.320	1.099	2.54e-11
AKR1C2	ENSG00000151632.16	17.200	3.340	2.068	4.25e-28
AKR1C3	ENSG00000196139.11	79.688	14.570	2.374	9.27e-35
AKR7A2	ENSG00000053371.12	44.529	19.280	1.167	1.81e-37
AKR7A3	ENSG00000162482.4	17.340	104.690	-2.527	1.84e-21
AKR7L	ENSG00000211454.13	2.260	7.220	-1.334	1.79e-18
AKT1	ENSG00000142208.15	80.498	34.080	1.216	8.11e-35
AKT1S1	ENSG00000204673.10	33.910	13.810	1.237	1.97e-39
AKT3	ENSG00000117020.16	8.330	1.870	1.701	1.44e-41
AKTIP	ENSG00000166971.16	17.550	7.070	1.201	1.21e-44
AL158801.1	ENSG00000279392.1	2.570	0.100	1.698	3.85e-58
AL442127.1	ENSG00000278371.2	0.000	6.320	-2.872	1.56e-11
AL513523.2	ENSG00000279767.1	17.490	3.130	2.163	4.78e-42
AL928768.3	ENSG00000253701.2	2.930	0.000	1.975	1.01e-24
ALAS1	ENSG00000023330.14	37.530	6.310	2.398	1.87e-76
ALB	ENSG00000163631.16	4.140	255.857	-5.643	1.83e-58
ALCAM	ENSG00000170017.12	23.280	10.570	1.069	9.63e-20
ALDH1A3	ENSG00000184254.16	18.690	3.030	2.289	2.07e-38
ALDH1B1	ENSG00000137124.6	15.640	2.990	2.060	6.55e-53
ALDH1L1	ENSG00000144908.13	6.040	18.960	-1.503	7.30e-19
ALDH1L2	ENSG00000136010.13	2.510	9.610	-1.596	4.16e-26
ALDH2	ENSG00000111275.12	139.478	22.841	2.559	3.58e-56
ALDH3A1	ENSG00000108602.17	6.560	0.170	2.692	6.13e-31
ALDH3B1	ENSG00000006534.15	35.089	2.880	3.217	3.29e-46
ALDH4A1	ENSG00000159423.16	5.370	1.610	1.287	1.11e-42
ALDH7A1	ENSG00000164904.15	37.139	15.810	1.182	2.09e-32
ALDH9A1	ENSG00000143149.12	34.049	14.000	1.224	9.60e-44
ALDOA	ENSG00000149925.16	1162.084	235.763	2.296	1.45e-45
ALDOB	ENSG00000136872.17	15.720	45.860	-1.487	1.66e-9
ALDOC	ENSG00000109107.13	15.170	1.670	2.598	1.16e-63
ALG1	ENSG00000033011.11	21.700	10.330	1.003	1.83e-42
ALG11	ENSG00000253710.2	4.150	1.370	1.120	4.78e-49
ALG1L	ENSG00000189366.9	3.410	0.420	1.635	6.15e-26
ALG8	ENSG00000159063.12	29.490	9.080	1.597	3.60e-65
ALKBH1	ENSG00000100601.9	7.160	2.340	1.289	1.22e-58
ALKBH2	ENSG00000189046.10	16.290	7.320	1.055	4.97e-33
ALKBH4	ENSG00000160993.3	8.540	2.690	1.370	6.44e-61
ALKBH5	ENSG00000091542.8	42.750	15.580	1.400	1.12e-49
ALKBH6	ENSG00000239382.10	13.300	4.780	1.307	7.69e-42
ALOX15B	ENSG00000179593.15	2.100	0.240	1.322	1.11e-12
ALOX5	ENSG00000012779.10	44.479	14.480	1.555	1.05e-20
ALOX5AP	ENSG00000132965.9	63.579	4.640	3.517	2.00e-51
ALPK1	ENSG00000073331.17	7.730	3.120	1.083	1.00e-18
ALS2	ENSG00000003393.14	6.180	2.360	1.095	7.29e-42
ALYREF	ENSG00000183684.7	60.732	11.860	2.263	6.09e-74
AMACR	ENSG00000242110.7	10.040	3.480	1.301	2.13e-40
AMBRA1	ENSG00000110497.14	12.950	3.280	1.705	4.61e-64
AMDHD2	ENSG00000162066.14	17.030	6.390	1.287	8.64e-34
AMFR	ENSG00000159461.14	57.931	16.020	1.792	6.07e-66
AMHR2	ENSG00000135409.10	0.190	3.180	-1.813	5.78e-46
AMICA1	ENSG00000160593.17	12.890	0.950	2.833	6.09e-46
AMIGO2	ENSG00000139211.6	17.640	1.370	2.975	2.87e-66
AMMECR1	ENSG00000101935.9	4.120	0.980	1.371	6.85e-66
AMMECR1L	ENSG00000144233.9	9.150	3.900	1.051	1.04e-40
AMN	ENSG00000166126.10	13.170	0.380	3.360	5.61e-39
AMOT	ENSG00000126016.13	3.360	0.580	1.464	4.63e-48
AMOTL2	ENSG00000114019.14	14.970	6.380	1.114	3.70e-22
AMPD2	ENSG00000116337.15	32.610	15.430	1.033	2.57e-20
AMPD3	ENSG00000133805.15	6.190	1.480	1.536	1.25e-23
AMY1B	ENSG00000174876.16	0.040	1.340	-1.170	3.36e-8
AMY2A	ENSG00000243480.7	4.860	8429.900	-10.491	2.71e-41
AMY2B	ENSG00000240038.6	11.680	1523.738	-6.910	2.82e-49
