Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC006011.4	ENSG00000244563.1	14.250	3.820	1.662	2.98e-54
AC006128.2	ENSG00000279716.1	2.630	6.310	-1.010	3.58e-12
AC006538.1	ENSG00000261342.1	1.560	4.640	-1.140	1.98e-38
AC007192.6	ENSG00000269145.2	6.580	85.520	-3.513	1.03e-82
AC007246.3	ENSG00000231312.6	9.230	25.950	-1.397	2.26e-22
AC007326.1	ENSG00000279560.1	3.250	7.790	-1.048	7.42e-12
AC007383.3	ENSG00000227946.1	8.550	3.640	1.041	9.70e-42
AC007560.1	ENSG00000238165.1	1.690	0.000	1.428	4.48e-29
AC007620.3	ENSG00000242539.2	23.000	2.060	2.971	4.57e-77
AC007969.5	ENSG00000233762.3	13.010	3.090	1.776	1.49e-73
AC009005.2	ENSG00000267751.5	3.850	0.530	1.664	8.60e-60
AC009014.3	ENSG00000271824.1	0.090	1.960	-1.441	1.41e-31
AC009506.1	ENSG00000224152.1	5.400	2.070	1.060	2.48e-54
AC010168.1	ENSG00000281457.1	17.340	3.090	2.165	2.25e-12
AC010649.1	ENSG00000267448.5	0.460	10.640	-2.995	6.60e-26
AC010980.2	ENSG00000237732.9	0.790	3.800	-1.423	2.38e-28
AC011322.1	ENSG00000233487.6	0.000	3.510	-2.173	3.99e-69
AC011516.2	ENSG00000268038.1	0.020	5.370	-2.643	3.63e-105
AC011558.5	ENSG00000279753.1	6.360	0.880	1.969	1.39e-21
AC011737.2	ENSG00000204196.5	20.240	3.330	2.294	7.51e-90
AC015936.3	ENSG00000224911.1	23.511	1.300	3.414	4.82e-48
AC016629.7	ENSG00000269032.1	1.750	0.000	1.459	7.49e-10
AC016708.2	ENSG00000230076.1	1.090	0.000	1.064	3.00e-12
AC016739.2	ENSG00000218175.2	26.221	3.300	2.662	8.77e-83
AC016747.3	ENSG00000212978.6	7.460	1.870	1.560	2.06e-66
AC016757.3	ENSG00000186235.10	0.900	4.340	-1.491	9.95e-41
AC022210.2	ENSG00000213399.3	1.640	0.260	1.067	2.67e-54
AC024592.12	ENSG00000267740.5	3.140	0.790	1.210	1.42e-55
AC025048.1	ENSG00000280852.1	2.590	0.270	1.499	4.21e-41
AC058791.1	ENSG00000226380.7	0.460	2.700	-1.342	4.46e-39
AC062028.1	ENSG00000145063.14	0.150	2.600	-1.646	1.33e-47
AC064875.2	ENSG00000225649.5	4.380	0.550	1.795	1.86e-47
AC067969.2	ENSG00000268055.1	0.000	4.110	-2.353	1.61e-57
AC068499.10	ENSG00000268650.3	1.200	0.080	1.026	4.44e-27
AC068535.2	ENSG00000227157.1	3.310	0.370	1.654	7.02e-44
AC068831.15	ENSG00000259661.1	11.520	29.629	-1.291	2.56e-24
AC084219.4	ENSG00000186019.10	4.270	1.560	1.042	1.55e-29
AC091729.9	ENSG00000229043.2	7.150	2.510	1.215	4.14e-32
AC091878.1	ENSG00000215196.4	0.030	1.210	-1.101	1.01e-52
AC092675.3	ENSG00000222000.7	2.500	0.000	1.807	7.35e-70
AC093673.5	ENSG00000232533.1	26.009	8.190	1.555	5.36e-48
AC093838.4	ENSG00000152117.17	5.870	13.730	-1.100	6.62e-23
AC096772.6	ENSG00000244567.1	4.080	13.120	-1.475	7.36e-48
AC098614.2	ENSG00000213846.4	2.610	0.660	1.121	1.47e-42
AC104534.3	ENSG00000268083.5	1.200	0.000	1.137	7.02e-3
AC110615.1	ENSG00000279909.1	0.690	3.290	-1.344	6.80e-12
AC113188.2	ENSG00000279535.1	0.810	26.270	-3.913	1.30e-114
AC113404.1	ENSG00000254893.5	3.430	0.410	1.652	8.24e-69
AC114803.3	ENSG00000230432.1	1.750	0.000	1.459	7.75e-27
AC131056.3	ENSG00000274767.1	0.070	3.140	-1.952	2.64e-45
AC131097.4	ENSG00000216921.7	0.430	3.660	-1.704	8.76e-32
AC133644.2	ENSG00000280721.1	1.200	0.080	1.026	2.03e-46
AC135048.13	ENSG00000261487.1	6.710	1.450	1.654	5.42e-87
AC138430.4	ENSG00000267629.3	0.460	4.390	-1.884	1.04e-50
AC138647.1	ENSG00000226490.1	0.000	1.270	-1.183	2.32e-55
AC139100.4	ENSG00000278000.1	0.800	4.100	-1.503	1.33e-45
AC140542.2	ENSG00000261325.1	0.020	2.360	-1.720	3.85e-47
AC141928.1	ENSG00000250986.1	0.070	1.550	-1.253	4.89e-74
AC147651.4	ENSG00000237181.1	3.170	0.360	1.616	3.77e-57
AC159540.1	ENSG00000230606.10	9.220	39.021	-1.969	3.95e-31
AC239868.2	ENSG00000280874.1	10.170	1.110	2.404	7.74e-15
AC239868.3	ENSG00000281134.1	10.170	1.110	2.404	5.79e-15
ACAP3	ENSG00000131584.18	40.170	109.698	-1.427	9.44e-20
ACBD3	ENSG00000182827.8	18.850	6.850	1.338	9.60e-41
ACBD7	ENSG00000176244.6	2.630	19.490	-2.497	2.95e-47
ACE	ENSG00000159640.14	11.900	4.910	1.126	4.25e-15
ACHE	ENSG00000087085.13	8.410	20.050	-1.162	1.75e-11
ACKR3	ENSG00000144476.5	42.479	5.590	2.722	2.13e-69
ACLY	ENSG00000131473.16	66.242	19.191	1.736	6.91e-50
ACOT7	ENSG00000097021.19	41.570	128.827	-1.609	2.10e-23
ACOT9	ENSG00000123130.16	26.390	8.380	1.546	7.52e-69
ACOX1	ENSG00000161533.11	19.690	8.320	1.151	3.29e-47
ACOX2	ENSG00000168306.12	11.080	3.960	1.284	1.27e-25
ACP2	ENSG00000134575.9	46.889	20.849	1.132	7.18e-34
ACP5	ENSG00000102575.10	5.210	0.470	2.079	5.13e-53
ACP6	ENSG00000162836.11	16.540	6.390	1.247	4.17e-38
ACSS3	ENSG00000111058.7	12.390	5.440	1.056	1.36e-16
ACTA1	ENSG00000143632.14	0.260	4.280	-2.067	1.56e-58
ACTA2	ENSG00000107796.12	82.418	14.560	2.423	1.01e-31
ACTB	ENSG00000075624.13	4928.728	1193.265	2.045	1.96e-57
ACTG1	ENSG00000184009.9	2603.252	688.779	1.917	4.22e-55
ACTL6A	ENSG00000136518.16	43.891	5.130	2.873	2.45e-111
ACTL6B	ENSG00000077080.9	3.090	41.891	-3.390	1.53e-41
ACTN1	ENSG00000072110.13	107.447	50.670	1.070	6.63e-16
ACTN2	ENSG00000077522.12	14.540	37.470	-1.308	2.12e-16
ACTR3	ENSG00000115091.11	110.078	25.251	2.081	1.05e-65
ACTR8	ENSG00000113812.13	17.080	7.370	1.111	5.92e-45
ACVR1	ENSG00000115170.13	16.880	5.090	1.554	3.31e-65
ACY1	ENSG00000243989.7	24.849	7.940	1.532	9.74e-72
ADAM10	ENSG00000137845.14	30.239	7.190	1.931	1.14e-51
ADAM11	ENSG00000073670.13	1.660	36.420	-3.814	1.87e-83
ADAM12	ENSG00000148848.14	5.410	0.350	2.247	1.32e-58
ADAM17	ENSG00000151694.12	17.310	4.590	1.712	2.78e-58
ADAM28	ENSG00000042980.12	8.430	1.330	2.017	7.49e-43
ADAM9	ENSG00000168615.11	64.391	9.650	2.618	9.45e-78
ADAMDEC1	ENSG00000134028.14	1.490	0.000	1.316	2.57e-34
ADAMTS10	ENSG00000142303.13	11.050	27.729	-1.254	2.03e-20
ADAMTS13	ENSG00000160323.18	2.930	10.250	-1.517	2.53e-43
ADAMTS15	ENSG00000166106.3	2.090	0.230	1.329	3.71e-41
ADAMTS8	ENSG00000134917.9	1.220	7.610	-1.955	4.45e-36
ADAMTS9	ENSG00000163638.13	13.590	2.130	2.221	5.41e-28
ADAMTSL4	ENSG00000143382.13	4.480	1.160	1.343	4.07e-21
ADAP1	ENSG00000105963.13	7.380	99.857	-3.589	8.83e-90
ADAP2	ENSG00000184060.10	13.450	1.540	2.508	1.41e-82
ADARB1	ENSG00000197381.15	3.780	13.220	-1.573	7.01e-38
ADARB2	ENSG00000185736.15	0.920	7.050	-2.068	2.08e-45
ADCK4	ENSG00000123815.11	35.199	15.950	1.095	6.24e-39
ADCY1	ENSG00000164742.14	2.830	28.570	-2.949	4.86e-59
ADCY5	ENSG00000173175.14	3.100	21.810	-2.476	1.17e-54
ADCYAP1	ENSG00000141433.12	0.550	5.730	-2.118	2.53e-39
ADD3-AS1	ENSG00000203876.9	0.590	2.780	-1.249	4.53e-49
ADGRA1	ENSG00000197177.15	5.250	22.659	-1.920	5.11e-32
ADGRA1-AS1	ENSG00000256925.2	0.340	4.670	-2.081	1.63e-64
ADGRB1	ENSG00000181790.10	11.490	67.321	-2.452	1.01e-30
ADGRB2	ENSG00000121753.12	52.008	133.093	-1.339	6.04e-21
ADGRB3	ENSG00000135298.13	7.780	21.290	-1.344	1.18e-20
ADGRE1	ENSG00000174837.14	1.040	0.020	1.000	4.66e-37
ADGRE2	ENSG00000127507.17	2.300	0.290	1.355	1.27e-32
ADGRE5	ENSG00000123146.19	22.470	2.860	2.604	2.23e-75
ADGRG1	ENSG00000205336.11	256.870	56.519	2.165	9.43e-32
ADGRL4	ENSG00000162618.12	13.600	2.440	2.085	4.48e-56
ADGRV1	ENSG00000164199.15	8.560	20.050	-1.139	5.16e-12
ADH5	ENSG00000197894.10	121.666	30.681	1.953	1.20e-88
ADHFE1	ENSG00000147576.15	8.300	18.199	-1.046	3.23e-18
ADI1	ENSG00000182551.13	45.079	21.529	1.032	3.52e-36
ADIRF	ENSG00000148671.13	17.490	44.640	-1.304	1.79e-15
ADM	ENSG00000148926.9	39.530	4.640	2.845	1.16e-28
ADNP	ENSG00000101126.15	31.380	13.510	1.158	5.72e-37
ADNP2	ENSG00000101544.8	8.080	3.420	1.039	1.71e-38
ADORA3	ENSG00000121933.17	35.641	3.590	2.997	6.69e-50
ADPGK	ENSG00000159322.17	31.840	12.040	1.332	7.19e-58
ADPRH	ENSG00000144843.11	5.720	0.690	1.991	5.82e-85
ADPRHL1	ENSG00000153531.12	1.310	6.380	-1.676	3.63e-42
ADPRHL2	ENSG00000116863.10	40.740	14.660	1.414	1.71e-55
ADPRM	ENSG00000170222.11	7.720	3.270	1.030	3.71e-55
ADRA1B	ENSG00000170214.3	1.200	6.030	-1.676	5.52e-36
ADRA2A	ENSG00000150594.6	0.520	2.660	-1.268	3.36e-25
ADRA2C	ENSG00000184160.7	0.310	3.740	-1.855	4.77e-70
ADRB1	ENSG00000043591.5	1.200	6.330	-1.736	1.15e-57
ADRBK1	ENSG00000173020.10	38.220	81.080	-1.065	1.16e-28
ADRBK2	ENSG00000100077.14	2.670	7.630	-1.234	1.61e-31
ADSL	ENSG00000239900.11	50.579	13.000	1.881	5.82e-81
ADTRP	ENSG00000111863.12	0.280	2.140	-1.295	1.52e-30
AEBP1	ENSG00000106624.8	171.159	15.880	3.350	2.83e-47
AEN	ENSG00000181026.14	15.980	3.280	1.988	1.34e-73
AF129408.17	ENSG00000272991.1	1.020	5.780	-1.747	1.67e-46
AFAP1L1	ENSG00000157510.13	7.400	1.300	1.869	2.07e-57
AFF2	ENSG00000155966.13	0.110	1.340	-1.076	7.05e-28
AFF3	ENSG00000144218.18	2.230	5.830	-1.080	3.98e-19
AGA	ENSG00000038002.8	19.580	3.870	2.079	3.94e-72
AGAP2	ENSG00000135439.11	9.850	126.904	-3.559	1.29e-42
AGAP2-AS1	ENSG00000255737.2	12.050	2.060	2.092	1.83e-44
AGAP3	ENSG00000133612.18	75.792	317.937	-2.054	1.60e-50
AGAP4	ENSG00000188234.13	5.590	14.950	-1.275	2.71e-29
AGAP6	ENSG00000204149.9	6.420	14.830	-1.093	4.49e-25
AGAP9	ENSG00000204172.11	3.200	8.880	-1.234	1.70e-28
AGBL4	ENSG00000186094.16	0.680	3.810	-1.518	1.46e-34
AGFG1	ENSG00000173744.17	51.410	24.030	1.066	8.50e-41
AGMO	ENSG00000187546.13	2.810	0.090	1.805	1.27e-60
AGPAT5	ENSG00000155189.11	44.050	10.610	1.956	2.09e-76
AGPAT6	ENSG00000158669.11	60.892	27.980	1.095	1.38e-15
AGPS	ENSG00000018510.12	8.080	3.150	1.130	4.54e-55
AGT	ENSG00000135744.7	287.775	91.829	1.637	7.94e-26
AGTRAP	ENSG00000177674.15	63.302	8.940	2.694	1.81e-75
AHCY	ENSG00000101444.12	108.533	30.130	1.815	9.96e-80
AHI1	ENSG00000135541.20	8.450	28.080	-1.622	3.12e-35
AHNAK2	ENSG00000185567.6	3.190	14.500	-1.887	8.89e-17
AHR	ENSG00000106546.12	8.110	1.220	2.037	1.82e-52
AIDA	ENSG00000186063.12	46.372	18.680	1.267	5.28e-44
AIF1	ENSG00000204472.12	143.329	7.910	4.018	1.08e-76
AIFM3	ENSG00000183773.15	1.980	68.412	-4.542	6.64e-87
AIMP1	ENSG00000164022.16	32.329	11.040	1.469	7.72e-63
AIMP2	ENSG00000106305.9	39.650	8.870	2.042	1.36e-88
AJAP1	ENSG00000196581.10	0.420	5.290	-2.147	8.56e-70
AJUBA	ENSG00000129474.15	4.270	0.580	1.738	8.19e-69
AK2	ENSG00000004455.16	130.173	30.710	2.048	9.97e-91
AK5	ENSG00000154027.18	4.500	74.521	-3.779	2.62e-63
AKAP5	ENSG00000179841.8	0.770	5.010	-1.764	6.25e-48
AKAP6	ENSG00000151320.10	5.640	14.890	-1.259	2.16e-31
AKNAD1	ENSG00000162641.18	1.920	0.380	1.081	3.65e-38
AKR1A1	ENSG00000117448.13	123.117	39.259	1.624	9.81e-73
AKR1B1	ENSG00000085662.13	184.784	68.350	1.422	6.99e-51
AKR1C1	ENSG00000187134.12	3.420	8.790	-1.147	2.05e-11
AKR1C2	ENSG00000151632.16	1.080	5.710	-1.690	8.14e-22
AKR7A2	ENSG00000053371.12	58.549	24.401	1.229	1.76e-54
AKT1	ENSG00000142208.15	99.539	44.240	1.152	1.13e-23
AL022393.7	ENSG00000216901.1	0.640	3.590	-1.485	1.81e-23
AL109927.1	ENSG00000278868.1	4.280	0.000	2.400	1.16e-11
AL132709.1	ENSG00000230805.6	0.110	1.270	-1.032	2.58e-33
AL157871.2	ENSG00000259052.1	0.000	1.700	-1.433	3.87e-19
AL162151.3	ENSG00000234648.1	277.433	68.750	1.997	2.44e-6
ALDH16A1	ENSG00000161618.9	14.560	4.830	1.416	1.16e-44
ALDH18A1	ENSG00000059573.8	23.811	9.170	1.287	9.84e-40
ALDH1A1	ENSG00000165092.12	12.690	41.639	-1.639	1.26e-24
ALDH1A3	ENSG00000184254.16	0.810	4.120	-1.500	4.94e-12
ALDH1B1	ENSG00000137124.6	10.750	3.290	1.454	2.17e-52
ALDH2	ENSG00000111275.12	102.033	212.820	-1.053	1.85e-19
ALDH3A2	ENSG00000072210.18	45.000	17.421	1.320	1.26e-37
ALDH3B1	ENSG00000006534.15	7.630	1.370	1.865	2.81e-43
ALDH8A1	ENSG00000118514.13	0.590	3.070	-1.356	3.67e-44
ALDH9A1	ENSG00000143149.12	89.393	34.951	1.330	3.04e-50
ALDOC	ENSG00000109107.13	243.031	692.993	-1.508	1.06e-19
ALG1	ENSG00000033011.11	22.259	8.360	1.313	4.34e-60
ALG10	ENSG00000139133.6	1.890	0.400	1.046	1.51e-83
ALG12	ENSG00000182858.13	12.560	3.920	1.463	7.54e-57
ALG14	ENSG00000172339.9	7.100	1.930	1.467	2.33e-45
ALG2	ENSG00000119523.9	22.880	7.170	1.547	7.75e-55
ALG3	ENSG00000214160.9	37.480	11.470	1.626	4.86e-73
ALG5	ENSG00000120697.8	44.680	10.780	1.955	7.97e-84
ALG6	ENSG00000088035.15	12.250	3.900	1.435	7.67e-60
ALG8	ENSG00000159063.12	37.869	15.160	1.266	1.07e-54
ALG9	ENSG00000086848.14	24.529	10.960	1.094	3.40e-41
ALKBH1	ENSG00000100601.9	8.450	3.470	1.080	3.23e-53
ALKBH2	ENSG00000189046.10	36.990	11.060	1.655	1.29e-69
ALOX5	ENSG00000012779.10	14.700	2.240	2.277	1.61e-42
ALOX5AP	ENSG00000132965.9	113.519	2.780	4.921	4.88e-96
ALOXE3	ENSG00000179148.9	0.110	1.360	-1.088	1.57e-56
ALPK1	ENSG00000073331.17	4.000	0.840	1.442	1.58e-34
ALS2CL	ENSG00000178038.16	1.120	12.210	-2.639	3.74e-59
ALYREF	ENSG00000183684.7	94.529	18.840	2.268	1.55e-87
AMER3	ENSG00000178171.10	0.130	4.680	-2.330	7.08e-70
AMFR	ENSG00000159461.14	99.649	40.839	1.266	8.34e-47
AMICA1	ENSG00000160593.17	1.650	0.310	1.016	7.33e-26
AMIGO1	ENSG00000181754.6	6.210	16.190	-1.254	4.80e-20
AMMECR1L	ENSG00000144233.9	9.740	3.910	1.129	3.40e-48
AMOTL1	ENSG00000166025.17	8.260	3.080	1.182	4.38e-28
AMPH	ENSG00000078053.16	7.590	38.980	-2.219	2.92e-31
AMY2A	ENSG00000243480.7	0.050	2.470	-1.725	1.43e-59
AMY2B	ENSG00000240038.6	6.900	34.049	-2.149	2.00e-50
ANAPC10	ENSG00000164162.12	19.790	8.260	1.167	2.34e-54
ANAPC11	ENSG00000141552.17	277.241	110.239	1.323	4.28e-48
ANG	ENSG00000214274.9	10.550	0.950	2.566	8.00e-74
ANGPT1	ENSG00000154188.9	3.520	0.470	1.621	2.19e-46
ANGPT2	ENSG00000091879.13	17.190	0.970	3.207	2.60e-55
ANGPTL2	ENSG00000136859.9	37.841	2.970	3.290	5.64e-91
ANGPTL4	ENSG00000167772.11	28.650	11.320	1.267	8.91e-4
ANK1	ENSG00000029534.19	1.250	5.530	-1.537	2.13e-35
ANK3	ENSG00000151150.20	4.960	45.270	-2.957	1.33e-63
ANKFN1	ENSG00000153930.10	2.230	0.410	1.196	9.83e-45
ANKFY1	ENSG00000185722.16	24.680	11.640	1.023	2.87e-26
ANKHD1-EIF4EBP3	ENSG00000254996.5	7.740	2.800	1.202	2.09e-39
ANKIB1	ENSG00000001629.9	26.299	8.840	1.472	1.94e-45
ANKRD13B	ENSG00000198720.12	12.540	27.521	-1.075	4.81e-18
ANKRD18B	ENSG00000230453.9	0.030	1.380	-1.208	1.27e-39
ANKRD19P	ENSG00000187984.12	0.490	21.170	-3.895	4.93e-103
ANKRD2	ENSG00000165887.11	0.130	2.260	-1.529	5.16e-51
ANKRD20A5P	ENSG00000186481.15	0.020	3.570	-2.164	4.37e-57
ANKRD22	ENSG00000152766.5	3.500	0.090	2.046	7.19e-59
ANKRD24	ENSG00000089847.12	1.590	26.420	-3.404	1.71e-94
ANKRD29	ENSG00000154065.16	1.620	8.370	-1.838	6.23e-48
ANKRD30B	ENSG00000180777.13	0.010	1.900	-1.522	3.95e-67
ANKRD30BL	ENSG00000163046.15	0.030	1.330	-1.178	3.26e-56
ANKRD33B	ENSG00000164236.11	0.680	5.200	-1.884	3.51e-63
ANKRD34A	ENSG00000272031.2	1.260	14.390	-2.768	3.12e-69
ANKRD34C	ENSG00000235711.4	0.010	1.120	-1.070	5.37e-52
ANKRD34C-AS1	ENSG00000259234.5	0.000	1.700	-1.433	1.17e-42
ANKRD36	ENSG00000135976.16	1.860	5.740	-1.237	2.89e-27
ANKRD36BP2	ENSG00000230006.7	0.070	2.590	-1.746	1.87e-61
ANKRD36C	ENSG00000174501.14	1.100	3.940	-1.234	3.96e-33
ANKRD65	ENSG00000235098.8	5.140	17.579	-1.597	2.65e-34
ANKRD9	ENSG00000156381.8	5.130	17.560	-1.598	3.74e-41
ANKS1B	ENSG00000185046.18	9.070	44.622	-2.180	1.21e-39
ANO3	ENSG00000134343.12	0.220	2.990	-1.709	6.26e-50
ANO4	ENSG00000151572.16	0.990	6.260	-1.867	6.71e-52
ANO5	ENSG00000171714.10	0.910	4.430	-1.507	4.36e-37
ANO6	ENSG00000177119.15	21.390	2.450	2.698	1.18e-91
ANOS1	ENSG00000011201.10	13.990	2.550	2.078	1.16e-58
ANP32A	ENSG00000140350.15	105.207	42.991	1.272	2.46e-30
ANP32B	ENSG00000136938.8	112.742	36.770	1.590	8.72e-32
ANPEP	ENSG00000166825.13	3.910	1.440	1.009	2.75e-17
ANTXR1	ENSG00000169604.19	39.371	7.580	2.234	4.91e-74
ANTXR2	ENSG00000163297.16	12.800	1.510	2.459	1.02e-61
ANXA1	ENSG00000135046.13	323.988	8.910	5.035	3.24e-97
ANXA2	ENSG00000182718.16	462.015	11.190	5.247	6.07e-101
ANXA2P2	ENSG00000231991.4	7.450	0.160	2.865	6.85e-93
ANXA2R	ENSG00000177721.4	5.560	0.450	2.178	9.58e-66
ANXA3	ENSG00000138772.12	0.930	7.330	-2.110	9.99e-60
ANXA4	ENSG00000196975.14	30.939	10.280	1.502	2.08e-45
ANXA5	ENSG00000164111.14	541.117	48.640	3.449	1.37e-111
AOAH	ENSG00000136250.11	8.660	1.440	1.985	1.84e-57
AP000223.42	ENSG00000260583.1	1.070	3.520	-1.127	3.14e-41
AP000280.66	ENSG00000279690.1	9.410	0.140	3.191	5.60e-71
AP001258.4	ENSG00000245571.6	2.900	0.640	1.250	1.19e-66
AP002518.1	ENSG00000280653.1	35.770	0.000	5.200	2.38e-47
AP003391.1	ENSG00000281272.1	29.949	0.000	4.952	9.32e-25
AP1G2	ENSG00000213983.11	15.009	94.989	-2.584	2.17e-55
AP1S2	ENSG00000182287.13	70.550	20.880	1.709	1.62e-51
AP3B1	ENSG00000132842.13	25.141	8.340	1.485	1.53e-59
AP3B2	ENSG00000103723.12	14.100	91.829	-2.620	1.16e-52
AP3M1	ENSG00000185009.12	15.650	5.770	1.298	1.36e-52
AP4M1	ENSG00000221838.9	32.769	13.230	1.247	1.54e-43
AP5M1	ENSG00000053770.11	14.250	5.390	1.255	1.32e-39
APBA1	ENSG00000107282.7	4.820	31.089	-2.463	1.07e-58
APBB1	ENSG00000166313.18	75.040	214.955	-1.506	4.86e-28
APBB1IP	ENSG00000077420.15	16.470	1.480	2.816	1.67e-67
APCDD1	ENSG00000154856.12	46.291	19.050	1.238	4.11e-26
APEH	ENSG00000164062.12	92.021	44.111	1.044	2.39e-34
APEX1	ENSG00000100823.11	160.696	52.479	1.596	9.43e-60
APEX2	ENSG00000169188.4	11.120	3.350	1.478	2.32e-80
APH1A	ENSG00000117362.12	172.218	36.299	2.215	1.87e-101
APH1B	ENSG00000138613.13	13.950	5.260	1.256	4.43e-57
APLN	ENSG00000171388.11	50.758	6.320	2.822	1.72e-69
APLNR	ENSG00000134817.10	47.159	6.980	2.593	3.58e-29
APLP1	ENSG00000105290.11	218.986	633.411	-1.528	1.32e-24
APOA1BP	ENSG00000163382.11	136.617	55.069	1.295	6.81e-57
APOBEC3B	ENSG00000179750.15	4.510	0.050	2.392	2.28e-94
APOBEC3C	ENSG00000244509.3	17.759	0.660	3.498	1.27e-118
APOBEC3F	ENSG00000128394.16	4.350	0.430	1.903	1.38e-77
APOBEC3G	ENSG00000239713.7	12.600	1.030	2.744	1.09e-83
APOBR	ENSG00000184730.10	3.080	0.320	1.628	3.60e-54
APOC1	ENSG00000130208.9	607.692	20.589	4.817	1.91e-113
APOC1P1	ENSG00000214855.9	2.920	0.110	1.820	2.48e-54
