Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ACAD11	ENSG00000240303.7	4.824	15.350	-1.489	1.93e-6
ACADM	ENSG00000117054.13	24.718	62.582	-1.306	3.24e-5
ACADS	ENSG00000122971.8	83.305	39.530	1.057	9.00e-6
ACADVL	ENSG00000072778.19	160.607	450.535	-1.482	1.64e-5
ACAP3	ENSG00000131584.18	5.010	12.950	-1.215	3.72e-6
ACAT2	ENSG00000120437.8	3.480	10.810	-1.398	4.30e-6
ACBD4	ENSG00000181513.14	5.530	23.720	-1.921	9.68e-12
ACE2	ENSG00000130234.10	0.085	5.010	-2.470	3.50e-16
ACHE	ENSG00000087085.13	0.385	1.800	-1.016	8.54e-7
ACKR1	ENSG00000213088.9	1.210	6.690	-1.799	8.51e-7
ACLY	ENSG00000131473.16	13.725	31.939	-1.162	6.50e-4
ACMSD	ENSG00000153086.13	0.040	25.960	-4.696	1.27e-21
ACO2	ENSG00000100412.15	262.704	117.254	1.157	2.31e-5
ACOT1	ENSG00000184227.7	22.712	9.880	1.124	5.49e-5
ACOX1	ENSG00000161533.11	7.265	16.990	-1.122	2.23e-4
ACOX2	ENSG00000168306.12	5.595	17.289	-1.472	2.10e-5
ACP5	ENSG00000102575.10	6.260	17.240	-1.329	4.31e-3
ACP6	ENSG00000162836.11	9.258	20.700	-1.081	2.63e-4
ACPP	ENSG00000014257.15	1.415	8.890	-2.034	6.47e-10
ACSF2	ENSG00000167107.12	8.060	53.260	-2.582	6.37e-12
ACSL4	ENSG00000068366.19	10.714	28.181	-1.317	1.63e-3
ACSM2A	ENSG00000183747.11	0.020	47.038	-5.558	7.37e-21
ACSM2B	ENSG00000066813.14	0.065	45.129	-5.437	1.12e-19
ACSM5	ENSG00000183549.10	0.245	5.950	-2.481	8.57e-16
ACSS3	ENSG00000111058.7	48.944	9.230	2.288	9.27e-8
ACTA2	ENSG00000107796.12	56.784	167.671	-1.545	4.43e-5
ACTN1	ENSG00000072110.13	10.555	39.409	-1.806	2.72e-5
ACVRL1	ENSG00000139567.12	5.050	17.160	-1.586	4.40e-9
ACY1	ENSG00000243989.7	40.102	103.572	-1.347	1.36e-5
ACY3	ENSG00000132744.7	0.155	14.220	-3.720	1.44e-20
ADAM15	ENSG00000143537.13	13.540	41.040	-1.532	3.41e-6
ADAM2	ENSG00000104755.14	1.670	0.000	1.417	4.41e-7
ADAM33	ENSG00000149451.17	0.040	1.650	-1.349	9.10e-10
ADAMTS1	ENSG00000154734.14	5.435	35.481	-2.503	3.00e-9
ADAMTS10	ENSG00000142303.13	0.895	6.500	-1.985	2.82e-9
ADAMTS15	ENSG00000166106.3	0.330	3.360	-1.713	1.48e-8
ADAMTS16	ENSG00000145536.15	0.270	2.730	-1.554	5.62e-6
ADAMTS9	ENSG00000163638.13	1.449	11.360	-2.335	5.86e-11
ADAMTS9-AS1	ENSG00000241158.5	0.100	69.492	-6.002	2.31e-22
ADAMTS9-AS2	ENSG00000241684.5	0.070	3.790	-2.162	2.47e-17
ADAMTSL1	ENSG00000178031.15	18.500	2.450	2.499	2.13e-6
ADAMTSL2	ENSG00000197859.9	2.840	15.770	-2.127	3.70e-9
ADARB1	ENSG00000197381.15	2.085	5.450	-1.064	4.87e-5
ADCK2	ENSG00000133597.9	28.033	12.650	1.089	7.68e-7
ADCK3	ENSG00000163050.16	6.369	24.100	-1.768	8.04e-8
ADCY1	ENSG00000164742.14	7.362	1.380	1.813	1.22e-6
ADCY10P1	ENSG00000161912.17	0.080	1.240	-1.052	1.39e-11
ADCY3	ENSG00000138031.14	4.705	12.430	-1.235	3.63e-4
ADCY4	ENSG00000129467.13	2.225	15.780	-2.380	1.46e-13
ADD3	ENSG00000148700.13	13.754	36.681	-1.353	1.16e-6
ADGRD1	ENSG00000111452.12	0.130	1.390	-1.081	1.77e-11
ADGRE5	ENSG00000123146.19	3.595	17.310	-1.994	1.65e-8
ADGRG1	ENSG00000205336.11	347.699	136.352	1.344	2.86e-6
ADH1B	ENSG00000196616.12	0.450	43.691	-4.946	3.37e-17
ADH1C	ENSG00000248144.5	1.622	9.140	-1.951	2.85e-3
ADH6	ENSG00000172955.17	0.110	4.410	-2.285	9.92e-6
ADHFE1	ENSG00000147576.15	6.560	16.630	-1.222	3.22e-7
ADIPOR2	ENSG00000006831.9	47.869	20.180	1.206	1.55e-7
ADIRF	ENSG00000148671.13	17.790	153.319	-3.038	1.27e-10
ADM	ENSG00000148926.9	79.519	36.269	1.111	1.27e-4
ADORA1	ENSG00000163485.15	0.180	4.340	-2.178	1.24e-14
ADORA2A	ENSG00000128271.19	1.575	5.740	-1.388	1.18e-8
ADORA2A-AS1	ENSG00000178803.10	0.040	1.280	-1.132	1.47e-10
ADRA2A	ENSG00000150594.6	0.120	1.450	-1.129	6.99e-10
ADRA2C	ENSG00000184160.7	0.265	12.380	-3.403	3.13e-18
AEBP1	ENSG00000106624.8	5.994	63.500	-3.205	1.04e-11
AEN	ENSG00000181026.14	12.615	5.610	1.042	2.30e-5
AFAP1	ENSG00000196526.10	0.955	4.110	-1.386	3.15e-8
AFAP1L2	ENSG00000169129.14	1.560	17.111	-2.823	1.71e-13
AFM	ENSG00000079557.4	0.000	1.770	-1.470	4.97e-9
AFMID	ENSG00000183077.15	4.170	87.177	-4.092	5.38e-15
AFP	ENSG00000081051.7	0.055	1.120	-1.007	1.14e-7
AGAP1	ENSG00000157985.17	2.625	6.870	-1.118	1.34e-3
AGAP4	ENSG00000188234.13	1.730	5.900	-1.338	2.33e-8
AGAP6	ENSG00000204149.9	1.845	4.970	-1.069	1.16e-6
AGAP9	ENSG00000204172.11	1.325	5.420	-1.466	4.86e-9
AGBL3	ENSG00000146856.14	0.490	2.440	-1.207	9.05e-13
AGBL5	ENSG00000084693.15	9.050	24.460	-1.341	1.00e-4
AGER	ENSG00000204305.13	0.825	3.880	-1.419	3.25e-10
AGMAT	ENSG00000116771.5	0.400	11.400	-3.147	9.26e-15
AGPAT4	ENSG00000026652.13	0.260	3.430	-1.814	3.55e-13
AGR2	ENSG00000106541.11	0.070	3.240	-1.986	6.77e-14
AGRN	ENSG00000188157.13	23.217	79.088	-1.726	4.26e-6
AGT	ENSG00000135744.7	0.695	9.160	-2.584	3.89e-13
AGTR1	ENSG00000144891.17	0.705	6.330	-2.104	1.86e-13
AGTRAP	ENSG00000177674.15	13.070	51.531	-1.901	9.12e-8
AGXT	ENSG00000172482.4	0.020	2.560	-1.803	2.54e-9
AGXT2	ENSG00000113492.13	0.025	15.980	-4.050	7.33e-17
AHCYL2	ENSG00000158467.16	46.749	12.120	1.864	7.30e-12
AHDC1	ENSG00000126705.13	2.965	9.160	-1.358	6.03e-8
AHI1	ENSG00000135541.20	2.200	7.000	-1.322	2.73e-11
AHSA2	ENSG00000173209.22	6.689	19.700	-1.429	4.51e-5
AIDA	ENSG00000186063.12	9.599	24.060	-1.241	4.35e-5
AIF1	ENSG00000204472.12	10.319	32.340	-1.559	2.87e-4
AIF1L	ENSG00000126878.12	13.054	242.307	-4.114	2.00e-13
AIG1	ENSG00000146416.16	23.489	49.470	-1.043	1.90e-3
AJAP1	ENSG00000196581.10	0.085	2.670	-1.758	1.64e-15
AJUBA	ENSG00000129474.15	1.564	13.730	-2.522	8.46e-12
AK4	ENSG00000162433.14	0.580	20.220	-3.748	1.50e-16
AK4P1	ENSG00000263535.1	0.260	2.470	-1.462	6.73e-10
AK5	ENSG00000154027.18	0.090	1.470	-1.180	3.22e-13
AK7	ENSG00000140057.8	0.675	3.390	-1.390	9.80e-10
AK8	ENSG00000165695.9	0.540	2.550	-1.205	2.05e-10
AKAP12	ENSG00000131016.16	1.419	22.820	-3.300	2.25e-13
AKAP2	ENSG00000241978.9	47.601	19.370	1.255	4.33e-3
AKR1A1	ENSG00000117448.13	43.185	127.291	-1.538	1.94e-7
AKR1C2	ENSG00000151632.16	1.925	11.360	-2.079	8.47e-9
AKR1C3	ENSG00000196139.11	2.730	68.802	-4.226	1.90e-16
AKR7A2	ENSG00000053371.12	23.815	72.338	-1.563	4.66e-6
AKR7A3	ENSG00000162482.4	6.775	24.140	-1.693	9.82e-5
AKR7L	ENSG00000211454.13	0.225	3.100	-1.743	2.29e-13
AL035610.1	ENSG00000232079.6	0.000	5.800	-2.766	5.97e-22
AL157871.2	ENSG00000259052.1	0.000	2.610	-1.852	3.95e-10
AL158801.1	ENSG00000279392.1	2.595	0.620	1.150	2.83e-3
AL442127.1	ENSG00000278371.2	0.000	3.180	-2.064	5.87e-4
AL513523.2	ENSG00000279767.1	5.855	13.340	-1.065	7.80e-8
ALAD	ENSG00000148218.15	12.114	27.839	-1.137	4.13e-5
ALB	ENSG00000163631.16	0.215	16.070	-3.812	1.85e-11
ALCAM	ENSG00000170017.12	20.990	9.420	1.077	6.07e-3
ALDH2	ENSG00000111275.12	40.257	139.091	-1.764	3.67e-5
ALDH3A2	ENSG00000072210.18	18.905	45.841	-1.235	8.37e-5
ALDH3B1	ENSG00000006534.15	1.240	7.860	-1.984	5.24e-9
ALDH4A1	ENSG00000159423.16	7.749	59.251	-2.784	2.45e-13
ALDH8A1	ENSG00000118514.13	0.250	16.040	-3.769	9.28e-22
ALDH9A1	ENSG00000143149.12	20.968	56.339	-1.384	8.70e-6
ALDOB	ENSG00000136872.17	0.570	550.499	-8.457	8.11e-20
ALOX12-AS1	ENSG00000215067.9	2.235	7.100	-1.324	4.40e-8
ALPK2	ENSG00000198796.6	0.010	3.340	-2.103	2.03e-18
ALPK3	ENSG00000136383.6	12.296	5.320	1.073	5.65e-7
ALPL	ENSG00000162551.13	2.305	17.220	-2.463	3.67e-11
AMACR	ENSG00000242110.7	10.154	39.229	-1.851	1.97e-3
AMBP	ENSG00000106927.11	0.110	6.060	-2.669	1.65e-19
AMDHD1	ENSG00000139344.7	0.095	1.710	-1.307	7.14e-13
AMN	ENSG00000166126.10	0.265	25.660	-4.397	4.85e-17
AMPD2	ENSG00000116337.15	3.805	25.880	-2.484	7.48e-14
AMPD3	ENSG00000133805.15	30.950	5.960	2.199	9.18e-8
AMPH	ENSG00000078053.16	0.060	1.450	-1.209	1.13e-13
AMT	ENSG00000145020.14	12.841	29.889	-1.158	9.19e-7
AMY2B	ENSG00000240038.6	4.530	12.930	-1.333	3.12e-4
ANAPC16	ENSG00000166295.8	59.319	130.752	-1.127	6.12e-3
ANG	ENSG00000214274.9	0.760	10.360	-2.690	1.86e-19
ANGPT1	ENSG00000154188.9	16.732	3.030	2.138	5.34e-6
ANGPTL2	ENSG00000136859.9	3.530	9.340	-1.191	3.21e-3
ANGPTL3	ENSG00000132855.4	0.050	4.940	-2.500	1.79e-13
ANGPTL4	ENSG00000167772.11	1.998	12.090	-2.126	8.24e-6
ANK2	ENSG00000145362.16	0.649	34.589	-4.432	7.04e-13
ANK3	ENSG00000151150.20	15.665	33.861	-1.065	1.05e-3
ANKH	ENSG00000154122.12	7.618	16.480	-1.020	7.54e-3
ANKRD10	ENSG00000088448.14	20.255	49.029	-1.235	1.94e-6
ANKRD13D	ENSG00000172932.14	9.310	19.821	-1.014	5.63e-4
ANKRD2	ENSG00000165887.11	0.200	9.920	-3.186	6.55e-13
ANKRD29	ENSG00000154065.16	22.210	4.370	2.112	2.13e-13
ANKRD6	ENSG00000135299.16	2.185	9.310	-1.695	4.08e-9
ANKRD65	ENSG00000235098.8	0.655	3.520	-1.450	2.91e-12
ANKRD9	ENSG00000156381.8	30.950	11.330	1.374	1.04e-11
ANKS4B	ENSG00000175311.6	0.000	1.250	-1.170	1.09e-11
ANKS6	ENSG00000165138.16	5.040	12.680	-1.179	1.43e-5
ANKZF1	ENSG00000163516.13	5.093	17.120	-1.572	2.35e-10
ANO4	ENSG00000151572.16	13.024	0.250	3.488	4.04e-12
ANO5	ENSG00000171714.10	5.000	1.420	1.310	3.03e-7
ANO7P1	ENSG00000237276.8	0.495	1.990	-1.000	2.74e-6
ANO9	ENSG00000185101.12	2.224	6.530	-1.224	6.11e-5
ANOS1	ENSG00000011201.10	1.900	0.440	1.010	1.94e-5
ANP32E	ENSG00000143401.14	7.005	15.780	-1.068	9.15e-6
ANPEP	ENSG00000166825.13	0.760	99.967	-5.842	1.49e-16
ANTXR2	ENSG00000163297.16	3.085	11.400	-1.602	9.82e-6
ANXA13	ENSG00000104537.16	0.000	1.080	-1.057	1.91e-9
ANXA3	ENSG00000138772.12	10.562	32.789	-1.547	1.01e-4
ANXA9	ENSG00000143412.9	3.075	11.400	-1.605	1.29e-9
AOC1	ENSG00000002726.19	0.165	56.371	-5.622	8.20e-20
AOC3	ENSG00000131471.6	4.060	13.860	-1.554	2.04e-6
AOX1	ENSG00000138356.13	0.305	15.370	-3.649	5.19e-14
AP000275.65	ENSG00000265590.9	0.675	3.050	-1.274	2.34e-6
AP000322.53	ENSG00000243627.4	10.820	1.240	2.400	1.61e-7
AP000344.4	ENSG00000227755.1	0.000	1.380	-1.251	1.46e-11
AP000347.4	ENSG00000234353.2	0.680	4.080	-1.596	1.21e-6
AP000580.1	ENSG00000219529.2	1.345	3.870	-1.054	8.84e-9
AP000696.2	ENSG00000231324.1	0.000	2.890	-1.960	1.50e-12
AP000783.1	ENSG00000254667.2	0.085	1.450	-1.175	7.08e-7
AP000892.6	ENSG00000280143.1	0.945	5.940	-1.835	6.93e-12
AP001059.5	ENSG00000232010.1	0.035	1.070	-1.000	1.89e-14
AP001062.7	ENSG00000184441.4	0.710	2.530	-1.046	1.01e-9
AP001626.1	ENSG00000225431.1	0.175	9.040	-3.095	1.93e-13
AP003068.23	ENSG00000254614.2	9.310	3.960	1.056	1.21e-4
AP006621.5	ENSG00000255284.1	3.260	7.670	-1.025	3.98e-7
AP1S3	ENSG00000152056.16	2.160	5.820	-1.110	4.33e-6
AP2A2	ENSG00000183020.13	23.395	48.982	-1.035	1.24e-3
AP4B1	ENSG00000134262.12	3.060	8.150	-1.172	1.06e-10
AP5M1	ENSG00000053770.11	30.124	12.780	1.175	6.09e-4
APCDD1	ENSG00000154856.12	3.090	8.070	-1.149	2.04e-3
APCDD1L	ENSG00000198768.10	0.040	1.620	-1.333	1.02e-8
APCDD1L-AS1	ENSG00000231290.5	0.110	3.840	-2.124	2.11e-10
APITD1	ENSG00000175279.21	6.210	26.880	-1.951	6.55e-10
APITD1-CORT	ENSG00000251503.7	0.520	2.440	-1.178	3.68e-10
APLP2	ENSG00000084234.16	628.578	258.764	1.277	1.35e-3
APOBEC3B	ENSG00000179750.15	4.364	1.320	1.209	1.47e-3
APOBEC3C	ENSG00000244509.3	1.170	4.580	-1.363	1.78e-7
APOC1	ENSG00000130208.9	45.202	7.920	2.373	2.20e-10
APOC3	ENSG00000110245.11	0.000	1.150	-1.104	4.97e-9
APOD	ENSG00000189058.8	2.030	23.540	-3.018	8.02e-13
APOH	ENSG00000091583.10	0.000	1.120	-1.084	4.09e-8
APOL3	ENSG00000128284.19	4.920	17.850	-1.671	2.79e-10
APOM	ENSG00000204444.10	3.300	21.360	-2.379	2.78e-13
AQP1	ENSG00000240583.10	19.485	381.383	-4.222	3.55e-13
AQP2	ENSG00000167580.7	0.060	377.988	-8.482	2.85e-25
AQP3	ENSG00000165272.14	8.947	166.455	-4.073	1.71e-14
AQP5	ENSG00000161798.6	0.250	1.960	-1.244	5.60e-5
AQP6	ENSG00000086159.12	2.440	58.100	-4.103	1.37e-5
AQP7	ENSG00000165269.12	5.620	16.030	-1.363	1.42e-4
ARAP1	ENSG00000186635.14	118.213	42.080	1.468	6.44e-8
ARAP3	ENSG00000120318.15	2.370	8.480	-1.492	1.37e-8
ARC	ENSG00000198576.3	0.175	1.630	-1.163	2.77e-9
ARFGEF2	ENSG00000124198.8	19.805	8.370	1.151	5.40e-5
ARGLU1	ENSG00000134884.13	15.340	54.951	-1.776	4.27e-9
ARHGAP10	ENSG00000071205.11	1.050	7.070	-1.977	1.13e-10
ARHGAP23	ENSG00000275832.4	2.195	8.890	-1.630	1.73e-6
ARHGAP24	ENSG00000138639.17	21.840	46.720	-1.063	4.86e-4
ARHGAP29	ENSG00000137962.12	4.745	22.441	-2.029	3.39e-11
ARHGAP33	ENSG00000004777.18	2.030	5.600	-1.123	2.98e-7
ARHGAP35	ENSG00000160007.17	31.490	12.630	1.253	7.57e-7
ARHGAP40	ENSG00000124143.10	0.005	1.760	-1.457	7.11e-11
ARHGAP6	ENSG00000047648.21	23.694	5.720	1.878	5.27e-10
ARHGAP9	ENSG00000123329.17	1.574	4.270	-1.034	4.28e-3
ARHGEF1	ENSG00000076928.17	14.740	33.611	-1.137	9.15e-6
ARHGEF10	ENSG00000104728.15	3.570	8.220	-1.013	2.70e-4
ARHGEF10L	ENSG00000074964.16	13.234	34.719	-1.327	2.09e-5
ARHGEF15	ENSG00000198844.10	2.640	10.820	-1.699	5.82e-8
ARHGEF16	ENSG00000130762.14	8.640	19.440	-1.084	9.18e-6
ARHGEF19	ENSG00000142632.16	0.880	5.300	-1.745	1.62e-11
ARHGEF25	ENSG00000240771.6	1.675	7.340	-1.641	3.33e-10
ARID5A	ENSG00000196843.15	4.099	12.380	-1.392	2.72e-8
ARID5B	ENSG00000150347.14	1.255	9.690	-2.245	6.02e-10
ARL16	ENSG00000214087.8	13.500	41.300	-1.545	1.88e-8
ARL2	ENSG00000213465.7	67.716	153.681	-1.171	2.26e-3
ARL3	ENSG00000138175.8	4.210	14.760	-1.597	1.45e-8
ARL4C	ENSG00000188042.7	2.040	6.000	-1.203	1.11e-4
ARL6	ENSG00000113966.9	11.736	4.540	1.201	7.50e-4
ARMC4	ENSG00000169126.15	1.529	0.130	1.162	8.83e-10
ARMC7	ENSG00000125449.6	7.745	24.770	-1.559	7.36e-8
ARMC9	ENSG00000135931.17	1.875	5.170	-1.102	5.44e-8
ARMCX1	ENSG00000126947.11	5.159	11.890	-1.065	1.96e-4
ARNT	ENSG00000143437.20	4.738	13.270	-1.314	2.90e-6
ARPC1B	ENSG00000130429.12	41.315	94.313	-1.172	2.34e-3
ARPC2	ENSG00000163466.15	64.498	155.556	-1.257	8.46e-4
ARRB1	ENSG00000137486.16	2.628	12.870	-1.935	9.40e-10
ARRB2	ENSG00000141480.17	43.443	18.780	1.168	5.51e-6
ARRDC3	ENSG00000113369.8	10.263	26.530	-1.289	1.29e-6
ARRDC4	ENSG00000140450.8	4.794	16.520	-1.596	1.92e-7
ARSB	ENSG00000113273.15	1.610	4.800	-1.152	1.71e-8
ARSJ	ENSG00000180801.12	13.065	3.200	1.744	5.14e-6
ART5	ENSG00000167311.13	3.122	0.590	1.374	1.83e-6
ARVCF	ENSG00000099889.13	4.250	10.960	-1.188	1.23e-4
ASB13	ENSG00000196372.12	8.100	25.760	-1.556	5.22e-7
ASB5	ENSG00000164122.8	3.198	0.240	1.759	2.48e-7
ASCC1	ENSG00000138303.17	7.664	16.910	-1.048	1.30e-3
ASCL4	ENSG00000187855.5	1.215	0.080	1.036	2.33e-7
ASH1L-AS1	ENSG00000235919.4	1.215	3.820	-1.122	6.20e-14
ASL	ENSG00000126522.16	24.425	53.742	-1.106	1.86e-4
ASPA	ENSG00000108381.10	0.355	7.130	-2.585	8.64e-16
ASPDH	ENSG00000204653.9	0.390	9.550	-2.924	2.46e-8
ASPG	ENSG00000166183.15	0.875	5.390	-1.769	1.56e-5
ASPHD2	ENSG00000128203.6	6.985	2.190	1.324	4.23e-5
ASPSCR1	ENSG00000169696.15	11.940	27.040	-1.116	1.13e-5
ASRGL1	ENSG00000162174.12	3.140	40.819	-3.337	9.04e-15
ASS1	ENSG00000130707.17	5.320	218.667	-5.119	1.33e-16
ASTN2	ENSG00000148219.16	23.169	4.660	2.094	1.46e-10
ATAD3C	ENSG00000215915.9	1.635	8.680	-1.877	2.99e-8
ATAT1	ENSG00000137343.17	1.460	6.880	-1.679	3.07e-13
ATF3	ENSG00000162772.16	18.789	42.039	-1.121	2.74e-3
ATF7IP2	ENSG00000166669.13	3.031	11.020	-1.576	1.63e-9
ATHL1	ENSG00000142102.15	2.020	21.591	-2.903	1.75e-8
ATIC	ENSG00000138363.14	19.129	49.179	-1.318	3.32e-4
ATL1	ENSG00000198513.11	1.105	3.240	-1.010	1.01e-5
ATOH8	ENSG00000168874.12	1.230	12.090	-2.553	1.32e-15
ATP10A	ENSG00000206190.11	0.160	2.540	-1.610	7.43e-7
ATP10D	ENSG00000145246.13	25.700	11.870	1.053	5.10e-3
ATP11A	ENSG00000068650.18	3.119	12.530	-1.716	1.72e-5
ATP12A	ENSG00000075673.11	0.000	2.090	-1.628	8.63e-14
ATP1A1-AS1	ENSG00000203865.9	1.675	4.960	-1.156	4.25e-10
ATP1A2	ENSG00000018625.14	0.240	1.890	-1.221	2.19e-8
ATP1B2	ENSG00000129244.8	0.965	5.600	-1.748	5.08e-12
ATP2A3	ENSG00000074370.17	2.540	9.670	-1.592	1.72e-6
ATP2B2	ENSG00000157087.16	6.118	0.160	2.617	5.18e-14
ATP6AP1	ENSG00000071553.16	261.850	105.039	1.310	2.29e-4
ATP6AP2	ENSG00000182220.13	420.510	110.959	1.913	1.15e-7
ATP6V0A1	ENSG00000033627.14	13.145	31.491	-1.200	2.14e-5
