Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC016735.2	ENSG00000231826.5	0.010	1.255	-1.159	1.27e-68
AC016747.3	ENSG00000212978.6	5.690	0.930	1.793	1.45e-198
AC016757.3	ENSG00000186235.10	2.700	0.490	1.312	1.63e-71
AC017116.11	ENSG00000239775.1	1.010	4.160	-1.360	5.25e-85
AC018462.3	ENSG00000242735.1	0.000	1.020	-1.014	1.24e-57
AC018766.4	ENSG00000267896.1	2.730	7.270	-1.149	4.41e-108
AC021066.1	ENSG00000281415.1	0.000	10.859	-3.568	1.88e-47
AC022210.2	ENSG00000213399.3	0.460	2.165	-1.116	3.62e-103
AC024560.3	ENSG00000214135.8	6.050	21.585	-1.680	3.04e-162
AC025048.1	ENSG00000280852.1	5.650	0.000	2.733	4.54e-158
AC025335.1	ENSG00000179859.7	2.280	49.080	-3.932	0.00e+0
AC055736.1	ENSG00000280827.1	0.000	118.545	-6.901	4.83e-60
AC055736.2	ENSG00000280966.1	0.000	24.888	-4.694	3.34e-41
AC055736.3	ENSG00000281194.1	0.000	43.876	-5.488	4.72e-39
AC064875.2	ENSG00000225649.5	2.070	0.070	1.521	3.12e-83
AC068831.16	ENSG00000278514.1	0.110	2.405	-1.617	1.86e-194
AC069213.1	ENSG00000224769.1	0.110	2.430	-1.628	2.88e-112
AC072052.7	ENSG00000231359.3	0.000	1.650	-1.406	5.11e-143
AC079781.7	ENSG00000232032.1	0.000	2.830	-1.937	6.20e-56
AC091729.7	ENSG00000224079.1	0.000	2.920	-1.971	4.80e-195
AC092171.4	ENSG00000230733.2	6.540	2.470	1.120	6.66e-81
AC093110.3	ENSG00000238018.2	0.820	4.150	-1.501	8.44e-122
AC093159.1	ENSG00000228541.1	0.000	1.510	-1.328	4.42e-105
AC093162.5	ENSG00000246575.2	0.060	1.270	-1.099	1.84e-217
AC093495.4	ENSG00000228242.6	1.280	10.775	-2.369	7.64e-230
AC093642.3	ENSG00000237940.3	0.210	2.170	-1.390	3.54e-111
AC093838.4	ENSG00000152117.17	5.050	18.825	-1.712	3.01e-208
AC096559.1	ENSG00000224184.5	1.180	0.000	1.124	6.99e-73
AC097724.3	ENSG00000226833.5	0.330	1.945	-1.147	5.07e-120
AC098614.2	ENSG00000213846.4	3.470	1.020	1.146	1.94e-62
AC100830.5	ENSG00000264937.1	0.000	1.060	-1.043	2.08e-44
AC110615.1	ENSG00000279909.1	0.270	2.310	-1.382	8.11e-17
AC112497.1	ENSG00000279413.1	5.390	1.565	1.317	2.41e-127
AC113188.2	ENSG00000279535.1	0.060	1.445	-1.206	3.03e-103
AC114730.11	ENSG00000235351.1	0.240	2.195	-1.365	5.06e-177
AC115522.3	ENSG00000268601.1	0.080	3.165	-1.947	2.49e-223
AC124789.1	ENSG00000276170.4	0.500	4.905	-1.977	3.19e-65
AC125232.1	ENSG00000231259.4	5.280	15.685	-1.410	1.24e-149
AC129492.6	ENSG00000214999.3	0.040	4.965	-2.520	9.42e-263
AC131097.4	ENSG00000216921.7	0.000	1.380	-1.251	1.62e-231
AC132008.1	ENSG00000213519.2	0.000	1.295	-1.198	4.30e-100
AC132217.4	ENSG00000240801.1	4.280	17.025	-1.771	1.39e-32
AC135048.13	ENSG00000261487.1	5.120	1.990	1.033	3.53e-81
AC137932.4	ENSG00000268218.1	0.190	1.580	-1.116	4.60e-257
AC138035.2	ENSG00000238035.8	2.050	12.325	-2.127	3.60e-191
AC144831.1	ENSG00000261888.1	0.320	4.575	-2.078	1.62e-248
AC144831.3	ENSG00000274370.1	0.540	3.035	-1.390	5.62e-148
AC145110.1	ENSG00000253490.5	1.100	0.000	1.070	4.57e-60
AC147651.4	ENSG00000237181.1	2.870	0.690	1.195	3.81e-67
AC156455.1	ENSG00000256546.1	3.830	0.450	1.736	7.67e-85
AC159540.1	ENSG00000230606.10	4.420	11.560	-1.212	4.24e-44
ACACB	ENSG00000076555.15	3.470	13.615	-1.709	1.36e-114
ACAD11	ENSG00000240303.7	6.060	19.795	-1.558	5.60e-138
ACAD8	ENSG00000151498.11	11.500	32.841	-1.437	2.48e-162
ACAD9	ENSG00000177646.17	23.200	54.324	-1.193	8.01e-136
ACADL	ENSG00000115361.7	0.020	3.495	-2.140	0.00e+0
ACADM	ENSG00000117054.13	31.919	15.030	1.038	9.57e-32
ACADSB	ENSG00000196177.12	4.520	11.625	-1.194	5.27e-91
ACADVL	ENSG00000072778.19	176.276	486.332	-1.459	1.16e-125
ACAP3	ENSG00000131584.18	17.579	107.880	-2.551	4.90e-247
ACCS	ENSG00000110455.13	8.270	23.860	-1.423	1.25e-84
ACER1	ENSG00000167769.4	0.020	66.611	-6.051	0.00e+0
ACKR1	ENSG00000213088.9	4.130	65.584	-3.698	5.34e-174
ACKR3	ENSG00000144476.5	3.780	27.480	-2.575	4.66e-127
ACKR4	ENSG00000129048.6	0.420	5.580	-2.212	2.15e-107
ACLY	ENSG00000131473.16	69.108	24.825	1.441	5.95e-130
ACO2	ENSG00000100412.15	96.448	41.700	1.190	4.57e-133
ACOT7	ENSG00000097021.19	136.531	20.430	2.682	5.51e-252
ACOX2	ENSG00000168306.12	1.170	6.960	-1.875	1.31e-44
ACP2	ENSG00000134575.9	36.780	12.600	1.474	2.33e-176
ACP5	ENSG00000102575.10	171.005	28.275	2.555	1.57e-144
ACPP	ENSG00000014257.15	0.410	12.060	-3.211	2.16e-156
ACSBG1	ENSG00000103740.9	0.980	14.660	-2.984	7.80e-82
ACSF2	ENSG00000167107.12	14.260	65.231	-2.118	1.05e-141
ACSL1	ENSG00000151726.13	26.040	130.652	-2.284	4.00e-219
ACSL3	ENSG00000123983.13	93.428	23.654	1.937	2.39e-144
ACSM3	ENSG00000005187.11	0.850	3.530	-1.292	1.54e-68
ACSM5	ENSG00000183549.10	0.410	2.350	-1.248	1.55e-62
ACSS2	ENSG00000131069.19	23.550	48.534	-1.013	2.39e-75
ACSS3	ENSG00000111058.7	0.440	2.195	-1.150	1.47e-9
ACTA1	ENSG00000143632.14	0.100	9.680	-3.279	3.58e-206
ACTA2	ENSG00000107796.12	84.389	252.501	-1.570	2.69e-44
ACTA2-AS1	ENSG00000180139.11	0.340	17.395	-3.779	1.30e-201
ACTB	ENSG00000075624.13	3669.327	1595.452	1.201	2.90e-155
ACTC1	ENSG00000159251.6	0.080	3.315	-1.998	2.40e-92
ACTG1	ENSG00000184009.9	3428.827	1488.248	1.204	2.88e-132
ACTG2	ENSG00000163017.13	4.670	54.290	-3.286	1.56e-110
ACTR2	ENSG00000138071.13	91.391	32.755	1.453	3.77e-115
ACTR3	ENSG00000115091.11	108.661	51.184	1.071	3.35e-55
ACVR1B	ENSG00000135503.12	8.420	37.975	-2.049	1.93e-252
ACVR2A	ENSG00000121989.14	3.290	22.361	-2.445	2.31e-259
ACVRL1	ENSG00000139567.12	5.590	16.395	-1.400	6.87e-72
ACY1	ENSG00000243989.7	48.829	12.185	1.918	4.11e-203
ADAD2	ENSG00000140955.10	0.070	2.410	-1.672	7.43e-219
ADAL	ENSG00000168803.14	6.500	2.460	1.116	2.43e-90
ADAM10	ENSG00000137845.14	48.281	11.505	1.979	9.11e-133
ADAM12	ENSG00000148848.14	4.190	0.300	1.997	1.60e-136
ADAM15	ENSG00000143537.13	94.522	208.788	-1.135	2.22e-111
ADAM19	ENSG00000135074.15	3.740	0.910	1.311	2.86e-80
ADAM23	ENSG00000114948.12	5.580	0.520	2.114	2.67e-90
ADAM33	ENSG00000149451.17	0.350	30.629	-4.550	3.49e-316
ADAMDEC1	ENSG00000134028.14	1.820	0.220	1.209	6.29e-51
ADAMTS10	ENSG00000142303.13	1.400	23.305	-3.340	1.80e-208
ADAMTS15	ENSG00000166106.3	0.410	3.330	-1.619	1.26e-73
ADAMTS5	ENSG00000154736.5	0.400	2.765	-1.427	1.48e-104
ADAMTSL4	ENSG00000143382.13	3.740	25.270	-2.470	3.53e-166
ADAT2	ENSG00000189007.15	2.920	7.865	-1.177	1.72e-95
ADAT3	ENSG00000213638.5	2.680	11.130	-1.721	2.82e-180
ADCY1	ENSG00000164742.14	5.470	0.300	2.315	1.78e-109
ADCY2	ENSG00000078295.15	1.050	8.470	-2.208	1.59e-41
ADCY4	ENSG00000129467.13	1.620	21.765	-3.119	4.49e-271
ADCY5	ENSG00000173175.14	0.310	2.080	-1.233	5.24e-69
ADCY8	ENSG00000155897.9	0.010	1.145	-1.087	1.35e-44
ADD3	ENSG00000148700.13	18.920	46.415	-1.251	1.26e-60
ADGRA3	ENSG00000152990.13	14.170	5.270	1.275	5.50e-88
ADGRB1	ENSG00000181790.10	0.750	4.395	-1.624	3.33e-15
ADGRD1	ENSG00000111452.12	0.540	7.080	-2.391	9.73e-143
ADGRE5	ENSG00000123146.19	58.899	13.505	2.046	1.00e-147
ADGRF2	ENSG00000164393.8	0.000	2.925	-1.973	1.10e-298
ADGRF4	ENSG00000153294.11	0.010	29.171	-4.901	0.00e+0
ADGRG1	ENSG00000205336.11	215.896	86.734	1.306	3.13e-30
ADGRL2	ENSG00000117114.19	3.010	15.140	-2.009	2.13e-66
ADGRL3	ENSG00000150471.15	0.160	2.140	-1.437	3.03e-55
ADH1B	ENSG00000196616.12	0.130	113.574	-6.664	1.37e-296
ADH5	ENSG00000197894.10	103.960	51.440	1.001	2.86e-48
ADHFE1	ENSG00000147576.15	4.150	10.460	-1.154	4.40e-60
ADIPOQ	ENSG00000181092.9	0.000	1.635	-1.398	1.14e-54
ADIRF	ENSG00000148671.13	4.300	155.610	-4.885	3.84e-251
ADIRF-AS1	ENSG00000272734.1	1.180	50.211	-4.554	0.00e+0
ADM	ENSG00000148926.9	12.440	105.884	-2.991	1.20e-110
ADM5	ENSG00000224420.3	0.720	4.085	-1.564	1.95e-197
ADO	ENSG00000181915.4	11.530	4.675	1.143	3.10e-136
ADORA1	ENSG00000163485.15	1.010	3.275	-1.089	4.72e-15
ADORA2B	ENSG00000170425.3	2.400	7.190	-1.268	4.65e-43
ADORA3	ENSG00000121933.17	2.310	0.600	1.049	9.53e-41
ADPRH	ENSG00000144843.11	7.790	2.050	1.527	1.36e-122
ADRA2A	ENSG00000150594.6	0.960	7.845	-2.174	9.78e-98
ADRA2C	ENSG00000184160.7	1.650	4.645	-1.091	4.63e-11
ADRB2	ENSG00000169252.5	0.510	12.510	-3.161	6.41e-258
ADSL	ENSG00000239900.11	77.208	25.295	1.573	3.62e-197
ADTRP	ENSG00000111863.12	0.740	11.925	-2.893	1.69e-217
AEBP1	ENSG00000106624.8	371.984	128.208	1.529	2.00e-60
AEN	ENSG00000181026.14	22.980	4.915	2.019	2.62e-177
AF064858.11	ENSG00000237721.1	0.000	1.150	-1.104	6.14e-164
AF064858.8	ENSG00000235888.1	0.030	1.420	-1.232	2.36e-209
AFF1	ENSG00000172493.20	7.350	19.115	-1.268	7.16e-138
AFF3	ENSG00000144218.18	3.730	0.870	1.339	3.51e-73
AFG3L1P	ENSG00000223959.8	8.660	19.145	-1.060	1.67e-128
AGAP11	ENSG00000271880.1	0.120	3.855	-2.116	4.17e-200
AGAP4	ENSG00000188234.13	3.080	13.935	-1.872	3.35e-217
AGAP5	ENSG00000172650.12	0.980	5.795	-1.779	8.16e-228
AGAP6	ENSG00000204149.9	3.910	16.690	-1.849	4.54e-199
AGAP9	ENSG00000204172.11	1.610	15.335	-2.646	2.27e-230
AGER	ENSG00000204305.13	2.390	7.535	-1.332	3.81e-96
AGK	ENSG00000006530.15	22.960	9.230	1.228	5.84e-130
AGO4	ENSG00000134698.10	4.720	14.090	-1.399	2.73e-155
AGPAT1	ENSG00000204310.10	117.124	27.729	2.040	2.63e-212
AGPAT5	ENSG00000155189.11	11.340	3.205	1.553	1.73e-132
AGPAT6	ENSG00000158669.11	119.220	46.965	1.326	5.86e-128
AGPS	ENSG00000018510.12	9.780	3.250	1.343	7.51e-115
AGR2	ENSG00000106541.11	0.040	1.500	-1.265	1.61e-62
AGRN	ENSG00000188157.13	59.050	26.070	1.149	1.04e-77
AGTR1	ENSG00000144891.17	0.110	9.430	-3.232	1.21e-204
AHCY	ENSG00000101444.12	146.859	45.535	1.668	1.76e-183
AHDC1	ENSG00000126705.13	6.400	25.325	-1.831	3.09e-184
AHNAK	ENSG00000124942.13	42.340	330.051	-2.933	9.34e-223
AHNAK2	ENSG00000185567.6	7.910	239.826	-4.756	2.55e-220
AHRR	ENSG00000063438.16	0.930	3.020	-1.059	6.59e-31
AHSA2	ENSG00000173209.22	11.150	59.987	-2.328	3.16e-169
AIDA	ENSG00000186063.12	40.380	19.570	1.008	7.56e-70
AIF1	ENSG00000204472.12	36.001	9.485	1.819	3.53e-77
AIF1L	ENSG00000126878.12	34.201	14.505	1.183	5.62e-27
AIFM1	ENSG00000156709.13	38.210	13.920	1.394	4.21e-202
AIM1	ENSG00000112297.14	1.770	25.815	-3.275	7.39e-209
AIM1L	ENSG00000176092.13	0.220	37.875	-4.994	0.00e+0
AIM2	ENSG00000163568.13	2.810	0.200	1.667	8.08e-85
AIP	ENSG00000110711.9	82.372	36.710	1.145	1.18e-121
AJUBA	ENSG00000129474.15	3.030	25.625	-2.724	5.09e-224
AK2	ENSG00000004455.16	157.695	72.614	1.108	5.60e-138
AK4	ENSG00000162433.14	6.690	17.965	-1.302	5.26e-55
AK7	ENSG00000140057.8	0.300	3.975	-1.936	3.45e-255
AK8	ENSG00000165695.9	0.520	3.030	-1.407	2.24e-139
AKAP12	ENSG00000131016.16	16.140	7.275	1.051	6.38e-20
AKAP17A	ENSG00000197976.10	15.850	40.281	-1.293	1.24e-170
AKAP8L	ENSG00000011243.17	32.491	77.339	-1.226	1.79e-191
AKIP1	ENSG00000166452.11	21.910	9.045	1.189	5.47e-141
AKIRIN1	ENSG00000174574.15	29.480	13.480	1.074	4.01e-66
AKR1B1	ENSG00000085662.13	95.398	27.770	1.744	6.09e-108
AKR1B10	ENSG00000198074.9	0.060	4.095	-2.265	2.40e-64
AKR1C1	ENSG00000187134.12	1.090	36.126	-4.151	2.17e-225
AKR1C2	ENSG00000151632.16	0.600	31.656	-4.351	8.16e-253
AKR1C3	ENSG00000196139.11	1.540	22.965	-3.238	1.30e-190
AKR7A3	ENSG00000162482.4	0.430	1.990	-1.064	7.12e-92
AKR7L	ENSG00000211454.13	0.200	1.515	-1.068	6.24e-167
AKT1	ENSG00000142208.15	111.840	52.001	1.090	8.46e-134
AKT3	ENSG00000117020.16	25.610	5.370	2.063	1.24e-115
AKTIP	ENSG00000166971.16	10.650	25.679	-1.195	3.78e-118
AL136419.6	ENSG00000260669.2	0.610	2.355	-1.059	5.33e-232
AL157871.2	ENSG00000259052.1	0.000	2.155	-1.658	1.96e-77
AL158801.1	ENSG00000279392.1	4.910	0.360	2.120	1.98e-239
AL162151.3	ENSG00000234648.1	1079.763	343.519	1.649	3.71e-17
AL442127.1	ENSG00000278371.2	0.000	17.505	-4.210	1.10e-55
AL450992.2	ENSG00000234614.1	0.630	2.270	-1.004	9.00e-42
AL589743.1	ENSG00000279508.1	5.070	0.345	2.174	4.42e-132
AL590762.11	ENSG00000213018.2	0.080	2.120	-1.530	4.02e-175
ALAS1	ENSG00000023330.14	42.949	20.415	1.037	7.45e-121
ALB	ENSG00000163631.16	0.040	1.185	-1.071	6.72e-31
ALDH18A1	ENSG00000059573.8	36.931	15.855	1.170	5.10e-146
ALDH1A3	ENSG00000184254.16	18.030	2.905	2.285	1.23e-77
ALDH1B1	ENSG00000137124.6	14.540	3.570	1.766	2.09e-82
ALDH1L1	ENSG00000144908.13	0.220	2.630	-1.573	2.67e-51
ALDH2	ENSG00000111275.12	15.700	172.433	-3.376	1.14e-174
ALDH3A1	ENSG00000108602.17	0.370	28.215	-4.414	1.60e-264
ALDH3A2	ENSG00000072210.18	20.069	116.472	-2.479	3.32e-223
ALDH3B1	ENSG00000006534.15	11.910	5.065	1.090	2.03e-55
ALDH3B2	ENSG00000132746.14	0.710	104.173	-5.943	1.06e-196
ALDOC	ENSG00000109107.13	15.310	56.014	-1.806	1.60e-91
ALG1	ENSG00000033011.11	30.380	8.520	1.721	1.74e-253
ALG14	ENSG00000172339.9	4.460	1.330	1.229	5.04e-100
ALG1L	ENSG00000189366.9	0.650	3.155	-1.332	5.36e-89
ALG3	ENSG00000214160.9	66.068	31.505	1.045	8.15e-134
ALG8	ENSG00000159063.12	49.790	17.235	1.478	1.65e-160
ALK	ENSG00000171094.15	1.320	0.090	1.090	3.10e-64
ALOX12	ENSG00000108839.11	0.140	14.375	-3.753	0.00e+0
ALOX12B	ENSG00000179477.9	0.070	66.907	-5.988	0.00e+0
ALOX12P2	ENSG00000262943.7	0.080	3.095	-1.923	3.17e-174
ALOX15B	ENSG00000179593.15	0.450	12.980	-3.269	3.91e-155
ALOX5	ENSG00000012779.10	4.510	10.700	-1.086	1.31e-33
ALOXE3	ENSG00000179148.9	0.040	73.206	-6.157	0.00e+0
ALPK1	ENSG00000073331.17	5.420	11.860	-1.002	3.51e-73
ALS2CL	ENSG00000178038.16	1.190	92.802	-5.421	0.00e+0
ALX1	ENSG00000180318.3	14.010	0.480	3.342	2.84e-252
AMACR	ENSG00000242110.7	11.530	3.820	1.378	2.77e-104
AMIGO3	ENSG00000176020.8	0.000	1.200	-1.137	5.03e-63
AMN	ENSG00000166126.10	0.090	6.765	-2.833	0.00e+0
AMOT	ENSG00000126016.13	5.210	2.100	1.002	2.38e-42
AMOTL2	ENSG00000114019.14	13.590	33.640	-1.247	1.80e-75
AMPD3	ENSG00000133805.15	2.240	11.380	-1.934	1.77e-141
AMT	ENSG00000145020.14	3.310	28.799	-2.789	2.60e-223
AMY2B	ENSG00000240038.6	1.940	28.565	-3.330	1.82e-267
ANAPC2	ENSG00000176248.8	20.440	53.006	-1.333	6.68e-183
ANG	ENSG00000214274.9	7.950	24.944	-1.535	2.83e-133
ANGPTL1	ENSG00000116194.12	0.340	5.870	-2.358	6.76e-131
ANGPTL5	ENSG00000187151.7	0.000	1.450	-1.293	1.05e-129
ANK3	ENSG00000151150.20	0.490	25.145	-4.133	2.11e-308
ANKFN1	ENSG00000153930.10	0.040	1.720	-1.387	1.92e-161
ANKHD1	ENSG00000131503.20	28.680	62.545	-1.098	1.44e-127
ANKK1	ENSG00000170209.4	0.050	2.410	-1.699	3.90e-252
ANKMY1	ENSG00000144504.15	4.470	10.510	-1.073	5.64e-128
ANKRA2	ENSG00000164331.9	8.470	18.925	-1.073	6.59e-92
ANKRD13D	ENSG00000172932.14	28.340	59.171	-1.036	2.72e-111
ANKRD18A	ENSG00000180071.18	0.010	1.700	-1.419	4.24e-143
ANKRD18B	ENSG00000230453.9	0.070	1.615	-1.289	7.17e-84
ANKRD2	ENSG00000165887.11	0.060	1.160	-1.027	4.15e-103
ANKRD20A19P	ENSG00000196593.9	0.000	1.535	-1.342	2.39e-108
ANKRD22	ENSG00000152766.5	1.390	24.501	-3.415	1.81e-183
ANKRD23	ENSG00000163126.14	1.700	5.155	-1.189	1.58e-93
ANKRD29	ENSG00000154065.16	0.980	4.440	-1.458	2.84e-69
ANKRD33B	ENSG00000164236.11	0.250	4.530	-2.145	8.51e-221
ANKRD35	ENSG00000198483.12	0.220	47.135	-5.302	0.00e+0
ANKRD36	ENSG00000135976.16	1.980	7.020	-1.428	8.43e-127
ANKRD36B	ENSG00000196912.12	1.590	6.000	-1.434	9.80e-120
ANKRD36C	ENSG00000174501.14	0.770	2.810	-1.106	5.83e-109
ANKRD39	ENSG00000213337.8	22.150	8.575	1.274	1.63e-139
ANKRD44	ENSG00000065413.16	8.650	2.500	1.463	2.80e-105
ANKRD65	ENSG00000235098.8	1.010	4.565	-1.469	5.44e-49
ANKRD9	ENSG00000156381.8	6.440	18.560	-1.395	1.98e-80
ANKZF1	ENSG00000163516.13	16.549	60.930	-1.819	1.27e-223
ANLN	ENSG00000011426.10	14.550	4.430	1.518	2.77e-84
ANO1	ENSG00000131620.17	2.990	28.809	-2.901	7.10e-139
ANO4	ENSG00000151572.16	1.260	0.110	1.026	1.23e-66
ANO7P1	ENSG00000237276.8	1.380	9.235	-2.104	2.85e-166
ANO8	ENSG00000074855.10	3.300	17.060	-2.070	4.39e-245
ANO9	ENSG00000185101.12	0.810	83.754	-5.549	0.00e+0
ANP32A	ENSG00000140350.15	141.434	38.910	1.835	7.00e-238
ANP32E	ENSG00000143401.14	29.100	12.770	1.128	1.10e-95
ANPEP	ENSG00000166825.13	5.600	40.250	-2.644	2.42e-126
ANXA3	ENSG00000138772.12	2.400	10.640	-1.775	7.24e-30
ANXA5	ENSG00000164111.14	806.035	129.826	2.625	3.84e-230
ANXA8	ENSG00000265190.6	0.030	158.467	-7.274	0.00e+0
ANXA8L1	ENSG00000264230.7	0.040	180.180	-7.445	0.00e+0
ANXA9	ENSG00000143412.9	1.240	18.690	-3.136	1.03e-202
AOAH	ENSG00000136250.11	4.070	1.235	1.182	1.19e-57
AOC3	ENSG00000131471.6	3.720	18.370	-2.037	2.48e-96
AOX1	ENSG00000138356.13	0.810	17.425	-3.348	4.60e-202
AP000275.65	ENSG00000265590.9	2.770	0.730	1.124	3.28e-52
AP000347.2	ENSG00000272578.5	0.660	2.780	-1.187	3.07e-114
AP000349.2	ENSG00000280178.1	1.710	0.130	1.262	2.02e-63
AP000439.3	ENSG00000255774.1	0.000	1.515	-1.331	1.36e-132
AP000473.5	ENSG00000228798.1	0.000	1.025	-1.018	9.34e-120
AP000892.6	ENSG00000280143.1	1.170	10.790	-2.442	4.50e-180
AP002518.1	ENSG00000280653.1	23.470	10.605	1.076	8.84e-7
AP003391.1	ENSG00000281272.1	20.060	0.000	4.396	1.88e-45
