Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ABRACL	ENSG00000146386.7	109.008	14.800	2.800	1.79e-43
ABTB1	ENSG00000114626.17	14.905	73.832	-2.234	2.05e-34
AC000078.5	ENSG00000232926.1	0.060	1.280	-1.105	1.43e-23
AC000089.3	ENSG00000235776.2	3.170	0.650	1.338	4.04e-13
AC000123.3	ENSG00000279265.1	1.745	4.500	-1.003	1.46e-18
AC000123.4	ENSG00000224138.1	0.645	2.410	-1.052	2.01e-23
AC002310.11	ENSG00000261459.1	0.150	1.860	-1.314	3.36e-26
AC002398.12	ENSG00000267328.1	1.075	15.180	-2.963	1.54e-22
AC003090.1	ENSG00000223561.6	0.070	6.360	-2.782	1.64e-54
AC003973.3	ENSG00000279377.1	0.040	4.310	-2.352	1.73e-53
AC004623.3	ENSG00000279488.1	0.140	3.000	-1.811	3.42e-44
AC005062.2	ENSG00000243004.5	3.620	17.019	-1.964	2.28e-25
AC005082.12	ENSG00000226816.2	3.885	0.810	1.432	1.58e-10
AC005104.3	ENSG00000223374.1	0.430	4.850	-2.032	9.17e-32
AC005154.6	ENSG00000196295.11	12.880	49.969	-1.877	4.46e-20
AC005154.7	ENSG00000244480.1	0.240	2.880	-1.646	2.62e-44
AC005253.2	ENSG00000268030.1	0.705	4.890	-1.788	6.60e-29
AC005255.3	ENSG00000256210.3	3.695	0.000	2.231	3.53e-16
AC005339.2	ENSG00000268565.1	14.739	3.610	1.772	5.34e-12
AC005517.3	ENSG00000223878.1	0.335	2.890	-1.543	4.93e-27
AC005519.4	ENSG00000258559.2	0.485	7.080	-2.444	3.73e-36
AC005682.5	ENSG00000228649.8	0.570	5.160	-1.972	7.44e-36
AC005740.6	ENSG00000271871.1	0.120	1.470	-1.141	1.47e-45
AC005786.7	ENSG00000267436.1	8.490	2.360	1.498	5.08e-5
AC005943.6	ENSG00000279009.1	8.826	0.000	3.297	6.81e-7
AC006011.4	ENSG00000244563.1	16.915	5.480	1.467	2.49e-30
AC006116.24	ENSG00000267776.1	0.130	1.540	-1.169	1.28e-29
AC006116.27	ENSG00000267459.1	0.180	2.870	-1.714	8.82e-9
AC006126.4	ENSG00000267045.1	0.500	4.190	-1.791	2.23e-24
AC006128.2	ENSG00000279716.1	3.835	17.019	-1.898	8.31e-15
AC006449.2	ENSG00000279119.1	11.645	32.119	-1.389	7.35e-10
AC006547.13	ENSG00000236540.7	0.790	2.840	-1.101	2.15e-22
AC006547.8	ENSG00000243762.1	2.235	0.000	1.694	1.03e-7
AC006942.4	ENSG00000269194.1	1.265	4.610	-1.308	1.73e-22
AC007009.1	ENSG00000244239.1	8.589	0.770	2.438	3.36e-28
AC007191.4	ENSG00000279407.1	0.395	1.870	-1.041	3.41e-18
AC007192.6	ENSG00000269145.2	7.215	1.860	1.522	1.74e-11
AC007283.5	ENSG00000234431.2	3.285	1.020	1.085	1.58e-7
AC007326.1	ENSG00000279560.1	1.240	4.830	-1.380	1.39e-7
AC007383.4	ENSG00000231955.1	0.000	1.450	-1.293	3.84e-23
AC007392.3	ENSG00000232046.6	0.095	1.700	-1.302	2.08e-29
AC007392.4	ENSG00000237179.5	0.000	1.180	-1.124	2.20e-35
AC007566.10	ENSG00000244055.1	0.765	6.040	-1.996	2.21e-27
AC007620.3	ENSG00000242539.2	0.950	5.620	-1.763	5.50e-16
AC007743.1	ENSG00000233251.7	0.080	3.160	-1.946	3.70e-32
AC008746.12	ENSG00000267838.2	0.770	2.680	-1.056	7.22e-16
AC008746.5	ENSG00000235681.1	0.000	2.700	-1.888	1.48e-15
AC009005.2	ENSG00000267751.5	8.465	0.880	2.332	2.96e-16
AC009065.4	ENSG00000279473.1	3.075	0.000	2.027	7.21e-19
AC009120.3	ENSG00000239763.2	0.360	3.240	-1.640	1.13e-26
AC009120.5	ENSG00000260884.1	0.175	2.040	-1.371	9.35e-26
AC009120.6	ENSG00000259972.2	5.275	19.320	-1.695	1.15e-20
AC009299.5	ENSG00000232320.6	0.525	2.920	-1.362	1.09e-23
AC009336.19	ENSG00000278500.1	0.070	6.100	-2.730	7.87e-48
AC009501.4	ENSG00000231609.5	0.350	2.910	-1.534	6.90e-28
AC009950.1	ENSG00000280755.1	0.000	1.420	-1.275	2.71e-3
AC009950.2	ENSG00000225963.7	0.290	2.140	-1.283	6.30e-30
AC010136.2	ENSG00000223923.1	0.355	2.350	-1.306	4.04e-32
AC010226.4	ENSG00000249249.1	0.805	4.790	-1.682	1.74e-42
AC010883.5	ENSG00000234936.1	0.950	3.620	-1.244	6.91e-15
AC010976.2	ENSG00000231731.7	0.450	3.230	-1.545	1.41e-25
AC011239.2	ENSG00000279526.1	0.060	1.440	-1.203	1.39e-27
AC011290.5	ENSG00000236015.1	0.565	3.040	-1.368	4.03e-23
AC011558.5	ENSG00000279753.1	104.094	46.999	1.131	2.25e-5
AC011737.2	ENSG00000204196.5	43.196	18.661	1.169	4.30e-9
AC015849.19	ENSG00000270871.1	0.140	2.030	-1.410	1.25e-29
AC016757.3	ENSG00000186235.10	0.260	3.830	-1.939	3.95e-26
AC016995.3	ENSG00000231367.5	0.215	4.310	-2.128	4.37e-45
AC017104.6	ENSG00000224376.1	1.135	4.600	-1.391	8.98e-20
AC018462.3	ENSG00000242735.1	0.000	1.940	-1.556	2.53e-20
AC018766.4	ENSG00000267896.1	5.080	15.390	-1.431	4.69e-15
AC018766.6	ENSG00000268047.1	0.090	1.320	-1.090	1.56e-30
AC021066.1	ENSG00000281415.1	10.464	0.000	3.519	1.84e-7
AC024560.3	ENSG00000214135.8	4.740	31.491	-2.501	9.22e-29
AC025165.8	ENSG00000224713.4	0.105	11.720	-3.525	4.42e-56
AC025335.1	ENSG00000179859.7	2.240	7.190	-1.338	9.82e-22
AC026150.8	ENSG00000260693.1	0.205	3.350	-1.852	1.03e-46
AC034220.3	ENSG00000233006.6	2.085	6.720	-1.323	3.58e-22
AC053503.12	ENSG00000280323.1	0.000	2.790	-1.922	8.47e-34
AC053503.6	ENSG00000234638.1	0.000	2.600	-1.848	2.16e-25
AC069282.6	ENSG00000225507.1	1.650	6.790	-1.556	2.66e-23
AC073130.3	ENSG00000243243.5	0.000	1.330	-1.220	1.57e-31
AC074212.6	ENSG00000267395.5	1.600	6.380	-1.505	1.31e-19
AC074289.1	ENSG00000225889.7	0.655	3.540	-1.456	4.34e-17
AC079630.4	ENSG00000225342.2	0.040	1.380	-1.194	2.08e-60
AC079781.7	ENSG00000232032.1	0.000	2.410	-1.770	7.22e-5
AC079922.2	ENSG00000231747.1	2.360	0.530	1.135	5.88e-12
AC083843.1	ENSG00000259820.1	0.440	3.830	-1.746	7.26e-32
AC090044.2	ENSG00000224239.1	0.000	1.190	-1.131	2.39e-26
AC092162.1	ENSG00000230552.5	0.000	2.990	-1.996	4.85e-28
AC093110.3	ENSG00000238018.2	0.125	6.550	-2.747	5.60e-46
AC093495.4	ENSG00000228242.6	2.625	11.730	-1.812	1.09e-20
AC093642.1	ENSG00000280119.1	0.030	2.570	-1.793	7.37e-30
AC093642.3	ENSG00000237940.3	0.725	13.950	-3.115	6.68e-24
AC093642.5	ENSG00000220804.8	1.465	5.230	-1.338	8.16e-17
AC093673.5	ENSG00000232533.1	8.970	25.569	-1.414	1.91e-18
AC093838.4	ENSG00000152117.17	8.935	27.089	-1.499	1.01e-16
AC096772.6	ENSG00000244567.1	2.270	6.220	-1.143	9.86e-27
AC097724.3	ENSG00000226833.5	0.750	3.560	-1.382	4.39e-23
AC098614.2	ENSG00000213846.4	0.790	2.580	-1.000	9.37e-17
AC100830.5	ENSG00000264937.1	0.000	1.440	-1.287	1.21e-13
AC104534.3	ENSG00000268083.5	14.380	0.000	3.943	1.72e-14
AC104667.3	ENSG00000234949.2	1.520	0.160	1.119	1.26e-18
AC108488.4	ENSG00000242282.6	3.045	14.410	-1.930	4.82e-34
AC110615.1	ENSG00000279909.1	7.405	2.320	1.340	1.12e-6
AC113188.2	ENSG00000279535.1	8.714	0.940	2.324	2.75e-15
AC114730.11	ENSG00000235351.1	0.370	4.060	-1.885	4.14e-28
AC114730.2	ENSG00000235151.1	0.000	1.710	-1.438	2.94e-51
AC116366.6	ENSG00000234290.2	0.235	2.560	-1.527	3.91e-45
AC116614.1	ENSG00000235688.2	0.000	4.320	-2.411	4.14e-36
AC124789.1	ENSG00000276170.4	0.830	2.780	-1.047	6.39e-3
AC125232.1	ENSG00000231259.4	5.124	13.720	-1.265	4.57e-15
AC129492.1	ENSG00000279152.1	0.000	2.190	-1.674	5.17e-22
AC132008.1	ENSG00000213519.2	0.000	1.300	-1.202	1.10e-28
AC132217.4	ENSG00000240801.1	26.565	104.430	-1.935	2.55e-6
AC137934.1	ENSG00000260923.5	1.750	7.390	-1.609	3.89e-10
AC138035.2	ENSG00000238035.8	0.940	13.740	-2.926	4.99e-26
AC141928.1	ENSG00000250986.1	0.590	4.040	-1.664	2.28e-16
AC144530.1	ENSG00000234742.1	2.645	0.560	1.224	2.00e-14
AC145124.2	ENSG00000255495.1	0.610	7.000	-2.313	9.80e-49
AC156455.1	ENSG00000256546.1	0.920	18.290	-3.329	4.45e-35
AC159540.1	ENSG00000230606.10	16.010	37.021	-1.160	1.30e-5
AC239868.1	ENSG00000280566.1	2.924	0.000	1.972	1.17e-4
AC239868.2	ENSG00000280874.1	44.811	4.530	3.050	6.44e-18
AC239868.3	ENSG00000281134.1	44.319	4.530	3.035	6.27e-17
AC241377.2	ENSG00000281741.1	2.725	0.580	1.237	1.24e-10
AC241585.2	ENSG00000281571.1	10.005	3.020	1.453	7.37e-12
AC245100.1	ENSG00000280649.1	9.595	2.960	1.420	8.89e-13
ACACB	ENSG00000076555.15	1.590	27.389	-3.454	1.53e-58
ACAD11	ENSG00000240303.7	6.420	41.049	-2.503	7.47e-29
ACADSB	ENSG00000196177.12	2.880	12.930	-1.844	2.60e-27
ACAP3	ENSG00000131584.18	9.490	83.158	-3.004	2.80e-35
ACBD4	ENSG00000181513.14	8.650	29.970	-1.682	7.83e-28
ACBD7	ENSG00000176244.6	1.365	0.090	1.117	2.62e-13
ACCS	ENSG00000110455.13	8.545	48.478	-2.374	3.43e-23
ACD	ENSG00000102977.13	15.745	37.190	-1.189	7.62e-26
ACHE	ENSG00000087085.13	0.330	4.120	-1.945	2.04e-27
ACKR1	ENSG00000213088.9	4.324	108.540	-4.363	3.72e-35
ACKR4	ENSG00000129048.6	0.170	2.510	-1.585	1.94e-22
ACOT13	ENSG00000112304.10	25.360	8.850	1.420	8.83e-37
ACOT2	ENSG00000119673.14	15.175	32.719	-1.060	2.86e-9
ACOT4	ENSG00000177465.4	2.020	0.500	1.010	8.69e-21
ACOX2	ENSG00000168306.12	3.030	37.519	-3.257	3.70e-39
ACR	ENSG00000100312.10	0.265	1.820	-1.157	2.56e-19
ACRC	ENSG00000147174.11	0.515	2.130	-1.047	3.36e-29
ACSL1	ENSG00000151726.13	12.755	36.790	-1.458	9.96e-16
ACSM1	ENSG00000166743.9	0.365	2.970	-1.540	1.14e-13
ACSM3	ENSG00000005187.11	24.565	57.611	-1.197	5.01e-8
ACSS3	ENSG00000111058.7	2.799	12.520	-1.831	1.64e-19
ACTA1	ENSG00000143632.14	0.110	1.860	-1.365	1.03e-20
ACTA2	ENSG00000107796.12	88.330	5460.433	-5.934	3.67e-53
ACTA2-AS1	ENSG00000180139.11	0.280	174.719	-7.101	4.67e-71
ACTC1	ENSG00000159251.6	0.150	3.600	-2.000	1.24e-29
ACTG2	ENSG00000163017.13	5.639	1284.596	-7.597	2.16e-45
ACTN1	ENSG00000072110.13	65.274	384.728	-2.541	7.76e-30
ACTN1-AS1	ENSG00000259062.2	0.135	2.090	-1.445	5.56e-31
ACTN2	ENSG00000077522.12	0.080	1.370	-1.134	1.59e-14
ACVRL1	ENSG00000139567.12	5.075	33.100	-2.489	6.42e-40
ACY1	ENSG00000243989.7	34.000	12.040	1.424	1.09e-24
ACY3	ENSG00000132744.7	2.954	0.100	1.846	1.09e-16
ADAM11	ENSG00000073670.13	0.270	4.430	-2.096	2.33e-31
ADAM19	ENSG00000135074.15	1.970	5.090	-1.036	2.49e-7
ADAM22	ENSG00000008277.14	0.500	3.160	-1.472	2.15e-29
ADAM28	ENSG00000042980.12	8.925	1.900	1.775	1.49e-8
ADAM33	ENSG00000149451.17	1.180	296.933	-7.095	6.27e-58
ADAMDEC1	ENSG00000134028.14	2.460	0.060	1.707	8.70e-17
ADAMTS1	ENSG00000154734.14	12.308	91.740	-2.801	3.14e-23
ADAMTS10	ENSG00000142303.13	1.930	47.580	-4.051	8.79e-43
ADAMTS12	ENSG00000151388.10	0.510	2.540	-1.229	2.44e-25
ADAMTS19	ENSG00000145808.8	0.580	7.220	-2.379	1.79e-13
ADAMTS2	ENSG00000087116.13	2.055	17.349	-2.587	4.99e-25
ADAMTS3	ENSG00000156140.8	0.250	1.700	-1.111	3.27e-24
ADAMTS4	ENSG00000158859.9	0.845	5.900	-1.903	2.35e-17
ADAMTS5	ENSG00000154736.5	0.580	10.480	-2.861	2.77e-36
ADAMTS6	ENSG00000049192.14	0.410	2.110	-1.141	1.97e-3
ADAMTS7	ENSG00000136378.14	2.470	7.430	-1.281	2.07e-5
ADAMTS7P4	ENSG00000218052.5	0.315	1.830	-1.106	4.87e-19
ADAMTS9	ENSG00000163638.13	10.869	23.119	-1.023	1.75e-9
ADAMTS9-AS1	ENSG00000241158.5	0.170	13.470	-3.628	1.42e-80
ADAMTS9-AS2	ENSG00000241684.5	0.150	7.920	-2.955	2.33e-65
ADAMTSL1	ENSG00000178031.15	1.150	18.970	-3.215	3.63e-45
ADAMTSL3	ENSG00000156218.12	0.250	3.930	-1.980	3.68e-34
ADAMTSL4	ENSG00000143382.13	2.630	60.951	-4.093	2.75e-51
ADAMTSL5	ENSG00000185761.10	0.370	18.570	-3.836	9.39e-59
ADAP1	ENSG00000105963.13	12.845	4.890	1.233	5.31e-14
ADARB1	ENSG00000197381.15	2.745	21.561	-2.591	1.09e-50
ADCY2	ENSG00000078295.15	0.195	9.360	-3.116	2.44e-66
ADCY3	ENSG00000138031.14	13.810	81.058	-2.470	2.68e-34
ADCY4	ENSG00000129467.13	2.670	85.283	-4.555	5.28e-54
ADCY5	ENSG00000173175.14	2.245	15.870	-2.378	4.07e-26
ADCY6	ENSG00000174233.11	12.020	48.691	-1.932	6.95e-23
ADCY9	ENSG00000162104.9	1.630	9.600	-2.011	2.04e-35
ADCYAP1R1	ENSG00000078549.14	0.850	3.300	-1.217	3.70e-5
ADD1	ENSG00000087274.16	104.455	212.570	-1.018	7.40e-25
ADGRA2	ENSG00000020181.17	2.350	48.772	-3.893	1.95e-51
ADGRB1	ENSG00000181790.10	0.235	3.580	-1.891	1.62e-20
ADGRB3	ENSG00000135298.13	0.035	1.560	-1.307	1.03e-27
ADGRD1	ENSG00000111452.12	0.250	17.910	-3.919	1.67e-57
ADGRE5	ENSG00000123146.19	25.002	131.899	-2.354	3.23e-22
ADGRF1	ENSG00000153292.15	1.670	0.020	1.388	4.53e-10
ADGRF5	ENSG00000069122.18	1.835	21.180	-2.968	1.33e-47
ADGRL1	ENSG00000072071.16	10.470	22.139	-1.013	3.67e-7
ADGRL3	ENSG00000150471.15	0.645	3.050	-1.300	4.97e-7
ADGRL4	ENSG00000162618.12	3.485	21.251	-2.311	1.85e-32
ADH1B	ENSG00000196616.12	0.055	219.853	-7.710	4.24e-93
ADHFE1	ENSG00000147576.15	1.340	27.620	-3.612	7.12e-41
ADIRF	ENSG00000148671.13	15.404	290.621	-4.152	1.42e-33
ADIRF-AS1	ENSG00000272734.1	1.175	21.480	-3.370	1.42e-44
ADM2	ENSG00000128165.8	2.440	0.050	1.712	3.46e-23
ADM5	ENSG00000224420.3	1.475	4.670	-1.196	1.78e-16
ADPRH	ENSG00000144843.11	2.405	6.100	-1.060	3.19e-15
ADPRM	ENSG00000170222.11	6.425	14.360	-1.049	5.14e-23
ADRA1D	ENSG00000171873.7	0.030	2.190	-1.631	5.56e-37
ADRA2A	ENSG00000150594.6	1.285	6.160	-1.648	1.01e-7
ADRA2B	ENSG00000274286.1	0.180	2.350	-1.505	3.47e-23
ADRA2C	ENSG00000184160.7	8.910	28.369	-1.567	4.22e-7
ADRB2	ENSG00000169252.5	0.160	1.880	-1.312	4.98e-28
AEBP1	ENSG00000106624.8	43.919	369.005	-3.042	2.70e-30
AF001548.3	ENSG00000280429.1	0.000	1.480	-1.310	2.47e-41
AF011889.2	ENSG00000238039.1	0.635	2.960	-1.276	1.99e-16
AF127577.10	ENSG00000229047.1	24.715	10.140	1.207	4.48e-4
AF131215.2	ENSG00000255310.2	0.180	2.230	-1.453	9.57e-19
AF131215.9	ENSG00000269918.1	0.495	2.030	-1.019	4.50e-8
AF186192.1	ENSG00000254533.1	0.100	1.510	-1.190	4.54e-17
AF186192.5	ENSG00000255085.8	0.170	1.810	-1.264	1.34e-8
AFAP1	ENSG00000196526.10	5.090	13.930	-1.294	8.90e-15
AFAP1L1	ENSG00000157510.13	1.360	11.190	-2.369	2.70e-39
AFAP1L2	ENSG00000169129.14	4.320	30.311	-2.557	2.18e-29
AFF1	ENSG00000172493.20	7.435	28.849	-1.823	1.97e-26
AFF3	ENSG00000144218.18	0.545	6.950	-2.363	6.93e-34
AFF4	ENSG00000072364.12	8.700	21.120	-1.189	7.32e-13
AFG3L1P	ENSG00000223959.8	7.655	24.729	-1.572	5.16e-20
AGAP11	ENSG00000271880.1	0.100	9.350	-3.234	1.54e-58
AGAP2-AS1	ENSG00000255737.2	3.330	11.190	-1.493	4.78e-13
AGAP3	ENSG00000133612.18	45.964	113.653	-1.288	1.04e-24
AGAP4	ENSG00000188234.13	6.665	19.061	-1.388	8.94e-15
AGAP5	ENSG00000172650.12	2.315	6.480	-1.174	8.07e-16
AGAP6	ENSG00000204149.9	8.475	24.319	-1.418	1.96e-11
AGAP9	ENSG00000204172.11	3.370	14.020	-1.781	3.29e-16
AGBL3	ENSG00000146856.14	1.135	4.220	-1.290	4.12e-28
AGER	ENSG00000204305.13	5.475	14.760	-1.283	2.02e-8
AGFG2	ENSG00000106351.12	7.985	44.979	-2.355	1.00e-44
AGMAT	ENSG00000116771.5	1.980	0.190	1.324	1.67e-22
AGO4	ENSG00000134698.10	4.020	12.680	-1.446	6.14e-19
AGPAT2	ENSG00000169692.12	85.380	31.430	1.413	9.84e-24
AGPAT4	ENSG00000026652.13	3.255	9.910	-1.358	1.08e-12
AGPAT9	ENSG00000138678.10	0.590	3.210	-1.405	6.88e-13
AGR2	ENSG00000106541.11	42.911	0.240	5.146	9.13e-18
AGR3	ENSG00000173467.8	14.729	0.120	3.812	2.80e-11
AGRN	ENSG00000188157.13	100.113	21.120	2.193	5.74e-37
AGTR1	ENSG00000144891.17	0.050	4.110	-2.283	2.40e-32
AGTRAP	ENSG00000177674.15	72.238	35.189	1.017	7.52e-18
AHCY	ENSG00000101444.12	157.914	65.598	1.255	5.53e-22
AHCYL2	ENSG00000158467.16	3.695	9.320	-1.136	2.44e-12
AHDC1	ENSG00000126705.13	6.540	28.310	-1.959	1.44e-30
AHI1	ENSG00000135541.20	7.825	21.700	-1.363	7.69e-17
AHNAK	ENSG00000124942.13	24.600	215.836	-3.082	2.81e-45
AHNAK2	ENSG00000185567.6	8.475	66.008	-2.822	1.44e-19
AHSA2	ENSG00000173209.22	19.050	92.629	-2.223	1.66e-20
AIFM1	ENSG00000156709.13	82.047	18.480	2.092	7.72e-32
AIG1	ENSG00000146416.16	39.639	16.000	1.257	1.66e-18
AIM1L	ENSG00000176092.13	3.335	0.170	1.890	1.33e-28
AIMP2	ENSG00000106305.9	33.969	15.380	1.094	5.67e-14
AJ011932.1	ENSG00000274248.1	0.145	2.890	-1.764	1.64e-28
AK4	ENSG00000162433.14	13.774	6.160	1.045	2.27e-3
AKAP10	ENSG00000108599.14	5.415	13.450	-1.171	2.77e-18
AKAP11	ENSG00000023516.8	3.320	11.380	-1.519	1.15e-24
AKAP12	ENSG00000131016.16	3.225	31.871	-2.960	7.31e-27
AKAP13	ENSG00000170776.19	22.215	106.233	-2.208	6.59e-37
AKAP17A	ENSG00000197976.10	18.480	53.230	-1.477	2.84e-20
AKAP2	ENSG00000241978.9	3.475	35.189	-3.016	2.33e-42
AKAP6	ENSG00000151320.10	0.480	6.260	-2.294	2.65e-31
AKNA	ENSG00000106948.16	11.450	53.839	-2.139	4.86e-34
AKR1A1	ENSG00000117448.13	191.878	89.269	1.095	7.70e-30
AKT2	ENSG00000105221.16	51.656	114.221	-1.130	4.27e-12
AKT3	ENSG00000117020.16	1.000	29.560	-3.934	1.60e-72
AKTIP	ENSG00000166971.16	13.485	31.349	-1.159	4.70e-21
AL158801.1	ENSG00000279392.1	4.965	0.330	2.165	1.32e-25
AL162151.3	ENSG00000234648.1	45.865	552.334	-3.562	7.57e-6
AL442127.1	ENSG00000278371.2	0.000	39.420	-5.337	6.56e-18
AL513523.2	ENSG00000279767.1	41.047	10.990	1.810	6.86e-15
AL590762.11	ENSG00000213018.2	0.000	1.320	-1.214	6.76e-27
AL590762.7	ENSG00000213706.2	0.080	1.930	-1.440	3.00e-33
ALCAM	ENSG00000170017.12	17.825	7.470	1.152	5.82e-3
ALDH18A1	ENSG00000059573.8	48.569	16.030	1.541	5.09e-27
ALDH1A1	ENSG00000165092.12	21.069	83.499	-1.937	2.43e-8
ALDH1A2	ENSG00000128918.14	1.985	52.330	-4.159	3.02e-44
ALDH1A3	ENSG00000184254.16	1.945	7.970	-1.607	7.55e-16
ALDH1B1	ENSG00000137124.6	12.474	34.251	-1.387	1.74e-7
ALDH1L1	ENSG00000144908.13	1.220	8.270	-2.062	1.67e-11
ALDH1L2	ENSG00000136010.13	0.405	1.940	-1.065	2.30e-7
ALDH3A1	ENSG00000108602.17	2.440	0.550	1.150	8.90e-6
ALDH3B2	ENSG00000132746.14	13.245	0.100	3.695	1.74e-20
ALDOC	ENSG00000109107.13	10.005	22.500	-1.094	1.82e-8
ALG1L	ENSG00000189366.9	4.835	1.530	1.205	4.60e-5
ALOX12-AS1	ENSG00000215067.9	3.375	9.790	-1.302	5.35e-20
ALOX5	ENSG00000012779.10	4.035	10.610	-1.205	2.35e-3
ALPL	ENSG00000162551.13	35.930	5.450	2.517	1.37e-12
ALPP	ENSG00000163283.6	1.155	0.000	1.108	2.52e-6
ALPPL2	ENSG00000163286.7	1.640	0.000	1.400	8.24e-8
ALYREF	ENSG00000183684.7	107.518	44.649	1.249	5.29e-18
AMIGO1	ENSG00000181754.6	1.555	5.340	-1.311	1.53e-25
AMIGO2	ENSG00000139211.6	6.225	21.690	-1.651	2.15e-8
AMN	ENSG00000166126.10	2.230	0.260	1.358	1.10e-9
AMOTL1	ENSG00000166025.17	4.245	15.110	-1.619	3.21e-14
AMOTL2	ENSG00000114019.14	14.000	37.041	-1.343	6.26e-8
AMPD2	ENSG00000116337.15	19.710	51.200	-1.334	1.17e-21
AMPH	ENSG00000078053.16	0.280	5.360	-2.313	5.60e-33
AMT	ENSG00000145020.14	6.965	63.530	-3.018	8.73e-24
AMY2A	ENSG00000243480.7	0.000	1.140	-1.098	2.90e-21
AMY2B	ENSG00000240038.6	3.970	35.921	-2.893	2.24e-29
AMZ2P1	ENSG00000214174.8	4.850	15.920	-1.532	1.33e-30
ANAPC11	ENSG00000141552.17	227.196	91.119	1.309	1.53e-30
ANAPC2	ENSG00000176248.8	22.410	54.059	-1.234	3.21e-19
ANAPC4	ENSG00000053900.10	13.550	35.809	-1.339	1.06e-6
ANG	ENSG00000214274.9	6.315	36.821	-2.370	2.56e-20
ANGEL1	ENSG00000013523.9	6.040	15.180	-1.201	9.60e-13
ANGEL2	ENSG00000174606.12	9.470	20.820	-1.059	1.47e-14
ANGPT1	ENSG00000154188.9	0.250	2.350	-1.422	2.54e-27
ANGPT4	ENSG00000101280.7	0.020	2.790	-1.894	3.10e-32
ANGPTL1	ENSG00000116194.12	0.345	47.091	-5.160	1.78e-52
ANGPTL2	ENSG00000136859.9	9.001	53.101	-2.436	1.54e-22
ANK2	ENSG00000145362.16	1.410	13.920	-2.630	3.53e-29
ANKAR	ENSG00000151687.14	1.000	5.760	-1.757	5.87e-39
ANKDD1A	ENSG00000166839.16	1.320	9.850	-2.226	9.08e-52
ANKEF1	ENSG00000132623.15	2.650	0.510	1.273	1.90e-18
ANKFY1	ENSG00000185722.16	7.640	28.031	-1.748	4.87e-21
ANKHD1	ENSG00000131503.20	24.480	64.969	-1.372	1.09e-18
ANKLE2	ENSG00000176915.14	20.520	44.470	-1.079	1.04e-13
ANKRA2	ENSG00000164331.9	8.095	36.521	-2.045	2.16e-27
ANKRD10	ENSG00000088448.14	58.076	143.608	-1.291	6.22e-16
ANKRD10-IT1	ENSG00000229152.2	2.370	17.560	-2.461	2.43e-24
ANKRD12	ENSG00000101745.15	3.235	9.260	-1.277	2.12e-18
ANKRD13B	ENSG00000198720.12	3.325	16.151	-1.987	4.76e-18
