Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC002310.11	ENSG00000261459.1	0.200	1.800	-1.222	1.41e-9
AC002398.12	ENSG00000267328.1	0.370	11.620	-3.203	2.01e-18
AC002451.3	ENSG00000231170.5	0.000	1.200	-1.137	1.30e-12
AC003090.1	ENSG00000223561.6	0.010	1.140	-1.083	2.99e-31
AC003973.3	ENSG00000279377.1	0.040	1.650	-1.349	7.64e-39
AC004623.3	ENSG00000279488.1	0.300	2.800	-1.547	7.53e-28
AC004893.11	ENSG00000242687.2	1.720	5.050	-1.153	2.14e-11
AC004980.7	ENSG00000205485.13	1.900	5.540	-1.173	2.98e-8
AC005104.3	ENSG00000223374.1	0.600	6.200	-2.170	1.81e-18
AC005154.6	ENSG00000196295.11	14.885	45.000	-1.534	5.22e-8
AC005154.7	ENSG00000244480.1	0.260	2.350	-1.411	1.12e-24
AC005253.2	ENSG00000268030.1	1.005	3.730	-1.238	1.32e-11
AC005255.3	ENSG00000256210.3	4.790	0.000	2.534	9.20e-13
AC005339.2	ENSG00000268565.1	9.725	3.540	1.240	4.09e-6
AC005517.3	ENSG00000223878.1	0.350	3.250	-1.655	3.37e-14
AC005519.4	ENSG00000258559.2	0.540	5.380	-2.051	1.33e-23
AC005523.2	ENSG00000269604.1	19.190	7.720	1.211	8.09e-13
AC005682.5	ENSG00000228649.8	0.945	4.490	-1.497	3.63e-7
AC006011.4	ENSG00000244563.1	13.860	5.630	1.164	9.66e-9
AC006116.27	ENSG00000267459.1	0.040	1.970	-1.514	5.53e-8
AC006126.4	ENSG00000267045.1	0.375	3.300	-1.645	1.41e-19
AC006128.2	ENSG00000279716.1	2.370	9.920	-1.696	2.59e-11
AC006942.4	ENSG00000269194.1	0.645	5.620	-2.009	6.37e-16
AC007038.7	ENSG00000229127.1	0.150	1.840	-1.304	3.10e-26
AC007283.5	ENSG00000234431.2	4.240	1.440	1.103	7.22e-6
AC007292.6	ENSG00000267980.1	0.820	2.840	-1.077	6.84e-12
AC007318.5	ENSG00000172974.11	13.050	4.610	1.324	6.87e-4
AC007405.6	ENSG00000239467.5	0.685	3.290	-1.348	3.43e-4
AC007566.10	ENSG00000244055.1	0.595	6.150	-2.164	3.49e-22
AC007743.1	ENSG00000233251.7	0.060	1.730	-1.365	3.36e-16
AC008746.12	ENSG00000267838.2	0.720	2.450	-1.004	3.64e-8
AC008746.5	ENSG00000235681.1	0.390	2.820	-1.458	1.00e-6
AC009005.2	ENSG00000267751.5	3.375	0.920	1.188	8.92e-4
AC009065.4	ENSG00000279473.1	4.465	0.000	2.450	8.88e-9
AC009120.6	ENSG00000259972.2	5.555	13.640	-1.159	3.49e-9
AC009950.2	ENSG00000225963.7	0.465	2.010	-1.039	1.42e-8
AC010226.4	ENSG00000249249.1	0.540	3.930	-1.679	1.53e-21
AC010976.2	ENSG00000231731.7	0.580	3.160	-1.397	1.27e-16
AC011290.5	ENSG00000236015.1	0.545	2.190	-1.046	5.52e-14
AC011558.5	ENSG00000279753.1	91.309	43.822	1.042	2.79e-3
AC015849.19	ENSG00000270871.1	0.325	1.710	-1.032	6.42e-9
AC016757.3	ENSG00000186235.10	0.225	1.930	-1.258	4.12e-14
AC016995.3	ENSG00000231367.5	0.110	1.910	-1.390	8.32e-24
AC018462.3	ENSG00000242735.1	0.065	1.350	-1.142	1.39e-4
AC018766.4	ENSG00000267896.1	4.315	10.610	-1.127	5.05e-6
AC021224.1	ENSG00000262477.1	1.405	4.030	-1.064	9.68e-3
AC024560.3	ENSG00000214135.8	9.165	26.521	-1.437	1.45e-5
AC025165.8	ENSG00000224713.4	0.070	4.480	-2.357	2.85e-57
AC026150.8	ENSG00000260693.1	0.330	2.110	-1.225	6.27e-15
AC034220.3	ENSG00000233006.6	1.500	4.620	-1.169	7.78e-8
AC053503.12	ENSG00000280323.1	0.000	1.640	-1.401	1.43e-48
AC055736.3	ENSG00000281194.1	651.061	0.000	9.349	9.10e-3
AC069282.6	ENSG00000225507.1	2.415	6.790	-1.190	2.24e-7
AC074212.6	ENSG00000267395.5	0.910	4.460	-1.515	3.23e-10
AC074289.1	ENSG00000225889.7	0.895	3.520	-1.254	4.43e-5
AC079776.2	ENSG00000214100.8	0.000	2.530	-1.820	3.40e-18
AC083843.1	ENSG00000259820.1	0.560	2.600	-1.206	2.12e-12
AC090954.5	ENSG00000228874.1	0.170	4.070	-2.115	2.43e-16
AC091801.1	ENSG00000217455.8	0.020	1.210	-1.115	2.26e-22
AC092171.4	ENSG00000230733.2	4.570	1.490	1.162	2.28e-3
AC093110.3	ENSG00000238018.2	0.330	3.220	-1.666	4.79e-21
AC093495.4	ENSG00000228242.6	1.875	8.920	-1.787	2.82e-13
AC093642.1	ENSG00000280119.1	0.010	1.570	-1.347	1.32e-45
AC093642.3	ENSG00000237940.3	0.460	5.260	-2.100	5.64e-23
AC093642.5	ENSG00000220804.8	1.905	4.930	-1.030	1.57e-4
AC093838.4	ENSG00000152117.17	9.230	25.479	-1.372	9.08e-8
AC097724.3	ENSG00000226833.5	0.655	2.470	-1.068	2.78e-9
AC108488.4	ENSG00000242282.6	2.445	7.980	-1.382	2.97e-10
AC112715.2	ENSG00000224132.2	0.000	1.300	-1.202	9.38e-31
AC114730.11	ENSG00000235351.1	0.450	3.460	-1.621	8.48e-16
AC114730.2	ENSG00000235151.1	0.000	1.400	-1.263	7.58e-32
AC116366.6	ENSG00000234290.2	0.430	2.030	-1.083	4.06e-8
AC129492.1	ENSG00000279152.1	0.125	1.570	-1.192	2.33e-5
AC132008.1	ENSG00000213519.2	0.000	1.680	-1.422	1.47e-19
AC132217.4	ENSG00000240801.1	13.915	90.760	-2.621	2.71e-5
AC133644.2	ENSG00000280721.1	2.140	0.530	1.037	2.16e-6
AC138035.2	ENSG00000238035.8	1.840	9.510	-1.888	6.62e-6
AC138649.1	ENSG00000277867.1	0.000	1.690	-1.428	1.49e-18
AC141928.1	ENSG00000250986.1	0.100	4.830	-2.406	2.27e-18
AC144831.3	ENSG00000274370.1	0.800	2.670	-1.028	1.40e-5
AC145124.2	ENSG00000255495.1	0.540	5.280	-2.028	1.27e-26
AC145343.2	ENSG00000265055.1	1.685	0.310	1.035	1.79e-4
AC156455.1	ENSG00000256546.1	0.585	6.770	-2.293	4.41e-4
ACACB	ENSG00000076555.15	2.030	24.450	-3.070	5.61e-23
ACAD11	ENSG00000240303.7	5.405	22.721	-1.889	1.20e-12
ACADL	ENSG00000115361.7	0.120	5.090	-2.443	9.23e-9
ACADSB	ENSG00000196177.12	2.720	8.260	-1.316	7.95e-9
ACAP3	ENSG00000131584.18	22.441	77.230	-1.739	1.43e-7
ACAT1	ENSG00000075239.13	21.335	62.939	-1.517	8.59e-8
ACAT2	ENSG00000120437.8	26.975	8.390	1.575	1.17e-3
ACBD4	ENSG00000181513.14	5.690	23.119	-1.850	7.93e-13
ACCS	ENSG00000110455.13	6.335	22.579	-1.685	3.66e-9
ACHE	ENSG00000087085.13	0.535	3.760	-1.633	3.93e-3
ACKR1	ENSG00000213088.9	2.940	165.615	-5.402	3.55e-19
ACOT13	ENSG00000112304.10	17.615	7.970	1.053	2.71e-6
ACOT4	ENSG00000177465.4	2.645	0.430	1.350	4.05e-6
ACOT7	ENSG00000097021.19	52.350	18.939	1.420	9.34e-6
ACOX2	ENSG00000168306.12	0.775	22.400	-3.721	1.25e-20
ACPP	ENSG00000014257.15	4.540	0.370	2.016	2.24e-4
ACSL1	ENSG00000151726.13	22.295	59.511	-1.377	7.60e-3
ACSL3	ENSG00000123983.13	40.235	19.200	1.030	6.42e-3
ACSM1	ENSG00000166743.9	0.245	2.090	-1.311	5.39e-19
ACSM3	ENSG00000005187.11	1.650	20.890	-3.046	3.55e-8
ACSM5	ENSG00000183549.10	0.110	1.470	-1.154	4.72e-30
ACSS3	ENSG00000111058.7	0.230	11.050	-3.292	1.44e-24
ACTA2	ENSG00000107796.12	64.464	3368.054	-5.685	2.38e-16
ACTA2-AS1	ENSG00000180139.11	0.280	43.350	-5.115	4.12e-61
ACTC1	ENSG00000159251.6	0.090	3.960	-2.186	2.45e-17
ACTG2	ENSG00000163017.13	3.445	624.041	-7.136	1.35e-17
ACTL6A	ENSG00000136518.16	82.962	30.239	1.426	3.11e-10
ACVR2B-AS1	ENSG00000229589.1	0.280	1.630	-1.039	4.09e-13
ACVRL1	ENSG00000139567.12	3.615	36.259	-3.013	3.78e-29
ADAM11	ENSG00000073670.13	0.250	1.520	-1.011	1.39e-9
ADAM22	ENSG00000008277.14	0.455	2.810	-1.389	2.30e-8
ADAM33	ENSG00000149451.17	0.925	175.824	-6.521	2.99e-55
ADAM8	ENSG00000151651.15	19.189	3.410	2.195	1.94e-4
ADAMDEC1	ENSG00000134028.14	3.145	0.090	1.927	2.99e-4
ADAMTS1	ENSG00000154734.14	3.465	75.431	-4.097	1.08e-18
ADAMTS10	ENSG00000142303.13	1.505	29.590	-3.610	3.78e-26
ADAMTS12	ENSG00000151388.10	0.490	2.810	-1.354	2.10e-4
ADAMTS19	ENSG00000145808.8	0.000	3.070	-2.025	1.48e-21
ADAMTS2	ENSG00000087116.13	3.130	16.310	-2.067	9.21e-6
ADAMTS4	ENSG00000158859.9	1.025	7.420	-2.056	1.27e-11
ADAMTS5	ENSG00000154736.5	0.140	6.830	-2.780	4.09e-44
ADAMTS7	ENSG00000136378.14	1.110	6.680	-1.864	4.31e-5
ADAMTS7P4	ENSG00000218052.5	0.370	1.800	-1.031	8.24e-11
ADAMTS8	ENSG00000134917.9	0.085	2.410	-1.652	2.02e-14
ADAMTS9	ENSG00000163638.13	1.545	21.950	-3.173	6.36e-15
ADAMTS9-AS1	ENSG00000241158.5	0.065	7.060	-2.920	6.62e-52
ADAMTS9-AS2	ENSG00000241684.5	0.030	6.420	-2.849	7.80e-94
ADAMTSL1	ENSG00000178031.15	0.240	5.410	-2.370	3.42e-17
ADAMTSL3	ENSG00000156218.12	0.600	2.990	-1.318	4.12e-5
ADAMTSL4	ENSG00000143382.13	6.294	35.490	-2.323	4.64e-5
ADAMTSL5	ENSG00000185761.10	4.265	26.829	-2.402	5.62e-11
ADARB1	ENSG00000197381.15	2.675	12.930	-1.922	1.38e-12
ADCK3	ENSG00000163050.16	16.150	35.419	-1.086	2.31e-4
ADCY1	ENSG00000164742.14	0.420	1.930	-1.045	3.37e-6
ADCY10P1	ENSG00000161912.17	0.755	4.130	-1.547	8.35e-9
ADCY2	ENSG00000078295.15	0.110	6.990	-2.848	2.26e-18
ADCY3	ENSG00000138031.14	37.496	76.962	-1.018	2.33e-5
ADCY4	ENSG00000129467.13	2.100	43.779	-3.852	6.53e-43
ADCY5	ENSG00000173175.14	0.360	11.620	-3.214	8.22e-16
ADCY6	ENSG00000174233.11	10.825	34.801	-1.598	7.67e-6
ADCYAP1R1	ENSG00000078549.14	0.035	3.900	-2.243	5.10e-31
ADD1	ENSG00000087274.16	72.874	189.466	-1.366	1.36e-12
ADGRA2	ENSG00000020181.17	1.875	46.911	-4.059	5.51e-25
ADGRB1	ENSG00000181790.10	0.200	2.460	-1.528	9.27e-9
ADGRB3	ENSG00000135298.13	0.010	1.090	-1.049	3.24e-44
ADGRD1	ENSG00000111452.12	0.160	18.020	-4.035	5.31e-61
ADGRE5	ENSG00000123146.19	22.640	65.848	-1.500	1.23e-4
ADGRF1	ENSG00000153292.15	6.395	0.120	2.723	3.82e-3
ADGRF4	ENSG00000153294.11	5.650	0.140	2.544	1.30e-3
ADGRF5	ENSG00000069122.18	1.295	11.780	-2.477	1.04e-16
ADGRG1	ENSG00000205336.11	84.512	30.450	1.443	8.84e-6
ADGRG5	ENSG00000159618.15	1.720	0.190	1.193	2.78e-5
ADGRL1	ENSG00000072071.16	5.155	16.040	-1.469	7.36e-6
ADGRL3	ENSG00000150471.15	0.215	3.910	-2.015	3.90e-12
ADGRL4	ENSG00000162618.12	2.515	16.440	-2.311	7.15e-16
ADH1B	ENSG00000196616.12	0.030	58.610	-5.855	8.50e-58
ADHFE1	ENSG00000147576.15	2.750	11.280	-1.711	1.14e-13
ADIRF	ENSG00000148671.13	101.560	400.233	-1.968	2.18e-3
ADIRF-AS1	ENSG00000272734.1	3.700	23.400	-2.376	2.12e-8
ADK	ENSG00000156110.13	37.339	11.530	1.613	2.02e-7
ADM2	ENSG00000128165.8	1.570	0.080	1.251	6.40e-4
ADM5	ENSG00000224420.3	0.835	3.090	-1.156	4.85e-5
ADORA2B	ENSG00000170425.3	8.855	1.550	1.950	1.05e-6
ADPRM	ENSG00000170222.11	5.530	14.340	-1.232	1.22e-12
ADRA1D	ENSG00000171873.7	0.050	5.590	-2.650	5.72e-46
ADRA2A	ENSG00000150594.6	0.940	33.460	-4.151	4.64e-20
ADRA2C	ENSG00000184160.7	1.695	54.221	-4.357	7.09e-16
AEBP1	ENSG00000106624.8	50.815	492.608	-3.252	1.97e-7
AF186192.1	ENSG00000254533.1	0.000	1.360	-1.239	3.36e-28
AF186192.5	ENSG00000255085.8	0.050	1.210	-1.074	3.45e-13
AFAP1L1	ENSG00000157510.13	2.045	5.100	-1.002	3.18e-3
AFF1	ENSG00000172493.20	8.035	20.750	-1.267	1.73e-6
AFF3	ENSG00000144218.18	0.140	3.050	-1.829	1.20e-26
AGAP11	ENSG00000271880.1	0.265	8.360	-2.887	1.11e-34
AGAP3	ENSG00000133612.18	42.061	107.120	-1.328	2.30e-10
AGAP4	ENSG00000188234.13	5.510	15.540	-1.345	5.69e-10
AGAP5	ENSG00000172650.12	2.300	6.220	-1.129	1.90e-8
AGAP6	ENSG00000204149.9	7.580	22.079	-1.428	2.62e-7
AGAP9	ENSG00000204172.11	4.185	13.740	-1.507	4.99e-6
AGER	ENSG00000204305.13	4.160	11.610	-1.289	1.21e-7
AGFG2	ENSG00000106351.12	11.820	25.189	-1.031	3.15e-6
AGMAT	ENSG00000116771.5	1.555	0.210	1.078	4.34e-6
AGPAT4	ENSG00000026652.13	1.830	6.900	-1.481	9.58e-6
AGPAT9	ENSG00000138678.10	1.430	5.100	-1.328	3.26e-4
AGRN	ENSG00000188157.13	84.298	25.479	1.688	2.30e-9
AGT	ENSG00000135744.7	0.285	3.420	-1.782	5.83e-7
AGTR1	ENSG00000144891.17	0.050	3.010	-1.933	8.17e-42
AGTRAP	ENSG00000177674.15	94.385	39.270	1.244	1.30e-6
AHCYL2	ENSG00000158467.16	4.300	10.650	-1.136	9.71e-4
AHDC1	ENSG00000126705.13	8.530	20.110	-1.147	1.96e-4
AHI1	ENSG00000135541.20	6.115	23.710	-1.796	2.75e-9
AHNAK	ENSG00000124942.13	75.580	219.944	-1.529	1.52e-4
AHSA2	ENSG00000173209.22	20.500	61.048	-1.529	7.78e-8
AIM1	ENSG00000112297.14	16.151	1.630	2.705	4.61e-7
AIM1L	ENSG00000176092.13	22.650	0.230	4.265	3.24e-10
AIM2	ENSG00000163568.13	9.780	0.440	2.904	1.49e-4
AJ011932.1	ENSG00000274248.1	0.050	1.970	-1.500	1.49e-30
AJAP1	ENSG00000196581.10	0.070	1.380	-1.153	1.02e-5
AK4	ENSG00000162433.14	16.000	4.730	1.569	2.20e-3
AK4P1	ENSG00000263535.1	2.700	0.680	1.139	5.54e-3
AKAP12	ENSG00000131016.16	1.155	24.721	-3.577	1.58e-10
AKAP17A	ENSG00000197976.10	23.110	47.481	-1.008	1.63e-4
AKAP2	ENSG00000241978.9	4.160	25.080	-2.338	1.83e-8
AKAP6	ENSG00000151320.10	0.330	2.330	-1.324	1.07e-14
AKAP8L	ENSG00000011243.17	36.835	76.040	-1.026	2.35e-13
AKNA	ENSG00000106948.16	10.950	38.821	-1.737	8.04e-10
AKT3	ENSG00000117020.16	1.935	25.251	-3.161	4.95e-16
AL158801.1	ENSG00000279392.1	5.020	0.240	2.279	3.49e-13
AL442127.1	ENSG00000278371.2	0.000	44.470	-5.507	1.42e-7
AL450992.2	ENSG00000234614.1	6.060	0.420	2.314	1.35e-5
AL590762.11	ENSG00000213018.2	0.090	1.380	-1.127	7.15e-20
ALDH1A1	ENSG00000165092.12	10.755	117.140	-3.329	2.95e-4
ALDH1A2	ENSG00000128918.14	1.475	49.148	-4.341	4.85e-13
ALDH1L2	ENSG00000136010.13	0.465	3.000	-1.449	3.83e-4
ALDH3B2	ENSG00000132746.14	17.310	0.340	3.772	4.35e-5
ALG1L	ENSG00000189366.9	28.170	1.790	3.386	7.71e-10
ALG3	ENSG00000214160.9	64.480	27.179	1.216	1.73e-9
ALOX12-AS1	ENSG00000215067.9	2.845	9.010	-1.380	1.52e-13
ALYREF	ENSG00000183684.7	122.874	48.190	1.332	1.31e-10
AMIGO1	ENSG00000181754.6	1.275	3.570	-1.006	5.92e-5
AMIGO2	ENSG00000139211.6	4.665	14.060	-1.411	6.98e-3
AMMECR1	ENSG00000101935.9	8.005	2.550	1.343	7.46e-7
AMPD2	ENSG00000116337.15	16.450	52.319	-1.611	4.23e-11
AMPH	ENSG00000078053.16	0.230	6.170	-2.543	1.94e-24
AMT	ENSG00000145020.14	5.685	29.900	-2.209	2.51e-12
AMY2A	ENSG00000243480.7	0.000	1.240	-1.163	2.79e-42
AMY2B	ENSG00000240038.6	4.420	29.219	-2.479	7.20e-10
AMZ2P1	ENSG00000214174.8	4.120	17.730	-1.871	5.69e-7
ANAPC11	ENSG00000141552.17	213.782	91.303	1.218	5.04e-9
ANG	ENSG00000214274.9	7.900	43.609	-2.325	4.89e-8
ANGPT1	ENSG00000154188.9	0.240	3.010	-1.693	5.33e-15
ANGPT4	ENSG00000101280.7	0.010	2.350	-1.730	8.33e-54
ANGPTL1	ENSG00000116194.12	0.090	11.940	-3.569	6.01e-49
ANGPTL2	ENSG00000136859.9	6.840	46.759	-2.607	1.09e-10
ANK2	ENSG00000145362.16	0.415	12.720	-3.277	7.52e-33
ANKAR	ENSG00000151687.14	0.960	4.760	-1.555	1.14e-19
ANKDD1A	ENSG00000166839.16	1.790	6.610	-1.448	2.29e-11
ANKEF1	ENSG00000132623.15	3.280	0.560	1.456	1.97e-8
ANKMY1	ENSG00000144504.15	4.945	11.650	-1.089	1.41e-4
ANKRA2	ENSG00000164331.9	10.520	24.480	-1.145	1.32e-7
ANKRD10	ENSG00000088448.14	41.200	129.229	-1.626	9.45e-5
ANKRD10-IT1	ENSG00000229152.2	2.500	14.550	-2.151	3.43e-6
ANKRD13B	ENSG00000198720.12	4.015	15.540	-1.722	6.48e-5
ANKRD18A	ENSG00000180071.18	1.950	0.080	1.450	7.77e-3
ANKRD18B	ENSG00000230453.9	2.220	0.010	1.673	6.36e-3
ANKRD22	ENSG00000152766.5	12.730	0.270	3.434	1.03e-7
ANKRD23	ENSG00000163126.14	1.235	4.890	-1.398	3.36e-18
ANKRD29	ENSG00000154065.16	4.715	16.910	-1.648	7.30e-4
ANKRD35	ENSG00000198483.12	2.175	8.550	-1.589	1.83e-3
ANKRD36B	ENSG00000196912.12	2.940	9.870	-1.464	1.39e-8
ANKRD40	ENSG00000154945.6	11.415	24.180	-1.020	4.76e-5
ANKRD42	ENSG00000137494.13	2.975	7.310	-1.064	2.59e-5
ANKRD44	ENSG00000065413.16	2.075	8.480	-1.624	6.25e-7
ANKRD53	ENSG00000144031.11	0.200	3.210	-1.811	9.27e-33
ANKRD6	ENSG00000135299.16	3.130	8.070	-1.135	2.52e-4
ANKS1B	ENSG00000185046.18	0.470	2.540	-1.268	2.04e-4
ANKS3	ENSG00000168096.14	9.895	25.010	-1.255	9.63e-11
ANKZF1	ENSG00000163516.13	23.031	57.591	-1.286	2.79e-7
ANLN	ENSG00000011426.10	28.500	0.440	4.357	5.38e-35
ANO2	ENSG00000047617.14	0.330	3.810	-1.855	2.51e-28
ANO4	ENSG00000151572.16	0.130	1.400	-1.087	1.56e-10
ANO9	ENSG00000185101.12	15.480	1.670	2.626	7.03e-8
ANTXR1	ENSG00000169604.19	14.455	54.390	-1.842	1.70e-4
ANTXR2	ENSG00000163297.16	5.950	68.180	-3.315	4.52e-13
ANXA1	ENSG00000135046.13	648.426	158.319	2.027	4.81e-3
ANXA2	ENSG00000182718.16	1612.070	640.120	1.331	3.29e-7
ANXA2P2	ENSG00000231991.4	31.010	4.830	2.457	4.27e-10
ANXA3	ENSG00000138772.12	52.014	6.510	2.819	1.28e-6
ANXA6	ENSG00000197043.13	28.879	190.084	-2.677	2.04e-10
ANXA8	ENSG00000265190.6	153.585	0.370	6.818	5.42e-6
ANXA8L1	ENSG00000264230.7	94.431	0.410	6.081	4.53e-5
AOC3	ENSG00000131471.6	1.420	34.789	-3.886	2.40e-25
AOC4P	ENSG00000260105.6	0.020	1.290	-1.167	1.04e-23
AOX1	ENSG00000138356.13	0.400	15.960	-3.599	4.74e-32
AP000251.3	ENSG00000237594.2	2.180	0.000	1.669	5.29e-10
AP000347.2	ENSG00000272578.5	0.905	4.090	-1.418	9.28e-9
AP000349.2	ENSG00000280178.1	14.155	0.000	3.922	9.82e-8
AP000442.1	ENSG00000255139.1	0.820	3.520	-1.312	2.31e-9
AP000473.5	ENSG00000228798.1	0.315	8.400	-2.838	2.99e-17
AP000473.8	ENSG00000270093.1	0.090	2.900	-1.839	4.82e-24
AP000695.4	ENSG00000233818.1	1.090	0.000	1.064	2.65e-6
AP000892.6	ENSG00000280143.1	1.920	35.111	-3.628	3.80e-21
AP001046.5	ENSG00000237989.1	2.050	0.380	1.144	2.25e-3
AP001062.7	ENSG00000184441.4	0.740	3.470	-1.361	7.73e-12
AP001189.4	ENSG00000236304.1	0.030	1.680	-1.380	8.51e-41
AP001347.6	ENSG00000224905.6	0.615	3.230	-1.389	5.57e-8
AP1M2	ENSG00000129354.11	62.154	1.180	4.856	1.07e-29
AP1S1	ENSG00000106367.13	59.661	27.680	1.081	1.07e-7
AP1S2	ENSG00000182287.13	10.290	23.900	-1.141	7.68e-4
AP1S3	ENSG00000152056.16	3.730	0.390	1.767	1.09e-6
AP2A2	ENSG00000183020.13	22.825	57.472	-1.295	3.67e-7
AP2S1	ENSG00000042753.11	204.775	80.392	1.338	5.21e-13
APBA1	ENSG00000107282.7	0.710	3.100	-1.262	5.09e-10
APBB1	ENSG00000166313.18	3.790	67.639	-3.841	1.39e-19
APBB2	ENSG00000163697.16	4.700	21.130	-1.957	1.22e-8
APBB3	ENSG00000113108.17	10.010	43.419	-2.012	2.02e-12
APCDD1	ENSG00000154856.12	14.080	56.410	-1.929	1.75e-5
APEX2	ENSG00000169188.4	21.974	8.980	1.203	1.36e-12
APH1B	ENSG00000138613.13	3.070	8.000	-1.145	3.79e-8
APITD1	ENSG00000175279.21	27.765	10.320	1.345	4.27e-11
APITD1-CORT	ENSG00000251503.7	2.705	0.760	1.074	8.02e-6
APOBEC3A	ENSG00000128383.12	4.699	0.370	2.056	7.38e-3
APOBEC3B	ENSG00000179750.15	31.490	0.300	4.643	1.46e-15
APOBR	ENSG00000184730.10	3.455	0.850	1.268	1.17e-5
APOC1	ENSG00000130208.9	115.044	20.659	2.422	1.27e-5
APOC2	ENSG00000234906.8	4.790	0.410	2.038	3.83e-4
APOC4-APOC2	ENSG00000224916.8	5.749	0.310	2.365	2.29e-4
APOD	ENSG00000189058.8	3.680	525.227	-6.813	8.80e-24
APOL1	ENSG00000100342.20	144.366	33.011	2.096	5.61e-5
APOL6	ENSG00000221963.5	9.475	4.210	1.008	1.28e-3
APOLD1	ENSG00000178878.12	2.485	20.639	-2.634	1.38e-17
APOO	ENSG00000184831.13	30.865	11.580	1.341	1.24e-13
APPL2	ENSG00000136044.11	19.130	39.659	-1.014	7.50e-4
AQP1	ENSG00000240583.10	15.000	221.981	-3.801	5.47e-22
AQP3	ENSG00000165272.14	329.445	6.160	5.528	2.31e-5
AQP7	ENSG00000165269.12	0.170	2.280	-1.487	1.95e-4
AR	ENSG00000169083.15	0.230	18.539	-3.990	2.02e-26
ARAP1-AS1	ENSG00000256007.1	12.495	0.000	3.754	1.14e-4
ARAP3	ENSG00000120318.15	7.780	21.230	-1.340	9.93e-5
ARF6	ENSG00000165527.6	68.771	23.240	1.525	9.17e-10
ARGLU1	ENSG00000134884.13	61.409	149.447	-1.269	1.63e-6
ARHGAP10	ENSG00000071205.11	7.495	28.809	-1.811	5.39e-11
ARHGAP11A	ENSG00000198826.10	10.900	0.650	2.850	9.76e-20
ARHGAP11B	ENSG00000187951.10	6.145	0.900	1.911	2.14e-11
ARHGAP20	ENSG00000137727.12	0.110	2.660	-1.721	9.74e-32
ARHGAP21	ENSG00000107863.16	16.705	34.840	-1.017	5.48e-3
ARHGAP28	ENSG00000088756.12	0.340	3.990	-1.897	3.68e-11
ARHGAP29	ENSG00000137962.12	2.180	9.600	-1.737	2.09e-3
ARHGAP31	ENSG00000031081.10	1.080	5.530	-1.650	1.55e-13
ARHGAP33	ENSG00000004777.18	7.350	28.889	-1.840	1.60e-4
ARHGAP4	ENSG00000089820.15	54.949	19.580	1.443	8.48e-3
ARHGAP44	ENSG00000006740.16	0.645	6.370	-2.164	1.85e-6
ARHGAP6	ENSG00000047648.21	0.270	10.890	-3.227	1.36e-39
ARHGAP8	ENSG00000241484.9	14.825	1.770	2.514	1.39e-8
ARHGEF10	ENSG00000104728.15	5.190	17.520	-1.581	2.19e-8
