Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC007326.1	ENSG00000279560.1	1.585	6.300	-1.498	4.91e-27
AC007405.6	ENSG00000239467.5	6.925	1.665	1.572	2.12e-37
AC007566.10	ENSG00000244055.1	1.095	5.825	-1.704	1.19e-63
AC007796.1	ENSG00000267662.1	0.000	1.520	-1.333	5.82e-167
AC008746.12	ENSG00000267838.2	0.640	4.845	-1.833	4.59e-88
AC008746.5	ENSG00000235681.1	0.830	3.825	-1.399	1.05e-30
AC008992.1	ENSG00000267636.1	0.000	5.310	-2.658	3.15e-174
AC009120.3	ENSG00000239763.2	0.925	3.695	-1.286	3.05e-38
AC009120.6	ENSG00000259972.2	3.490	21.485	-2.324	8.55e-78
AC009237.8	ENSG00000229689.3	2.945	0.620	1.284	3.27e-34
AC009336.19	ENSG00000278500.1	0.950	3.260	-1.127	5.89e-15
AC009501.4	ENSG00000231609.5	0.230	4.295	-2.106	7.48e-165
AC009950.2	ENSG00000225963.7	0.710	2.864	-1.176	1.44e-37
AC010226.4	ENSG00000249249.1	1.170	6.245	-1.739	3.93e-76
AC010761.8	ENSG00000264577.1	1.460	4.189	-1.077	5.76e-42
AC010894.3	ENSG00000226853.2	4.280	1.230	1.244	4.59e-31
AC010976.2	ENSG00000231731.7	0.635	3.300	-1.395	4.30e-73
AC011290.5	ENSG00000236015.1	0.590	4.604	-1.818	1.23e-94
AC011558.5	ENSG00000279753.1	18.900	64.666	-1.722	7.86e-12
AC012123.1	ENSG00000228835.1	2.375	0.000	1.755	2.56e-54
AC012360.6	ENSG00000238273.3	0.150	10.240	-3.289	7.32e-174
AC012531.25	ENSG00000260597.1	0.030	2.670	-1.833	2.72e-169
AC015849.19	ENSG00000270871.1	0.290	2.805	-1.561	4.75e-103
AC016747.3	ENSG00000212978.6	8.860	2.280	1.588	2.19e-29
AC016995.3	ENSG00000231367.5	0.630	2.450	-1.082	3.06e-30
AC017104.6	ENSG00000224376.1	0.955	5.865	-1.812	9.91e-70
AC017116.11	ENSG00000239775.1	0.340	1.875	-1.101	6.15e-32
AC018462.3	ENSG00000242735.1	0.250	1.925	-1.226	9.40e-55
AC018766.4	ENSG00000267896.1	1.625	15.400	-2.643	8.56e-100
AC019117.1	ENSG00000236318.1	2.610	0.000	1.852	3.53e-21
AC019181.3	ENSG00000224331.2	0.000	1.390	-1.257	4.92e-81
AC021224.1	ENSG00000262477.1	0.805	5.379	-1.821	2.09e-89
AC022098.2	ENSG00000281044.1	1.480	0.000	1.310	2.12e-6
AC024560.3	ENSG00000214135.8	11.950	38.485	-1.608	3.41e-34
AC024592.12	ENSG00000267740.5	3.470	1.020	1.146	4.43e-32
AC025165.8	ENSG00000224713.4	0.170	7.135	-2.798	5.76e-191
AC025171.1	ENSG00000215068.7	0.490	2.385	-1.184	4.67e-49
AC026150.8	ENSG00000260693.1	0.550	5.145	-1.987	8.23e-109
AC034220.3	ENSG00000233006.6	1.935	13.140	-2.268	2.64e-95
AC064875.2	ENSG00000225649.5	0.040	2.170	-1.608	8.21e-168
AC068134.10	ENSG00000251485.1	0.995	4.884	-1.560	2.35e-54
AC068587.2	ENSG00000238460.1	0.000	5.279	-2.650	3.60e-25
AC074212.5	ENSG00000259605.3	5.240	18.405	-1.637	1.44e-25
AC074212.6	ENSG00000267395.5	5.275	11.675	-1.014	3.40e-11
AC079630.4	ENSG00000225342.2	0.070	1.155	-1.010	6.54e-85
AC079779.4	ENSG00000228643.1	0.015	2.160	-1.638	4.84e-141
AC079781.7	ENSG00000232032.1	0.000	5.649	-2.733	2.70e-50
AC083843.1	ENSG00000259820.1	0.650	4.875	-1.832	4.76e-72
AC091801.1	ENSG00000217455.8	0.040	1.375	-1.191	2.73e-26
AC092155.4	ENSG00000226622.5	0.000	3.325	-2.113	6.03e-182
AC093110.3	ENSG00000238018.2	0.450	6.550	-2.380	3.45e-115
AC093495.4	ENSG00000228242.6	2.270	12.060	-1.998	4.02e-60
AC093627.10	ENSG00000240859.1	4.375	1.065	1.380	5.03e-27
AC093642.1	ENSG00000280119.1	0.020	3.350	-2.092	2.77e-183
AC093642.3	ENSG00000237940.3	0.395	7.435	-2.596	9.22e-111
AC093838.4	ENSG00000152117.17	5.750	33.714	-2.363	5.69e-77
AC096772.6	ENSG00000244567.1	2.350	6.190	-1.102	1.73e-42
AC104654.2	ENSG00000234362.5	0.160	3.165	-1.844	2.83e-116
AC104667.3	ENSG00000234949.2	1.450	0.050	1.222	2.29e-41
AC106786.1	ENSG00000223652.2	0.270	1.600	-1.034	7.34e-34
AC108488.4	ENSG00000242282.6	1.855	12.404	-2.231	1.51e-84
AC113188.2	ENSG00000279535.1	3.290	0.600	1.423	4.04e-24
AC114730.11	ENSG00000235351.1	0.280	5.990	-2.449	1.92e-117
AC116366.6	ENSG00000234290.2	0.505	2.990	-1.407	1.62e-62
AC124789.1	ENSG00000276170.4	4.700	0.495	1.931	2.93e-29
AC125232.1	ENSG00000231259.4	5.335	12.405	-1.081	1.25e-24
AC131056.3	ENSG00000274767.1	0.190	1.425	-1.027	9.15e-33
AC131097.4	ENSG00000216921.7	0.040	1.185	-1.071	5.98e-103
AC132008.1	ENSG00000213519.2	0.000	1.480	-1.310	5.87e-91
AC132217.4	ENSG00000240801.1	9.825	62.968	-2.563	3.53e-7
AC133528.2	ENSG00000228989.1	4.990	12.765	-1.200	1.30e-34
AC137695.1	ENSG00000280727.1	3.085	0.000	2.030	8.84e-5
AC137932.4	ENSG00000268218.1	0.170	2.509	-1.585	5.58e-167
AC137932.5	ENSG00000260279.2	0.275	2.370	-1.402	3.17e-82
AC137934.1	ENSG00000260923.5	1.495	4.375	-1.107	5.36e-17
AC138035.2	ENSG00000238035.8	3.415	16.340	-1.974	2.88e-41
AC139100.4	ENSG00000278000.1	0.420	2.045	-1.101	3.95e-45
AC145124.2	ENSG00000255495.1	1.140	6.785	-1.863	9.97e-53
AC156455.1	ENSG00000256546.1	3.375	13.960	-1.774	2.81e-26
AC159540.1	ENSG00000230606.10	9.010	52.376	-2.415	3.22e-42
AC159540.2	ENSG00000278766.2	0.280	1.810	-1.134	1.88e-32
AC234582.1	ENSG00000279487.1	102.928	0.990	5.707	5.54e-90
AC239868.2	ENSG00000280874.1	25.114	2.580	2.867	1.14e-13
AC239868.3	ENSG00000281134.1	25.114	2.580	2.867	1.14e-13
AC241585.2	ENSG00000281571.1	12.725	2.625	1.921	8.59e-55
AC245100.1	ENSG00000280649.1	13.810	2.400	2.123	6.83e-67
ACACB	ENSG00000076555.15	2.735	22.875	-2.676	6.18e-87
ACAD11	ENSG00000240303.7	3.835	37.627	-2.998	3.16e-132
ACAD8	ENSG00000151498.11	9.665	23.000	-1.170	8.10e-33
ACADL	ENSG00000115361.7	0.080	17.344	-4.086	1.09e-259
ACADSB	ENSG00000196177.12	3.185	12.970	-1.739	2.93e-62
ACADVL	ENSG00000072778.19	117.628	665.640	-2.490	2.90e-81
ACAP3	ENSG00000131584.18	9.085	67.216	-2.758	1.41e-80
ACAT1	ENSG00000075239.13	23.055	58.695	-1.311	1.71e-40
ACBD4	ENSG00000181513.14	7.785	28.859	-1.765	7.73e-67
ACBD7	ENSG00000176244.6	1.930	0.140	1.362	1.54e-32
ACCS	ENSG00000110455.13	6.255	37.791	-2.419	3.52e-65
ACD	ENSG00000102977.13	17.290	41.894	-1.230	2.54e-38
ACE	ENSG00000159640.14	8.540	2.485	1.453	1.18e-30
ACHE	ENSG00000087085.13	0.480	4.845	-1.982	2.42e-58
ACIN1	ENSG00000100813.14	52.070	149.857	-1.507	8.66e-43
ACKR1	ENSG00000213088.9	1.760	10.883	-2.106	3.53e-30
ACKR2	ENSG00000144648.14	1.665	0.265	1.075	7.84e-17
ACOT13	ENSG00000112304.10	20.880	6.765	1.495	7.13e-46
ACOT4	ENSG00000177465.4	2.080	0.350	1.190	2.98e-32
ACOX2	ENSG00000168306.12	4.535	27.269	-2.353	8.95e-59
ACOX3	ENSG00000087008.15	4.565	11.059	-1.116	2.33e-29
ACP2	ENSG00000134575.9	30.384	13.514	1.113	9.47e-29
ACPP	ENSG00000014257.15	3.820	0.865	1.370	5.19e-18
ACRC	ENSG00000147174.11	0.440	2.135	-1.122	2.66e-38
ACSF2	ENSG00000167107.12	23.164	50.674	-1.097	1.72e-18
ACSM1	ENSG00000166743.9	0.200	3.040	-1.751	9.17e-138
ACSM3	ENSG00000005187.11	11.015	215.814	-4.174	1.31e-104
ACSS1	ENSG00000154930.14	8.265	26.505	-1.570	5.02e-30
ACSS3	ENSG00000111058.7	3.410	16.325	-1.974	1.57e-46
ACTA1	ENSG00000143632.14	0.090	2.670	-1.751	9.43e-58
ACTA2	ENSG00000107796.12	95.570	439.539	-2.190	1.66e-23
ACTA2-AS1	ENSG00000180139.11	0.885	13.314	-2.925	1.55e-65
ACTG1P3	ENSG00000215388.3	0.180	1.610	-1.145	1.71e-84
ACTG2	ENSG00000163017.13	6.130	17.095	-1.344	2.86e-9
ACTN2	ENSG00000077522.12	0.120	2.590	-1.680	3.74e-66
ACTN4	ENSG00000130402.11	319.151	128.854	1.302	4.67e-18
ACTR3	ENSG00000115091.11	86.383	30.271	1.483	2.99e-27
ACTR3C	ENSG00000106526.10	5.585	1.325	1.502	2.52e-40
ACTR5	ENSG00000101442.9	3.570	8.970	-1.125	6.14e-47
ACVR1C	ENSG00000123612.15	0.110	1.340	-1.076	1.19e-67
ACY1	ENSG00000243989.7	37.019	12.850	1.457	9.13e-36
ACY3	ENSG00000132744.7	1.325	0.085	1.100	1.70e-17
AD000092.3	ENSG00000240616.1	0.330	2.145	-1.242	9.03e-57
AD000684.2	ENSG00000268947.1	0.475	2.545	-1.265	9.98e-52
ADA	ENSG00000196839.12	7.800	3.255	1.048	1.96e-21
ADAM11	ENSG00000073670.13	0.350	2.000	-1.152	2.91e-40
ADAM12	ENSG00000148848.14	1.545	5.629	-1.381	2.63e-7
ADAM22	ENSG00000008277.14	0.355	2.125	-1.205	2.00e-56
ADAM23	ENSG00000114948.12	0.265	1.755	-1.123	3.97e-39
ADAM28	ENSG00000042980.12	5.385	2.105	1.040	1.13e-10
ADAM33	ENSG00000149451.17	1.650	75.727	-4.856	5.69e-108
ADAMDEC1	ENSG00000134028.14	1.275	0.050	1.115	4.25e-16
ADAMTS1	ENSG00000154734.14	16.400	375.898	-4.437	2.13e-90
ADAMTS10	ENSG00000142303.13	2.240	36.339	-3.527	1.69e-93
ADAMTS13	ENSG00000160323.18	1.670	6.270	-1.445	5.28e-41
ADAMTS15	ENSG00000166106.3	3.165	0.910	1.125	9.66e-10
ADAMTS16	ENSG00000145536.15	0.245	10.430	-3.199	4.24e-64
ADAMTS2	ENSG00000087116.13	2.875	9.555	-1.446	4.46e-14
ADAMTS3	ENSG00000156140.8	0.390	1.835	-1.028	1.65e-29
ADAMTS4	ENSG00000158859.9	0.925	37.944	-4.338	3.52e-102
ADAMTS5	ENSG00000154736.5	0.490	8.765	-2.712	2.94e-92
ADAMTS7	ENSG00000136378.14	1.570	7.200	-1.674	1.13e-28
ADAMTS9	ENSG00000163638.13	4.315	14.665	-1.559	1.09e-15
ADAMTS9-AS1	ENSG00000241158.5	0.500	34.265	-4.555	9.57e-159
ADAMTS9-AS2	ENSG00000241684.5	0.200	12.910	-3.535	1.10e-225
ADAMTSL1	ENSG00000178031.15	0.680	2.445	-1.036	1.41e-22
ADAMTSL4	ENSG00000143382.13	4.255	33.343	-2.708	7.69e-82
ADAP1	ENSG00000105963.13	9.735	1.635	2.026	8.42e-49
ADAP2	ENSG00000184060.10	4.875	1.835	1.051	3.51e-15
ADAT2	ENSG00000189007.15	1.970	7.030	-1.435	9.15e-48
ADCK3	ENSG00000163050.16	22.045	68.761	-1.598	6.19e-49
ADCY10P1	ENSG00000161912.17	0.450	7.330	-2.522	1.91e-108
ADCY2	ENSG00000078295.15	0.130	6.385	-2.708	5.97e-91
ADCY3	ENSG00000138031.14	17.890	89.390	-2.258	3.27e-61
ADCY4	ENSG00000129467.13	2.030	14.904	-2.392	2.80e-49
ADCY5	ENSG00000173175.14	3.320	15.100	-1.898	5.25e-35
ADCY6	ENSG00000174233.11	6.070	45.282	-2.711	5.29e-79
ADCY7	ENSG00000121281.12	3.760	18.049	-2.001	1.12e-46
ADCY9	ENSG00000162104.9	2.915	10.600	-1.567	1.77e-45
ADD1	ENSG00000087274.16	70.607	200.352	-1.492	3.55e-50
ADD2	ENSG00000075340.22	3.325	0.220	1.826	6.18e-29
ADGRA2	ENSG00000020181.17	4.155	36.865	-2.877	9.00e-65
ADGRB1	ENSG00000181790.10	0.435	3.215	-1.554	9.25e-17
ADGRD1	ENSG00000111452.12	0.540	17.734	-3.605	2.06e-107
ADGRF1	ENSG00000153292.15	1.645	0.010	1.389	2.61e-27
ADGRF5	ENSG00000069122.18	1.860	5.105	-1.094	1.70e-22
ADGRG1	ENSG00000205336.11	80.170	4.809	3.804	2.89e-83
ADGRG2	ENSG00000173698.17	4.800	0.110	2.385	1.66e-28
ADH1B	ENSG00000196616.12	0.210	83.372	-6.124	1.95e-96
ADH1C	ENSG00000248144.5	0.170	3.445	-1.926	1.73e-68
ADH5	ENSG00000197894.10	49.695	102.004	-1.023	4.68e-25
ADHFE1	ENSG00000147576.15	2.995	51.085	-3.705	4.58e-120
ADIPOR1	ENSG00000159346.12	88.535	42.574	1.039	5.13e-23
ADIRF	ENSG00000148671.13	73.904	286.888	-1.942	6.87e-16
ADIRF-AS1	ENSG00000272734.1	3.525	27.790	-2.670	7.57e-63
ADM	ENSG00000148926.9	8.610	19.710	-1.108	7.94e-9
ADM2	ENSG00000128165.8	1.150	0.020	1.076	1.94e-33
ADORA1	ENSG00000163485.15	3.690	0.190	1.979	7.35e-43
ADORA2A	ENSG00000128271.19	1.010	3.325	-1.106	8.27e-46
ADPRHL1	ENSG00000153531.12	4.850	1.580	1.181	1.28e-25
ADPRM	ENSG00000170222.11	3.820	15.080	-1.738	6.14e-98
ADRA2A	ENSG00000150594.6	2.055	17.480	-2.597	6.22e-37
ADRA2C	ENSG00000184160.7	16.255	2.065	2.493	4.53e-28
ADRB3	ENSG00000188778.4	0.030	13.395	-3.805	3.32e-231
AEBP1	ENSG00000106624.8	54.924	347.627	-2.640	6.02e-30
AF011889.2	ENSG00000238039.1	0.590	5.540	-2.040	1.41e-64
AFAP1-AS1	ENSG00000272620.1	0.240	2.420	-1.464	2.49e-5
AFF1	ENSG00000172493.20	5.790	25.385	-1.958	5.92e-62
AFF3	ENSG00000144218.18	0.300	6.405	-2.510	2.16e-101
AFF4	ENSG00000072364.12	9.385	22.870	-1.201	2.37e-29
AFG3L1P	ENSG00000223959.8	4.580	24.520	-2.193	8.85e-78
AGAP1	ENSG00000157985.17	10.380	3.865	1.226	4.25e-25
AGAP11	ENSG00000271880.1	0.200	7.555	-2.834	1.01e-161
AGAP3	ENSG00000133612.18	43.596	107.862	-1.288	4.46e-28
AGAP4	ENSG00000188234.13	5.905	19.760	-1.588	1.83e-45
AGAP5	ENSG00000172650.12	1.805	7.900	-1.666	2.40e-60
AGAP6	ENSG00000204149.9	5.230	21.760	-1.869	3.51e-61
AGAP9	ENSG00000204172.11	2.530	17.735	-2.408	2.06e-77
AGBL3	ENSG00000146856.14	1.460	4.935	-1.271	1.43e-51
AGER	ENSG00000204305.13	4.555	14.215	-1.454	1.82e-31
AGFG2	ENSG00000106351.12	19.640	55.134	-1.443	2.84e-32
AGO4	ENSG00000134698.10	3.500	8.595	-1.092	3.71e-24
AGPAT2	ENSG00000169692.12	47.644	18.230	1.339	7.49e-31
AGPAT4	ENSG00000026652.13	1.970	7.195	-1.464	1.91e-42
AGPAT9	ENSG00000138678.10	0.615	15.394	-3.344	1.71e-151
AGR2	ENSG00000106541.11	3.895	0.220	2.004	2.18e-21
AGR3	ENSG00000173467.8	3.050	0.000	2.018	3.96e-22
AGRN	ENSG00000188157.13	119.556	9.305	3.548	3.27e-90
AGT	ENSG00000135744.7	0.440	2.240	-1.170	8.02e-13
AGTR1	ENSG00000144891.17	0.160	2.060	-1.399	5.88e-56
AGTRAP	ENSG00000177674.15	71.135	31.665	1.143	1.20e-28
AHCTF1	ENSG00000153207.14	9.950	24.435	-1.216	4.48e-31
AHI1	ENSG00000135541.20	3.715	21.274	-2.240	8.13e-96
AHNAK	ENSG00000124942.13	48.289	117.441	-1.265	1.45e-19
AHNAK2	ENSG00000185567.6	13.540	1.660	2.451	1.77e-26
AHSA2	ENSG00000173209.22	14.660	99.174	-2.677	1.23e-67
AIF1	ENSG00000204472.12	30.669	8.626	1.718	5.17e-23
AIF1L	ENSG00000126878.12	32.565	3.788	2.810	1.62e-57
AIFM1	ENSG00000156709.13	42.324	12.300	1.704	2.69e-45
AIM1L	ENSG00000176092.13	2.380	0.140	1.568	2.36e-46
AIMP2	ENSG00000106305.9	28.630	7.415	1.816	2.50e-65
AJ011932.1	ENSG00000274248.1	0.070	1.425	-1.180	1.11e-72
AJAP1	ENSG00000196581.10	0.390	2.888	-1.484	5.95e-9
AK1	ENSG00000106992.17	44.430	113.838	-1.338	2.32e-25
AK4	ENSG00000162433.14	16.785	2.315	2.424	4.77e-37
AKAP11	ENSG00000023516.8	3.100	9.780	-1.395	1.66e-53
AKAP12	ENSG00000131016.16	5.035	70.977	-3.576	9.19e-74
AKAP13	ENSG00000170776.19	11.290	40.405	-1.752	1.28e-56
AKAP17A	ENSG00000197976.10	12.330	79.873	-2.601	1.20e-88
AKAP6	ENSG00000151320.10	0.510	2.435	-1.186	3.69e-32
AKAP7	ENSG00000118507.15	2.730	9.465	-1.488	1.02e-47
AKAP8	ENSG00000105127.8	10.300	22.660	-1.066	1.54e-26
AKAP8L	ENSG00000011243.17	44.430	99.081	-1.139	3.76e-24
AKAP9	ENSG00000127914.16	12.240	36.175	-1.489	1.45e-53
AKNA	ENSG00000106948.16	7.200	26.521	-1.747	2.08e-51
AKR1C1	ENSG00000187134.12	1.450	18.954	-3.026	2.14e-87
AKR1C2	ENSG00000151632.16	0.835	10.374	-2.632	3.86e-54
AKR1C3	ENSG00000196139.11	5.680	15.529	-1.307	3.49e-10
AKT3	ENSG00000117020.16	1.800	27.455	-3.345	5.57e-86
AKTIP	ENSG00000166971.16	11.485	30.380	-1.330	2.60e-53
AL035610.1	ENSG00000232079.6	1.545	0.045	1.284	2.09e-14
AL109927.1	ENSG00000278868.1	6.230	0.300	2.475	1.94e-9
AL132709.8	ENSG00000232018.4	0.000	2.485	-1.801	8.82e-152
AL157871.2	ENSG00000259052.1	0.595	2.550	-1.154	2.55e-15
AL161668.5	ENSG00000258604.1	0.060	1.190	-1.047	1.98e-59
AL162151.3	ENSG00000234648.1	0.000	911.942	-9.834	2.82e-254
AL442127.1	ENSG00000278371.2	0.000	39.903	-5.354	1.29e-62
AL590762.11	ENSG00000213018.2	0.170	1.630	-1.169	1.82e-84
AL928654.7	ENSG00000257341.5	1.510	0.180	1.089	7.57e-18
ALAD	ENSG00000148218.15	13.895	35.244	-1.283	2.50e-39
ALAS1	ENSG00000023330.14	33.039	14.990	1.090	2.38e-34
ALB	ENSG00000163631.16	0.240	2.195	-1.365	2.35e-50
ALDH18A1	ENSG00000059573.8	34.911	14.334	1.228	3.49e-33
ALDH1A1	ENSG00000165092.12	7.565	133.648	-3.975	1.19e-91
ALDH1A2	ENSG00000128918.14	1.275	11.505	-2.459	1.01e-19
ALDH1L1	ENSG00000144908.13	0.740	44.557	-4.711	1.37e-121
ALDH1L1-AS2	ENSG00000246022.2	0.010	2.510	-1.797	2.84e-127
ALDH2	ENSG00000111275.12	33.835	104.603	-1.600	3.31e-30
ALDH3A1	ENSG00000108602.17	2.105	0.505	1.045	7.87e-15
ALDH3B1	ENSG00000006534.15	16.500	3.425	1.984	2.95e-35
ALDH3B2	ENSG00000132746.14	20.485	0.055	4.348	5.23e-69
ALDH6A1	ENSG00000119711.12	7.410	18.185	-1.190	4.47e-26
ALDH9A1	ENSG00000143149.12	22.340	47.515	-1.056	1.83e-28
ALDOC	ENSG00000109107.13	8.805	37.085	-1.958	3.10e-35
ALG3	ENSG00000214160.9	105.737	23.322	2.134	1.47e-79
ALMS1	ENSG00000116127.17	5.555	19.055	-1.613	5.50e-58
ALMS1-IT1	ENSG00000230002.2	0.245	1.550	-1.034	4.61e-63
ALMS1P	ENSG00000163016.9	0.140	1.965	-1.379	8.61e-110
ALOX12P2	ENSG00000262943.7	4.220	0.550	1.752	3.82e-31
ALOX5	ENSG00000012779.10	10.295	4.160	1.130	1.04e-11
ALOX5AP	ENSG00000132965.9	26.616	9.095	1.452	6.37e-11
ALPK1	ENSG00000073331.17	4.640	11.225	-1.116	6.35e-36
ALPL	ENSG00000162551.13	38.134	2.385	3.531	8.38e-45
ALPP	ENSG00000163283.6	1.410	0.155	1.061	1.03e-11
AMHR2	ENSG00000135409.10	0.240	37.395	-4.953	3.43e-126
AMIGO1	ENSG00000181754.6	1.830	5.659	-1.235	1.06e-37
AMIGO2	ENSG00000139211.6	3.025	22.748	-2.561	4.93e-57
AMN	ENSG00000166126.10	5.665	0.455	2.196	1.20e-46
AMOT	ENSG00000126016.13	8.650	2.735	1.369	5.29e-15
AMPD2	ENSG00000116337.15	24.435	63.445	-1.341	4.70e-32
AMT	ENSG00000145020.14	4.835	83.005	-3.848	2.75e-92
AMY1B	ENSG00000174876.16	1.305	0.000	1.205	2.69e-13
AMY1C	ENSG00000187733.6	2.390	0.000	1.761	7.28e-18
AMY2A	ENSG00000243480.7	0.030	1.360	-1.196	1.09e-82
AMY2B	ENSG00000240038.6	4.605	45.107	-3.040	1.39e-60
AMZ2P1	ENSG00000214174.8	3.735	20.035	-2.151	3.19e-96
ANAPC2	ENSG00000176248.8	17.695	61.483	-1.741	5.26e-46
ANAPC4	ENSG00000053900.10	8.100	34.645	-1.970	1.40e-79
ANG	ENSG00000214274.9	4.035	59.515	-3.587	8.96e-120
