Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AGAP9	ENSG00000204172.11	3.650	10.110	-1.257	5.23e-19
AGER	ENSG00000204305.13	1.850	5.450	-1.178	9.98e-34
AGFG1	ENSG00000173744.17	43.674	19.100	1.152	7.11e-40
AGGF1	ENSG00000164252.12	10.630	4.730	1.021	4.95e-48
AGMAT	ENSG00000116771.5	9.180	0.190	3.097	7.51e-92
AGO1	ENSG00000092847.10	9.290	3.050	1.345	6.95e-45
AGO2	ENSG00000123908.11	13.245	4.160	1.465	6.63e-45
AGO3	ENSG00000126070.18	6.225	2.150	1.198	1.65e-47
AGPAT2	ENSG00000169692.12	96.864	31.939	1.571	2.17e-37
AGPAT5	ENSG00000155189.11	12.495	4.550	1.282	1.49e-44
AGPS	ENSG00000018510.12	10.250	3.010	1.488	2.87e-80
AGR2	ENSG00000106541.11	976.854	231.167	2.074	7.54e-24
AGR3	ENSG00000173467.8	75.285	6.700	3.308	7.26e-29
AGRN	ENSG00000188157.13	60.170	14.900	1.944	9.59e-64
AGT	ENSG00000135744.7	14.485	2.450	2.166	3.54e-33
AHCY	ENSG00000101444.12	114.463	48.130	1.233	1.44e-48
AHR	ENSG00000106546.12	42.654	8.710	2.169	3.61e-75
AHSA2	ENSG00000173209.22	13.880	47.851	-1.715	9.22e-26
AIDA	ENSG00000186063.12	33.375	13.510	1.244	5.85e-34
AIF1	ENSG00000204472.12	35.094	11.270	1.557	1.03e-31
AIG1	ENSG00000146416.16	27.465	12.770	1.048	3.00e-20
AIM1	ENSG00000112297.14	10.080	1.610	2.086	1.04e-31
AIM1L	ENSG00000176092.13	5.325	0.350	2.228	3.54e-38
AIMP2	ENSG00000106305.9	28.605	9.950	1.435	3.00e-64
AJUBA	ENSG00000129474.15	9.530	2.500	1.589	3.77e-42
AKAP8L	ENSG00000011243.17	22.020	45.870	-1.026	3.38e-23
AKR1B10	ENSG00000198074.9	29.075	186.275	-2.639	4.68e-8
AKR1C1	ENSG00000187134.12	12.820	89.102	-2.705	7.59e-38
AKR1C2	ENSG00000151632.16	6.240	38.239	-2.438	1.91e-28
AKR7A3	ENSG00000162482.4	29.966	116.411	-1.923	3.05e-3
AKR7L	ENSG00000211454.13	3.340	12.500	-1.637	1.61e-6
AL109927.1	ENSG00000278868.1	2.800	0.260	1.593	1.30e-5
AL162151.3	ENSG00000234648.1	0.000	152.355	-7.261	4.57e-75
AL442127.1	ENSG00000278371.2	0.000	18.000	-4.248	3.19e-31
AL589743.1	ENSG00000279508.1	1.835	0.210	1.228	1.01e-31
AL928768.3	ENSG00000253701.2	2.540	6.140	-1.012	4.79e-4
ALB	ENSG00000163631.16	0.160	3.000	-1.786	6.01e-10
ALDH18A1	ENSG00000059573.8	45.741	17.140	1.365	5.58e-57
ALDH1A1	ENSG00000165092.12	82.138	189.229	-1.194	1.43e-7
ALDH1B1	ENSG00000137124.6	22.300	7.450	1.463	1.77e-16
ALDH1L1	ENSG00000144908.13	0.490	3.070	-1.450	7.04e-20
ALDH3A1	ENSG00000108602.17	12.570	67.241	-2.330	6.63e-7
ALDH3B1	ENSG00000006534.15	17.495	7.430	1.133	2.53e-22
ALDH5A1	ENSG00000112294.12	7.410	2.340	1.332	4.36e-32
ALG1L	ENSG00000189366.9	2.310	0.620	1.031	5.76e-20
ALG3	ENSG00000214160.9	78.547	22.941	1.732	8.74e-92
ALG8	ENSG00000159063.12	32.250	12.540	1.296	5.72e-69
ALOX5AP	ENSG00000132965.9	26.095	11.590	1.106	1.66e-19
ALYREF	ENSG00000183684.7	57.185	24.989	1.163	8.23e-51
AMMECR1	ENSG00000101935.9	5.905	1.560	1.431	7.38e-72
AMN	ENSG00000166126.10	27.655	5.710	2.094	8.37e-27
AMOT	ENSG00000126016.13	5.220	1.190	1.506	3.17e-30
AMT	ENSG00000145020.14	4.660	20.690	-1.938	6.50e-53
AMY2B	ENSG00000240038.6	2.000	11.150	-2.018	1.71e-39
ANAPC1	ENSG00000153107.11	13.480	5.200	1.224	4.49e-56
ANGPT2	ENSG00000091879.13	3.580	0.740	1.396	5.22e-37
ANGPTL1	ENSG00000116194.12	0.780	3.830	-1.440	1.33e-13
ANGPTL2	ENSG00000136859.9	21.640	6.760	1.545	4.06e-7
ANGPTL4	ENSG00000167772.11	3.915	8.830	-1.000	5.99e-7
ANKEF1	ENSG00000132623.15	4.475	1.210	1.309	1.88e-63
ANKH	ENSG00000154122.12	26.726	8.600	1.530	1.82e-34
ANKIB1	ENSG00000001629.9	15.140	6.210	1.163	5.92e-32
ANKRD12	ENSG00000101745.15	14.525	5.970	1.155	2.66e-34
ANKRD65	ENSG00000235098.8	1.880	5.410	-1.154	2.17e-13
ANKS4B	ENSG00000175311.6	5.095	0.080	2.497	3.80e-57
ANKZF1	ENSG00000163516.13	16.731	36.811	-1.093	1.77e-16
ANLN	ENSG00000011426.10	21.940	1.050	3.484	2.25e-110
ANO1	ENSG00000131620.17	36.540	10.150	1.751	3.28e-21
ANO6	ENSG00000177119.15	19.955	6.230	1.535	7.16e-23
ANO7	ENSG00000146205.13	2.360	8.050	-1.429	4.80e-12
ANOS1	ENSG00000011201.10	2.480	0.400	1.314	6.90e-41
ANP32E	ENSG00000143401.14	27.455	6.520	1.920	2.33e-78
ANPEP	ENSG00000166825.13	21.739	3.900	2.214	2.88e-17
ANTXR1	ENSG00000169604.19	28.445	6.240	2.024	2.43e-28
ANXA10	ENSG00000109511.10	14.120	116.791	-2.962	6.25e-5
ANXA11	ENSG00000122359.17	268.950	114.960	1.219	5.76e-45
ANXA13	ENSG00000104537.16	7.950	0.260	2.828	2.02e-32
ANXA2	ENSG00000182718.16	839.274	206.814	2.016	4.50e-45
ANXA2P2	ENSG00000231991.4	12.450	2.300	2.027	1.18e-54
ANXA4	ENSG00000196975.14	179.562	43.730	2.013	1.37e-53
ANXA9	ENSG00000143412.9	3.265	0.980	1.107	3.22e-22
AOC1	ENSG00000002726.19	53.934	0.480	5.214	8.83e-75
AOX1	ENSG00000138356.13	0.775	4.690	-1.681	9.00e-28
AP000275.65	ENSG00000265590.9	2.680	0.650	1.157	2.79e-14
AP000439.3	ENSG00000255774.1	1.320	0.000	1.214	1.16e-15
AP000892.6	ENSG00000280143.1	4.595	12.690	-1.291	2.72e-11
AP001065.15	ENSG00000228709.1	1.530	0.260	1.006	4.25e-19
AP003391.1	ENSG00000281272.1	19.070	0.930	3.378	4.78e-14
AP003419.11	ENSG00000256514.1	4.140	19.280	-1.980	2.01e-20
AP1AR	ENSG00000138660.11	11.655	4.920	1.096	5.48e-51
AP1M2	ENSG00000129354.11	69.271	31.421	1.116	8.02e-31
AP1S1	ENSG00000106367.13	40.704	18.430	1.102	4.37e-31
AP1S3	ENSG00000152056.16	11.375	1.350	2.397	1.27e-77
AP2B1	ENSG00000006125.16	75.763	27.899	1.409	7.25e-44
AP3M1	ENSG00000185009.12	25.055	9.870	1.261	3.26e-40
AP5M1	ENSG00000053770.11	18.575	6.600	1.365	1.35e-60
APAF1	ENSG00000120868.13	7.920	3.040	1.143	3.89e-58
APBB1	ENSG00000166313.18	4.825	12.500	-1.213	2.48e-22
APBB1IP	ENSG00000077420.15	7.655	3.110	1.074	6.94e-23
APBB3	ENSG00000113108.17	5.510	24.220	-1.954	3.32e-50
APC	ENSG00000134982.16	6.215	2.200	1.173	2.78e-24
APEX2	ENSG00000169188.4	16.120	5.310	1.440	2.88e-76
API5	ENSG00000166181.12	43.995	19.191	1.156	6.01e-44
APLN	ENSG00000171388.11	2.045	0.360	1.163	2.80e-26
APLNR	ENSG00000134817.10	11.770	1.110	2.597	1.13e-60
APLP1	ENSG00000105290.11	3.770	19.770	-2.122	1.88e-25
APOBEC1	ENSG00000111701.6	1.620	0.070	1.292	1.82e-5
APOBEC2	ENSG00000124701.5	0.345	5.350	-2.239	6.40e-51
APOBEC3B	ENSG00000179750.15	8.505	0.980	2.263	4.40e-44
APOBEC3C	ENSG00000244509.3	22.529	7.580	1.455	2.35e-26
APOBEC3G	ENSG00000239713.7	9.735	3.520	1.248	4.22e-26
APOBR	ENSG00000184730.10	3.415	1.070	1.093	2.32e-36
APOC1	ENSG00000130208.9	78.083	7.790	3.169	2.27e-80
APOC2	ENSG00000234906.8	6.975	0.130	2.819	7.45e-61
APOC4-APOC2	ENSG00000224916.8	9.964	0.270	3.110	8.10e-59
APOD	ENSG00000189058.8	33.083	121.987	-1.851	5.91e-12
APOE	ENSG00000130203.9	191.605	22.841	3.014	3.06e-63
APOL1	ENSG00000100342.20	57.189	17.470	1.656	4.40e-31
APOL6	ENSG00000221963.5	16.670	2.950	2.161	1.27e-75
APP	ENSG00000142192.20	280.371	99.139	1.490	3.99e-31
AQP4	ENSG00000171885.13	0.020	1.800	-1.457	5.34e-62
AQR	ENSG00000021776.10	20.440	8.940	1.109	6.61e-70
ARAP1-AS1	ENSG00000256007.1	1.225	0.000	1.154	5.99e-13
ARCN1	ENSG00000095139.13	88.040	41.821	1.056	4.30e-48
AREG	ENSG00000109321.10	17.060	5.720	1.426	7.86e-8
ARF3	ENSG00000134287.9	80.775	31.161	1.346	1.36e-45
ARF4	ENSG00000168374.10	177.189	78.721	1.160	2.72e-46
ARF6	ENSG00000165527.6	40.065	18.590	1.068	2.35e-45
ARGLU1	ENSG00000134884.13	38.141	98.810	-1.351	1.05e-25
ARHGAP1	ENSG00000175220.11	66.405	32.059	1.028	1.41e-28
ARHGAP11A	ENSG00000198826.10	10.200	0.720	2.703	3.95e-96
ARHGAP11B	ENSG00000187951.10	5.355	1.020	1.654	6.89e-65
ARHGAP23	ENSG00000275832.4	11.355	4.790	1.093	3.12e-6
ARHGAP26	ENSG00000145819.15	13.525	5.100	1.252	1.13e-34
ARHGAP27	ENSG00000159314.11	25.280	11.290	1.096	4.56e-21
ARHGAP32	ENSG00000134909.18	13.225	3.740	1.586	2.14e-38
ARHGAP33	ENSG00000004777.18	3.935	9.690	-1.115	1.33e-16
ARHGAP35	ENSG00000160007.17	17.900	8.090	1.056	1.24e-30
ARHGAP39	ENSG00000147799.11	4.465	1.160	1.339	7.65e-52
ARHGAP5	ENSG00000100852.12	28.335	8.760	1.588	2.47e-39
ARHGAP8	ENSG00000241484.9	14.645	5.390	1.292	9.31e-43
ARHGDIB	ENSG00000111348.8	91.445	34.589	1.377	4.48e-35
ARHGDIG	ENSG00000242173.8	0.740	12.510	-2.957	4.87e-50
ARHGEF25	ENSG00000240771.6	3.715	12.080	-1.472	2.24e-24
ARHGEF26	ENSG00000114790.12	1.720	5.200	-1.189	1.61e-22
ARHGEF28	ENSG00000214944.9	4.405	12.030	-1.270	3.53e-15
ARHGEF3	ENSG00000163947.11	12.345	5.620	1.011	6.00e-31
ARHGEF34P	ENSG00000204959.4	6.140	1.810	1.345	7.25e-25
ARHGEF35	ENSG00000213214.4	9.665	2.690	1.531	1.14e-27
ARHGEF37	ENSG00000183111.11	3.065	13.720	-1.856	9.14e-56
ARID1B	ENSG00000049618.21	17.575	7.310	1.160	4.60e-34
ARID3A	ENSG00000116017.10	7.135	1.870	1.503	9.57e-34
ARID4A	ENSG00000032219.18	11.080	4.620	1.104	9.01e-38
ARID5B	ENSG00000150347.14	13.360	5.400	1.166	7.95e-25
ARIH1	ENSG00000166233.12	39.805	18.350	1.076	4.64e-23
ARL13B	ENSG00000169379.15	4.825	1.600	1.164	4.56e-42
ARL2BP	ENSG00000102931.7	29.095	13.960	1.008	3.76e-25
ARL4C	ENSG00000188042.7	12.260	3.480	1.566	1.02e-39
ARL5A	ENSG00000162980.16	24.860	8.090	1.508	7.39e-59
ARL5B	ENSG00000165997.4	9.205	2.870	1.399	1.27e-46
ARL6IP1	ENSG00000170540.14	145.698	34.139	2.062	6.83e-84
ARL6IP6	ENSG00000177917.10	14.755	6.090	1.152	3.47e-55
ARL8A	ENSG00000143862.7	58.671	22.980	1.315	4.68e-61
ARL8B	ENSG00000134108.12	39.829	18.850	1.040	9.09e-24
ARMC1	ENSG00000104442.9	15.715	6.980	1.067	2.53e-44
ARMC10	ENSG00000170632.13	30.616	13.920	1.083	2.28e-47
ARMCX4	ENSG00000196440.11	1.855	5.390	-1.162	1.39e-34
ARNTL2	ENSG00000029153.14	11.145	2.300	1.880	2.56e-45
ARPC1B	ENSG00000130429.12	196.324	53.541	1.855	1.92e-65
ARPC3	ENSG00000111229.15	286.819	136.835	1.062	5.75e-44
ARPC5	ENSG00000162704.15	130.494	47.251	1.446	1.06e-69
ARPP19	ENSG00000128989.10	43.310	15.550	1.421	2.09e-42
ARSB	ENSG00000113273.15	5.125	1.980	1.039	1.15e-23
ARSE	ENSG00000157399.14	12.275	1.460	2.432	3.23e-48
ASAH1	ENSG00000104763.17	82.905	36.911	1.146	1.90e-38
ASAP1	ENSG00000153317.14	14.455	5.620	1.223	2.47e-30
ASAP2	ENSG00000151693.9	17.715	6.750	1.272	2.12e-37
ASAP3	ENSG00000088280.18	4.495	16.190	-1.645	2.28e-42
ASB11	ENSG00000165192.13	0.010	1.120	-1.070	6.69e-52
ASB7	ENSG00000183475.12	5.210	2.000	1.050	3.97e-49
ASCC3	ENSG00000112249.13	13.160	5.130	1.208	6.54e-55
ASCL2	ENSG00000183734.4	8.575	0.330	2.848	3.22e-43
ASF1B	ENSG00000105011.8	19.499	0.930	3.409	7.82e-101
ASIC3	ENSG00000213199.7	0.770	2.540	-1.000	4.36e-29
ASMTL-AS1	ENSG00000236017.7	2.200	8.180	-1.520	3.64e-23
ASPM	ENSG00000066279.16	6.590	0.240	2.614	3.65e-100
ASPN	ENSG00000106819.11	18.610	2.560	2.462	6.01e-27
ASS1	ENSG00000130707.17	124.806	37.959	1.691	3.31e-23
ASXL2	ENSG00000143970.16	8.010	2.490	1.368	1.53e-54
ATAD1	ENSG00000138138.13	18.740	8.810	1.009	5.75e-29
ATAD2	ENSG00000156802.12	13.100	2.610	1.966	2.68e-73
ATAD5	ENSG00000176208.8	2.110	0.420	1.131	2.65e-55
ATE1	ENSG00000107669.17	12.075	3.640	1.495	1.13e-48
ATF1	ENSG00000123268.8	21.865	7.830	1.373	1.94e-59
ATF2	ENSG00000115966.16	20.805	6.990	1.448	1.21e-48
ATF7IP	ENSG00000171681.12	17.410	5.270	1.554	1.97e-58
ATG16L2	ENSG00000168010.10	7.190	19.271	-1.307	7.29e-30
ATG5	ENSG00000057663.12	19.935	8.630	1.120	8.28e-41
ATIC	ENSG00000138363.14	79.475	29.619	1.394	1.54e-60
ATL3	ENSG00000184743.12	20.165	7.990	1.235	1.94e-19
ATOH8	ENSG00000168874.12	1.220	8.760	-2.136	9.05e-55
ATP10B	ENSG00000118322.12	10.505	0.600	2.846	8.38e-32
ATP11A	ENSG00000068650.18	22.965	4.570	2.105	5.15e-72
ATP13A2	ENSG00000159363.17	39.115	13.850	1.434	6.45e-63
ATP13A3	ENSG00000133657.14	46.208	14.420	1.614	3.33e-65
ATP13A4	ENSG00000127249.14	0.705	5.030	-1.822	1.67e-13
ATP1A2	ENSG00000018625.14	0.440	2.360	-1.222	5.05e-21
ATP1B3	ENSG00000069849.10	95.935	33.920	1.473	7.29e-30
ATP2A2	ENSG00000174437.16	115.515	41.821	1.444	2.97e-57
ATP2B1	ENSG00000070961.14	16.580	6.210	1.286	2.42e-49
ATP2C2	ENSG00000064270.12	9.960	1.060	2.412	8.91e-35
ATP4A	ENSG00000105675.8	0.030	385.502	-8.552	5.94e-73
ATP4B	ENSG00000186009.4	0.040	393.685	-8.568	2.76e-66
ATP5J2	ENSG00000241468.7	583.463	227.843	1.353	6.11e-49
ATP5J2-PTCD1	ENSG00000248919.7	5.510	1.720	1.259	9.05e-33
ATP6AP2	ENSG00000182220.13	75.284	27.110	1.440	1.63e-45
ATP6V0C	ENSG00000185883.10	365.175	126.992	1.516	1.77e-65
ATP6V1A	ENSG00000114573.9	19.120	8.390	1.099	1.59e-40
ATP6V1C1	ENSG00000155097.11	23.380	9.570	1.206	9.91e-48
ATP9A	ENSG00000054793.13	20.810	8.420	1.211	2.90e-30
ATRX	ENSG00000085224.20	27.561	8.600	1.573	3.00e-52
AUNIP	ENSG00000127423.10	2.555	0.310	1.440	5.17e-71
AURKA	ENSG00000087586.17	22.185	1.820	3.039	3.63e-90
AURKB	ENSG00000178999.12	22.635	1.480	3.252	3.36e-81
AVL9	ENSG00000105778.17	14.225	6.070	1.107	7.64e-53
AZGP1	ENSG00000160862.12	21.491	120.709	-2.436	6.68e-9
AZIN1	ENSG00000155096.13	47.960	22.600	1.053	1.59e-40
B2M	ENSG00000166710.17	5878.978	2117.284	1.473	3.04e-29
B3GALT5	ENSG00000183778.17	2.405	0.260	1.434	1.06e-14
B3GAT1	ENSG00000109956.12	0.220	11.740	-3.384	1.24e-58
