Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ACTN1	ENSG00000072110.13	81.925	176.577	-1.099	2.52e-6
ACVRL1	ENSG00000139567.12	4.860	16.278	-1.560	9.86e-9
ADAM33	ENSG00000149451.17	0.725	28.715	-4.107	1.99e-35
ADAM8	ENSG00000151651.15	20.150	8.930	1.091	3.95e-6
ADAMTS1	ENSG00000154734.14	7.210	104.672	-3.686	3.47e-27
ADAMTS10	ENSG00000142303.13	1.375	4.022	-1.080	2.84e-6
ADAMTS15	ENSG00000166106.3	0.430	4.845	-2.031	7.57e-10
ADAMTS4	ENSG00000158859.9	2.295	9.555	-1.680	9.51e-11
ADAMTS5	ENSG00000154736.5	0.380	2.208	-1.217	4.59e-18
ADAMTS8	ENSG00000134917.9	0.270	3.932	-1.957	2.81e-26
ADAMTS9	ENSG00000163638.13	2.440	8.419	-1.453	5.13e-9
ADAMTS9-AS1	ENSG00000241158.5	0.120	9.147	-3.180	9.70e-49
ADAMTS9-AS2	ENSG00000241684.5	0.050	2.407	-1.698	1.22e-63
ADAMTSL3	ENSG00000156218.12	0.115	4.937	-2.413	7.18e-49
ADAMTSL4	ENSG00000143382.13	7.175	39.682	-2.315	1.39e-5
ADARB1	ENSG00000197381.15	4.515	17.014	-1.708	5.64e-14
ADCK3	ENSG00000163050.16	19.014	43.358	-1.148	1.39e-6
ADCY2	ENSG00000078295.15	0.195	3.915	-2.040	4.94e-19
ADCY4	ENSG00000129467.13	2.420	8.150	-1.420	2.25e-13
ADCY5	ENSG00000173175.14	0.585	20.451	-3.758	1.44e-31
ADCY9	ENSG00000162104.9	2.350	9.284	-1.618	1.07e-11
ADGRA2	ENSG00000020181.17	4.100	40.840	-3.036	3.02e-16
ADGRB3	ENSG00000135298.13	0.050	1.540	-1.274	8.00e-30
ADGRD1	ENSG00000111452.12	0.450	25.042	-4.167	9.92e-35
ADGRF5	ENSG00000069122.18	2.755	6.745	-1.044	1.71e-4
ADGRL2	ENSG00000117114.19	5.415	13.122	-1.138	1.97e-3
ADGRL4	ENSG00000162618.12	4.630	11.808	-1.186	1.39e-6
ADH1B	ENSG00000196616.12	0.275	107.653	-6.413	1.60e-44
ADH1C	ENSG00000248144.5	0.585	4.395	-1.767	2.47e-3
ADHFE1	ENSG00000147576.15	1.460	9.338	-2.071	2.37e-12
ADRA1D	ENSG00000171873.7	0.050	1.185	-1.057	4.11e-37
ADRA2A	ENSG00000150594.6	0.585	5.185	-1.964	4.08e-13
ADRB3	ENSG00000188778.4	0.040	3.280	-2.041	4.41e-37
AF127577.10	ENSG00000229047.1	24.280	10.665	1.116	7.54e-7
AF131217.1	ENSG00000232855.6	0.050	3.368	-2.057	2.46e-47
AF186192.5	ENSG00000255085.8	0.050	1.319	-1.143	8.27e-34
AFAP1	ENSG00000196526.10	4.455	10.452	-1.070	1.76e-5
AFF1	ENSG00000172493.20	7.315	15.882	-1.022	7.41e-5
AFF3	ENSG00000144218.18	0.120	6.677	-2.777	9.71e-37
AFF4	ENSG00000072364.12	8.655	19.771	-1.105	6.51e-8
AGPAT9	ENSG00000138678.10	0.770	3.410	-1.317	3.08e-9
AGR3	ENSG00000173467.8	0.285	3.246	-1.724	5.12e-3
AGRN	ENSG00000188157.13	95.276	33.260	1.491	4.57e-20
AGTR1	ENSG00000144891.17	0.205	8.317	-2.951	7.74e-34
AHDC1	ENSG00000126705.13	5.300	11.718	-1.013	2.50e-6
AHNAK	ENSG00000124942.13	51.935	139.514	-1.408	4.01e-9
AHNAK2	ENSG00000185567.6	5.995	23.805	-1.826	1.66e-3
AIF1L	ENSG00000126878.12	2.660	6.538	-1.042	5.38e-3
AIM1L	ENSG00000176092.13	17.930	5.529	1.536	1.88e-5
AK4	ENSG00000162433.14	4.360	12.948	-1.380	3.41e-4
AKAP11	ENSG00000023516.8	4.260	10.480	-1.126	6.49e-7
AKAP12	ENSG00000131016.16	3.305	29.774	-2.838	1.07e-15
AKAP2	ENSG00000241978.9	5.235	24.908	-2.055	2.14e-10
AKAP6	ENSG00000151320.10	0.260	2.592	-1.511	1.16e-28
AKAP7	ENSG00000118507.15	2.645	7.885	-1.285	7.99e-9
AKR1B10	ENSG00000198074.9	2.785	30.637	-3.063	1.93e-3
AKT3	ENSG00000117020.16	2.710	13.787	-1.995	3.75e-10
AL589743.1	ENSG00000279508.1	3.585	0.300	1.819	1.62e-7
ALDH1A1	ENSG00000165092.12	4.225	25.385	-2.336	1.35e-5
ALDH1B1	ENSG00000137124.6	13.270	41.823	-1.585	2.41e-11
ALDH2	ENSG00000111275.12	23.475	119.518	-2.300	8.06e-11
ALDH3B2	ENSG00000132746.14	19.983	3.895	2.100	1.58e-3
ALDH6A1	ENSG00000119711.12	4.175	10.090	-1.100	2.52e-7
ALOX12P2	ENSG00000262943.7	2.690	0.645	1.166	5.40e-3
ALPK3	ENSG00000136383.6	0.755	2.817	-1.121	2.20e-7
ALYREF	ENSG00000183684.7	110.033	49.957	1.124	3.90e-6
AMOTL1	ENSG00000166025.17	6.100	18.287	-1.442	4.97e-10
AMOTL2	ENSG00000114019.14	10.555	24.900	-1.164	3.69e-5
AMPH	ENSG00000078053.16	0.260	1.722	-1.111	2.07e-7
AMT	ENSG00000145020.14	6.970	16.337	-1.121	1.34e-3
AMY2B	ENSG00000240038.6	2.410	7.513	-1.320	9.89e-4
ANAPC11	ENSG00000141552.17	220.800	107.072	1.037	2.02e-12
ANG	ENSG00000214274.9	6.145	20.449	-1.586	3.57e-8
ANGPTL1	ENSG00000116194.12	0.210	13.816	-3.614	2.08e-26
ANGPTL2	ENSG00000136859.9	10.115	46.639	-2.100	1.40e-6
ANGPTL7	ENSG00000171819.4	0.010	1.464	-1.286	4.48e-34
ANK2	ENSG00000145362.16	0.515	8.155	-2.595	7.59e-27
ANKRD29	ENSG00000154065.16	0.610	5.225	-1.951	4.80e-10
ANKRD35	ENSG00000198483.12	1.395	5.944	-1.536	9.77e-11
ANKRD44	ENSG00000065413.16	1.550	5.220	-1.286	3.81e-11
ANLN	ENSG00000011426.10	16.720	1.540	2.802	6.77e-13
ANO6	ENSG00000177119.15	16.470	36.063	-1.085	6.80e-5
ANTXR2	ENSG00000163297.16	11.010	88.620	-2.900	2.19e-16
ANXA6	ENSG00000197043.13	29.675	155.007	-2.346	4.90e-11
ANXA8	ENSG00000265190.6	102.249	42.803	1.237	4.40e-3
AOC3	ENSG00000131471.6	6.040	80.234	-3.528	3.49e-23
AOX1	ENSG00000138356.13	0.305	13.038	-3.427	2.31e-37
AP000251.3	ENSG00000237594.2	1.845	0.245	1.192	3.75e-8
AP000349.2	ENSG00000280178.1	8.625	0.620	2.571	2.52e-8
AP000892.6	ENSG00000280143.1	3.370	50.678	-3.564	3.66e-20
AP003068.9	ENSG00000254501.1	4.725	1.145	1.416	7.48e-5
AP1M2	ENSG00000129354.11	86.843	30.419	1.483	6.21e-16
AP1S2	ENSG00000182287.13	6.215	14.738	-1.125	4.84e-6
AP2S1	ENSG00000042753.11	173.849	83.279	1.053	2.41e-10
APBB1	ENSG00000166313.18	4.340	27.436	-2.413	7.00e-14
APBB2	ENSG00000163697.16	4.875	11.405	-1.078	8.31e-3
APCDD1	ENSG00000154856.12	9.245	37.182	-1.898	2.63e-7
APCDD1L	ENSG00000198768.10	0.290	2.107	-1.268	3.21e-4
APOBEC3B	ENSG00000179750.15	14.385	2.325	2.210	1.06e-6
APOC1	ENSG00000130208.9	102.963	15.507	2.655	3.60e-12
APOC2	ENSG00000234906.8	2.380	0.280	1.401	1.91e-4
APOC4-APOC2	ENSG00000224916.8	2.585	0.734	1.048	1.55e-4
APOD	ENSG00000189058.8	9.330	132.422	-3.691	2.01e-8
APOLD1	ENSG00000178878.12	4.345	20.922	-2.036	2.01e-18
AQP1	ENSG00000240583.10	25.640	197.096	-2.895	3.18e-21
AQP7	ENSG00000165269.12	0.470	4.245	-1.835	7.50e-5
AR	ENSG00000169083.15	0.465	4.710	-1.963	3.81e-7
ARAP1-AS1	ENSG00000256007.1	18.904	0.687	3.561	1.98e-9
ARHGAP1	ENSG00000175220.11	47.430	100.388	-1.066	3.88e-9
ARHGAP10	ENSG00000071205.11	11.170	31.430	-1.414	3.82e-12
ARHGAP11A	ENSG00000198826.10	5.990	1.205	1.665	6.04e-8
ARHGAP20	ENSG00000137727.12	0.125	2.604	-1.680	2.94e-38
ARHGAP24	ENSG00000138639.17	1.670	7.947	-1.745	5.74e-13
ARHGAP40	ENSG00000124143.10	4.230	1.395	1.127	2.50e-3
ARHGAP6	ENSG00000047648.21	0.680	11.633	-2.911	1.13e-17
ARHGAP8	ENSG00000241484.9	15.850	3.819	1.806	6.36e-15
ARHGEF10	ENSG00000104728.15	3.395	11.054	-1.456	3.22e-7
ARHGEF15	ENSG00000198844.10	1.970	5.594	-1.151	3.82e-9
ARHGEF17	ENSG00000110237.3	6.235	23.763	-1.775	2.03e-8
ARHGEF25	ENSG00000240771.6	6.650	50.130	-2.741	1.97e-15
ARHGEF26	ENSG00000114790.12	1.505	7.500	-1.763	5.46e-12
ARHGEF37	ENSG00000183111.11	1.480	6.912	-1.674	1.15e-14
ARHGEF39	ENSG00000137135.17	5.215	1.840	1.130	1.54e-8
ARHGEF4	ENSG00000136002.16	2.700	10.875	-1.682	2.21e-3
ARHGEF6	ENSG00000129675.15	3.155	8.709	-1.224	8.71e-7
ARID5A	ENSG00000196843.15	12.595	34.735	-1.394	4.13e-12
ARID5B	ENSG00000150347.14	7.250	20.453	-1.379	6.36e-14
ARL4D	ENSG00000175906.4	15.040	38.257	-1.291	6.96e-4
ARL6IP1	ENSG00000170540.14	152.783	73.559	1.044	1.53e-7
ARMCX1	ENSG00000126947.11	2.635	18.684	-2.437	6.16e-12
ARMCX2	ENSG00000184867.13	11.145	28.869	-1.298	2.87e-3
ARMCX4	ENSG00000196440.11	2.950	7.220	-1.057	5.50e-6
ARMCX7P	ENSG00000204072.3	12.890	3.426	1.650	9.14e-7
ARNT2	ENSG00000172379.18	0.960	3.261	-1.120	8.15e-4
ARNTL2	ENSG00000029153.14	7.195	2.530	1.215	7.49e-3
ARRB1	ENSG00000137486.16	7.050	16.288	-1.103	1.11e-3
ARRDC4	ENSG00000140450.8	3.770	10.793	-1.306	1.36e-8
ASB2	ENSG00000100628.11	1.075	13.820	-2.836	6.00e-28
ASB5	ENSG00000164122.8	0.020	8.039	-3.148	1.68e-30
ASF1B	ENSG00000105011.8	20.659	1.819	2.942	1.21e-25
ASH1L	ENSG00000116539.10	5.740	14.683	-1.218	1.14e-5
ASPA	ENSG00000108381.10	0.150	3.694	-2.029	2.47e-35
ASPM	ENSG00000066279.16	5.955	0.375	2.339	1.13e-14
ATAD2	ENSG00000156802.12	10.615	3.765	1.285	1.82e-6
ATAD3A	ENSG00000197785.13	30.930	14.485	1.044	1.23e-10
ATE1	ENSG00000107669.17	5.605	12.508	-1.032	1.82e-8
ATF3	ENSG00000162772.16	31.194	136.873	-2.098	2.01e-10
ATL1	ENSG00000198513.11	2.645	7.218	-1.173	2.45e-9
ATOH8	ENSG00000168874.12	2.275	22.559	-2.847	4.02e-6
ATP1A2	ENSG00000018625.14	0.120	15.182	-3.853	6.82e-48
ATP1B2	ENSG00000129244.8	0.320	2.944	-1.579	6.56e-32
ATP2A1-AS1	ENSG00000260442.5	2.770	0.835	1.039	9.31e-5
ATP2A3	ENSG00000074370.17	7.175	18.835	-1.279	4.37e-4
ATP2B4	ENSG00000058668.14	19.815	52.512	-1.362	2.16e-11
ATP5J2	ENSG00000241468.7	679.202	269.342	1.331	3.90e-23
ATP6V0B	ENSG00000117410.13	193.527	90.759	1.084	1.19e-15
ATP8B2	ENSG00000143515.16	3.170	19.584	-2.303	8.29e-10
ATP8B4	ENSG00000104043.14	0.630	2.627	-1.154	1.67e-16
ATXN1	ENSG00000124788.17	3.290	10.520	-1.425	5.57e-9
AUNIP	ENSG00000127423.10	3.600	0.435	1.681	3.02e-14
AURKA	ENSG00000087586.17	18.775	1.755	2.844	1.03e-19
AURKB	ENSG00000178999.12	34.675	1.950	3.596	2.06e-27
AVPR2	ENSG00000126895.13	0.240	1.525	-1.026	2.43e-13
AXIN2	ENSG00000168646.12	1.375	8.631	-2.020	3.53e-6
AXL	ENSG00000167601.11	5.365	27.357	-2.155	5.74e-7
B3GALNT2	ENSG00000162885.12	4.265	10.634	-1.144	1.03e-5
B3GNT3	ENSG00000179913.10	32.450	15.467	1.022	6.88e-5
B4GALNT4	ENSG00000182272.11	5.890	1.233	1.625	4.30e-3
BACE1	ENSG00000186318.16	5.705	14.260	-1.186	6.64e-4
BAG2	ENSG00000112208.11	2.480	11.946	-1.895	4.29e-19
BAHCC1	ENSG00000266074.8	2.615	7.835	-1.289	8.81e-4
BATF	ENSG00000156127.6	27.005	12.749	1.026	1.16e-3
BAX	ENSG00000087088.19	156.010	76.201	1.024	4.65e-17
BAZ2B	ENSG00000123636.17	5.780	15.384	-1.273	4.56e-7
BCHE	ENSG00000114200.9	0.320	7.001	-2.600	1.01e-17
BCL2	ENSG00000171791.11	1.095	5.244	-1.576	2.49e-16
BCL2L12	ENSG00000126453.9	37.745	13.010	1.468	4.21e-16
BCL2L2	ENSG00000129473.9	15.815	40.193	-1.293	4.50e-13
BCL2L2-PABPN1	ENSG00000258643.5	2.670	9.742	-1.549	3.88e-5
BCL6	ENSG00000113916.17	23.470	51.661	-1.106	1.83e-5
BCL9L	ENSG00000186174.12	12.975	29.778	-1.139	9.57e-3
BCO2	ENSG00000197580.11	0.945	3.844	-1.317	6.63e-12
BDKRB1	ENSG00000100739.10	1.405	5.350	-1.401	1.86e-11
BDKRB2	ENSG00000168398.6	3.390	17.508	-2.076	2.70e-15
BHMT2	ENSG00000132840.9	0.305	12.776	-3.400	3.75e-45
BID	ENSG00000015475.18	56.449	19.306	1.500	5.01e-20
BIN1	ENSG00000136717.14	11.325	69.317	-2.512	7.91e-13
BIRC5	ENSG00000089685.14	29.485	1.424	3.653	1.19e-26
BLM	ENSG00000197299.10	6.780	1.317	1.748	1.42e-24
BMP4	ENSG00000125378.15	3.765	20.933	-2.203	3.42e-4
BMP5	ENSG00000112175.7	0.130	2.209	-1.506	3.20e-21
BMPR1A	ENSG00000107779.11	3.595	8.919	-1.110	3.09e-9
BMX	ENSG00000102010.14	0.230	1.815	-1.194	6.86e-9
BNC2	ENSG00000173068.17	0.370	3.655	-1.764	7.80e-19
BOC	ENSG00000144857.14	2.100	26.438	-3.146	3.68e-18
BOLA2	ENSG00000183336.7	23.540	7.435	1.541	3.60e-12
BOLA2B	ENSG00000169627.7	203.452	50.205	1.997	1.88e-24
BOP1	ENSG00000261236.5	45.249	20.629	1.096	3.04e-11
BORA	ENSG00000136122.15	5.180	1.735	1.176	8.06e-11
BRCA1	ENSG00000012048.19	6.810	2.230	1.274	2.81e-7
BRCA2	ENSG00000139618.14	2.045	0.485	1.036	3.12e-6
BRD9P2	ENSG00000249908.2	0.000	1.339	-1.226	5.33e-20
BRI3BP	ENSG00000184992.10	5.315	1.815	1.166	1.03e-8
BRIP1	ENSG00000136492.8	2.175	0.285	1.305	5.36e-10
BSCL2	ENSG00000168000.14	73.699	27.540	1.388	1.79e-8
BTG2	ENSG00000159388.5	86.900	431.413	-2.298	2.08e-9
BTNL9	ENSG00000165810.16	0.890	4.100	-1.432	1.39e-5
BUB1	ENSG00000169679.14	11.130	1.536	2.258	1.32e-16
BUB1B	ENSG00000156970.12	8.940	0.996	2.316	8.54e-18
BVES	ENSG00000112276.13	0.445	4.855	-2.019	1.01e-18
BZRAP1	ENSG00000005379.15	3.525	12.395	-1.566	6.73e-6
BZRAP1-AS1	ENSG00000265148.5	0.370	1.754	-1.007	1.07e-11
C10orf128	ENSG00000204161.13	2.505	9.478	-1.580	4.73e-10
C10orf54	ENSG00000107738.19	25.594	56.232	-1.106	7.02e-6
C11orf80	ENSG00000173715.15	15.240	6.859	1.047	2.57e-9
C11orf95	ENSG00000188070.9	2.525	7.135	-1.206	3.91e-8
C11orf96	ENSG00000187479.5	15.180	165.496	-3.363	4.74e-18
C11orf98	ENSG00000278615.4	112.516	51.864	1.103	1.01e-18
C14orf132	ENSG00000227051.5	0.730	3.885	-1.497	9.93e-7
C14orf159	ENSG00000133943.20	17.660	52.658	-1.524	1.41e-9
C14orf80	ENSG00000185347.17	18.475	7.260	1.237	3.68e-14
C15orf48	ENSG00000166920.10	27.505	4.820	2.292	1.72e-6
C15orf52	ENSG00000188549.12	6.320	27.760	-1.974	6.04e-6
C15orf59	ENSG00000205363.5	0.845	7.846	-2.261	1.66e-13
C16orf45	ENSG00000166780.10	5.290	43.825	-2.833	9.04e-15
C16orf59	ENSG00000162062.14	6.950	0.790	2.151	2.72e-25
C16orf86	ENSG00000159761.14	1.585	5.273	-1.279	3.15e-8
C16orf89	ENSG00000153446.15	0.510	23.079	-3.995	2.24e-41
C16orf93	ENSG00000196118.11	5.955	2.210	1.116	1.28e-9
C17orf49	ENSG00000258315.5	109.466	52.601	1.043	2.86e-12
C17orf53	ENSG00000125319.14	4.600	0.864	1.587	1.80e-14
C17orf96	ENSG00000273604.1	5.260	1.590	1.273	1.00e-5
C19orf33	ENSG00000167644.11	400.330	189.151	1.078	1.69e-6
C19orf48	ENSG00000167747.13	59.412	21.505	1.425	7.44e-20
C1orf21	ENSG00000116667.12	24.420	60.890	-1.284	1.44e-9
C1orf233	ENSG00000228594.3	8.780	2.362	1.540	1.99e-7
C1orf53	ENSG00000203724.10	5.470	1.679	1.272	1.14e-11
C1orf95	ENSG00000203685.9	0.050	1.731	-1.379	4.31e-26
C1QL1	ENSG00000131094.3	0.580	3.239	-1.424	8.30e-3
C1QTNF1	ENSG00000173918.14	8.170	19.621	-1.169	9.05e-3
C1QTNF2	ENSG00000145861.7	0.340	1.814	-1.071	4.69e-17
C1QTNF6	ENSG00000133466.13	15.719	4.331	1.649	1.02e-8
C1QTNF7	ENSG00000163145.12	0.270	8.369	-2.883	2.63e-52
C1R	ENSG00000159403.15	91.979	371.058	-2.001	2.52e-6
C1S	ENSG00000182326.14	70.889	371.057	-2.372	3.64e-6
C20orf166-AS1	ENSG00000174403.15	0.040	5.315	-2.602	1.13e-42
C20orf194	ENSG00000088854.12	3.450	12.890	-1.642	3.76e-14
C20orf24	ENSG00000101084.16	132.701	62.349	1.078	5.34e-9
C21orf58	ENSG00000160298.17	4.125	0.982	1.370	9.48e-9
C2CD4B	ENSG00000205502.3	0.565	3.503	-1.525	1.49e-10
C2orf40	ENSG00000119147.9	0.250	46.439	-5.246	1.42e-40
C2orf74	ENSG00000237651.6	7.750	17.105	-1.049	7.39e-4
C2orf88	ENSG00000187699.10	0.710	3.079	-1.254	1.88e-7
C3	ENSG00000125730.16	123.677	573.344	-2.204	1.73e-6
C3orf18	ENSG00000088543.14	1.690	8.475	-1.817	2.91e-13
C3orf67	ENSG00000163689.18	1.650	0.295	1.033	1.51e-3
C3orf70	ENSG00000187068.2	0.575	4.066	-1.685	9.10e-16
C4A	ENSG00000244731.7	18.025	65.426	-1.804	5.48e-5
C4B	ENSG00000224389.8	17.630	74.989	-2.028	7.06e-5
C4orf48	ENSG00000243449.6	19.425	3.020	2.345	5.32e-16
C5orf66-AS1	ENSG00000249082.2	0.370	9.670	-2.961	3.79e-33
C7	ENSG00000112936.18	0.645	123.426	-6.241	1.71e-28
C8orf4	ENSG00000176907.4	27.195	74.881	-1.428	3.70e-6
C8orf88	ENSG00000253250.2	0.885	9.864	-2.527	9.57e-14
C9orf116	ENSG00000160345.12	7.870	3.045	1.133	6.63e-7
C9orf3	ENSG00000148120.14	30.190	63.385	-1.046	3.75e-6
CA9	ENSG00000107159.12	10.455	0.235	3.213	1.93e-6
CAB39L	ENSG00000102547.18	14.695	31.317	-1.042	1.93e-3
CABP1	ENSG00000157782.9	0.490	3.360	-1.549	3.06e-12
CACHD1	ENSG00000158966.13	1.230	4.830	-1.386	1.55e-8
CACNA1C	ENSG00000151067.20	0.980	5.713	-1.761	7.39e-17
CACNA1H	ENSG00000196557.10	1.955	34.262	-3.577	2.69e-25
CACNA2D1	ENSG00000153956.15	0.590	4.350	-1.750	4.36e-14
CACNB2	ENSG00000165995.18	0.580	5.437	-2.027	9.10e-25
CADM3	ENSG00000162706.12	0.105	11.514	-3.501	8.60e-31
CADM3-AS1	ENSG00000225670.4	0.050	1.225	-1.083	3.52e-28
CALCOCO1	ENSG00000012822.15	32.449	122.305	-1.882	5.93e-18
CALD1	ENSG00000122786.19	39.530	325.892	-3.012	1.67e-13
CALHM2	ENSG00000138172.10	12.825	32.552	-1.279	1.54e-3
CALR	ENSG00000179218.13	744.949	266.815	1.478	1.08e-19
CAMK2A	ENSG00000070808.15	0.050	1.487	-1.244	1.19e-38
CAMK2D	ENSG00000145349.16	8.220	21.419	-1.282	4.13e-7
CAMK2G	ENSG00000148660.20	21.045	48.139	-1.156	5.15e-4
CAMKK1	ENSG00000004660.14	2.855	7.567	-1.152	4.77e-12
CAND2	ENSG00000144712.11	0.555	2.950	-1.345	3.54e-8
CAP2	ENSG00000112186.11	2.610	12.774	-1.932	5.62e-14
CAPG	ENSG00000042493.15	384.928	173.940	1.141	6.98e-9
CAPN12	ENSG00000182472.8	6.325	2.003	1.286	1.82e-4
CARF	ENSG00000138380.17	1.110	3.250	-1.010	2.26e-11
CASC5	ENSG00000137812.19	3.375	0.320	1.729	1.73e-13
CASC9	ENSG00000249395.2	5.375	1.579	1.306	2.49e-3
CASP2	ENSG00000106144.19	15.125	6.585	1.088	9.06e-11
CASQ2	ENSG00000118729.11	0.155	26.838	-4.591	1.92e-26
CASZ1	ENSG00000130940.14	6.955	15.114	-1.018	7.18e-6
CAV1	ENSG00000105974.11	30.768	136.745	-2.116	5.20e-7
CBFA2T3	ENSG00000129993.14	0.805	2.800	-1.074	4.73e-5
CBLC	ENSG00000142273.10	39.930	15.943	1.273	6.29e-7
CBX2	ENSG00000173894.10	4.305	0.930	1.459	1.63e-7
CBX6	ENSG00000183741.11	8.300	26.050	-1.540	6.63e-7
CBX7	ENSG00000100307.12	6.470	51.101	-2.802	3.59e-29
CBX8	ENSG00000141570.10	5.125	1.920	1.069	7.71e-13
CC2D2A	ENSG00000048342.15	5.505	13.020	-1.108	7.77e-11
CCDC102A	ENSG00000135736.5	4.040	10.758	-1.222	1.33e-7
CCDC136	ENSG00000128596.16	1.215	7.591	-1.955	1.43e-15
CCDC167	ENSG00000198937.8	42.644	15.216	1.428	1.09e-14
CCDC178	ENSG00000166960.16	0.150	1.520	-1.132	6.64e-18
CCDC3	ENSG00000151468.10	4.765	15.225	-1.493	9.38e-10
CCDC60	ENSG00000183273.6	0.200	4.105	-2.089	3.30e-8
CCDC64	ENSG00000135127.11	8.395	3.497	1.063	1.80e-5
CCDC69	ENSG00000198624.12	8.235	56.976	-2.650	2.07e-25
CCDC80	ENSG00000091986.15	16.405	70.033	-2.029	2.34e-7
CCL14	ENSG00000276409.4	1.900	111.638	-5.279	1.92e-26
CCL15-CCL14	ENSG00000275688.4	0.920	11.144	-2.661	7.80e-4
CCL2	ENSG00000108691.9	22.085	46.501	-1.041	4.21e-6
CCL21	ENSG00000137077.7	3.750	22.379	-2.299	2.28e-4
CCL23	ENSG00000274736.4	0.330	3.370	-1.716	3.70e-10
CCM2L	ENSG00000101331.15	1.110	3.697	-1.154	1.12e-8
CCNA2	ENSG00000145386.9	14.205	1.540	2.582	5.53e-15
CCNB1	ENSG00000134057.14	59.941	5.693	3.187	1.05e-22
CCNB2	ENSG00000157456.7	30.939	1.907	3.458	2.12e-25
CCND2	ENSG00000118971.7	3.615	19.613	-2.159	1.91e-10
