Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC007969.5	ENSG00000233762.3	17.285	5.720	1.444	1.18e-59
AC009948.5	ENSG00000223960.6	8.915	3.510	1.136	3.22e-30
AC009950.1	ENSG00000280755.1	3.539	1.015	1.171	7.78e-37
AC010761.10	ENSG00000265840.1	5.916	0.000	2.790	8.66e-52
AC012363.4	ENSG00000224789.1	1.510	0.000	1.328	1.43e-45
AC017116.11	ENSG00000239775.1	0.980	5.935	-1.808	5.86e-30
AC018816.3	ENSG00000235978.6	0.570	2.315	-1.078	1.09e-25
AC021066.1	ENSG00000281415.1	0.000	18.020	-4.249	3.83e-19
AC024592.9	ENSG00000267709.1	0.200	3.820	-2.006	2.19e-32
AC055736.1	ENSG00000280827.1	0.000	300.130	-8.234	1.81e-7
AC055736.2	ENSG00000280966.1	0.000	153.755	-7.274	5.93e-42
AC055736.3	ENSG00000281194.1	0.000	1761.330	-10.783	1.25e-81
AC055736.4	ENSG00000281474.1	0.000	118.065	-6.896	1.48e-42
AC073046.25	ENSG00000235499.1	5.650	1.520	1.400	2.18e-46
AC074289.1	ENSG00000225889.7	1.130	3.905	-1.203	6.82e-23
AC093159.1	ENSG00000228541.1	0.140	1.300	-1.013	1.92e-15
AC096579.13	ENSG00000240040.5	0.220	2.420	-1.487	1.20e-30
AC098973.2	ENSG00000225548.5	6.705	0.000	2.946	1.17e-49
AC103563.9	ENSG00000231062.1	0.000	11.125	-3.600	1.18e-67
AC113188.2	ENSG00000279535.1	0.515	2.775	-1.317	2.58e-14
AC124789.1	ENSG00000276170.4	1.570	12.990	-2.445	2.45e-14
AC127904.2	ENSG00000230732.4	1.580	0.200	1.104	5.46e-70
AC132217.4	ENSG00000240801.1	1.110	9.620	-2.331	1.16e-23
AC133528.2	ENSG00000228989.1	2.550	6.690	-1.115	1.26e-37
AC133644.2	ENSG00000280721.1	1.975	0.405	1.082	3.65e-39
AC144831.1	ENSG00000261888.1	0.460	2.715	-1.347	7.17e-41
AC234582.1	ENSG00000279487.1	34.695	14.460	1.207	7.49e-6
ACAA1	ENSG00000060971.17	30.465	70.270	-1.180	2.12e-38
ACADVL	ENSG00000072778.19	151.943	569.873	-1.900	8.54e-55
ACAN	ENSG00000157766.15	1.730	0.100	1.311	1.39e-40
ACAP3	ENSG00000131584.18	25.400	66.052	-1.345	2.33e-31
ACBD5	ENSG00000107897.18	17.175	7.250	1.139	2.55e-40
ACCS	ENSG00000110455.13	5.870	13.130	-1.040	1.20e-24
ACE	ENSG00000159640.14	15.150	3.590	1.815	1.57e-30
ACER1	ENSG00000167769.4	0.040	4.550	-2.416	8.98e-27
ACER3	ENSG00000078124.11	14.420	6.165	1.106	1.16e-40
ACKR1	ENSG00000213088.9	3.595	34.841	-2.963	8.57e-51
ACLY	ENSG00000131473.16	60.201	23.326	1.331	2.66e-42
ACOT13	ENSG00000112304.10	16.165	6.780	1.142	4.06e-44
ACOT7	ENSG00000097021.19	53.781	25.775	1.033	1.86e-35
ACOX2	ENSG00000168306.12	1.795	10.575	-2.050	4.09e-57
ACOX3	ENSG00000087008.15	9.495	29.470	-1.538	1.64e-52
ACP2	ENSG00000134575.9	28.424	13.675	1.004	6.94e-35
ACPP	ENSG00000014257.15	6.860	30.464	-2.001	8.79e-25
ACSL4	ENSG00000068366.19	27.988	8.430	1.620	1.01e-39
ACSL5	ENSG00000197142.10	19.970	5.615	1.664	3.25e-10
ACTA1	ENSG00000143632.14	0.090	2.300	-1.598	1.56e-29
ACTA2	ENSG00000107796.12	137.686	427.608	-1.628	4.94e-12
ACTA2-AS1	ENSG00000180139.11	1.455	9.555	-2.104	2.68e-38
ACTG2	ENSG00000163017.13	32.589	354.624	-3.404	3.92e-27
ACTL6A	ENSG00000136518.16	66.148	27.300	1.247	1.83e-54
ACTN4	ENSG00000130402.11	532.245	264.201	1.008	1.47e-24
ACVR1	ENSG00000115170.13	21.570	6.825	1.528	2.53e-73
ACY3	ENSG00000132744.7	2.795	0.230	1.625	9.76e-21
ADAD2	ENSG00000140955.10	0.470	4.370	-1.869	2.45e-32
ADAM10	ENSG00000137845.14	61.339	18.800	1.655	1.27e-54
ADAM12	ENSG00000148848.14	3.470	0.190	1.909	6.19e-64
ADAM33	ENSG00000149451.17	0.865	32.251	-4.156	4.34e-99
ADAM8	ENSG00000151651.15	10.939	3.190	1.511	2.37e-28
ADAM9	ENSG00000168615.11	66.290	28.719	1.179	5.16e-28
ADAMDEC1	ENSG00000134028.14	2.850	0.390	1.470	2.74e-30
ADAMTS10	ENSG00000142303.13	2.460	9.615	-1.617	8.18e-38
ADAMTS12	ENSG00000151388.10	3.280	0.310	1.708	3.55e-48
ADAMTS2	ENSG00000087116.13	9.220	3.740	1.108	4.01e-16
ADAMTS4	ENSG00000158859.9	6.354	1.915	1.335	1.77e-6
ADAMTS7	ENSG00000136378.14	3.185	0.865	1.166	6.29e-41
ADAMTS8	ENSG00000134917.9	0.405	3.695	-1.741	1.77e-36
ADAMTS9-AS1	ENSG00000241158.5	0.290	3.085	-1.663	1.20e-29
ADAMTSL4	ENSG00000143382.13	9.339	59.900	-2.558	7.83e-60
ADAP1	ENSG00000105963.13	20.323	7.425	1.340	3.02e-12
ADAP2	ENSG00000184060.10	5.925	1.860	1.276	5.75e-36
ADAR	ENSG00000160710.15	103.471	36.445	1.480	3.06e-61
ADAT1	ENSG00000065457.10	29.540	11.225	1.321	1.65e-59
ADCY4	ENSG00000129467.13	4.195	18.435	-1.903	1.65e-58
ADCY5	ENSG00000173175.14	1.495	6.055	-1.500	2.64e-12
ADGRA3	ENSG00000152990.13	11.225	4.265	1.215	2.22e-42
ADGRD1	ENSG00000111452.12	1.010	5.460	-1.684	1.01e-35
ADGRE5	ENSG00000123146.19	39.336	8.025	2.160	7.68e-37
ADGRF1	ENSG00000153292.15	2.965	24.135	-2.664	9.22e-25
ADGRF4	ENSG00000153294.11	3.720	13.995	-1.668	2.62e-21
ADGRG1	ENSG00000205336.11	120.258	45.651	1.378	5.07e-40
ADH1B	ENSG00000196616.12	0.335	74.150	-5.815	6.63e-111
ADH7	ENSG00000196344.11	1.865	158.698	-5.801	3.29e-32
ADHFE1	ENSG00000147576.15	1.145	8.845	-2.198	1.01e-44
ADIRF-AS1	ENSG00000272734.1	3.820	9.030	-1.057	1.59e-10
ADNP	ENSG00000101126.15	43.625	19.965	1.090	1.49e-46
ADO	ENSG00000181915.4	12.995	4.925	1.240	2.93e-71
ADRB2	ENSG00000169252.5	1.205	4.195	-1.236	5.66e-15
ADRBK2	ENSG00000100077.14	3.285	1.120	1.015	1.33e-37
ADTRP	ENSG00000111863.12	3.740	0.695	1.484	2.61e-24
AFAP1	ENSG00000196526.10	13.475	4.905	1.294	3.07e-40
AGAP1	ENSG00000157985.17	12.900	4.265	1.401	4.77e-46
AGAP11	ENSG00000271880.1	0.395	2.635	-1.382	7.47e-41
AGER	ENSG00000204305.13	2.335	7.195	-1.297	7.60e-36
AGMAT	ENSG00000116771.5	2.874	0.400	1.468	2.57e-40
AGO1	ENSG00000092847.10	9.525	3.360	1.271	6.35e-56
AGO2	ENSG00000123908.11	19.515	5.935	1.565	1.93e-62
AGO3	ENSG00000126070.18	8.765	2.880	1.332	1.33e-62
AGPS	ENSG00000018510.12	13.235	5.465	1.139	8.30e-51
AGR2	ENSG00000106541.11	121.671	2.605	5.089	2.31e-25
AGR3	ENSG00000173467.8	2.471	0.070	1.698	2.57e-16
AGRN	ENSG00000188157.13	124.892	25.329	2.257	2.04e-67
AGT	ENSG00000135744.7	2.818	0.710	1.159	8.90e-15
AHCTF1	ENSG00000153207.14	34.600	11.250	1.539	8.52e-66
AHNAK	ENSG00000124942.13	107.753	233.632	-1.109	2.93e-16
AHR	ENSG00000106546.12	61.980	9.295	2.613	1.79e-85
AHSA2	ENSG00000173209.22	20.995	46.746	-1.118	2.85e-25
AIDA	ENSG00000186063.12	41.469	19.500	1.051	4.17e-39
AIF1	ENSG00000204472.12	18.460	6.945	1.292	2.98e-18
AIF1L	ENSG00000126878.12	5.110	62.565	-3.379	4.95e-42
AIM1	ENSG00000112297.14	20.659	63.260	-1.569	6.41e-14
AIM1L	ENSG00000176092.13	13.155	80.943	-2.533	4.86e-27
AKAP2	ENSG00000241978.9	13.615	5.040	1.275	2.38e-16
AKR1B10	ENSG00000198074.9	70.421	152.688	-1.106	1.41e-4
AKR1C3	ENSG00000196139.11	68.272	32.915	1.030	3.90e-8
AKR7A3	ENSG00000162482.4	5.119	1.195	1.479	3.78e-8
AL035610.1	ENSG00000232079.6	0.225	1.735	-1.159	5.08e-7
AL133243.1	ENSG00000276334.1	2.355	0.610	1.059	5.33e-58
AL162151.3	ENSG00000234648.1	0.000	328.089	-8.362	1.63e-79
AL442127.1	ENSG00000278371.2	0.000	17.519	-4.211	6.01e-18
AL589743.1	ENSG00000279508.1	4.125	0.370	1.903	2.01e-55
AL928768.3	ENSG00000253701.2	0.675	3.770	-1.510	3.68e-12
ALB	ENSG00000163631.16	0.160	1.520	-1.119	1.17e-10
ALCAM	ENSG00000170017.12	22.269	4.415	2.103	9.86e-51
ALDH18A1	ENSG00000059573.8	38.669	17.655	1.088	6.01e-38
ALDH1A1	ENSG00000165092.12	62.238	21.942	1.463	2.76e-4
ALDH1B1	ENSG00000137124.6	14.480	5.690	1.210	6.70e-21
ALDH1L1	ENSG00000144908.13	1.275	4.550	-1.287	1.28e-6
ALDH1L2	ENSG00000136010.13	2.895	0.605	1.279	1.37e-19
ALDH3A1	ENSG00000108602.17	28.605	307.362	-3.381	8.80e-15
ALDH3B2	ENSG00000132746.14	16.059	113.617	-2.748	4.68e-19
ALDH9A1	ENSG00000143149.12	38.499	96.435	-1.303	9.52e-24
ALG1L	ENSG00000189366.9	9.530	0.310	3.007	1.15e-92
ALG3	ENSG00000214160.9	102.643	33.765	1.576	8.45e-76
ALMS1	ENSG00000116127.17	8.185	3.375	1.070	1.17e-37
ALOX12	ENSG00000108839.11	1.540	28.463	-3.536	1.13e-22
ALOX15B	ENSG00000179593.15	1.345	32.404	-3.832	2.42e-60
ALS2CL	ENSG00000178038.16	13.025	136.361	-3.292	1.18e-63
AMIGO2	ENSG00000139211.6	7.495	2.310	1.360	4.09e-35
AMT	ENSG00000145020.14	4.120	15.315	-1.672	5.74e-50
AMY2A	ENSG00000243480.7	0.000	1.045	-1.032	1.14e-28
AMY2B	ENSG00000240038.6	2.405	10.870	-1.802	1.34e-51
ANAPC13	ENSG00000129055.12	65.299	24.309	1.389	3.42e-63
ANGEL1	ENSG00000013523.9	12.325	5.645	1.004	3.56e-42
ANGPT2	ENSG00000091879.13	4.735	1.095	1.453	5.75e-44
ANGPTL1	ENSG00000116194.12	0.405	5.560	-2.223	1.25e-36
ANGPTL4	ENSG00000167772.11	7.150	23.919	-1.612	2.36e-18
ANKEF1	ENSG00000132623.15	5.815	1.965	1.201	2.91e-52
ANKH	ENSG00000154122.12	29.445	9.390	1.551	4.39e-56
ANKIB1	ENSG00000001629.9	21.254	8.865	1.174	3.73e-54
ANKRD12	ENSG00000101745.15	17.014	7.935	1.012	9.79e-28
ANKRD20A11P	ENSG00000215559.8	0.140	4.895	-2.370	3.69e-40
ANKRD20A5P	ENSG00000186481.15	0.570	25.254	-4.064	2.15e-51
ANKRD35	ENSG00000198483.12	1.140	16.440	-3.027	1.84e-62
ANKRD37	ENSG00000186352.8	7.315	33.390	-2.048	4.00e-29
ANKRD40	ENSG00000154945.6	22.010	10.300	1.026	9.85e-43
ANKRD65	ENSG00000235098.8	4.335	10.330	-1.087	6.71e-8
ANKZF1	ENSG00000163516.13	20.500	43.855	-1.061	5.96e-28
ANLN	ENSG00000011426.10	39.579	8.250	2.133	5.15e-60
ANO1	ENSG00000131620.17	71.426	5.375	3.506	6.21e-62
ANO6	ENSG00000177119.15	21.620	7.750	1.370	1.36e-44
ANO7P1	ENSG00000237276.8	3.080	19.815	-2.351	1.73e-41
ANO8	ENSG00000074855.10	4.455	11.015	-1.139	6.45e-30
ANOS1	ENSG00000011201.10	2.440	0.640	1.069	6.61e-34
ANP32E	ENSG00000143401.14	35.360	12.450	1.435	1.56e-63
ANTXR1	ENSG00000169604.19	29.990	11.210	1.344	4.36e-20
ANXA1	ENSG00000135046.13	402.153	5989.209	-3.893	4.28e-30
ANXA10	ENSG00000109511.10	2.017	0.050	1.523	4.75e-13
ANXA8	ENSG00000265190.6	35.180	182.246	-2.341	3.46e-17
ANXA8L1	ENSG00000264230.7	32.443	153.702	-2.210	1.86e-15
ANXA9	ENSG00000143412.9	2.550	6.855	-1.146	4.68e-9
AOC1	ENSG00000002726.19	6.235	1.185	1.727	2.35e-12
AOC3	ENSG00000131471.6	5.355	19.875	-1.716	2.54e-22
AOX1	ENSG00000138356.13	0.530	5.720	-2.135	1.18e-37
AP000275.65	ENSG00000265590.9	2.960	0.755	1.174	4.12e-21
AP000892.6	ENSG00000280143.1	3.610	10.245	-1.286	8.78e-18
AP003391.1	ENSG00000281272.1	12.105	1.874	2.189	1.36e-4
AP003419.11	ENSG00000256514.1	7.849	21.634	-1.355	9.71e-28
AP006621.9	ENSG00000269915.1	0.780	4.545	-1.639	2.44e-40
AP1S3	ENSG00000152056.16	11.055	3.390	1.457	1.05e-40
AP2B1	ENSG00000006125.16	78.978	18.350	2.047	1.30e-64
AP5M1	ENSG00000053770.11	22.005	10.360	1.018	4.10e-46
APBB1	ENSG00000166313.18	4.769	11.205	-1.081	4.63e-22
APBB2	ENSG00000163697.16	14.545	5.310	1.301	9.48e-38
APBB3	ENSG00000113108.17	7.240	19.575	-1.320	2.82e-43
APH1B	ENSG00000138613.13	6.005	2.500	1.001	6.20e-34
APLN	ENSG00000171388.11	2.290	0.210	1.443	6.60e-47
APLNR	ENSG00000134817.10	5.790	1.060	1.721	1.57e-28
APLP1	ENSG00000105290.11	3.460	1.165	1.043	6.44e-11
APLP2	ENSG00000084234.16	199.058	96.612	1.035	9.04e-32
APMAP	ENSG00000101474.11	53.125	20.815	1.311	1.71e-56
APOBEC3B	ENSG00000179750.15	15.100	1.785	2.531	2.15e-63
APOBEC3C	ENSG00000244509.3	28.460	13.490	1.024	9.57e-30
APOBEC3F	ENSG00000128394.16	4.930	1.940	1.012	2.09e-43
APOBEC3G	ENSG00000239713.7	8.980	3.560	1.130	3.74e-24
APOC1	ENSG00000130208.9	38.965	4.080	2.976	1.37e-74
APOC2	ENSG00000234906.8	2.735	0.180	1.662	1.02e-46
APOC4-APOC2	ENSG00000224916.8	3.830	0.415	1.771	3.72e-46
APOD	ENSG00000189058.8	9.075	106.373	-3.414	2.98e-45
APOE	ENSG00000130203.9	86.336	21.275	1.971	1.47e-29
APOL1	ENSG00000100342.20	55.631	14.230	1.895	1.27e-22
APOL6	ENSG00000221963.5	17.800	3.665	2.011	9.29e-63
APP	ENSG00000142192.20	323.046	87.220	1.877	1.10e-55
AQP1	ENSG00000240583.10	28.196	68.700	-1.255	3.00e-14
AQP3	ENSG00000165272.14	44.994	1153.177	-4.649	2.17e-44
AQP5	ENSG00000161798.6	1.365	5.410	-1.439	3.54e-4
ARFGEF2	ENSG00000124198.8	19.854	8.530	1.130	1.14e-42
ARFGEF3	ENSG00000112379.8	4.049	0.260	2.003	8.78e-34
ARGLU1	ENSG00000134884.13	43.410	116.852	-1.408	1.35e-34
ARHGAP10	ENSG00000071205.11	7.885	28.804	-1.746	2.91e-46
ARHGAP11A	ENSG00000198826.10	15.735	3.885	1.776	8.95e-57
ARHGAP18	ENSG00000146376.10	7.685	2.555	1.289	1.22e-32
ARHGAP21	ENSG00000107863.16	35.569	12.690	1.417	6.15e-45
ARHGAP26	ENSG00000145819.15	11.651	4.675	1.157	2.78e-19
ARHGAP27	ENSG00000159314.11	32.035	99.009	-1.598	2.42e-20
ARHGAP40	ENSG00000124143.10	0.730	20.489	-3.635	5.04e-56
ARHGAP42	ENSG00000165895.17	3.715	0.980	1.252	2.89e-30
ARHGEF10L	ENSG00000074964.16	18.390	37.994	-1.008	1.24e-22
ARHGEF11	ENSG00000132694.18	24.255	11.115	1.060	1.08e-41
ARHGEF25	ENSG00000240771.6	3.840	15.575	-1.776	1.08e-27
ARHGEF39	ENSG00000137135.17	8.055	2.680	1.299	9.70e-37
ARHGEF4	ENSG00000136002.16	20.417	53.059	-1.336	7.57e-7
ARID1B	ENSG00000049618.21	25.680	12.020	1.035	1.46e-48
ARID3A	ENSG00000116017.10	8.295	2.985	1.222	1.43e-36
ARID4A	ENSG00000032219.18	13.880	6.300	1.027	1.16e-36
ARID4B	ENSG00000054267.20	20.975	9.305	1.093	4.89e-49
ARL13B	ENSG00000169379.15	8.055	2.235	1.485	5.51e-73
ARL14	ENSG00000179674.3	3.640	0.500	1.629	1.35e-15
ARL4D	ENSG00000175906.4	8.707	53.485	-2.489	1.58e-33
ARL5B	ENSG00000165997.4	15.234	4.995	1.437	8.31e-55
ARL6IP1	ENSG00000170540.14	160.880	50.374	1.656	3.48e-67
ARMC1	ENSG00000104442.9	19.545	9.040	1.033	1.31e-50
ARMC10	ENSG00000170632.13	40.040	18.790	1.052	1.96e-47
ARMC9	ENSG00000135931.17	5.705	1.735	1.294	2.57e-31
ARPC1B	ENSG00000130429.12	199.652	47.520	2.048	3.01e-58
ARPC4-TTLL3	ENSG00000250151.9	4.275	10.450	-1.118	8.57e-26
ARPP19	ENSG00000128989.10	64.375	25.090	1.325	2.34e-54
ARSB	ENSG00000113273.15	5.060	1.120	1.515	3.53e-43
ARSE	ENSG00000157399.14	1.915	0.250	1.222	3.02e-23
ARSF	ENSG00000062096.14	0.020	1.435	-1.255	4.27e-36
ASAP1	ENSG00000153317.14	19.135	9.015	1.008	1.64e-39
ASAP2	ENSG00000151693.9	22.035	4.130	2.167	1.10e-76
ASAP3	ENSG00000088280.18	7.845	23.905	-1.494	1.87e-42
ASCL2	ENSG00000183734.4	4.175	1.150	1.267	3.57e-25
ASF1B	ENSG00000105011.8	21.651	7.095	1.484	4.24e-48
ASMTL-AS1	ENSG00000236017.7	3.265	10.435	-1.423	7.64e-40
ASPG	ENSG00000166183.15	1.520	61.765	-4.638	7.98e-55
ASPH	ENSG00000198363.15	92.966	35.190	1.377	1.93e-44
ASPHD1	ENSG00000174939.10	4.200	0.410	1.883	9.56e-36
ASPM	ENSG00000066279.16	13.250	3.370	1.705	1.51e-61
ASPN	ENSG00000106819.11	7.540	1.360	1.855	2.31e-40
ASS1	ENSG00000130707.17	89.846	44.235	1.006	2.06e-7
ASXL2	ENSG00000143970.16	11.420	4.605	1.148	2.17e-49
ATAD2	ENSG00000156802.12	24.470	5.340	2.006	4.78e-77
ATAD5	ENSG00000176208.8	3.965	1.065	1.266	1.08e-44
ATF2	ENSG00000115966.16	23.831	7.255	1.589	5.38e-69
ATF3	ENSG00000162772.16	25.842	8.880	1.442	2.31e-10
ATF7IP	ENSG00000171681.12	27.240	10.625	1.281	5.19e-54
ATG16L2	ENSG00000168010.10	8.910	42.850	-2.146	1.69e-64
ATG9B	ENSG00000181652.18	3.325	50.929	-3.586	1.46e-27
ATIC	ENSG00000138363.14	85.674	37.875	1.157	5.61e-37
ATOH8	ENSG00000168874.12	0.815	7.275	-2.189	2.34e-65
ATP11A	ENSG00000068650.18	24.844	7.940	1.532	1.50e-46
ATP13A2	ENSG00000159363.17	49.096	20.460	1.223	7.30e-42
ATP13A3	ENSG00000133657.14	79.225	16.105	2.230	3.99e-87
ATP13A4	ENSG00000127249.14	2.215	20.285	-2.727	9.96e-37
ATP1A2	ENSG00000018625.14	0.240	6.500	-2.597	1.24e-47
ATP2B1	ENSG00000070961.14	25.400	5.850	1.946	3.32e-71
ATP2C1	ENSG00000017260.19	62.671	27.540	1.158	5.58e-54
ATP2C2	ENSG00000064270.12	10.592	4.720	1.019	3.53e-8
ATP5J2-PTCD1	ENSG00000248919.7	6.900	2.945	1.002	2.77e-41
ATP6V0A4	ENSG00000105929.15	0.210	1.905	-1.264	1.87e-11
ATP6V1C1	ENSG00000155097.11	31.104	11.735	1.334	1.50e-63
ATP6V1C2	ENSG00000143882.9	3.100	14.863	-1.952	6.61e-16
ATP8B1	ENSG00000081923.10	28.235	12.250	1.142	4.77e-19
ATP9A	ENSG00000054793.13	22.185	9.205	1.184	3.84e-26
ATR	ENSG00000175054.14	15.749	6.360	1.186	3.53e-58
ATRN	ENSG00000088812.17	20.870	6.785	1.490	3.86e-54
ATRX	ENSG00000085224.20	36.885	10.900	1.671	2.20e-71
AUNIP	ENSG00000127423.10	3.200	0.950	1.107	3.77e-50
AURKA	ENSG00000087586.17	25.310	4.885	2.161	4.09e-67
AZIN1	ENSG00000155096.13	64.194	29.490	1.096	1.26e-42
B2M	ENSG00000166710.17	5315.169	1660.036	1.678	3.27e-26
B3GNT6	ENSG00000198488.10	0.180	1.820	-1.257	2.97e-7
B3GNT7	ENSG00000156966.6	9.020	1.060	2.282	1.05e-29
B3GNT8	ENSG00000177191.2	6.130	32.394	-2.228	3.08e-31
B3GNT9	ENSG00000237172.3	9.980	3.900	1.164	4.13e-34
B4GALNT1	ENSG00000135454.13	2.772	0.775	1.088	3.01e-33
B4GALNT3	ENSG00000139044.10	22.415	10.705	1.000	1.60e-8
BAALC-AS1	ENSG00000247081.7	2.925	0.620	1.277	2.59e-44
BAG4	ENSG00000156735.10	10.145	4.505	1.018	7.55e-44
BAIAP2L1	ENSG00000006453.13	53.250	23.420	1.152	1.83e-30
BAIAP2L2	ENSG00000128298.16	18.553	4.225	1.904	3.42e-17
BAMBI	ENSG00000095739.10	7.889	1.235	1.992	6.96e-38
BARX2	ENSG00000043039.6	10.165	113.507	-3.358	2.18e-44
BATF	ENSG00000156127.6	5.820	1.725	1.323	4.98e-20
BATF2	ENSG00000168062.9	5.380	0.570	2.023	1.40e-39
BAZ1A	ENSG00000198604.10	41.700	19.335	1.070	1.51e-37
BAZ1B	ENSG00000009954.10	35.229	13.175	1.354	5.81e-68
BBC3	ENSG00000105327.15	7.230	1.855	1.527	1.17e-38
BBOX1	ENSG00000129151.8	1.170	10.740	-2.436	9.58e-36
BBOX1-AS1	ENSG00000254560.5	6.125	0.320	2.432	1.05e-83
BBX	ENSG00000114439.18	16.065	5.305	1.436	5.01e-59
BCAP31P1	ENSG00000261217.2	0.000	3.295	-2.103	5.53e-39
BCAP31P2	ENSG00000260047.2	0.000	1.520	-1.333	1.73e-33
BCAR1	ENSG00000050820.16	50.684	21.570	1.195	6.69e-36
BCAS4	ENSG00000124243.17	5.810	1.640	1.367	2.18e-47
BCAT1	ENSG00000060982.14	3.944	0.845	1.422	1.76e-36
BCKDHA	ENSG00000248098.10	14.185	35.320	-1.258	5.59e-34
BCL2A1	ENSG00000140379.7	4.370	0.780	1.593	1.23e-28
BCL2L14	ENSG00000121380.12	2.290	0.130	1.542	1.26e-25
BCL7A	ENSG00000110987.8	8.695	2.455	1.489	2.27e-73
BCL9	ENSG00000116128.9	10.725	4.580	1.071	2.66e-43
BCO2	ENSG00000197580.11	1.650	5.995	-1.400	5.08e-35
BCORL1	ENSG00000085185.15	7.415	3.120	1.030	6.82e-40
BCYRN1	ENSG00000236824.1	1.220	0.080	1.040	5.07e-60
BDKRB1	ENSG00000100739.10	3.265	9.665	-1.322	4.62e-19
BEND3	ENSG00000178409.13	3.115	0.710	1.267	1.61e-75
BEX2	ENSG00000133134.11	2.837	7.425	-1.135	3.29e-4
BEX4	ENSG00000102409.9	8.105	29.595	-1.749	2.41e-26
BFAR	ENSG00000103429.10	34.555	16.250	1.043	2.31e-46
BGN	ENSG00000182492.15	157.596	27.140	2.495	3.25e-50
BHLHE40	ENSG00000134107.4	87.954	240.067	-1.438	2.41e-21
BHLHE41	ENSG00000123095.5	10.265	1.780	2.019	3.86e-37
BHMT2	ENSG00000132840.9	0.650	4.315	-1.688	5.69e-39
BICD1	ENSG00000151746.13	10.845	1.920	2.020	2.60e-91
BID	ENSG00000015475.18	37.850	8.830	1.983	9.20e-76
BIRC3	ENSG00000023445.13	13.690	3.860	1.596	4.22e-22
BIRC5	ENSG00000089685.14	23.410	9.205	1.258	1.55e-27
BIRC6	ENSG00000115760.13	38.625	17.730	1.081	1.27e-56
BIVM-ERCC5	ENSG00000270181.1	2.660	0.410	1.376	2.43e-44
BLM	ENSG00000197299.10	7.445	1.635	1.680	9.88e-81
BLNK	ENSG00000095585.16	12.050	38.110	-1.583	2.47e-23
BLOC1S5-TXNDC5	ENSG00000259040.4	15.505	5.470	1.351	5.67e-24
BMF	ENSG00000104081.13	5.620	1.685	1.302	1.55e-33
