Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC006116.21	ENSG00000267606.1	0.410	6.140	-2.340	3.98e-48
AC006116.24	ENSG00000267776.1	0.800	3.120	-1.195	6.62e-35
AC006126.3	ENSG00000266958.1	0.000	1.540	-1.345	4.23e-37
AC006128.2	ENSG00000279716.1	4.260	18.191	-1.867	1.03e-33
AC006129.2	ENSG00000268027.5	2.110	0.120	1.473	8.31e-32
AC006130.3	ENSG00000267063.1	0.000	2.290	-1.718	8.82e-43
AC006153.3	ENSG00000251154.1	0.000	17.710	-4.226	4.23e-62
AC006262.5	ENSG00000268621.5	0.530	2.570	-1.222	2.79e-17
AC006272.1	ENSG00000269483.1	0.210	5.450	-2.414	2.99e-81
AC006277.2	ENSG00000253392.2	0.510	11.290	-3.025	2.09e-61
AC006372.6	ENSG00000233191.1	0.000	2.310	-1.727	3.41e-43
AC006538.1	ENSG00000261342.1	1.220	8.070	-2.030	2.79e-50
AC006547.13	ENSG00000236540.7	0.850	3.050	-1.130	1.47e-33
AC006547.14	ENSG00000234409.6	0.150	63.530	-5.810	2.82e-80
AC006942.4	ENSG00000269194.1	0.650	47.251	-4.870	7.93e-90
AC006946.15	ENSG00000235478.4	0.100	16.999	-4.032	5.48e-62
AC007000.11	ENSG00000237815.1	0.000	10.520	-3.526	2.10e-13
AC007003.1	ENSG00000231183.3	0.000	2.640	-1.864	1.00e-34
AC007009.1	ENSG00000244239.1	0.010	5.670	-2.723	8.12e-58
AC007036.5	ENSG00000251660.1	0.360	1.860	-1.072	1.33e-16
AC007040.11	ENSG00000258881.6	0.040	1.110	-1.021	1.60e-47
AC007040.6	ENSG00000228384.4	0.000	3.520	-2.176	2.57e-50
AC007050.18	ENSG00000250261.1	0.000	2.200	-1.678	1.31e-58
AC007078.4	ENSG00000250614.1	0.000	2.750	-1.907	8.86e-48
AC007131.2	ENSG00000233891.7	0.000	9.700	-3.420	9.59e-60
AC007161.5	ENSG00000234718.6	0.020	1.280	-1.160	3.54e-48
AC007163.2	ENSG00000280298.1	4.610	0.620	1.792	3.55e-11
AC007163.6	ENSG00000230408.3	0.030	7.130	-2.981	1.42e-63
AC007192.6	ENSG00000269145.2	5.700	1.420	1.469	1.43e-21
AC007238.1	ENSG00000231043.3	0.330	3.790	-1.849	5.04e-61
AC007249.3	ENSG00000217258.2	0.230	7.150	-2.728	2.50e-53
AC007251.2	ENSG00000277527.1	0.000	1.080	-1.057	1.56e-36
AC007283.5	ENSG00000234431.2	7.470	1.320	1.868	1.78e-30
AC007326.9	ENSG00000271275.1	0.000	1.330	-1.220	1.44e-40
AC007364.1	ENSG00000162947.4	0.000	2.520	-1.816	3.66e-38
AC007365.1	ENSG00000233694.5	0.000	1.290	-1.195	4.72e-47
AC007383.3	ENSG00000227946.1	8.100	21.750	-1.322	2.37e-31
AC007389.3	ENSG00000235725.1	1.140	0.050	1.027	6.20e-19
AC007390.4	ENSG00000233159.1	0.000	1.120	-1.084	5.76e-36
AC007391.2	ENSG00000232028.1	0.000	6.000	-2.807	2.63e-54
AC007392.3	ENSG00000232046.6	0.000	4.650	-2.498	3.34e-44
AC007392.4	ENSG00000237179.5	0.000	3.530	-2.180	1.84e-42
AC007403.1	ENSG00000232688.1	0.000	3.030	-2.011	7.39e-35
AC007403.2	ENSG00000230525.5	0.000	1.670	-1.417	1.77e-39
AC007405.6	ENSG00000239467.5	3.430	11.450	-1.491	6.91e-25
AC007422.1	ENSG00000224173.1	0.000	2.180	-1.669	6.27e-44
AC007463.2	ENSG00000226506.5	0.000	6.150	-2.838	9.45e-53
AC007557.1	ENSG00000223874.1	0.000	596.673	-9.223	5.73e-74
AC007557.2	ENSG00000237479.1	0.000	7.580	-3.101	1.60e-57
AC007557.3	ENSG00000227021.1	0.000	8.980	-3.319	1.20e-55
AC007557.4	ENSG00000231597.1	0.000	16.930	-4.164	5.44e-61
AC007563.1	ENSG00000236295.1	0.000	4.160	-2.367	4.87e-57
AC007566.10	ENSG00000244055.1	0.850	11.550	-2.762	2.13e-84
AC007620.3	ENSG00000242539.2	4.170	0.860	1.475	4.33e-17
AC007680.2	ENSG00000237374.5	0.000	1.380	-1.251	5.10e-35
AC007740.1	ENSG00000237750.2	0.000	1.890	-1.531	9.01e-51
AC007773.2	ENSG00000267213.4	0.740	3.840	-1.476	2.94e-39
AC007879.2	ENSG00000234902.6	0.970	9.930	-2.472	3.57e-47
AC007879.3	ENSG00000240440.1	0.000	1.290	-1.195	1.74e-19
AC007879.5	ENSG00000223725.6	0.340	6.350	-2.456	1.38e-56
AC007879.7	ENSG00000229647.1	0.280	2.180	-1.313	7.54e-46
AC007966.1	ENSG00000226747.6	0.040	3.580	-2.139	2.49e-37
AC008073.7	ENSG00000232642.1	0.000	6.650	-2.935	1.05e-76
AC008079.9	ENSG00000187979.4	0.000	23.811	-4.633	1.57e-70
AC008088.4	ENSG00000260907.1	0.660	34.811	-4.431	1.57e-73
AC008103.3	ENSG00000276095.2	0.000	2.050	-1.609	9.79e-30
AC008103.4	ENSG00000279987.1	0.000	2.650	-1.868	3.63e-50
AC008132.13	ENSG00000161103.11	0.040	192.951	-7.543	5.93e-88
AC008132.15	ENSG00000182824.7	0.030	11.640	-3.617	5.44e-65
AC008268.2	ENSG00000237510.7	0.070	2.670	-1.778	4.18e-49
AC008278.2	ENSG00000234022.1	0.000	1.770	-1.470	2.10e-47
AC008281.1	ENSG00000228909.1	0.000	2.180	-1.669	4.23e-42
AC008427.2	ENSG00000251583.1	0.000	8.320	-3.220	7.38e-53
AC008694.3	ENSG00000253798.1	0.000	35.740	-5.199	1.38e-76
AC008746.12	ENSG00000267838.2	0.530	3.800	-1.650	1.84e-50
AC008746.5	ENSG00000235681.1	0.410	2.400	-1.270	1.18e-18
AC008753.3	ENSG00000238150.1	2.190	0.000	1.674	5.26e-22
AC008753.4	ENSG00000269564.1	44.860	0.260	5.186	1.92e-61
AC009065.4	ENSG00000279473.1	11.370	0.000	3.629	2.81e-73
AC009120.3	ENSG00000239763.2	0.320	2.060	-1.213	5.43e-31
AC009120.4	ENSG00000261404.5	0.110	4.590	-2.332	1.16e-69
AC009120.5	ENSG00000260884.1	0.230	1.940	-1.257	1.69e-41
AC009120.6	ENSG00000259972.2	4.180	22.330	-2.171	4.29e-66
AC009133.15	ENSG00000259952.1	0.000	4.070	-2.342	8.71e-19
AC009133.21	ENSG00000275857.1	5.060	13.630	-1.272	5.37e-25
AC009134.1	ENSG00000262116.1	0.000	1.470	-1.305	1.09e-25
AC009158.1	ENSG00000231876.7	0.000	7.100	-3.018	4.58e-58
AC009228.1	ENSG00000242628.5	0.260	3.150	-1.720	7.96e-28
AC009299.2	ENSG00000235724.8	0.090	10.790	-3.435	9.45e-60
AC009303.1	ENSG00000235066.6	0.000	3.590	-2.199	7.91e-46
AC009305.1	ENSG00000234579.1	0.000	1.280	-1.189	3.12e-38
AC009313.1	ENSG00000224467.1	0.000	1.890	-1.531	9.06e-51
AC009365.4	ENSG00000225881.1	0.000	6.730	-2.950	3.34e-58
AC009403.2	ENSG00000216895.8	5.030	13.180	-1.234	6.15e-30
AC009411.1	ENSG00000228538.5	0.000	9.430	-3.383	4.04e-57
AC009411.2	ENSG00000235537.1	0.000	2.380	-1.757	1.54e-47
AC009473.1	ENSG00000234141.1	0.150	10.600	-3.334	3.76e-68
AC009487.4	ENSG00000224076.5	0.000	41.859	-5.422	2.00e-68
AC009487.6	ENSG00000226121.2	0.110	1.840	-1.355	4.05e-57
AC009501.4	ENSG00000231609.5	0.330	1.950	-1.149	5.97e-18
AC009505.2	ENSG00000235522.6	0.050	2.150	-1.585	1.17e-61
AC009505.4	ENSG00000234162.1	0.000	3.200	-2.070	5.56e-47
AC009506.1	ENSG00000224152.1	1.590	9.660	-2.041	5.96e-49
AC009542.2	ENSG00000231794.5	0.020	1.210	-1.115	1.14e-50
AC009961.3	ENSG00000226266.6	1.420	4.250	-1.117	6.02e-19
AC010096.2	ENSG00000237992.1	0.000	1.620	-1.390	2.16e-37
AC010127.3	ENSG00000236107.7	0.050	11.040	-3.519	9.06e-35
AC010168.1	ENSG00000281457.1	2.920	282.968	-6.179	4.18e-41
AC010524.2	ENSG00000268686.1	0.400	8.680	-2.790	5.54e-79
AC010547.9	ENSG00000261611.5	0.270	1.990	-1.235	6.41e-58
AC010642.1	ENSG00000267216.1	0.360	1.840	-1.062	6.72e-43
AC010649.1	ENSG00000267448.5	0.250	28.479	-4.560	2.88e-61
AC010677.5	ENSG00000232383.1	24.000	1.670	3.227	6.40e-11
AC010731.4	ENSG00000235118.7	0.000	1.310	-1.208	4.34e-25
AC010746.3	ENSG00000225979.1	0.000	1.420	-1.275	2.05e-43
AC010880.1	ENSG00000224400.5	0.000	1.830	-1.501	2.41e-39
AC010884.1	ENSG00000224509.2	0.000	1.510	-1.328	9.71e-63
AC010894.3	ENSG00000226853.2	1.240	41.220	-4.236	2.50e-82
AC010907.5	ENSG00000224661.1	0.040	2.730	-1.843	1.60e-80
AC010967.2	ENSG00000228033.5	0.000	1.010	-1.007	9.85e-22
AC010974.3	ENSG00000230065.1	0.000	2.420	-1.774	1.68e-36
AC010976.2	ENSG00000231731.7	1.090	5.160	-1.559	8.78e-52
AC010980.2	ENSG00000237732.9	0.130	293.069	-8.024	1.45e-86
AC011193.1	ENSG00000225582.1	0.000	2.130	-1.646	6.89e-31
AC011196.3	ENSG00000235518.2	0.000	4.300	-2.406	9.84e-46
AC011330.13	ENSG00000275601.1	1.410	4.800	-1.267	4.23e-38
AC011518.2	ENSG00000267133.1	0.000	1.360	-1.239	6.94e-30
AC011525.2	ENSG00000261400.1	0.000	2.790	-1.922	1.26e-54
AC011525.4	ENSG00000267465.6	0.000	8.550	-3.256	1.30e-70
AC011551.3	ENSG00000268423.4	0.090	1.600	-1.254	1.42e-40
AC011558.5	ENSG00000279753.1	68.460	9.990	2.660	6.00e-42
AC011718.2	ENSG00000274044.4	0.000	21.180	-4.471	1.34e-66
AC011737.2	ENSG00000204196.5	19.311	6.460	1.445	2.75e-35
AC011752.1	ENSG00000231204.5	0.000	7.280	-3.050	2.16e-52
AC012075.2	ENSG00000235519.1	0.000	6.860	-2.975	3.78e-68
AC012146.7	ENSG00000234327.7	8.620	23.131	-1.327	5.62e-23
AC012314.8	ENSG00000237017.1	0.250	1.650	-1.084	6.52e-73
AC012354.8	ENSG00000231848.1	0.320	2.060	-1.213	1.74e-25
AC012360.6	ENSG00000238273.3	0.050	1.840	-1.436	4.90e-56
AC012370.3	ENSG00000234255.8	0.000	19.950	-4.389	3.43e-66
AC012456.3	ENSG00000203643.3	0.000	3.270	-2.094	5.83e-61
AC012462.2	ENSG00000225166.1	0.000	5.290	-2.653	2.71e-47
AC012462.3	ENSG00000228618.1	0.000	1.400	-1.263	4.69e-31
AC012485.2	ENSG00000232306.1	0.000	1.030	-1.021	2.54e-49
AC012501.2	ENSG00000227400.2	0.000	1.210	-1.144	4.15e-17
AC012501.3	ENSG00000242575.1	0.050	1.380	-1.181	2.06e-14
AC012506.4	ENSG00000235497.5	0.000	2.570	-1.836	1.93e-45
AC012594.1	ENSG00000231898.8	0.000	51.140	-5.704	6.18e-69
AC013271.3	ENSG00000186148.11	1.370	114.126	-5.602	7.72e-58
AC013402.4	ENSG00000231626.1	0.000	2.010	-1.590	3.00e-32
AC013402.5	ENSG00000230690.1	0.000	1.180	-1.124	2.60e-35
AC013460.1	ENSG00000229727.6	0.020	6.950	-2.962	1.04e-52
AC013470.6	ENSG00000236048.2	0.000	6.450	-2.897	1.48e-55
AC013472.3	ENSG00000205500.8	0.000	9.330	-3.369	1.25e-65
AC015688.3	ENSG00000266728.5	0.000	1.910	-1.541	6.02e-26
AC015849.12	ENSG00000270829.1	0.000	1.230	-1.157	1.00e-36
AC015849.16	ENSG00000270977.1	0.960	11.200	-2.638	7.53e-43
AC015849.19	ENSG00000270871.1	0.470	2.310	-1.171	2.82e-24
AC015849.2	ENSG00000270240.2	0.110	8.950	-3.164	3.56e-74
AC015922.6	ENSG00000237057.2	0.100	6.290	-2.728	1.27e-59
AC015923.1	ENSG00000226797.1	0.000	2.420	-1.774	4.97e-49
AC015971.2	ENSG00000228363.2	0.100	6.680	-2.804	2.63e-66
AC016582.2	ENSG00000225868.6	0.390	7.500	-2.612	4.59e-58
AC016644.1	ENSG00000235635.1	0.000	1.460	-1.299	2.67e-38
AC016738.3	ENSG00000230140.5	0.000	5.450	-2.689	3.22e-47
AC016738.4	ENSG00000223947.1	0.030	3.550	-2.143	1.80e-80
AC016739.2	ENSG00000218175.2	20.069	4.810	1.859	1.05e-33
AC016747.3	ENSG00000212978.6	4.680	18.539	-1.782	3.33e-20
AC016757.3	ENSG00000186235.10	0.730	39.890	-4.563	1.27e-88
AC016831.7	ENSG00000233559.1	0.010	1.280	-1.175	1.71e-49
AC016907.3	ENSG00000233862.5	0.020	4.570	-2.449	1.04e-71
AC016909.1	ENSG00000233729.1	0.000	6.410	-2.889	2.08e-53
AC016912.3	ENSG00000228100.1	0.510	16.890	-3.567	3.43e-51
AC017002.4	ENSG00000225744.1	0.000	1.700	-1.433	3.03e-17
AC017048.1	ENSG00000229434.1	0.000	1.050	-1.036	2.02e-23
AC017104.6	ENSG00000224376.1	0.430	3.400	-1.622	2.74e-46
AC017116.11	ENSG00000239775.1	1.210	4.720	-1.372	4.04e-28
AC018359.1	ENSG00000226320.5	0.000	1.020	-1.014	1.96e-34
AC018462.3	ENSG00000242735.1	0.000	1.110	-1.077	4.48e-16
AC018647.3	ENSG00000227544.8	0.210	3.730	-1.967	5.20e-70
AC018693.6	ENSG00000225284.1	0.000	2.740	-1.903	1.59e-43
AC018737.3	ENSG00000224655.5	0.000	2.310	-1.727	3.71e-38
AC018755.16	ENSG00000269388.1	0.740	3.210	-1.275	2.47e-39
AC018755.17	ENSG00000267808.1	0.020	2.050	-1.580	1.97e-45
AC018766.4	ENSG00000267896.1	4.380	11.460	-1.212	8.14e-33
AC018766.6	ENSG00000268047.1	0.280	7.780	-2.778	2.83e-72
AC018804.7	ENSG00000213225.7	2.600	12.000	-1.852	2.08e-34
AC018892.9	ENSG00000188383.8	0.090	1.670	-1.293	4.16e-52
AC019048.1	ENSG00000223884.5	0.000	4.730	-2.518	3.23e-51
AC019055.1	ENSG00000235911.1	0.000	25.621	-4.734	6.32e-65
AC019117.2	ENSG00000236039.1	0.050	2.120	-1.571	2.99e-26
AC019172.2	ENSG00000227363.1	0.030	7.350	-3.019	1.55e-90
AC020594.5	ENSG00000237133.1	0.380	3.240	-1.619	4.69e-45
AC020956.3	ENSG00000278239.1	0.000	5.570	-2.716	1.29e-83
AC021021.2	ENSG00000226488.1	0.000	1.750	-1.459	3.72e-57
