Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
AC090044.2	ENSG00000224239.1	0.285	1.890	-1.169	3.07e-61
AC092301.3	ENSG00000269148.1	0.110	1.260	-1.026	1.28e-121
AC093110.3	ENSG00000238018.2	0.260	4.980	-2.247	3.07e-153
AC093495.4	ENSG00000228242.6	3.100	14.770	-1.943	1.45e-100
AC093609.1	ENSG00000230587.1	0.060	1.980	-1.491	1.74e-174
AC093642.1	ENSG00000280119.1	0.065	1.910	-1.450	3.68e-119
AC093642.3	ENSG00000237940.3	0.750	11.880	-2.880	4.37e-156
AC093838.4	ENSG00000152117.17	6.605	28.089	-1.935	1.24e-131
AC098617.1	ENSG00000233766.7	0.680	3.400	-1.389	1.52e-92
AC099668.5	ENSG00000259970.1	0.635	3.670	-1.514	9.75e-58
AC108488.4	ENSG00000242282.6	2.190	7.930	-1.485	1.81e-132
AC114730.11	ENSG00000235351.1	0.400	5.920	-2.305	1.87e-133
AC114730.3	ENSG00000224272.2	0.160	1.330	-1.006	7.37e-52
AC116366.6	ENSG00000234290.2	0.530	3.260	-1.477	6.82e-148
AC116614.1	ENSG00000235688.2	0.070	1.160	-1.013	3.31e-74
AC129492.1	ENSG00000279152.1	0.000	1.110	-1.077	2.56e-42
AC131097.4	ENSG00000216921.7	1.940	5.380	-1.118	1.31e-14
AC132217.4	ENSG00000240801.1	4.515	23.900	-2.175	1.02e-42
AC137932.4	ENSG00000268218.1	0.225	1.540	-1.052	2.67e-126
AC137934.1	ENSG00000260923.5	2.165	7.850	-1.483	4.18e-45
AC138035.2	ENSG00000238035.8	1.930	15.500	-2.494	2.70e-138
AC139100.4	ENSG00000278000.1	0.440	2.460	-1.265	1.07e-96
AC144450.1	ENSG00000228613.1	0.000	2.800	-1.926	7.64e-102
AC156455.1	ENSG00000256546.1	0.745	3.410	-1.338	6.99e-92
AC159540.1	ENSG00000230606.10	7.980	31.860	-1.872	4.29e-69
AC239868.2	ENSG00000280874.1	15.370	4.770	1.504	1.20e-16
AC239868.3	ENSG00000281134.1	15.370	4.770	1.504	1.20e-16
AC245100.1	ENSG00000280649.1	5.305	1.960	1.091	3.02e-48
ACACB	ENSG00000076555.15	3.800	34.441	-2.884	6.12e-191
ACAD11	ENSG00000240303.7	7.345	25.141	-1.647	4.18e-115
ACADL	ENSG00000115361.7	8.890	30.290	-1.662	7.42e-95
ACADVL	ENSG00000072778.19	371.610	1139.037	-1.613	1.68e-78
ACAP3	ENSG00000131584.18	9.000	47.669	-2.283	2.33e-119
ACBD7	ENSG00000176244.6	1.685	0.270	1.080	2.20e-58
ACCS	ENSG00000110455.13	10.375	42.420	-1.932	1.95e-100
ACE2	ENSG00000130234.10	0.820	2.800	-1.062	2.23e-62
ACHE	ENSG00000087085.13	0.560	2.190	-1.032	4.37e-51
ACIN1	ENSG00000100813.14	74.434	170.780	-1.187	1.06e-88
ACKR1	ENSG00000213088.9	7.145	33.529	-2.084	1.08e-58
ACKR2	ENSG00000144648.14	0.310	2.660	-1.482	3.30e-167
ACKR3	ENSG00000144476.5	15.510	53.090	-1.712	1.18e-77
ACOT11	ENSG00000162390.17	4.085	12.270	-1.384	7.36e-79
ACOT7	ENSG00000097021.19	14.540	6.650	1.022	2.22e-65
ACP5	ENSG00000102575.10	25.360	4.880	2.164	6.57e-52
ACSF2	ENSG00000167107.12	42.430	156.834	-1.862	1.21e-104
ACSS1	ENSG00000154930.14	15.795	36.549	-1.161	4.16e-99
ACTA1	ENSG00000143632.14	0.040	3.730	-2.185	3.27e-77
ACTA2	ENSG00000107796.12	108.631	227.495	-1.060	5.44e-20
ACTA2-AS1	ENSG00000180139.11	0.335	5.020	-2.173	2.06e-94
ACTC1	ENSG00000159251.6	0.150	2.720	-1.694	5.74e-69
ACTG1	ENSG00000184009.9	2846.256	1370.987	1.053	2.71e-70
ACTG2	ENSG00000163017.13	2.550	12.740	-1.952	1.03e-50
ACVR1	ENSG00000115170.13	51.351	25.120	1.003	1.39e-41
ACVRL1	ENSG00000139567.12	10.095	32.810	-1.608	7.77e-91
AD000684.2	ENSG00000268947.1	0.420	3.450	-1.648	3.09e-152
ADA	ENSG00000196839.12	3.785	9.620	-1.150	6.39e-62
ADAM19	ENSG00000135074.15	0.930	3.160	-1.108	2.07e-47
ADAM22	ENSG00000008277.14	0.510	3.120	-1.448	5.25e-124
ADAM33	ENSG00000149451.17	0.510	24.380	-4.071	1.66e-209
ADAMTS1	ENSG00000154734.14	9.110	53.619	-2.434	7.30e-85
ADAMTS10	ENSG00000142303.13	4.940	24.170	-2.083	8.36e-72
ADAMTS13	ENSG00000160323.18	1.790	5.710	-1.266	3.55e-91
ADAMTS2	ENSG00000087116.13	1.180	6.450	-1.773	1.99e-59
ADAMTS4	ENSG00000158859.9	1.285	12.530	-2.566	8.36e-67
ADAMTS5	ENSG00000154736.5	1.145	4.690	-1.407	1.49e-79
ADAMTSL4	ENSG00000143382.13	5.165	14.240	-1.306	2.78e-42
ADAT2	ENSG00000189007.15	1.625	10.170	-2.089	6.30e-153
ADAT3	ENSG00000213638.5	1.520	4.720	-1.183	1.88e-77
ADCK5	ENSG00000173137.11	4.425	10.360	-1.066	2.44e-80
ADCY10P1	ENSG00000161912.17	0.970	10.130	-2.498	8.10e-144
ADCY3	ENSG00000138031.14	9.900	49.210	-2.204	1.84e-108
ADCY4	ENSG00000129467.13	5.560	60.459	-3.228	1.66e-140
ADCY5	ENSG00000173175.14	0.350	1.920	-1.113	1.15e-89
ADCY6	ENSG00000174233.11	12.405	36.610	-1.488	4.62e-97
ADCYAP1R1	ENSG00000078549.14	0.300	1.790	-1.102	5.98e-39
ADD3	ENSG00000148700.13	37.290	84.062	-1.152	1.41e-75
ADD3-AS1	ENSG00000203876.9	0.280	1.600	-1.022	2.52e-145
ADGRA2	ENSG00000020181.17	4.640	10.560	-1.035	7.21e-49
ADGRA3	ENSG00000152990.13	8.650	28.281	-1.601	3.06e-99
ADGRG3	ENSG00000182885.16	0.170	5.220	-2.410	3.21e-141
ADGRV1	ENSG00000164199.15	0.560	10.480	-2.879	2.27e-147
ADH1B	ENSG00000196616.12	0.355	69.821	-5.708	9.89e-226
ADH1C	ENSG00000248144.5	0.080	2.140	-1.540	3.11e-139
ADHFE1	ENSG00000147576.15	5.455	28.220	-2.178	1.07e-151
ADIRF-AS1	ENSG00000272734.1	3.995	26.119	-2.441	4.30e-102
ADK	ENSG00000156110.13	53.439	21.021	1.306	2.96e-105
ADM2	ENSG00000128165.8	3.075	8.880	-1.278	7.53e-28
ADM5	ENSG00000224420.3	0.350	1.910	-1.108	1.39e-86
ADORA1	ENSG00000163485.15	15.835	2.690	2.190	3.31e-120
ADRA2A	ENSG00000150594.6	0.840	6.470	-2.021	5.87e-85
ADTRP	ENSG00000111863.12	2.695	0.530	1.272	2.07e-44
AE000661.37	ENSG00000251002.7	2.085	0.030	1.582	3.42e-51
AEBP1	ENSG00000106624.8	40.965	120.617	-1.535	4.33e-38
AF011889.2	ENSG00000238039.1	0.330	4.350	-2.008	1.20e-101
AF127577.10	ENSG00000229047.1	18.190	5.690	1.520	4.50e-51
AF131216.5	ENSG00000255020.1	0.510	5.320	-2.065	1.03e-48
AF230666.2	ENSG00000223697.3	0.430	2.230	-1.176	1.23e-118
AFAP1L1	ENSG00000157510.13	3.770	10.870	-1.315	3.24e-63
AFG3L1P	ENSG00000223959.8	7.465	31.800	-1.954	2.79e-139
AGAP11	ENSG00000271880.1	0.430	5.790	-2.247	5.19e-144
AGAP3	ENSG00000133612.18	39.129	84.700	-1.095	2.97e-88
AGAP4	ENSG00000188234.13	4.165	20.300	-2.044	3.86e-135
AGAP5	ENSG00000172650.12	1.700	8.020	-1.740	2.65e-137
AGAP6	ENSG00000204149.9	4.900	31.150	-2.446	2.14e-125
AGAP9	ENSG00000204172.11	3.050	19.620	-2.348	3.23e-119
AGBL2	ENSG00000165923.15	1.000	3.520	-1.176	1.95e-76
AGER	ENSG00000204305.13	20.129	68.171	-1.711	1.95e-40
AGPAT4	ENSG00000026652.13	0.705	4.430	-1.671	4.73e-188
AGPAT9	ENSG00000138678.10	10.300	22.550	-1.059	1.93e-44
AGR2	ENSG00000106541.11	36.319	1.930	3.671	6.37e-112
AGR3	ENSG00000173467.8	0.380	2.590	-1.379	3.83e-41
AGT	ENSG00000135744.7	3.155	10.450	-1.462	6.68e-32
AGTR1	ENSG00000144891.17	0.445	12.090	-3.179	3.31e-146
AHI1	ENSG00000135541.20	7.945	17.310	-1.033	1.10e-76
AHNAK2	ENSG00000185567.6	12.610	2.480	1.968	3.82e-57
AHSA2	ENSG00000173209.22	19.210	135.748	-2.758	3.30e-116
AIF1L	ENSG00000126878.12	35.569	86.858	-1.265	8.85e-48
AJ011932.1	ENSG00000274248.1	0.170	1.900	-1.310	4.30e-59
AK1	ENSG00000106992.17	314.877	135.307	1.213	8.95e-99
AKAP12	ENSG00000131016.16	5.925	21.591	-1.706	1.98e-78
AKAP17A	ENSG00000197976.10	18.880	72.208	-1.881	1.49e-138
AKAP8L	ENSG00000011243.17	36.505	151.733	-2.026	1.54e-137
AKR1C1	ENSG00000187134.12	2.510	51.041	-3.890	1.18e-158
AKR1C2	ENSG00000151632.16	1.335	27.110	-3.590	5.00e-145
AKR1C3	ENSG00000196139.11	5.140	25.539	-2.112	1.35e-88
AKR1E2	ENSG00000165568.17	0.550	3.990	-1.687	1.04e-178
AL157871.2	ENSG00000259052.1	22.405	94.039	-2.022	1.57e-40
AL158801.1	ENSG00000279392.1	2.775	0.420	1.411	3.52e-63
AL442127.1	ENSG00000278371.2	0.000	16.979	-4.168	5.64e-42
ALB	ENSG00000163631.16	0.320	2.200	-1.278	2.69e-53
ALDH1A1	ENSG00000165092.12	76.749	158.924	-1.040	3.79e-34
ALDH1A3	ENSG00000184254.16	8.225	1.590	1.833	4.75e-61
ALDH1L1	ENSG00000144908.13	0.515	2.190	-1.074	3.29e-32
ALDH1L2	ENSG00000136010.13	0.430	2.160	-1.144	6.06e-92
ALDH3B1	ENSG00000006534.15	17.600	2.880	2.261	3.08e-101
ALOX12P2	ENSG00000262943.7	3.955	11.130	-1.292	4.74e-44
ALOX15B	ENSG00000179593.15	14.620	1.770	2.495	9.75e-52
ALOX5	ENSG00000012779.10	20.494	7.710	1.303	2.64e-15
ALOX5AP	ENSG00000132965.9	20.485	9.060	1.095	2.78e-12
ALS2CL	ENSG00000178038.16	23.085	82.991	-1.802	1.84e-68
AMIGO2	ENSG00000139211.6	11.650	3.960	1.351	1.16e-46
AMN	ENSG00000166126.10	0.230	2.410	-1.471	5.96e-121
AMOT	ENSG00000126016.13	7.835	3.400	1.006	8.12e-34
AMPD2	ENSG00000116337.15	15.535	48.060	-1.569	8.35e-108
AMPH	ENSG00000078053.16	0.190	1.540	-1.094	1.86e-96
AMT	ENSG00000145020.14	8.270	46.539	-2.358	6.78e-106
AMY2B	ENSG00000240038.6	11.805	72.298	-2.517	4.21e-96
ANAPC2	ENSG00000176248.8	18.280	56.422	-1.574	2.81e-139
ANAPC4	ENSG00000053900.10	11.130	26.800	-1.197	1.47e-126
ANGPTL1	ENSG00000116194.12	5.900	28.201	-2.081	3.77e-84
ANK2	ENSG00000145362.16	1.585	12.170	-2.349	3.14e-126
ANKDD1A	ENSG00000166839.16	2.295	7.550	-1.376	1.59e-128
ANKHD1	ENSG00000131503.20	37.035	75.331	-1.005	3.62e-99
ANKRA2	ENSG00000164331.9	16.560	35.351	-1.050	2.85e-79
ANKRD10	ENSG00000088448.14	43.290	116.218	-1.404	2.99e-99
ANKRD10-IT1	ENSG00000229152.2	2.845	15.780	-2.126	2.06e-106
ANKRD13B	ENSG00000198720.12	1.520	7.210	-1.704	3.62e-105
ANKRD18A	ENSG00000180071.18	0.935	4.520	-1.512	3.21e-100
ANKRD20A5P	ENSG00000186481.15	1.465	4.210	-1.080	5.97e-35
ANKRD20A8P	ENSG00000229089.6	0.040	1.080	-1.000	1.29e-97
ANKRD23	ENSG00000163126.14	1.170	4.800	-1.418	7.47e-109
ANKRD29	ENSG00000154065.16	0.550	3.740	-1.613	1.72e-127
ANKRD35	ENSG00000198483.12	0.210	1.610	-1.109	1.95e-138
ANKRD36	ENSG00000135976.16	2.110	7.410	-1.435	1.03e-95
ANKRD36B	ENSG00000196912.12	2.440	6.860	-1.192	2.57e-74
ANKRD53	ENSG00000144031.11	1.360	5.040	-1.356	8.72e-122
ANKRD9	ENSG00000156381.8	2.255	10.240	-1.788	3.58e-137
ANKS1B	ENSG00000185046.18	1.830	4.870	-1.053	7.98e-73
ANKS3	ENSG00000168096.14	10.215	26.230	-1.280	6.97e-109
ANKZF1	ENSG00000163516.13	16.120	80.532	-2.252	9.25e-130
ANO2	ENSG00000047617.14	0.440	2.590	-1.318	9.51e-87
ANO8	ENSG00000074855.10	2.800	8.000	-1.244	2.41e-74
ANO9	ENSG00000185101.12	3.395	11.170	-1.469	6.62e-75
ANPEP	ENSG00000166825.13	3.245	11.040	-1.504	4.14e-39
ANTXR1	ENSG00000169604.19	17.195	36.620	-1.048	1.79e-45
ANTXR2	ENSG00000163297.16	4.110	13.540	-1.509	9.66e-97
ANXA1	ENSG00000135046.13	1077.072	243.773	2.139	1.04e-51
ANXA2P2	ENSG00000231991.4	15.455	5.110	1.429	8.20e-38
AOC3	ENSG00000131471.6	7.365	24.560	-1.611	5.88e-67
AOX1	ENSG00000138356.13	0.605	20.510	-3.744	2.94e-177
AP000275.65	ENSG00000265590.9	5.300	1.660	1.244	9.32e-32
AP000347.2	ENSG00000272578.5	1.300	7.080	-1.813	1.70e-102
AP000347.4	ENSG00000234353.2	2.070	12.750	-2.163	4.98e-87
AP000442.1	ENSG00000255139.1	1.020	3.760	-1.237	8.49e-118
AP000473.5	ENSG00000228798.1	0.625	2.750	-1.206	3.52e-81
AP000580.1	ENSG00000219529.2	1.845	6.180	-1.336	2.70e-88
AP000866.1	ENSG00000279342.1	0.640	3.890	-1.576	4.26e-114
AP000892.6	ENSG00000280143.1	1.620	12.200	-2.333	1.73e-125
AP001062.7	ENSG00000184441.4	1.460	5.900	-1.488	1.41e-145
AP001062.8	ENSG00000241728.5	0.570	3.330	-1.464	1.40e-93
AP001189.4	ENSG00000236304.1	0.100	2.040	-1.467	9.17e-128
AP002518.1	ENSG00000280653.1	2.890	11.180	-1.647	6.06e-8
AP003391.1	ENSG00000281272.1	2.460	0.000	1.791	7.39e-3
AP006621.9	ENSG00000269915.1	0.120	1.900	-1.373	7.44e-106
AP1G2	ENSG00000213983.11	36.579	172.924	-2.210	1.08e-104
AP1M2	ENSG00000129354.11	125.739	61.900	1.011	4.57e-82
AP1S1	ENSG00000106367.13	53.434	25.479	1.040	2.85e-108
AP2A2	ENSG00000183020.13	20.970	43.060	-1.004	7.33e-109
AP4B1	ENSG00000134262.12	8.065	22.130	-1.351	3.04e-129
AP4B1-AS1	ENSG00000226167.1	0.170	1.610	-1.158	5.37e-133
APBA2	ENSG00000034053.14	1.135	3.490	-1.072	3.49e-44
APBA3	ENSG00000011132.11	10.670	22.400	-1.004	7.10e-118
APBB2	ENSG00000163697.16	16.885	34.961	-1.008	1.16e-63
APBB3	ENSG00000113108.17	15.165	76.510	-2.262	5.30e-123
APLP2	ENSG00000084234.16	1048.055	376.654	1.474	6.10e-73
APOA1	ENSG00000118137.9	0.640	3.600	-1.488	3.58e-18
APOC1	ENSG00000130208.9	200.769	30.340	2.687	3.13e-48
APOC1P1	ENSG00000214855.9	1.275	0.120	1.022	2.18e-36
APOC2	ENSG00000234906.8	2.685	0.210	1.607	5.17e-49
APOC4-APOC2	ENSG00000224916.8	3.650	0.480	1.652	2.40e-46
APOD	ENSG00000189058.8	11.075	689.974	-5.839	4.36e-182
APOE	ENSG00000130203.9	328.044	131.406	1.313	1.72e-19
APOL3	ENSG00000128284.19	10.105	43.221	-1.994	3.41e-117
AQP5	ENSG00000161798.6	7.455	1.970	1.509	5.81e-37
AQP7	ENSG00000165269.12	0.700	5.700	-1.979	2.14e-77
AR	ENSG00000169083.15	0.680	2.650	-1.119	3.27e-56
ARAP1-AS1	ENSG00000256007.1	6.685	0.000	2.942	4.74e-18
ARAP2	ENSG00000047365.11	8.750	27.851	-1.565	1.97e-127
ARAP3	ENSG00000120318.15	6.350	17.610	-1.340	1.87e-48
ARFGAP1	ENSG00000101199.12	33.195	94.732	-1.485	5.13e-119
ARGLU1	ENSG00000134884.13	42.210	211.526	-2.298	2.14e-118
ARHGAP21	ENSG00000107863.16	9.755	28.041	-1.433	5.17e-123
ARHGAP24	ENSG00000138639.17	4.895	19.390	-1.790	5.64e-60
ARHGAP26	ENSG00000145819.15	2.850	8.930	-1.367	4.35e-113
ARHGAP33	ENSG00000004777.18	2.970	29.510	-2.942	7.47e-146
ARHGAP36	ENSG00000147256.10	16.852	0.040	4.101	1.51e-68
ARHGAP4	ENSG00000089820.15	9.390	21.170	-1.093	1.37e-29
ARHGAP6	ENSG00000047648.21	9.645	22.700	-1.155	2.90e-88
ARHGAP8	ENSG00000241484.9	14.050	33.929	-1.215	7.02e-74
ARHGEF1	ENSG00000076928.17	34.380	107.031	-1.610	3.91e-105
ARHGEF10	ENSG00000104728.15	6.980	17.869	-1.242	2.95e-79
ARHGEF10L	ENSG00000074964.16	15.220	33.681	-1.096	4.52e-71
ARHGEF15	ENSG00000198844.10	6.480	15.820	-1.169	2.60e-35
ARHGEF17	ENSG00000110237.3	23.735	81.968	-1.746	1.76e-95
ARHGEF25	ENSG00000240771.6	3.595	16.330	-1.915	1.56e-99
ARHGEF28	ENSG00000214944.9	4.365	17.660	-1.798	9.52e-102
ARHGEF37	ENSG00000183111.11	0.805	2.680	-1.028	7.35e-56
ARHGEF4	ENSG00000136002.16	6.035	19.680	-1.556	5.66e-94
ARHGEF7	ENSG00000102606.17	12.635	42.979	-1.690	2.74e-130
ARID3B	ENSG00000179361.17	2.005	5.200	-1.045	2.29e-112
ARID5A	ENSG00000196843.15	9.030	23.119	-1.266	2.49e-52
ARL17A	ENSG00000185829.15	3.585	13.880	-1.698	9.28e-127
ARMC12	ENSG00000157343.8	0.180	2.220	-1.448	1.69e-133
ARMCX3	ENSG00000102401.19	95.464	42.490	1.149	2.06e-39
ARMCX4	ENSG00000196440.11	8.170	24.680	-1.486	1.78e-118
ARMCX6	ENSG00000198960.10	80.120	35.740	1.143	2.52e-69
ARPC4-TTLL3	ENSG00000250151.9	4.655	11.720	-1.170	1.53e-65
ARRDC1-AS1	ENSG00000203993.4	11.570	25.010	-1.049	6.96e-105
ARRDC4	ENSG00000140450.8	7.695	16.840	-1.037	7.94e-44
ART4	ENSG00000111339.10	0.280	3.240	-1.728	3.14e-142
ART5	ENSG00000167311.13	0.360	2.610	-1.408	4.30e-119
ASF1B	ENSG00000105011.8	4.125	0.650	1.635	2.01e-119
ASIC3	ENSG00000213199.7	0.500	7.490	-2.501	9.85e-154
ASMTL-AS1	ENSG00000236017.7	4.345	49.710	-3.246	5.61e-115
ASNS	ENSG00000070669.16	13.110	27.420	-1.010	9.77e-46
