Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ACAA1	ENSG00000060971.17	52.421	112.860	-1.092	2.59e-41
ACAD11	ENSG00000240303.7	70.908	21.641	1.667	1.29e-15
ACAD8	ENSG00000151498.11	13.170	27.980	-1.032	2.97e-35
ACADM	ENSG00000117054.13	57.671	134.745	-1.210	4.97e-14
ACADSB	ENSG00000196177.12	11.040	31.064	-1.413	5.03e-29
ACAN	ENSG00000157766.15	13.240	1.355	2.596	1.84e-39
ACAP1	ENSG00000072818.11	9.920	3.445	1.297	7.30e-30
ACAT1	ENSG00000075239.13	111.283	263.653	-1.237	9.32e-16
ACE	ENSG00000159640.14	19.129	5.029	1.739	1.11e-27
ACKR1	ENSG00000213088.9	12.380	4.127	1.384	2.54e-7
ACKR3	ENSG00000144476.5	53.400	8.925	2.454	8.17e-51
ACLY	ENSG00000131473.16	123.194	42.696	1.507	1.27e-36
ACOT11	ENSG00000162390.17	3.150	18.234	-2.212	1.32e-57
ACOT12	ENSG00000172497.8	0.020	1.405	-1.237	2.14e-113
ACOX2	ENSG00000168306.12	9.730	21.525	-1.070	1.38e-18
ACPP	ENSG00000014257.15	0.410	17.670	-3.727	3.44e-158
ACSF2	ENSG00000167107.12	9.360	69.976	-2.776	4.34e-62
ACSL4	ENSG00000068366.19	18.371	45.781	-1.272	3.32e-20
ACSM3	ENSG00000005187.11	25.010	59.983	-1.229	7.46e-15
ACSM5	ENSG00000183549.10	23.760	8.549	1.374	2.69e-14
ACTA2	ENSG00000107796.12	415.066	161.623	1.355	6.74e-15
ACTG2	ENSG00000163017.13	16.750	2.180	2.481	1.22e-24
ACY1	ENSG00000243989.7	47.510	186.903	-1.954	2.30e-38
ADA	ENSG00000196839.12	7.930	2.105	1.524	9.41e-47
ADAM28	ENSG00000042980.12	8.110	3.130	1.141	1.10e-18
ADAM8	ENSG00000151651.15	3.200	0.940	1.114	6.21e-17
ADAMDEC1	ENSG00000134028.14	1.530	0.050	1.269	1.64e-25
ADAMTS10	ENSG00000142303.13	7.960	2.220	1.476	4.07e-14
ADAMTS15	ENSG00000166106.3	1.200	3.555	-1.050	2.44e-29
ADAMTS16	ENSG00000145536.15	0.350	3.465	-1.726	1.14e-48
ADAMTS2	ENSG00000087116.13	4.790	1.675	1.114	2.00e-14
ADAMTS4	ENSG00000158859.9	10.730	2.590	1.708	2.93e-25
ADAMTS7	ENSG00000136378.14	2.720	0.595	1.222	6.35e-35
ADAMTSL1	ENSG00000178031.15	0.930	2.950	-1.033	2.11e-16
ADAMTSL2	ENSG00000197859.9	4.160	13.155	-1.456	6.75e-29
ADAMTSL4	ENSG00000143382.13	7.450	1.915	1.535	1.50e-29
ADAP1	ENSG00000105963.13	6.140	17.722	-1.391	3.49e-43
ADAP2	ENSG00000184060.10	12.420	3.290	1.645	6.24e-55
ADCY3	ENSG00000138031.14	24.841	10.590	1.157	3.41e-26
ADCY7	ENSG00000121281.12	4.600	1.000	1.485	2.75e-28
ADGRA2	ENSG00000020181.17	16.030	5.418	1.408	2.18e-19
ADGRE2	ENSG00000127507.17	2.750	0.665	1.171	2.79e-25
ADGRE5	ENSG00000123146.19	44.780	17.749	1.288	2.26e-28
ADGRF1	ENSG00000153292.15	0.110	25.700	-4.588	6.72e-116
ADGRF3	ENSG00000173567.14	0.120	1.395	-1.097	4.05e-96
ADGRG6	ENSG00000112414.14	10.650	4.080	1.197	9.74e-14
ADGRL4	ENSG00000162618.12	46.491	16.467	1.443	1.19e-16
ADGRV1	ENSG00000164199.15	0.270	2.094	-1.285	6.73e-74
ADH1B	ENSG00000196616.12	2.770	49.305	-3.738	5.71e-43
ADH1C	ENSG00000248144.5	0.200	14.495	-3.691	7.52e-109
ADH6	ENSG00000172955.17	2.270	8.830	-1.588	2.59e-19
ADHFE1	ENSG00000147576.15	5.330	13.975	-1.242	1.43e-30
ADIRF	ENSG00000148671.13	342.010	145.320	1.229	6.87e-8
ADM	ENSG00000148926.9	178.514	24.604	2.810	7.99e-71
ADM2	ENSG00000128165.8	9.270	4.105	1.008	1.49e-14
ADORA1	ENSG00000163485.15	1.650	5.500	-1.294	4.45e-13
ADORA3	ENSG00000121933.17	2.630	0.480	1.294	9.31e-42
ADRA1B	ENSG00000170214.3	5.700	1.995	1.162	6.66e-26
ADRA2C	ENSG00000184160.7	2.520	8.300	-1.402	4.21e-33
ADSSL1	ENSG00000185100.10	53.708	10.700	2.225	7.51e-24
ADTRP	ENSG00000111863.12	1.200	5.499	-1.563	3.19e-31
AEN	ENSG00000181026.14	12.830	5.080	1.186	3.55e-53
AF186192.5	ENSG00000255085.8	0.460	2.185	-1.125	6.48e-29
AFAP1L1	ENSG00000157510.13	12.360	4.450	1.294	2.49e-31
AFAP1L2	ENSG00000169129.14	8.130	18.855	-1.121	1.24e-24
AFM	ENSG00000079557.4	0.170	3.734	-2.017	3.63e-49
AFMID	ENSG00000183077.15	34.760	72.569	-1.041	2.66e-20
AFP	ENSG00000081051.7	0.390	2.119	-1.166	9.85e-24
AGAP2	ENSG00000135439.11	1.790	0.245	1.164	6.09e-54
AGAP2-AS1	ENSG00000255737.2	6.320	2.220	1.185	9.14e-30
AGER	ENSG00000204305.13	3.470	1.235	1.000	7.09e-7
AGMAT	ENSG00000116771.5	10.590	26.905	-1.268	6.01e-11
AGMO	ENSG00000187546.13	4.960	1.845	1.067	1.21e-10
AGPAT9	ENSG00000138678.10	4.790	31.756	-2.500	7.28e-43
AGR2	ENSG00000106541.11	0.080	5.380	-2.563	6.63e-47
AGR3	ENSG00000173467.8	0.020	1.300	-1.173	2.22e-24
AGT	ENSG00000135744.7	42.759	18.868	1.139	2.07e-11
AGXT	ENSG00000172482.4	0.360	3.349	-1.677	3.25e-48
AHCYL2	ENSG00000158467.16	7.280	16.685	-1.095	2.53e-9
AHNAK2	ENSG00000185567.6	24.810	0.870	3.787	4.63e-73
AHSA2	ENSG00000173209.22	18.610	6.280	1.430	1.38e-9
AIF1	ENSG00000204472.12	82.229	36.982	1.132	8.74e-23
AIF1L	ENSG00000126878.12	42.620	306.511	-2.818	1.23e-42
AK1	ENSG00000106992.17	25.690	59.684	-1.185	3.63e-26
AK3	ENSG00000147853.16	27.770	65.226	-1.203	3.66e-32
AKAP3	ENSG00000111254.7	0.500	2.165	-1.077	1.54e-52
AKNA	ENSG00000106948.16	12.390	4.155	1.377	1.64e-39
AKR7A3	ENSG00000162482.4	12.190	30.522	-1.257	7.73e-13
AL035610.1	ENSG00000232079.6	16.979	6.670	1.229	2.92e-7
AL157871.2	ENSG00000259052.1	0.000	1.330	-1.220	1.86e-37
AL161668.5	ENSG00000258604.1	0.030	1.435	-1.241	2.92e-78
ALB	ENSG00000163631.16	1.300	35.871	-4.003	1.00e-56
ALDH1A2	ENSG00000128918.14	1.800	20.135	-2.916	4.36e-41
ALDH4A1	ENSG00000159423.16	23.381	86.258	-1.840	1.77e-27
ALDH6A1	ENSG00000119711.12	12.850	57.382	-2.076	1.20e-46
ALDOA	ENSG00000149925.16	2258.735	993.722	1.184	9.09e-49
ALDOB	ENSG00000136872.17	13.720	897.954	-5.932	3.55e-42
ALDOC	ENSG00000109107.13	73.470	8.604	2.955	2.75e-36
ALOX5	ENSG00000012779.10	17.650	3.295	2.118	4.64e-33
ALOX5AP	ENSG00000132965.9	18.550	7.990	1.121	5.14e-17
ALPK2	ENSG00000198796.6	19.350	4.510	1.885	3.14e-23
ALS2CL	ENSG00000178038.16	2.220	15.125	-2.324	8.83e-57
AMBP	ENSG00000106927.11	0.950	6.170	-1.879	4.76e-36
AMFR	ENSG00000159461.14	54.288	111.360	-1.023	3.87e-20
AMICA1	ENSG00000160593.17	11.570	2.790	1.730	5.91e-38
AMPH	ENSG00000078053.16	0.220	1.780	-1.188	1.58e-66
AMT	ENSG00000145020.14	10.810	24.840	-1.130	3.22e-22
ANG	ENSG00000214274.9	41.541	11.143	1.809	9.28e-29
ANGPT2	ENSG00000091879.13	33.929	2.120	3.485	1.46e-67
ANGPTL1	ENSG00000116194.12	0.710	10.390	-2.736	4.28e-53
ANGPTL2	ENSG00000136859.9	31.111	9.584	1.601	8.93e-28
ANGPTL3	ENSG00000132855.4	0.860	10.280	-2.600	2.75e-23
ANGPTL4	ENSG00000167772.11	513.563	7.070	5.995	1.05e-98
ANK2	ENSG00000145362.16	9.430	60.064	-2.550	1.22e-28
ANK3	ENSG00000151150.20	23.789	54.524	-1.163	3.54e-12
ANKRD2	ENSG00000165887.11	0.210	5.909	-2.514	9.22e-67
ANKRD37	ENSG00000186352.8	24.020	9.089	1.310	9.96e-26
ANKRD45	ENSG00000183831.6	0.630	2.310	-1.022	1.59e-13
ANKRD9	ENSG00000156381.8	2.660	7.794	-1.265	1.95e-37
ANKZF1	ENSG00000163516.13	22.420	10.495	1.027	5.85e-12
ANLN	ENSG00000011426.10	2.560	0.505	1.242	3.94e-30
ANO1	ENSG00000131620.17	15.860	3.954	1.767	3.04e-29
ANO4	ENSG00000151572.16	2.130	0.220	1.359	3.25e-21
ANO5	ENSG00000171714.10	0.150	2.855	-1.745	8.18e-41
ANTXR1	ENSG00000169604.19	20.220	9.455	1.021	1.39e-12
ANXA1	ENSG00000135046.13	153.936	51.230	1.569	4.83e-36
ANXA13	ENSG00000104537.16	11.480	2.150	1.986	2.01e-12
ANXA2R	ENSG00000177721.4	3.590	0.965	1.224	1.86e-37
ANXA3	ENSG00000138772.12	3.660	28.486	-2.662	5.50e-32
ANXA4	ENSG00000196975.14	479.171	124.270	1.939	6.31e-55
ANXA9	ENSG00000143412.9	2.770	17.395	-2.287	2.19e-60
AOAH	ENSG00000136250.11	12.330	1.810	2.246	4.16e-60
AP000322.53	ENSG00000243627.4	0.020	1.525	-1.308	2.01e-37
AP000349.2	ENSG00000280178.1	1.930	0.380	1.086	1.60e-23
AP000439.3	ENSG00000255774.1	5.320	0.040	2.603	2.02e-30
AP000696.2	ENSG00000231324.1	0.020	1.955	-1.535	9.21e-110
AP002518.1	ENSG00000280653.1	84.653	2.820	4.487	2.47e-13
AP1M2	ENSG00000129354.11	15.430	66.835	-2.046	7.68e-32
AP3S1	ENSG00000177879.14	61.699	29.603	1.035	5.91e-38
AP5M1	ENSG00000053770.11	11.600	24.360	-1.009	1.54e-12
APBB1IP	ENSG00000077420.15	23.940	2.439	2.858	1.76e-62
APCDD1L	ENSG00000198768.10	0.260	2.535	-1.488	3.78e-19
APCDD1L-AS1	ENSG00000231290.5	0.210	4.990	-2.308	4.12e-46
APEH	ENSG00000164062.12	49.298	127.326	-1.351	7.06e-31
APLN	ENSG00000171388.11	34.071	5.040	2.538	2.48e-58
APLNR	ENSG00000134817.10	19.200	4.160	1.969	3.51e-21
APOBEC3C	ENSG00000244509.3	28.310	5.485	2.176	6.71e-55
APOBEC3D	ENSG00000243811.7	3.410	0.965	1.166	6.46e-37
APOBEC3G	ENSG00000239713.7	21.459	4.355	2.068	1.44e-60
APOBEC3H	ENSG00000100298.15	1.840	0.340	1.084	2.86e-24
APOBR	ENSG00000184730.10	3.770	0.845	1.370	1.00e-41
APOC1	ENSG00000130208.9	283.439	7.450	5.073	2.96e-111
APOC1P1	ENSG00000214855.9	1.110	0.000	1.077	3.18e-31
APOC2	ENSG00000234906.8	6.630	0.850	2.044	5.44e-27
APOC3	ENSG00000110245.11	0.140	1.880	-1.337	2.06e-15
APOC4-APOC2	ENSG00000224916.8	10.930	3.975	1.262	9.36e-17
APOD	ENSG00000189058.8	4.980	22.440	-1.971	8.13e-26
APOH	ENSG00000091583.10	0.340	1.995	-1.160	2.47e-13
APOL1	ENSG00000100342.20	75.050	30.145	1.288	6.32e-26
APOL6	ENSG00000221963.5	12.430	5.175	1.121	3.45e-28
APOLD1	ENSG00000178878.12	52.030	10.650	2.186	3.58e-27
APOO	ENSG00000184831.13	14.230	36.573	-1.303	5.63e-30
AQP2	ENSG00000167580.7	0.010	526.083	-9.028	7.21e-204
AQP3	ENSG00000165272.14	60.601	199.534	-1.703	7.06e-28
AQP5	ENSG00000161798.6	0.030	1.215	-1.105	2.87e-55
AQP6	ENSG00000086159.12	0.060	28.150	-4.781	4.70e-101
AQP7	ENSG00000165269.12	5.230	15.305	-1.388	1.32e-23
ARAP1-AS1	ENSG00000256007.1	3.530	0.000	2.180	5.98e-8
ARG2	ENSG00000081181.7	10.020	61.639	-2.507	2.99e-26
ARHGAP15	ENSG00000075884.12	13.720	3.590	1.681	3.32e-43
ARHGAP22	ENSG00000128805.14	4.160	0.565	1.721	3.70e-70
ARHGAP24	ENSG00000138639.17	28.899	80.635	-1.449	6.37e-22
ARHGAP25	ENSG00000163219.11	16.829	4.330	1.742	1.81e-58
ARHGAP30	ENSG00000186517.13	9.820	1.935	1.882	5.54e-47
ARHGAP42	ENSG00000165895.17	10.080	3.700	1.237	7.96e-26
ARHGAP8	ENSG00000241484.9	4.260	14.974	-1.603	3.86e-40
ARHGAP9	ENSG00000123329.17	11.450	2.405	1.871	9.91e-40
ARHGDIB	ENSG00000111348.8	299.082	78.248	1.921	2.23e-62
ARHGEF1	ENSG00000076928.17	40.881	18.936	1.071	2.66e-18
ARHGEF26	ENSG00000114790.12	0.630	2.300	-1.018	5.71e-28
ARHGEF38	ENSG00000236699.8	0.300	1.845	-1.130	7.03e-34
ARHGEF39	ENSG00000137135.17	2.030	0.410	1.104	3.25e-48
ARHGEF6	ENSG00000129675.15	11.400	4.495	1.174	4.81e-34
ARID5A	ENSG00000196843.15	17.560	6.660	1.277	9.24e-27
ARL4C	ENSG00000188042.7	20.310	5.850	1.637	8.05e-25
ARL4D	ENSG00000175906.4	2.870	25.434	-2.772	6.04e-69
ARNT2	ENSG00000172379.18	4.940	18.343	-1.703	3.68e-26
ARPC1B	ENSG00000130429.12	137.739	65.571	1.059	7.74e-30
ARRB2	ENSG00000141480.17	46.122	17.205	1.372	4.94e-71
ARRDC2	ENSG00000105643.9	38.929	10.345	1.815	1.19e-47
ARSE	ENSG00000157399.14	54.621	20.559	1.367	5.72e-14
ASAP3	ENSG00000088280.18	5.070	13.245	-1.231	2.69e-32
ASF1B	ENSG00000105011.8	3.690	0.680	1.481	1.48e-51
ASPDH	ENSG00000204653.9	2.030	12.765	-2.184	9.22e-27
ASPHD1	ENSG00000174939.10	9.300	1.270	2.182	6.27e-45
ASS1	ENSG00000130707.17	115.503	317.155	-1.449	2.44e-23
ATF3	ENSG00000162772.16	32.179	65.659	-1.007	1.27e-5
ATG16L2	ENSG00000168010.10	11.620	4.090	1.310	3.07e-14
ATHL1	ENSG00000142102.15	23.880	5.500	1.936	5.48e-13
ATP11A	ENSG00000068650.18	44.390	14.475	1.552	8.96e-22
ATP12A	ENSG00000075673.11	0.000	3.105	-2.037	2.74e-135
ATP1A1	ENSG00000163399.15	223.758	1325.112	-2.561	8.68e-61
ATP1B1	ENSG00000143153.12	448.852	1024.318	-1.189	1.56e-7
ATP2B2	ENSG00000157087.16	1.420	0.125	1.105	2.50e-21
ATP2B4	ENSG00000058668.14	33.011	15.420	1.051	7.39e-31
ATP2C2	ENSG00000064270.12	0.230	1.745	-1.158	1.23e-57
ATP5A1	ENSG00000152234.15	264.348	649.731	-1.294	8.26e-23
ATP5G3	ENSG00000154518.9	199.147	421.897	-1.079	7.18e-16
ATP6V0A4	ENSG00000105929.15	0.080	73.483	-6.108	2.80e-102
ATP6V0D2	ENSG00000147614.3	0.230	50.989	-5.401	1.56e-85
ATP6V0E2	ENSG00000171130.17	19.110	54.795	-1.472	2.70e-26
ATP6V1A	ENSG00000114573.9	31.550	90.930	-1.498	2.11e-15
ATP6V1B1	ENSG00000116039.11	0.660	72.582	-5.470	8.51e-103
ATP6V1C2	ENSG00000143882.9	0.670	14.260	-3.192	9.61e-98
ATP6V1G3	ENSG00000151418.11	0.000	27.110	-4.813	7.57e-95
ATP6V1H	ENSG00000047249.16	30.930	69.463	-1.142	4.12e-28
ATP8B3	ENSG00000130270.16	1.590	0.220	1.086	9.81e-26
ATRNL1	ENSG00000107518.16	0.290	2.025	-1.230	3.52e-29
AUH	ENSG00000148090.11	19.779	46.091	-1.180	9.21e-24
AURKB	ENSG00000178999.12	2.450	0.365	1.338	6.06e-36
AVPR2	ENSG00000126895.13	0.520	5.679	-2.135	8.70e-76
AXL	ENSG00000167601.11	28.169	8.045	1.689	2.91e-39
AZGP1	ENSG00000160862.12	20.400	54.776	-1.382	2.03e-6
B2M	ENSG00000166710.17	10734.742	3813.367	1.493	2.22e-44
B3GNT4	ENSG00000176383.8	4.510	1.245	1.295	8.73e-18
B3GNT5	ENSG00000176597.11	8.150	3.450	1.040	2.55e-28
B4GALNT2	ENSG00000167080.8	0.170	3.695	-2.005	5.50e-49
B4GALNT3	ENSG00000139044.10	0.660	7.110	-2.289	2.59e-72
BARX2	ENSG00000043039.6	31.180	4.155	2.642	5.84e-46
BATF	ENSG00000156127.6	3.460	0.520	1.553	3.98e-39
BATF3	ENSG00000123685.8	4.570	1.265	1.298	1.46e-29
BAX	ENSG00000087088.19	104.459	49.550	1.061	4.21e-39
BAZ1A	ENSG00000198604.10	9.590	3.810	1.139	2.49e-41
BBC3	ENSG00000105327.15	7.580	2.580	1.261	3.60e-53
BCAM	ENSG00000187244.10	103.859	334.288	-1.677	4.78e-36
BCKDHB	ENSG00000083123.14	6.590	17.140	-1.257	1.14e-27
BCL2A1	ENSG00000140379.7	4.340	0.870	1.514	7.18e-34
BCL2L10	ENSG00000137875.4	0.570	2.830	-1.287	7.50e-33
BCL6B	ENSG00000161940.10	17.080	6.094	1.350	3.88e-19
BCL9	ENSG00000116128.9	4.470	10.125	-1.024	2.01e-27
BCO1	ENSG00000135697.9	4.160	1.405	1.101	2.17e-20
BDH1	ENSG00000161267.11	3.010	25.804	-2.741	1.66e-51
BDKRB1	ENSG00000100739.10	0.400	1.875	-1.038	5.58e-13
BDKRB2	ENSG00000168398.6	3.120	12.110	-1.670	3.41e-14
BEX1	ENSG00000133169.5	0.400	6.515	-2.424	2.83e-13
BEX2	ENSG00000133134.11	23.280	51.599	-1.115	2.22e-12
BEX5	ENSG00000184515.10	8.210	17.445	-1.002	1.07e-12
BGN	ENSG00000182492.15	447.920	202.327	1.143	1.70e-9
BHLHE41	ENSG00000123095.5	50.730	4.535	3.224	1.57e-79
BID	ENSG00000015475.18	17.950	7.080	1.230	7.57e-66
BIK	ENSG00000100290.2	0.370	2.240	-1.242	5.75e-44
BIN2	ENSG00000110934.10	8.470	1.940	1.688	7.84e-53
BIRC3	ENSG00000023445.13	36.729	7.015	2.235	7.78e-42
BIRC5	ENSG00000089685.14	2.510	0.390	1.336	1.81e-29
BIRC7	ENSG00000101197.12	1.960	0.065	1.475	3.25e-18
BLNK	ENSG00000095585.16	9.490	21.705	-1.114	2.64e-24
BMP1	ENSG00000168487.17	17.070	4.799	1.640	4.46e-34
BMP2K	ENSG00000138756.17	15.550	7.080	1.034	5.48e-32
BMP7	ENSG00000101144.12	0.060	4.750	-2.439	1.34e-78
BMPR1B	ENSG00000138696.10	0.130	5.864	-2.603	9.75e-64
BNIP3	ENSG00000176171.11	143.957	45.520	1.640	1.56e-36
BNIP3L	ENSG00000104765.14	120.918	59.575	1.009	1.49e-21
BRINP3	ENSG00000162670.10	0.000	1.459	-1.298	4.84e-92
BSND	ENSG00000162399.6	0.000	12.241	-3.727	8.38e-114
BSPRY	ENSG00000119411.10	1.760	12.069	-2.243	7.00e-54
BST2	ENSG00000130303.12	181.785	72.775	1.309	5.41e-21
BTBD11	ENSG00000151136.14	0.550	3.595	-1.568	3.31e-19
BTBD16	ENSG00000138152.8	3.350	0.195	1.864	1.31e-43
BTBD19	ENSG00000222009.8	5.310	1.855	1.144	1.06e-20
BTC	ENSG00000174808.11	1.070	3.939	-1.255	8.51e-37
BTG2	ENSG00000159388.5	45.641	126.723	-1.453	3.18e-23
BTK	ENSG00000010671.15	5.440	0.855	1.796	5.69e-52
BTN2A2	ENSG00000124508.16	13.800	6.299	1.020	6.79e-30
BTN3A1	ENSG00000026950.16	31.219	8.970	1.692	7.65e-45
BTN3A2	ENSG00000186470.13	48.751	12.695	1.861	1.43e-53
BTN3A3	ENSG00000111801.15	24.261	9.320	1.291	1.84e-24
BTNL9	ENSG00000165810.16	18.539	6.040	1.473	2.31e-9
BUB1	ENSG00000169679.14	1.620	0.220	1.103	3.02e-33
C10orf10	ENSG00000165507.8	203.459	36.559	2.445	1.51e-54
C10orf128	ENSG00000204161.13	10.700	4.525	1.083	1.85e-26
C10orf54	ENSG00000107738.19	47.349	20.171	1.191	3.63e-27
C10orf99	ENSG00000188373.4	2.030	0.100	1.462	1.32e-19
C11orf52	ENSG00000149300.9	14.370	36.108	-1.272	2.16e-25
C14orf132	ENSG00000227051.5	0.940	3.144	-1.095	1.78e-17
C14orf37	ENSG00000139971.15	1.090	10.205	-2.422	1.09e-83
C15orf48	ENSG00000166920.10	7.170	2.480	1.231	6.40e-19
C15orf59	ENSG00000205363.5	0.900	10.040	-2.539	1.02e-44
C15orf59-AS1	ENSG00000260469.2	0.000	1.245	-1.167	3.75e-44
C16orf13	ENSG00000130731.15	120.116	47.945	1.307	4.66e-42
C16orf45	ENSG00000166780.10	9.340	20.569	-1.061	8.61e-25
C16orf74	ENSG00000154102.10	6.640	1.560	1.577	6.00e-26
C16orf89	ENSG00000153446.15	1.470	22.358	-3.241	5.54e-62
C19orf33	ENSG00000167644.11	85.029	18.344	2.153	1.20e-21
C1orf116	ENSG00000182795.12	0.230	7.614	-2.808	9.96e-66
C1orf162	ENSG00000143110.11	36.559	6.384	2.347	3.34e-57
C1orf168	ENSG00000187889.12	0.310	4.655	-2.110	5.06e-68
C1orf186	ENSG00000263961.6	48.080	15.400	1.581	1.43e-18
C1orf210	ENSG00000253313.5	6.960	21.635	-1.508	5.83e-21
C1orf226	ENSG00000239887.4	0.830	7.770	-2.261	5.69e-101
C1orf54	ENSG00000118292.8	33.981	13.884	1.233	4.21e-37
C1orf95	ENSG00000203685.9	0.600	2.320	-1.053	1.43e-13
C1QA	ENSG00000173372.16	244.636	35.541	2.749	3.86e-64
C1QB	ENSG00000173369.15	270.952	30.960	3.089	6.90e-64
C1QC	ENSG00000159189.11	200.672	24.835	2.965	8.64e-64
C1QL1	ENSG00000131094.3	10.470	1.895	1.986	1.13e-17
C1QTNF6	ENSG00000133466.13	8.020	2.280	1.459	6.52e-44
C1QTNF7	ENSG00000163145.12	0.730	2.890	-1.169	7.36e-25
C1RL-AS1	ENSG00000205885.7	6.630	2.681	1.052	2.82e-17
C1S	ENSG00000182326.14	113.929	44.432	1.339	3.71e-8
C2	ENSG00000166278.14	28.120	5.725	2.114	1.72e-22
C21orf62	ENSG00000205929.9	0.970	6.925	-2.008	2.81e-25
C2orf15	ENSG00000273045.5	1.180	4.300	-1.282	5.53e-47
C2orf40	ENSG00000119147.9	3.980	23.350	-2.290	2.21e-29
C2orf54	ENSG00000172478.17	0.110	4.550	-2.322	2.54e-65
C3	ENSG00000125730.16	841.371	20.951	5.262	1.40e-80
C3AR1	ENSG00000171860.4	14.070	2.795	1.990	2.13e-43
C3orf52	ENSG00000114529.12	1.040	4.630	-1.464	3.02e-38
C3orf70	ENSG00000187068.2	2.240	0.575	1.041	5.57e-28
C4A	ENSG00000244731.7	508.286	97.720	2.367	6.59e-34
C4B	ENSG00000224389.8	483.575	101.458	2.242	7.06e-33
C4orf47	ENSG00000205129.8	7.500	1.555	1.734	5.77e-47
C5AR1	ENSG00000197405.7	10.270	3.995	1.174	8.42e-22
C5orf38	ENSG00000186493.11	0.410	6.016	-2.315	2.64e-46
C5orf46	ENSG00000178776.4	8.800	0.000	3.293	6.26e-37
C6orf132	ENSG00000188112.8	2.010	5.905	-1.198	1.70e-28
C6orf223	ENSG00000181577.15	14.120	1.400	2.656	1.46e-36
C7	ENSG00000112936.18	11.840	287.834	-4.492	1.60e-44
C8orf4	ENSG00000176907.4	21.750	78.376	-1.803	2.27e-33
